,0
0,66.73786899495028
1,21.321549713718788
2,52.74846059585451
3,56.150120627110276
4,18.602714993657187
5,21.73759682937245
6,33.455464735243034
7,74.73357441196231
8,80.3962216456604
9,21.609474206148818
10,25.164527407302316
11,59.28860412916614
12,46.81071804529623
13,75.08839817483332
14,17.208129535475045
15,3.7946721436339033
16,10.454403853193881
17,24.056478803850474
18,6.783991252217987
19,72.38048711754308
20,26.108474734706732
21,13.768581403422061
22,14.39292888344253
23,54.50857335151122
24,68.13015254538197
25,3.100589607086178
26,7.117101974044118
27,63.491945908482094
28,54.73359060839007
29,82.12045219601612
30,16.341530871183267
31,56.99630085471208
