,0
0,Auburn
1,Louisville
2,Michigan
3,Texas A&M
4,North Carolina
5,Iowa St.
6,New Mexico
7,Michigan St.
8,Florida
9,Oklahoma
10,Colorado St.
11,Maryland
12,Missouri
13,Texas Tech
14,Arkansas
15,St. John's
16,Duke
17,Baylor
18,Oregon
19,Arizona
20,BYU
21,Wisconsin
22,Saint Mary's
23,Alabama
24,Houston
25,Georgia
26,McNeese St.
27,Purdue
28,Xavier
29,Kentucky
30,UCLA
31,Tennessee
