,0
0,66.11909268924836
1,14.933968674786556
2,76.93062130667695
3,55.97064954171439
4,23.534921504481233
5,25.448755293873063
6,27.861918263065377
7,86.6925097546405
8,89.39212215876829
9,19.824584943010578
10,47.94103713515236
11,122.14198452828839
12,48.77915570557856
13,58.713534612619405
14,3.495111513440591
15,19.477365651203428
16,1.2116776179543223
17,1.9831173514699998
18,13.45368477436677
19,71.29826527992637
20,32.49521504564481
21,4.03704526521706
22,21.392912513304722
23,41.767162175246064
24,63.58342670198439
25,5.021636168267733
26,34.38352134881274
27,47.00858742822389
28,9.596943028887267
29,81.39357731503131
30,0.1117439593017906
31,67.27479796621742
