,0
0,Auburn
1,Michigan
2,North Carolina
3,Michigan St.
4,Oklahoma
5,Colorado St.
6,Texas Tech
7,St. John's
8,Mount St. Mary's
9,Arizona
10,BYU
11,Alabama
12,Houston
13,McNeese St.
14,Xavier
15,Tennessee
