,0
0,Auburn
1,Michigan
2,Iowa St.
3,Michigan St.
4,Oklahoma
5,Maryland
6,Texas Tech
7,Arkansas
8,Duke
9,Oregon
10,Wisconsin
11,Saint Mary's
12,Houston
13,Purdue
14,Xavier
15,Tennessee
