,0
0,Louisville
1,Michigan
2,North Carolina
3,Michigan St.
4,Oklahoma
5,Maryland
6,Texas Tech
7,St. John's
8,Duke
9,Arizona
10,BYU
11,Saint Mary's
12,Houston
13,Purdue
14,Xavier
15,Tennessee
