,team,adjoe,adjde,TO%,FTR Def,3pD%,2p%,Adj_OtoD_Margin,gilgo_score,date
1,Purdue,125.93645952136616,93.085446453283,16.900000000000002,23.3,30.7,54.5,32.85101306808316,14.200367971530728,2024-01-11
0,Houston,116.23594029504042,83.09389396106738,14.8,39.2,26.1,49.7,33.14204633397304,13.468048263723556,2024-01-11
2,Arizona,121.31329656392992,90.33634653112708,16.400000000000002,24.2,33.4,56.1,30.976950032802847,12.889039520009735,2024-01-11
3,Alabama,127.40291793721978,98.02177281989682,16.3,34.5,30.7,58.3,29.38114511732296,11.251348521567005,2024-01-11
4,Auburn,118.75836988706548,91.87909079654628,14.3,36.0,29.0,55.4,26.879279090519205,9.969960245216715,2024-01-11
7,Creighton,119.22689334352418,95.59117852806529,16.5,14.3,30.7,62.2,23.635714815458897,9.718736037429927,2024-01-11
8,BYU,116.686082328619,93.5747488099802,14.9,26.0,27.8,59.3,23.111333518638787,8.718713446369659,2024-01-11
6,Connecticut,122.78193389839976,97.88209406560723,15.6,34.8,34.8,62.3,24.899839832792523,8.399302298003438,2024-01-11
14,Duke,119.66381394280528,96.96666494400878,13.8,26.9,32.3,55.4,22.697148998796493,8.08971088926586,2024-01-11
11,North Carolina,116.94358666735876,94.44446080082096,14.099999999999998,26.6,29.2,50.1,22.499125866537796,8.035566778588056,2024-01-11
10,Illinois,118.71537065182264,95.76251813841752,17.2,24.2,32.2,56.8,22.95285251340512,7.976940033177121,2024-01-11
9,Michigan St.,117.48140365327228,94.2622871105434,16.2,30.0,29.7,54.4,23.219116542728884,7.893061091064618,2024-01-11
5,Tennessee,115.6738169305601,91.54507428030692,15.6,38.1,29.6,51.4,24.128742650253173,7.709383016654433,2024-01-11
12,Wisconsin,121.42636001401104,98.1209044746864,14.6,30.7,35.4,53.7,23.30545553932464,7.672077878988031,2024-01-11
15,Marquette,113.7450421501121,93.01235239856572,15.0,27.200000000000003,32.9,55.4,20.732689751546374,6.613740748443289,2024-01-11
18,Kentucky,119.6066053158427,99.2109240352312,12.8,31.2,30.8,55.9,20.395681280611498,6.586765581173012,2024-01-11
13,Iowa St.,113.0107959824528,91.57530698798394,15.3,31.7,33.1,55.5,21.43548899446887,6.55829828662601,2024-01-11
17,Baylor,121.65618139587916,100.76902527694212,16.2,31.4,30.5,54.1,20.887156118937042,6.266665232551596,2024-01-11
16,St. John's,117.98033662521344,97.16464917237414,17.0,33.2,32.7,50.1,20.8156874528393,5.624369346231973,2024-01-11
23,Texas Tech,117.22057216998596,98.48508796420018,15.7,24.4,31.4,53.9,18.73548420578578,5.614645365529325,2024-01-11
20,Gonzaga,116.11098054932356,96.61972521820012,16.5,27.700000000000003,32.4,55.7,19.49125533112344,5.6067157519852975,2024-01-11
22,Utah,117.4599708895839,98.31084894494114,16.5,23.200000000000003,34.7,53.7,19.149121944642758,5.574764386232082,2024-01-11
32,Dayton,120.98201146576488,102.53425186973004,16.5,21.3,32.5,53.9,18.447759596034842,5.506583353581252,2024-01-11
24,Colorado St.,118.0446905090544,99.21820952548478,15.1,28.8,33.9,60.2,18.826480983569624,5.34855339997747,2024-01-11
28,Florida Atlantic,119.45345672338686,100.56519033351742,16.7,26.0,33.5,57.5,18.888266389869443,5.33024249782036,2024-01-11
21,Kansas,113.21316073158992,94.57589172140774,18.1,23.9,32.0,55.5,18.63726901018218,5.198284096211129,2024-01-11
27,Ohio St.,117.3153083791371,98.67986357399909,16.7,27.6,31.3,49.8,18.635444805138007,4.971421331134184,2024-01-11
29,Clemson,119.23698945727013,100.50266770021796,14.9,31.0,34.1,55.5,18.73432175705217,4.963236271801824,2024-01-11
19,Mississippi St.,112.35112555388606,93.46483584064976,19.0,32.300000000000004,27.0,55.1,18.88628971323631,4.801586725074147,2024-01-11
25,Oklahoma,112.86876670581324,94.8816588318104,18.6,28.000000000000004,27.9,58.7,17.987107874002845,4.758335803141735,2024-01-11
26,San Diego St.,113.31652181447228,95.3089127800466,15.5,31.3,28.9,52.1,18.007609034425684,4.705091510999667,2024-01-11
33,Indiana St.,117.58917748506067,100.23502511849983,17.299999999999997,28.2,31.5,60.0,17.35415236656084,4.322932943602112,2024-01-11
38,Nebraska,116.36826697915124,99.85705777844343,15.7,24.5,31.4,52.6,16.51120920070781,4.209487612431764,2024-01-11
44,Butler,115.75411720608209,99.79436268081982,15.4,23.0,30.4,53.6,15.95975452526227,4.173750260409983,2024-01-11
34,Nevada,112.58677491473406,96.08300865217797,13.5,30.1,30.9,52.9,16.5037662625561,4.099947420159219,2024-01-11
30,Villanova,111.28002945268756,94.08750158493211,15.4,27.500000000000004,33.8,48.7,17.192527867755445,4.085991999330822,2024-01-11
36,Utah St.,113.6449571142868,97.20891781087904,15.5,31.5,28.2,58.7,16.436039303407753,3.9817339750787286,2024-01-11
47,Miami FL,115.97557836299978,100.59331414502074,17.599999999999998,19.5,28.9,54.4,15.382264217979042,3.923131172967217,2024-01-11
35,TCU,114.47030582162952,97.79573058793864,16.6,33.300000000000004,30.8,56.0,16.674575233690888,3.485140892551441,2024-01-11
43,Cincinnati,111.86191072751676,96.40612578918213,15.9,26.0,31.0,50.9,15.45578493833463,3.372828812384123,2024-01-11
40,Texas,114.50797822299616,98.42008866614862,17.4,30.5,33.2,54.4,16.087889556847543,3.0146626296770016,2024-01-11
42,Florida,116.1824030039424,99.95019226140502,17.7,32.2,33.9,53.4,16.232210742537376,2.8073485529477993,2024-01-11
56,Princeton,118.33627379244834,104.7726966453236,13.7,24.6,33.3,59.6,13.563577147124732,2.7960820597460856,2024-01-11
37,SMU,108.38319287240066,92.77620662729228,18.4,33.0,26.9,51.3,15.606986245108374,2.7305616095161076,2024-01-11
41,Colorado,116.0432899448842,99.74531902932108,19.7,30.0,35.1,55.1,16.297970915563113,2.6721622584934996,2024-01-11
39,New Mexico,111.27612633918773,95.52120364032936,14.9,37.1,31.7,51.6,15.754922698858365,2.6504528463036037,2024-01-11
31,Saint Mary's,110.09662280194952,93.11360801377998,18.3,37.7,33.5,51.3,16.98301478816954,2.619289020783418,2024-01-11
46,Xavier,110.69885913790876,95.78227690819172,17.7,28.7,30.7,48.1,14.916582229717037,2.4290651601273914,2024-01-11
45,Providence,105.25593650596056,90.93845229046,18.6,27.200000000000003,31.0,54.4,14.317484215500556,2.2176653714553387,2024-01-11
