,team,adjoe,adjde,TO%,FTR Def,3pD%,2p%,Adj_OtoD_Margin,gilgo_score,date
1,Purdue,127.86069720736606,94.14793904637594,16.5,22.4,31.2,54.7,33.71275816099012,14.843382478203974,2024-02-09
0,Houston,118.3667686292971,85.63843865304757,13.7,40.6,28.6,48.1,32.728329976249526,13.02158128551221,2024-02-09
3,Connecticut,123.91028246366466,95.3084006812305,15.6,35.3,32.0,58.7,28.601881782434162,10.726797887284839,2024-02-09
2,Auburn,120.74567731898304,92.58068868668232,14.6,37.5,29.9,54.8,28.16498863230072,10.47359306570344,2024-02-09
5,Arizona,121.47969169251756,95.1701174833262,16.0,24.6,34.9,54.4,26.309574209191368,9.900740267606734,2024-02-09
4,Tennessee,119.59040836938108,93.39444492135424,14.6,36.4,30.6,52.8,26.195963448026845,9.259337703296374,2024-02-09
7,Alabama,126.42494052366382,99.71996947654624,17.0,37.7,31.5,57.3,26.70497104711758,9.108082338741724,2024-02-09
9,BYU,121.03262880336362,97.01315415442808,15.6,29.8,30.0,59.0,24.019474648935542,8.614779535850678,2024-02-09
12,Illinois,121.62459208407896,98.2601619560277,15.8,23.200000000000003,32.3,54.0,23.364430128051254,8.464702378111264,2024-02-09
8,Kansas,119.8333852983628,95.73512884912304,16.7,27.500000000000004,32.9,56.5,24.098256449239756,8.386086434036253,2024-02-09
10,Marquette,117.56062245562173,94.34646515859647,14.8,28.000000000000004,33.3,57.7,23.214157297025253,8.123235951185402,2024-02-09
11,North Carolina,116.48902052917944,93.84350168032404,14.000000000000002,27.700000000000003,30.0,50.2,22.645518848855403,7.977816497801795,2024-02-09
6,Iowa St.,115.73716576948492,91.18245075562706,15.8,34.8,33.8,53.1,24.55471501385786,7.959176158453293,2024-02-09
19,Creighton,118.0729203808779,98.44538652295968,15.4,15.7,32.5,59.8,19.627533857918223,7.111645653330117,2024-02-09
14,Michigan St.,117.38744269662078,95.87610203848548,15.0,32.0,31.3,52.2,21.511340658135296,6.67191780146253,2024-02-09
20,Dayton,119.91508613785216,100.14523047240806,15.5,20.8,31.3,53.8,19.769855665444098,6.620811955920899,2024-02-09
15,Wisconsin,120.09445218728956,98.37942319827816,15.1,32.0,35.7,53.7,21.7150289890114,6.472367683296953,2024-02-09
18,Duke,119.38157066776436,99.35647050757872,13.7,27.700000000000003,33.5,54.1,20.025100160185644,6.2667610977132435,2024-02-09
13,Saint Mary's,114.7993500683155,93.41136356053536,16.3,33.5,32.5,52.5,21.38798650778014,6.151021769745886,2024-02-09
21,Gonzaga,117.1895429169228,97.89589053951536,14.6,25.3,32.2,57.8,19.29365237740744,6.108777950218538,2024-02-09
16,New Mexico,115.89588831421187,95.76406309119034,14.2,34.4,31.0,53.5,20.131825223021536,5.803413386043136,2024-02-09
24,Kentucky,123.1860649328868,103.54765429948364,13.1,32.2,32.6,54.0,19.638410633403154,5.779930486375924,2024-02-09
17,Baylor,122.1792067879123,101.51877627448542,17.1,31.7,33.3,53.2,20.66043051342689,5.698112613190402,2024-02-09
29,Indiana St.,119.98196365635248,101.48063066053447,16.900000000000002,24.9,33.1,62.0,18.501332995818004,5.330463127448982,2024-02-09
25,Wake Forest,117.0175168829258,98.5335733210514,15.9,30.3,31.7,53.8,18.483943561874398,4.848955572743382,2024-02-09
22,San Diego St.,114.38549066088822,96.01144889058986,15.6,32.4,30.5,52.3,18.374041770298362,4.686965479882,2024-02-09
33,Texas Tech,120.14864531888716,102.468145959683,16.1,25.3,34.0,52.5,17.680499359204163,4.569754609114538,2024-02-09
26,Florida,119.43485672839569,100.763027330698,17.1,31.2,33.1,52.0,18.671829397697692,4.511815932595591,2024-02-09
32,Clemson,119.33198955791016,101.51501272479553,14.4,32.800000000000004,33.9,53.8,17.816976833114637,4.2843558681999285,2024-02-09
23,St. John's,116.29018616531116,97.6545429697856,16.400000000000002,35.099999999999994,32.0,49.8,18.63564319552556,4.264692349270591,2024-02-09
27,Oklahoma,113.807829352496,96.08891785906788,17.9,31.5,28.3,55.2,17.718911493428124,4.2480860109911545,2024-02-09
28,Texas,117.82402656071044,99.6468127868886,17.9,31.1,34.8,53.4,18.177213773821833,3.9910504020313184,2024-02-09
30,Colorado,115.95848580660672,98.40732968745117,18.3,29.5,33.5,53.5,17.55115611915555,3.798555232684884,2024-02-09
35,Utah,115.01194706979066,98.46450775629822,16.400000000000002,25.2,35.3,53.6,16.547439313492447,3.7665379812303916,2024-02-09
41,Colorado St.,117.35770110850888,101.23115019753294,14.7,28.5,34.4,58.9,16.126550910975936,3.7178460556953214,2024-02-09
47,Butler,116.42842567199456,101.50662141664164,14.2,23.0,31.7,51.8,14.921804255352924,3.5842005957652843,2024-02-09
34,SMU,113.90794850353086,97.41335060406143,16.900000000000002,31.6,28.5,52.6,16.494597899469426,3.5659047186763493,2024-02-09
31,Mississippi St.,112.70586801924732,95.7251250306146,18.7,31.2,29.2,53.4,16.980742988632713,3.565453223065955,2024-02-09
39,Virginia,107.46140276013904,92.53277342063626,13.5,25.6,31.3,48.1,14.928629339502777,3.3838638970966928,2024-02-09
40,Villanova,112.3991889118635,96.93757947242084,14.7,28.3,32.4,50.1,15.461609439442668,3.2269317580600267,2024-02-09
38,South Carolina,113.7997482048077,97.93430433989846,16.0,29.9,32.4,51.3,15.865443864909238,3.1412707575946337,2024-02-09
36,TCU,117.06399211300308,100.32956718313014,17.9,33.2,32.5,54.1,16.734424929872944,3.119599207222496,2024-02-09
48,Mississippi,118.30838126178088,103.1784952072032,14.8,28.5,32.6,49.5,15.129886054577682,2.9550804932923844,2024-02-09
50,Florida Atlantic,117.3736036284448,102.793302358062,16.0,25.6,33.1,55.3,14.580301270382805,2.8233837749335087,2024-02-09
37,Northwestern,118.0349427920361,101.22326885948368,13.8,41.1,35.9,51.9,16.811673932552424,2.778871098856978,2024-02-09
42,Xavier,114.09354833742069,98.52549518154548,16.400000000000002,31.2,33.1,48.1,15.568053155875205,2.6191124250838747,2024-02-09
44,Boise St.,113.10754087179374,97.81112815606652,17.1,33.0,28.9,50.6,15.296412715727229,2.5785117565936098,2024-02-09
43,Cincinnati,110.89748769127218,95.89113156422816,16.7,28.6,32.8,50.9,15.006356127044015,2.5771772374968487,2024-02-09
46,Nevada,112.46656631870631,97.9813160259426,14.099999999999998,32.2,31.6,52.3,14.485250292763709,2.4975026785858616,2024-02-09
45,Washington St.,113.71834075122376,98.77106186233922,15.1,33.7,32.5,53.2,14.94727888888454,2.426090122219568,2024-02-09
49,Utah St.,114.3259268352632,99.95331327913952,16.1,32.9,29.1,57.4,14.372613556123682,2.3803442692354455,2024-02-09
54,Nebraska,115.63584684349242,101.62903792419095,16.5,26.0,33.2,51.9,14.006808919301463,2.2421534407738912,2024-02-09
53,Ohio St.,116.58202031990892,102.34986620260815,15.4,27.800000000000004,35.8,50.6,14.232154117300766,2.1491140115534675,2024-02-09
63,Miami FL,113.9041136113166,101.25787992944872,17.599999999999998,20.200000000000003,30.4,54.1,12.646233681867884,2.059702545939408,2024-02-09
57,Drake,113.78679373555826,100.42701415381592,14.000000000000002,30.8,32.3,56.8,13.359779581742345,2.03766554486283,2024-02-09
62,Iowa,117.98620052424604,104.36534838688108,13.8,31.4,34.4,54.0,13.620852137364963,1.922419803792627,2024-02-09
55,Virginia Tech,113.6802117465703,99.91952948732188,17.4,29.2,33.4,54.4,13.760682259248412,1.7006161781415312,2024-02-09
52,Seton Hall,112.90217577718988,99.06542347466672,19.2,27.4,33.2,50.5,13.836752302523166,1.511918904539131,2024-02-09
71,Princeton,115.69172158413616,104.49070137859005,13.4,23.6,33.0,57.0,11.201020205546115,1.44482232538313,2024-02-09
58,Texas A&M,112.5324464542584,99.4043303728654,14.3,31.1,34.1,47.5,13.128116081393003,1.3949008096497304,2024-02-09
56,Providence,107.71193995270455,94.8370369829055,18.0,26.8,32.6,55.4,12.874902969799052,1.3778908115774215,2024-02-09
51,Bradley,115.85534413420142,101.55158848651912,18.3,34.7,34.0,56.0,14.303755647682294,1.3664409450861978,2024-02-09
