,team,adjoe,adjde,TO%,FTR Def,3pD%,2p%,Adj_OtoD_Margin,gilgo_score,date
1,Purdue,126.08366252492527,92.97426275288096,16.900000000000002,23.3,30.7,54.5,33.10939977204431,14.35798386094703,2024-01-12
0,Houston,116.23037646028158,82.97140709930164,14.8,39.2,26.1,49.7,33.25896936097993,13.539371310197758,2024-01-12
2,Arizona,121.3748990931074,90.20546430683184,16.400000000000002,24.2,33.4,56.1,31.16943478627556,13.00645521962809,2024-01-12
3,Alabama,127.26838958440104,97.86052065436218,16.3,34.5,30.7,58.3,29.40786893003886,11.267650047323704,2024-01-12
4,Auburn,119.0664432574973,91.76701390206338,14.3,36.0,29.0,55.4,27.299429355433915,10.226251906814685,2024-01-12
8,Creighton,119.17181532090407,95.50464134842012,16.5,14.3,30.7,62.2,23.66717397248395,9.73792612321521,2024-01-12
7,Illinois,119.59387464559192,95.72087851999152,16.900000000000002,23.200000000000003,31.9,56.2,23.87299612560041,8.68812763661625,2024-01-12
10,BYU,116.4108280878996,93.5439421257952,14.9,26.0,27.8,59.3,22.866885962104405,8.569600436883686,2024-01-12
6,Connecticut,122.58884292877327,97.82014556140795,15.6,34.8,34.8,62.3,24.76869736736532,8.319305394092844,2024-01-12
11,North Carolina,116.90013701590092,94.26458739277857,14.099999999999998,26.6,29.2,50.1,22.63554962312236,8.118785270104638,2024-01-12
14,Duke,119.61272120325371,96.94953875149984,13.8,26.9,32.3,55.4,22.66318245175387,8.068991295569859,2024-01-12
9,Michigan St.,117.538611820444,94.34972606313858,15.8,30.6,29.9,53.9,23.188885757305428,7.854720311956311,2024-01-12
12,Wisconsin,121.391027263456,97.9640219663888,14.6,30.7,35.4,53.7,23.427005297067197,7.74622323121099,2024-01-12
5,Tennessee,115.51560774521155,91.37194044016977,15.6,38.1,29.6,51.4,24.143667305041788,7.718487056075491,2024-01-12
13,Iowa St.,112.98106588160849,91.4217770812262,15.3,31.7,33.1,55.5,21.55928880038229,6.633816168233197,2024-01-12
19,Kentucky,119.5706334841483,99.16113246010993,12.8,31.2,30.8,55.9,20.409501024038377,6.595195624663408,2024-01-12
15,Marquette,113.5894265239196,92.9096196390899,15.0,27.200000000000003,32.9,55.4,20.679806884829702,6.581482199746119,2024-01-12
17,Utah,117.85774110066826,97.22671610672997,16.5,23.3,33.9,54.0,20.631024993938297,6.542375246302362,2024-01-12
