,team,adjoe,adjde,TO%,FTR Def,3pD%,2p%,Adj_OtoD_Margin,gilgo_score,date
1,Purdue,127.7684817223424,94.137804406597,16.5,22.4,31.2,54.7,33.6306773157454,14.793313162604697,2024-02-07
0,Houston,118.39698043964822,85.72029400074446,13.7,40.6,28.6,48.1,32.67668643890376,12.990078727731293,2024-02-07
2,Connecticut,123.8034449158244,95.28324357847688,15.6,35.3,32.0,58.7,28.520201337347515,10.676972815781983,2024-02-07
3,Auburn,120.0616340539886,92.66841685806068,15.0,36.5,29.7,55.1,27.393217195927917,10.054112489516033,2024-02-07
4,Arizona,121.09075363216672,94.89991860597344,16.3,24.6,34.7,54.8,26.190835026193284,9.805909365977902,2024-02-07
5,Alabama,126.63258692119877,99.3284288300397,16.900000000000002,35.8,31.7,58.1,27.304158091159067,9.676036435607031,2024-02-07
6,Tennessee,118.3278696176188,93.01549879886188,14.8,36.3,30.9,52.3,25.312370818756918,8.657096199441721,2024-02-07
9,BYU,120.99424094655538,97.0497615323059,15.6,29.8,30.0,59.0,23.944479414249486,8.569032442692185,2024-02-07
12,Illinois,121.54476564500928,98.25844000121792,15.8,23.200000000000003,32.3,54.0,23.286325643791358,8.417058642712727,2024-02-07
8,Kansas,119.72867688487288,95.75986149445164,16.7,27.500000000000004,32.9,56.5,23.96881539042124,8.307127388156959,2024-02-07
10,Marquette,117.47264893545416,94.29233906310296,14.8,28.000000000000004,33.3,57.7,23.180309872351202,8.102589022134234,2024-02-07
11,North Carolina,116.64232306344564,93.91171155016386,14.000000000000002,27.700000000000003,30.0,50.2,22.730611513281787,8.029723023101889,2024-02-07
7,Iowa St.,115.70734027588006,91.27844677276263,15.8,34.8,33.8,53.1,24.428893503117422,7.882425036901627,2024-02-07
17,Creighton,117.14757179107708,97.2831374351075,15.4,15.6,31.8,60.2,19.86443435596958,7.333504957141442,2024-02-07
13,Wisconsin,121.16103554330874,98.5203085980976,14.9,31.3,35.7,53.6,22.640726945211142,7.133093436578798,2024-02-07
19,Dayton,120.13089416288406,100.27028573801326,15.5,20.8,31.3,53.8,19.860608424870804,6.676171139171189,2024-02-07
15,Michigan St.,117.19707107308764,95.76471706205491,15.0,32.0,31.3,52.2,21.43235401103273,6.623735946729965,2024-02-07
14,Saint Mary's,114.93986474351324,93.47425296478694,16.3,33.5,32.5,52.5,21.4656117787263,6.1983731850230415,2024-02-07
20,Duke,119.7355172622261,100.12964601047383,13.7,28.3,33.9,54.1,19.605871251752262,5.9229314635688795,2024-02-07
16,New Mexico,115.90895152038644,95.75507431477166,14.2,34.4,31.0,53.5,20.153877205614776,5.816865095425014,2024-02-07
25,Kentucky,123.27893955358894,103.64275909707352,13.1,32.2,32.6,54.0,19.63618045651542,5.778570078474405,2024-02-07
21,Gonzaga,117.03260752899604,98.20701992885182,14.9,25.7,32.6,57.5,18.825587600144218,5.694458436087974,2024-02-07
18,Baylor,122.12932088845938,101.4950620012268,17.1,31.7,33.3,53.2,20.634258887232576,5.68214792121187,2024-02-07
24,Wake Forest,117.23511832676728,98.50959935104676,15.9,30.3,31.7,53.8,18.72551897572052,4.996316575189514,2024-02-07
29,Indiana St.,120.01895476465305,101.8219229500073,16.900000000000002,25.6,33.9,61.1,18.19703181464574,4.988389406933902,2024-02-07
22,San Diego St.,114.37639723569424,96.02672641938986,15.6,32.4,30.5,52.3,18.349670816304382,4.672099197945672,2024-02-07
32,Texas Tech,120.13970398767457,102.35301317600596,16.1,25.3,34.0,52.5,17.786690811668606,4.634531395117849,2024-02-07
26,Florida,119.31302287439333,100.76539301923115,17.1,31.2,33.1,52.0,18.54762985516217,4.436054211648925,2024-02-07
30,Clemson,119.29990824024854,101.53912001491425,14.4,32.800000000000004,33.9,53.8,17.760788225334295,4.250080817453919,2024-02-07
23,St. John's,116.08312670940283,97.49876259203948,16.400000000000002,35.099999999999994,32.0,49.8,18.58436411736335,4.233412111591644,2024-02-07
27,Oklahoma,113.71686426348217,96.06121147782557,17.9,31.5,28.3,55.2,17.6556527856566,4.2094981992505245,2024-02-07
28,Texas,117.86773232839218,99.69855846422593,17.9,31.1,34.8,53.4,18.169173864166254,3.9861460571414136,2024-02-07
34,Utah,114.69701557499866,98.11054662793156,16.6,24.4,35.3,54.1,16.586468947067104,3.846546057710934,2024-02-07
40,Colorado St.,117.60604201654073,101.27431860150134,14.7,28.5,34.4,58.9,16.33172341503939,3.843001283174029,2024-02-07
50,Butler,116.39982626127689,101.56976025161988,14.2,23.0,31.7,51.8,14.830066009657003,3.528240265890772,2024-02-07
31,Colorado,115.24986029735248,98.10399060837514,18.3,29.8,33.5,53.6,17.145869688977342,3.5262805102761785,2024-02-07
38,Virginia,107.57813423701384,92.59990114294776,13.5,25.6,31.3,48.1,14.978233094066084,3.4141221873803103,2024-02-07
39,Villanova,113.43055803305938,97.66514519015686,14.7,28.7,33.0,50.7,15.76541284290252,3.3448518341705373,2024-02-07
35,SMU,112.30323789797026,96.26582553856512,17.4,31.6,27.9,51.6,16.03741235940514,3.221021539237134,2024-02-07
37,South Carolina,113.764177935506,97.78529454202638,16.0,29.9,32.4,51.3,15.97888339347962,3.2104688700225674,2024-02-07
33,Mississippi St.,112.52685490589592,96.12716111492882,18.9,31.6,28.7,53.5,16.399693790967092,3.183013212489925,2024-02-07
49,Florida Atlantic,118.1893454435854,103.08251891729108,16.2,25.6,33.3,56.6,15.106826526294313,3.133964181039531,2024-02-07
36,TCU,117.00426353691714,100.32341780636526,17.9,33.2,32.5,54.1,16.68084573055188,3.086915895636647,2024-02-07
47,Nebraska,116.62147767940522,101.5875035717164,16.1,25.6,32.7,51.7,15.03397410768882,3.0073242056901783,2024-02-07
51,Mississippi,118.36716916398876,103.43123438617664,14.8,28.5,32.6,49.5,14.935934777812122,2.836770214465394,2024-02-07
41,Boise St.,113.03158060447072,97.6938514735041,17.1,33.0,28.9,50.6,15.337729130966622,2.6037147698896383,2024-02-07
46,Washington St.,114.2603722627174,99.1708016804447,14.9,33.6,32.7,53.8,15.0895705822727,2.5578380551863473,2024-02-07
42,Cincinnati,110.95287586022351,95.98531238749696,16.7,28.6,32.8,50.9,14.967563472726553,2.553513718363198,2024-02-07
48,Nevada,112.47117176813418,98.03540542588205,14.099999999999998,32.2,31.6,52.3,14.435766342252137,2.467317468773803,2024-02-07
56,Iowa,117.75736600890636,103.64429252455857,13.3,30.3,33.6,53.5,14.113073484347794,2.4585248254521535,2024-02-07
44,Xavier,114.84611510079844,99.4243384486022,16.5,31.7,33.3,48.3,15.421776652196243,2.4563337578397086,2024-02-07
52,Utah St.,114.26535731168228,99.93003111662432,16.1,32.9,29.1,57.4,14.33532619505796,2.3575989789853544,2024-02-07
43,Northwestern,117.83825044132116,101.9529830092012,13.8,40.9,36.1,52.3,15.88526743211996,2.2284631335931757,2024-02-07
60,Miami FL,114.14897078032628,101.23047016021378,17.599999999999998,20.200000000000003,30.4,54.1,12.918500620112496,2.2257853782686228,2024-02-07
54,Ohio St.,116.58658339914976,102.30394682828094,15.4,27.800000000000004,35.8,50.6,14.282636570868817,2.1799083082299786,2024-02-07
45,Bradley,116.27918830168528,100.86331636119417,18.0,34.4,33.6,56.5,15.415871940491115,2.170281883699579,2024-02-07
57,Drake,113.1949648341271,99.84425355659246,13.900000000000002,30.8,32.7,56.3,13.350711277534643,2.001933879296131,2024-02-07
55,Virginia Tech,113.54814714998872,99.6535423778866,17.4,29.2,33.4,54.4,13.894604772102127,1.7823089109822974,2024-02-07
53,Seton Hall,113.41879460077168,99.23780617759512,19.4,28.1,33.8,50.6,14.180988423176558,1.5778529381377007,2024-02-07
71,Princeton,115.7870445174529,104.55087699263208,13.4,23.6,33.0,57.0,11.236167524820814,1.466262190140696,2024-02-07
67,Richmond,107.00341925099598,95.9025678663622,12.8,26.200000000000003,29.9,51.7,11.10085138463377,1.3304193446265995,2024-02-07
58,Providence,106.46059806645876,93.93191544904371,18.4,27.500000000000004,31.6,55.8,12.528682617415043,1.1260463966231757,2024-02-07
61,Oregon,115.68633591230696,102.73867688011428,15.1,33.6,35.4,52.0,12.947659032192675,0.9476720096375315,2024-02-07
62,Texas A&M,111.96840071768432,99.6655515903602,14.4,31.3,34.0,47.0,12.302849127324123,0.8489879676677135,2024-02-07
66,Georgia,111.72513438029938,99.88611193365708,16.3,28.4,31.8,48.6,11.839022446642304,0.7420036924518045,2024-02-07
65,Washington,116.17677601886568,103.79645485546646,16.1,34.5,33.9,54.5,12.380321163399216,0.5444459096735221,2024-02-07
74,Pittsburgh,110.79047441706254,100.17700382116792,14.499999999999998,28.9,30.1,50.3,10.613470595894626,0.4370670634957219,2024-02-07
75,Yale,111.2994257519224,100.7666138814608,14.3,27.700000000000003,34.5,51.1,10.5328118704616,0.2056652409815758,2024-02-07
63,Louisiana Tech,109.58063696780673,97.55092018083366,19.0,31.0,32.3,48.6,12.029716786973069,0.12162724005357206,2024-02-07
59,UCF,104.83639307899938,92.63553178243248,18.8,36.4,33.1,47.0,12.200861296566899,-0.35727460909419295,2024-02-07
73,St. Bonaventure,111.8372701500868,101.11446843781528,15.9,35.099999999999994,31.6,51.3,10.722801712271519,-0.4011409555143739,2024-02-07
64,North Texas,109.09570941926084,97.29423576395352,18.9,36.7,31.3,47.7,11.80147365530732,-0.4807510702625346,2024-02-07
82,Stanford,112.0013422819297,102.20238229057452,17.8,24.8,34.1,52.6,9.798959991355176,-0.48183440527334365,2024-02-07
95,Appalachian St.,106.62812292540124,98.64815092844796,15.1,21.0,31.9,54.3,7.979971996953282,-0.5555170818584994,2024-02-07
68,LSU,110.90817672086928,99.80591918229624,18.3,34.2,33.1,52.2,11.102257538573042,-0.5817229014704448,2024-02-07
87,Charlotte,110.54311401391324,101.35803857628224,15.5,30.7,30.2,53.2,9.185075437631,-0.6915539830450905,2024-02-07
72,Grand Canyon,111.01803091401288,100.31312449671896,18.6,33.6,31.9,53.0,10.704906417293927,-0.6984070854507056,2024-02-07
83,James Madison,109.52828281556008,100.19069143421648,14.7,35.8,28.9,54.5,9.3375913813436,-0.797969257380404,2024-02-07
86,Saint Joseph's,113.5986955183333,104.04998789592996,16.5,30.1,33.2,53.4,9.548707622403342,-0.8156383503339621,2024-02-07
79,North Carolina St.,109.88239853711416,99.88960144452746,13.8,36.1,34.2,49.4,9.992797092586699,-0.8521437735221145,2024-02-07
90,UNLV,113.30801523807445,104.317735947321,14.7,29.5,34.3,53.7,8.990279290753449,-0.8767796326403958,2024-02-07
69,Maryland,104.1109464696736,93.73419692131048,18.2,31.4,33.5,48.7,10.376749548363122,-0.8826827754984949,2024-02-07
84,Syracuse,106.91189274365834,97.80235867916916,16.7,26.8,32.9,49.8,9.109534064489182,-0.892584220661599,2024-02-07
81,Minnesota,109.02202586167344,99.46485427695735,18.2,28.3,34.0,56.5,9.557171584716087,-0.8987753333231865,2024-02-07
70,Kansas St.,106.49976562968716,95.95086815003658,21.5,30.8,31.2,52.0,10.548897479650577,-0.9929725374131482,2024-02-07
93,Boston College,113.35856758087432,104.5465011301642,15.3,27.3,35.1,52.0,8.81206645071012,-0.9955894650668276,2024-02-07
85,Indiana,111.04098004542476,101.58377180468392,17.2,32.1,34.0,53.2,9.45720824074084,-1.2460529731480872,2024-02-07
89,Michigan,115.16184244209468,105.68821514634357,17.9,29.7,35.8,52.0,9.473627295751115,-1.30923734959182,2024-02-07
78,San Francisco,109.32369406019498,99.37270332855992,18.2,36.8,33.8,58.3,9.95099073163506,-1.3832956537026135,2024-02-07
