,team,adjoe,adjde,TO%,FTR Def,3pD%,2p%,Adj_OtoD_Margin,gilgo_score,date
1,Purdue,127.55267152354637,94.403421655646,16.6,23.1,30.9,54.7,33.149249867900366,14.441392419419225,2024-01-21
0,Houston,118.45120303078605,83.53080493378815,14.2,41.6,27.9,49.2,34.9203980969979,14.27024283916872,2024-01-21
2,Auburn,123.38819732452114,94.61849050580152,14.7,37.2,29.1,55.8,28.769706818719627,10.947721159418972,2024-01-21
3,Arizona,121.0991924656435,94.1745475370239,16.400000000000002,24.4,33.4,54.3,26.9246449286196,10.344433406457954,2024-01-21
5,Alabama,127.5702106071587,100.91927650625736,17.299999999999997,35.4,31.8,57.9,26.65093410090134,9.233769801549814,2024-01-21
9,BYU,120.59530287372388,96.20588434773236,15.4,28.8,28.5,58.8,24.389418525991516,9.081545300854824,2024-01-21
10,Illinois,122.06229916706604,98.08563352317704,16.2,22.7,30.7,55.7,23.976665643889007,8.996716042772295,2024-01-21
4,Tennessee,118.61472224995684,92.51626776746387,15.5,38.0,29.8,52.6,26.09845448249297,8.95705723432071,2024-01-21
8,North Carolina,118.88547053001454,94.72147369165342,14.4,28.000000000000004,29.0,50.8,24.16399683836113,8.906838071400287,2024-01-21
6,Connecticut,124.56371557884287,98.86018187148952,15.4,35.6,33.1,59.7,25.70353370735336,8.90635556148555,2024-01-21
14,Creighton,116.4129556054857,95.72839243271956,15.8,14.8,30.2,59.6,20.684563172766147,7.9513835353873485,2024-01-21
7,Iowa St.,116.13138977304436,92.2641405932746,15.6,33.5,33.2,55.0,23.867249179769757,7.799971999659551,2024-01-21
16,Kentucky,124.62829675199212,102.86311398246012,13.2,32.0,31.3,56.7,21.765182769532004,7.264161489414521,2024-01-21
11,Michigan St.,118.17793607044544,96.01503839704776,15.1,30.9,30.8,52.6,22.16289767339768,7.207417580772584,2024-01-21
19,Dayton,123.04813450949948,102.51675567932736,16.0,20.5,32.6,54.0,20.531378830172116,6.931391086404989,2024-01-21
13,Marquette,116.09611361779451,95.12762108427388,14.499999999999998,27.3,33.2,57.3,20.96849253352063,6.865230445447583,2024-01-21
15,Wisconsin,123.54040948968962,101.84380148825473,15.1,31.2,35.5,53.9,21.696608001434896,6.557930880875287,2024-01-21
20,Gonzaga,117.97516812553818,98.30698398716962,15.6,26.4,31.8,57.3,19.66818413836856,6.083392324404821,2024-01-21
18,Utah,118.43364604949755,98.54158269744784,16.1,24.4,34.0,53.6,19.892063352049718,6.035958644750326,2024-01-21
23,Duke,120.777001199586,101.24039538980172,13.5,26.700000000000003,34.5,54.3,19.536605809784277,6.0218795439684065,2024-01-21
17,Kansas,117.9949928530383,97.97426085762972,16.6,26.4,33.0,56.7,20.020731995408582,6.016446517199235,2024-01-21
22,Indiana St.,121.78200782836596,102.02761877067344,17.0,27.6,32.5,60.7,19.75438905769252,5.834577325192438,2024-01-21
12,Saint Mary's,114.41280126103464,93.2665828309221,17.5,36.5,32.4,51.8,21.14621843011254,5.508443242368651,2024-01-21
24,Baylor,121.93955162482808,102.2684555179102,16.400000000000002,31.3,30.7,53.1,19.671096106917886,5.45461862521991,2024-01-21
