,team,adjoe,adjde,TO%,FTR Def,3pD%,2p%,Adj_OtoD_Margin,gilgo_score,date,TO%_scaled,FTR Def_scaled,3pD%_scaled,2p%_scaled,Adj_OtoD_Margin_scaled,gilgo_score_v2,projected_points
156,UC Riverside,106.4460749,105.7732518,16.5,32.9,32.2,47.3,0.672823073,-6.594727925,1/24/25,0.748031496,0.583769634,0.571428571,0.346938776,0.492791475,0.538985918,
167,South Florida,107.0272035,107.4730519,17.4,35.8,31,54.9,-0.445848435,-7.375467545,1/24/25,0.677165354,0.507853403,0.653061224,0.657142857,0.478658169,0.5386758,
102,UTEP,108.4378728,102.1030414,17.6,41.7,32.3,48.1,6.334831443,-4.13250282,1/24/25,0.661417323,0.353403141,0.56462585,0.379591837,0.564325341,0.538561948,
160,Chattanooga,113.1002103,112.5657168,16.5,34.1,36.7,57.5,0.534493467,-6.845308985,1/24/25,0.748031496,0.552356021,0.265306122,0.763265306,0.491043818,0.538559044,
181,Furman,106.5913975,108.0155617,17.3,31.9,31.3,52.3,-1.424164134,-7.692790122,1/24/25,0.68503937,0.609947644,0.632653061,0.551020408,0.466298119,0.537022701,
133,Florida Atlantic,110.4122686,107.9543543,16.2,32.4,39.3,53.7,2.457914232,-5.784672319,1/24/25,0.771653543,0.596858639,0.088435374,0.608163265,0.515344333,0.536732183,
95,Colorado,107.552647,100.9025733,21.5,32.1,33.3,53.1,6.650073686,-3.627805052,1/24/25,0.354330709,0.604712042,0.496598639,0.583673469,0.568308114,0.536282831,
153,Miami OH,109.6080625,108.4356035,17.8,35.1,34.1,56.7,1.172459028,-6.584049993,1/24/25,0.645669291,0.52617801,0.442176871,0.730612245,0.49910388,0.536259754,
125,Illinois Chicago,110.8425074,107.2582623,18.9,33.5,34.4,53.4,3.584245184,-5.271060438,1/24/25,0.559055118,0.568062827,0.421768707,0.595918367,0.529574409,0.535019631,
137,Kent St.,99.65902549,97.67567676,16.4,42.4,30.2,49.2,1.983348737,-6.44975727,1/24/25,0.755905512,0.335078534,0.707482993,0.424489796,0.509348668,0.533587702,
203,Columbia,108.771927,112.4311868,17,23.4,37.1,56.4,-3.659259797,-8.552048476,1/24/25,0.708661417,0.832460733,0.238095238,0.718367347,0.4380599,0.533546584,
161,Quinnipiac,103.0252341,102.7450091,17.4,28.5,35.1,48.9,0.280224975,-6.758012765,1/24/25,0.677165354,0.69895288,0.37414966,0.412244898,0.487831387,0.529291684,
162,Oakland,106.8772853,106.7487874,18,26.9,36.7,52.3,0.128497933,-6.827766261,1/24/25,0.62992126,0.740837696,0.265306122,0.551020408,0.485914466,0.527564254,
168,UC Santa Barbara,105.8654556,106.4832482,19,30.6,31.3,52,-0.617792579,-7.373953473,1/24/25,0.551181102,0.643979058,0.632653061,0.53877551,0.476485825,0.526317894,
192,Pepperdine,104.3913728,106.8895806,17.4,27.9,32.8,49.7,-2.498207783,-8.188756748,1/24/25,0.677165354,0.714659686,0.530612245,0.444897959,0.452728642,0.526127725,
119,Troy,107.1439243,103.1829112,22.3,26.1,34.4,54.4,3.961013022,-4.890532057,1/24/25,0.291338583,0.761780105,0.421768707,0.636734694,0.534334497,0.52561579,
200,Drexel,102.1990773,105.4909407,19,28.1,30.2,52.7,-3.291863464,-8.662386713,1/24/25,0.551181102,0.709424084,0.707482993,0.567346939,0.442701589,0.523555127,
245,Campbell,100.4690583,107.1800969,15.9,30.8,30,51.3,-6.711038607,-10.50573355,1/24/25,0.795275591,0.638743455,0.721088435,0.510204082,0.399503699,0.523446457,
155,Loyola Chicago,107.3140311,106.5398939,17.6,34.2,35.8,54,0.774137205,-6.926276305,1/24/25,0.661417323,0.54973822,0.326530612,0.620408163,0.494071479,0.52185033,
165,Norfolk St.,107.7685097,108.0358845,18.3,35.2,32.2,53.6,-0.267374726,-7.496698583,1/24/25,0.606299213,0.523560209,0.571428571,0.604081633,0.480913007,0.521128123,
143,Milwaukee,106.4614325,104.7108949,19.7,33.6,32.2,52.3,1.75053754,-6.3903721,1/24/25,0.496062992,0.565445026,0.571428571,0.551020408,0.50640733,0.520855194,
180,Cal Baptist,107.8392189,109.2449097,16.7,31.3,35.2,50.5,-1.405690859,-7.890621424,1/24/25,0.732283465,0.62565445,0.367346939,0.47755102,0.466531511,0.519916886,
210,UT Rio Grande Valley,106.276906,110.3293558,19,31.5,31.3,59.2,-4.052449795,-9.337244375,1/24/25,0.551181102,0.620418848,0.632653061,0.832653061,0.433092334,0.519092205,
151,James Madison,107.9961204,106.6888499,18.3,32.7,34.2,49.7,1.307270489,-6.579415001,1/24/25,0.606299213,0.589005236,0.43537415,0.444897959,0.50080709,0.518948393,
184,Nicholls St.,106.7899191,108.404143,15.5,40,29.8,44.7,-1.614223861,-8.371676555,1/24/25,0.826771654,0.397905759,0.734693878,0.240816327,0.463896903,0.515797385,
249,Dartmouth,100.6427887,107.7488786,16.1,25,32.2,47.6,-7.106089891,-10.52501483,1/24/25,0.779527559,0.790575916,0.571428571,0.359183673,0.394512617,0.515433338,
159,East Tennessee St.,107.7662491,107.2248698,16.9,38.8,33.6,50.6,0.541379309,-7.306758622,1/24/25,0.716535433,0.429319372,0.476190476,0.481632653,0.491130813,0.515045921,
223,Colgate,103.9650846,108.8855138,17.1,25,36.1,53.3,-4.920429162,-9.500761789,1/24/25,0.700787402,0.790575916,0.306122449,0.591836735,0.422126275,0.514423323,
182,Wright St.,109.4427777,110.9569383,16.8,33.9,36.2,54.2,-1.514160648,-8.185687995,1/24/25,0.724409449,0.557591623,0.299319728,0.628571429,0.465161103,0.514235735,
196,UNC Asheville,110.2393411,113.3523402,14.8,39.9,33.3,51.4,-3.112999048,-9.237979419,1/24/25,0.881889764,0.40052356,0.496598639,0.514285714,0.444961364,0.513707396,
132,Texas A&M Corpus Chris,109.993994,107.4628237,17.5,44.4,33.5,54,2.531170237,-6.607386155,1/24/25,0.669291339,0.282722513,0.482993197,0.620408163,0.51626985,0.513489469,
206,Miami FL,112.3780948,116.4659697,16.3,26.7,39.7,56.2,-4.087874919,-9.218453701,1/24/25,0.763779528,0.746073298,0.06122449,0.710204082,0.432644773,0.512776223,
158,Ohio,108.4364705,107.8783211,15.9,35.9,40.6,55.5,0.558149397,-7.270378868,1/24/25,0.795275591,0.505235602,0,0.681632653,0.491342687,0.512751584,
121,Oklahoma St.,106.6453718,102.8300732,18.2,36.4,35.5,47.4,3.815298522,-5.551667902,1/24/25,0.614173228,0.492146597,0.346938776,0.351020408,0.532493539,0.51195289,
228,UMass Lowell,108.3557655,113.8087101,18.3,26.1,33.3,54.6,-5.452944573,-9.86704619,1/24/25,0.606299213,0.761780105,0.496598639,0.644897959,0.41539847,0.511624172,
185,William & Mary,112.5941316,114.3208169,18.2,37.6,32.7,57.3,-1.726685309,-8.523478038,1/24/25,0.614173228,0.460732984,0.537414966,0.755102041,0.462476064,0.511482969,
219,Towson,102.6881681,107.363739,14.9,32.4,33.3,45.3,-4.675570828,-9.689698205,1/24/25,0.874015748,0.596858639,0.496598639,0.265306122,0.425219817,0.509368601,
173,East Carolina,106.1336538,107.0407472,16,32.8,37.5,48.8,-0.90709341,-7.84412698,1/24/25,0.787401575,0.586387435,0.210884354,0.408163265,0.472830796,0.509296333,
170,Marshall,105.2208049,105.9642599,17.2,41.5,31.2,51.5,-0.743455068,-8.174357592,1/24/25,0.692913386,0.358638743,0.639455782,0.518367347,0.474898204,0.508694198,
216,Maine,100.4247089,104.7848589,16.3,31.4,34.7,51,-4.360149931,-9.579991458,1/24/25,0.763779528,0.623036649,0.401360544,0.497959184,0.429204848,0.507174443,
154,Seattle,105.9870073,105.0097905,18.1,33.1,34.9,47.3,0.977216743,-6.912547787,1/24/25,0.622047244,0.578534031,0.387755102,0.346938776,0.496637187,0.50690583,
263,Charlotte,102.9873398,111.7767794,14.6,34.7,29.9,49.4,-8.789439586,-11.96880815,1/24/25,0.897637795,0.536649215,0.727891156,0.432653061,0.373245162,0.505676816,
213,Montana,105.0215543,109.307231,17.2,31,35.1,54,-4.285676716,-9.590362797,1/24/25,0.692913386,0.633507853,0.37414966,0.620408163,0.430145743,0.504836647,
186,Massachusetts,104.2449215,105.968839,16,40.2,32.5,48.1,-1.723917512,-8.655289682,1/24/25,0.787401575,0.392670157,0.551020408,0.379591837,0.462511033,0.503441706,
205,Brown,104.0957362,107.7893281,18.8,27.9,33.4,51.7,-3.693591954,-9.141141092,1/24/25,0.566929134,0.714659686,0.489795918,0.526530612,0.437626148,0.50343285,
248,North Florida,112.1005672,119.8488947,13.6,34.7,36.5,54.4,-7.748327471,-11.54372976,1/24/25,0.976377953,0.536649215,0.278911565,0.636734694,0.386398582,0.503352636,
270,Army,102.2337307,111.809491,15.5,25.7,34.7,52.6,-9.575760268,-12.04616376,1/24/25,0.826771654,0.772251309,0.401360544,0.563265306,0.363310779,0.503032977,
113,Duquesne,107.4293335,102.8763895,18,38.8,37.3,47.4,4.552943958,-5.436504186,1/24/25,0.62992126,0.429319372,0.224489796,0.351020408,0.541812958,0.501663706,
141,Virginia Tech,108.753403,106.8193906,20.7,33.1,33,49.3,1.93401241,-6.55370243,1/24/25,0.417322835,0.578534031,0.517006803,0.428571429,0.508725353,0.499141845,
232,South Dakota,112.3816497,118.5186501,13.6,34.6,38.8,52.8,-6.137000392,-10.78347024,1/24/25,0.976377953,0.539267016,0.12244898,0.571428571,0.406756103,0.498208302,
204,Delaware,112.5113554,116.4922538,16.5,33.9,35.6,52.4,-3.980898475,-9.64599807,1/24/25,0.748031496,0.557591623,0.340136054,0.555102041,0.433996314,0.498137562,
171,Nebraska Omaha,108.096175,108.9287309,16.8,39,34.7,49.6,-0.832555847,-8.264759067,1/24/25,0.724409449,0.42408377,0.401360544,0.440816327,0.473772504,0.496808621,
176,Northeastern,104.819499,105.956954,19.2,31.5,34.9,51.4,-1.137454959,-8.114697525,1/24/25,0.535433071,0.620418848,0.387755102,0.514285714,0.469920406,0.49584445,
220,Richmond,101.1253292,105.7472331,14.8,40.5,33.6,49.7,-4.621903943,-10.28951141,1/24/25,0.881889764,0.384816754,0.476190476,0.444897959,0.425897845,0.49430951,
231,Eastern Kentucky,106.0647674,111.7890138,14.6,32.5,36.2,46.9,-5.724246401,-10.4723403,1/24/25,0.897637795,0.594240838,0.299319728,0.330612245,0.411970841,0.493808793,
190,Longwood,105.8826332,108.304073,17.7,40,31.8,51.6,-2.421439779,-9.186678265,1/24/25,0.653543307,0.397905759,0.598639456,0.52244898,0.45369853,0.492829992,
169,Hofstra,97.56526155,98.18891484,18.7,35.3,33.3,48.3,-0.623653291,-8.037578507,1/24/25,0.57480315,0.520942408,0.496598639,0.387755102,0.476411781,0.492368449,
247,Fresno St.,100.2573927,107.1340639,17.1,24.4,33.9,45.6,-6.876671147,-10.6929694,1/24/25,0.700787402,0.806282723,0.455782313,0.27755102,0.397411096,0.492350345,
221,Valparaiso,105.3317564,110.2015393,15,40,32.6,47.8,-4.869782908,-10.40456757,1/24/25,0.866141732,0.397905759,0.544217687,0.367346939,0.42276614,0.491877409,
199,Queens,105.334026,108.6075374,19.4,31.5,33,52.3,-3.273511386,-9.272291946,1/24/25,0.519685039,0.620418848,0.517006803,0.551020408,0.442933449,0.491011245,
225,Northern Arizona,104.2212999,109.2928907,15.8,34.8,35.3,50.2,-5.071590863,-10.31987043,1/24/25,0.803149606,0.534031414,0.360544218,0.465306122,0.420216497,0.490834894,
242,Vermont,96.53039548,102.7516024,17.7,27.4,33,47.5,-6.221206881,-10.5454362,1/24/25,0.653543307,0.727748691,0.517006803,0.355102041,0.405692237,0.490101088,
237,Ball St.,106.680375,113.2000756,17.3,33.6,32.5,52.4,-6.519700604,-11.05301737,1/24/25,0.68503937,0.565445026,0.551020408,0.555102041,0.401921065,0.488297541,
189,Rice,104.5416056,106.8879788,19.1,35.6,31.2,48.7,-2.346373257,-9.003687687,1/24/25,0.543307087,0.513089005,0.639455782,0.404081633,0.454646921,0.486788555,
183,Hawaii,106.0543178,107.6403503,20.4,35,33.9,56.2,-1.58603254,-8.69317985,1/24/25,0.440944882,0.528795812,0.455782313,0.710204082,0.464253073,0.48568631,
211,Youngstown St.,98.63593468,102.5632485,18,37.5,31.7,50.5,-3.927313864,-9.946911457,1/24/25,0.62992126,0.463350785,0.605442177,0.47755102,0.434673303,0.484351519,
124,Cal St. Northridge,107.7971791,104.2874651,18.3,50.4,34.1,52.4,3.509714005,-6.801874457,1/24/25,0.606299213,0.12565445,0.442176871,0.555102041,0.528632781,0.482831938,
291,Tennessee Tech,101.5881926,112.3483054,17.9,22.3,32.2,48.4,-10.76011274,-12.77991877,1/24/25,0.637795276,0.861256545,0.571428571,0.391836735,0.348347659,0.479333665,
191,Lamar,101.9467513,104.3805248,18.9,34.6,31.7,45.1,-2.433773529,-9.077901853,1/24/25,0.559055118,0.539267016,0.605442177,0.257142857,0.453542705,0.478917696,
175,Kennesaw St.,103.5508184,104.5500074,19.7,40.4,31.8,51.8,-0.999188985,-8.686505281,1/24/25,0.496062992,0.387434555,0.598639456,0.530612245,0.471667259,0.478660292,
202,Portland St.,101.7863827,105.1975533,19,35.8,33.3,51.5,-3.411170518,-9.739114016,1/24/25,0.551181102,0.507853403,0.496598639,0.518367347,0.441194263,0.476192443,
258,Houston Christian,101.0853534,108.8692649,18.5,28.1,32.2,49,-7.783911441,-11.58953598,1/24/25,0.590551181,0.709424084,0.571428571,0.416326531,0.385949014,0.475655889,
264,Tulsa,99.45220228,108.014883,17.1,33.3,31.8,50.4,-8.562680689,-12.24158522,1/24/25,0.700787402,0.573298429,0.598639456,0.473469388,0.376110036,0.47506364,
250,Marist,97.1238312,104.1386993,18.2,31.5,34.3,53.3,-7.014868095,-11.42691954,1/24/25,0.614173228,0.620418848,0.428571429,0.591836735,0.395665114,0.474023835,
177,Sam Houston St.,111.8278757,113.1476217,18.1,35.7,35.7,46.2,-1.319746013,-8.653795068,1/24/25,0.622047244,0.510471204,0.333333333,0.302040816,0.467617339,0.47401975,
179,Cleveland St.,103.4172866,104.7513231,18.6,38.1,35,49.4,-1.334036499,-8.818912264,1/24/25,0.582677165,0.447643979,0.380952381,0.432653061,0.467436793,0.472796169,
164,Wyoming,104.0572653,104.2553946,20.5,37.2,32.9,49.2,-0.19812928,-8.199058861,1/24/25,0.433070866,0.471204188,0.523809524,0.424489796,0.481787855,0.472455299,
208,Winthrop,106.9632051,110.9288954,17.7,40.3,35.3,55.2,-3.965690299,-10.32872108,1/24/25,0.653543307,0.390052356,0.360544218,0.669387755,0.434188455,0.471926402,
253,Mercer,100.8880977,108.3385451,16.9,35.2,34,50.8,-7.450447423,-11.87117293,1/24/25,0.716535433,0.523560209,0.448979592,0.489795918,0.390162001,0.468139564,
324,North Carolina A&T,99.95281708,114.7391889,13.4,31.6,31.5,45.5,-14.78637186,-15.38048684,1/24/25,0.992125984,0.617801047,0.619047619,0.273469388,0.297479864,0.467363223,
193,Southeastern Louisiana,101.7807704,104.3170097,20.2,38.8,30.9,50.1,-2.536239267,-9.537505953,1/24/25,0.456692913,0.429319372,0.659863946,0.46122449,0.452248152,0.467171732,
214,Robert Morris,102.5850282,106.7763843,19,31.8,34.9,48.1,-4.191356098,-10.07102722,1/24/25,0.551181102,0.612565445,0.387755102,0.379591837,0.431337391,0.465764823,
272,Harvard,100.8207812,110.4236596,19.2,24,34.2,51.8,-9.60287839,-12.50935582,1/24/25,0.535433071,0.816753927,0.43537415,0.530612245,0.362968169,0.465357616,
217,UMKC,101.6363933,106.0567776,19.2,36.9,30.9,47.7,-4.420384251,-10.41318439,1/24/25,0.535433071,0.479057592,0.659863946,0.363265306,0.428443847,0.465023127,
209,Idaho,110.0138391,114.123085,18.6,38.1,34.4,52.2,-4.109245907,-10.37979,1/24/25,0.582677165,0.447643979,0.421768707,0.546938776,0.432374772,0.464076123,
301,UMBC,105.3596097,117.6749747,16.3,28.5,35,53,-12.31536497,-14.12552263,1/24/25,0.763779528,0.69895288,0.380952381,0.579591837,0.328698588,0.463836618,
243,SIU Edwardsville,100.4966121,107.0885313,17.1,34.1,34.7,47.3,-6.591919123,-11.43922067,1/24/25,0.700787402,0.552356021,0.401360544,0.346938776,0.401008656,0.461893884,
241,Bethune Cookman,95.25456841,101.3084561,18.9,32.9,31.2,45.2,-6.053887648,-11.08422147,1/24/25,0.559055118,0.583769634,0.639455782,0.26122449,0.40780615,0.461640003,
194,Radford,107.2088548,110.046626,18.7,38.4,34.6,48.6,-2.837771163,-9.77304041,1/24/25,0.57480315,0.439790576,0.408163265,0.4,0.448438595,0.459656308,
215,Southern Illinois,102.2942406,106.5832847,18.8,34.4,35.7,49.9,-4.289044091,-10.3501169,1/24/25,0.566929134,0.544502618,0.333333333,0.453061224,0.4301032,0.459364487,
277,Bowling Green,100.7552828,110.8159533,17.1,31.4,33.8,50.2,-10.06067059,-13.14370906,1/24/25,0.700787402,0.623036649,0.462585034,0.465306122,0.357184418,0.459286224,
256,Southeast Missouri St.,99.78461514,107.4463454,15.8,45.4,30,47.7,-7.661730228,-12.54195544,1/24/25,0.803149606,0.256544503,0.721088435,0.363265306,0.387492652,0.457809684,
187,Texas St.,109.9584819,112.174857,17.7,41.8,35.9,48.7,-2.216375056,-9.644888784,1/24/25,0.653543307,0.35078534,0.319727891,0.404081633,0.456289319,0.457582448,
308,Fairleigh Dickinson,100.5324817,113.3737785,16.7,32.5,29.6,48.1,-12.8412968,-14.60254105,1/24/25,0.732283465,0.594240838,0.74829932,0.379591837,0.322053961,0.45709996,
172,Jacksonville,100.5082884,101.2942274,21.6,34.9,33.4,46.6,-0.785939007,-8.645372794,1/24/25,0.346456693,0.531413613,0.489795918,0.318367347,0.474361462,0.452907694,
295,Penn,101.7413965,113.0696629,17.5,23.7,36.5,48.7,-11.32826644,-13.52519253,1/24/25,0.669291339,0.82460733,0.278911565,0.404081633,0.3411696,0.452657965,
254,American,102.856244,110.4548609,17.4,37.1,34.6,51.1,-7.598616961,-12.26220635,1/24/25,0.677165354,0.47382199,0.408163265,0.502040816,0.388290026,0.452292895,
294,Lafayette,98.2998655,109.1463087,16.4,31,34.5,47.5,-10.84644317,-13.60503033,1/24/25,0.755905512,0.633507853,0.414965986,0.355102041,0.34725696,0.451732737,
283,Western Michigan,102.9337865,113.4680098,15.9,32.8,36,49.3,-10.53422331,-13.56487622,1/24/25,0.795275591,0.586387435,0.31292517,0.428571429,0.351201548,0.450740601,
260,Morehead St.,101.6387159,110.0340543,18.7,31.8,32.1,46.7,-8.395338411,-12.40305643,1/24/25,0.57480315,0.612565445,0.578231293,0.32244898,0.37822424,0.450271729,
235,Northwestern St.,103.4535058,109.2808675,18.9,32,36.3,48.9,-5.827361686,-11.15889063,1/24/25,0.559055118,0.607329843,0.292517007,0.412244898,0.410668081,0.449150457,
212,Boston College,105.67955,109.9644004,18.1,37.1,36.4,47.5,-4.284850433,-10.61040876,1/24/25,0.622047244,0.47382199,0.285714286,0.355102041,0.430156183,0.447807255,
222,UTSA,107.7419208,112.799513,16,41.7,36.9,46.7,-5.057592184,-11.22308123,1/24/25,0.787401575,0.353403141,0.25170068,0.32244898,0.420393356,0.446384341,
233,Idaho St.,103.8545209,109.6411377,18.4,35.3,36.2,49,-5.786616822,-11.34758626,1/24/25,0.598425197,0.520942408,0.299319728,0.416326531,0.411182852,0.444948954,
306,Manhattan,107.3036961,120.6330775,17.4,27.5,33.9,49.9,-13.32938136,-14.84037263,1/24/25,0.677165354,0.72513089,0.455782313,0.453061224,0.315887496,0.444074562,
307,Georgia St.,101.182461,113.8656092,17.7,27.3,32.8,47.1,-12.68314818,-14.47387039,1/24/25,0.653543307,0.730366492,0.530612245,0.33877551,0.324052012,0.443852052,
287,Evansville,93.69179418,103.5317149,17.9,36.8,32.8,51.4,-9.839920674,-13.53235161,1/24/25,0.637795276,0.481675393,0.530612245,0.514285714,0.359973374,0.441920895,
244,Tennessee Martin,102.079935,108.8680603,19.6,34,33.5,48.7,-6.788125292,-11.83155643,1/24/25,0.503937008,0.554973822,0.482993197,0.404081633,0.398529785,0.441824296,
230,Central Michigan,101.5069338,106.9338707,19.5,34.4,35.5,49.1,-5.426936818,-11.16983146,1/24/25,0.511811024,0.544502618,0.346938776,0.420408163,0.415727053,0.441705087,
226,Gardner Webb,103.3957573,108.4640333,21.7,36.2,31.8,52.3,-5.068276006,-11.09694836,1/24/25,0.338582677,0.497382199,0.598639456,0.551020408,0.420258377,0.441456947,
261,North Dakota,108.8170188,117.8967048,16.7,31,39.2,49.5,-9.079685926,-12.89370842,1/24/25,0.732283465,0.633507853,0.095238095,0.436734694,0.369578187,0.441048583,
315,Holy Cross,103.6386903,117.6830422,16.9,25.5,35.5,49,-14.04435195,-15.16050469,1/24/25,0.716535433,0.777486911,0.346938776,0.416326531,0.306854551,0.440358667,
251,Southern Utah,100.330492,107.5815655,21.8,29.6,32.6,51.4,-7.251073487,-11.91915483,1/24/25,0.330708661,0.670157068,0.544217687,0.514285714,0.392680893,0.440092242,
255,Sacred Heart,105.1158776,112.9950229,18.4,30.2,37.2,48.3,-7.879145239,-12.2481786,1/24/25,0.598425197,0.654450262,0.231292517,0.387755102,0.384745829,0.439793695,
227,FIU,98.39884824,103.2641396,20,40.6,32,49.5,-4.865291349,-11.19892772,1/24/25,0.472440945,0.382198953,0.585034014,0.436734694,0.422822887,0.438935201,
288,Utah Tech,101.5703324,112.2768887,17.3,36.4,32.3,48.2,-10.70655632,-13.97879935,1/24/25,0.68503937,0.492146597,0.56462585,0.383673469,0.349024292,0.43770602,
236,Fordham,102.2587408,108.1713784,18.6,36.5,35.8,48.2,-5.912637596,-11.56225893,1/24/25,0.582677165,0.489528796,0.326530612,0.383673469,0.409590705,0.437486612,
290,Albany,103.1216155,114.0045561,15.7,38.7,35.6,50.8,-10.88294066,-14.2186438,1/24/25,0.811023622,0.431937173,0.340136054,0.489795918,0.34679585,0.436975609,
278,Stonehill,102.0835367,112.3003757,17.7,36.2,32.9,48.1,-10.21683902,-13.77957181,1/24/25,0.653543307,0.497382199,0.523809524,0.379591837,0.355211384,0.433637861,
274,Charleston Southern,100.0015636,109.709901,18.9,33.4,33.4,49.1,-9.70833744,-13.41918584,1/24/25,0.559055118,0.570680628,0.489795918,0.420408163,0.361635798,0.432791399,
224,Little Rock,95.71026562,100.3479983,20.9,40.9,29.4,45.8,-4.637732708,-11.14236695,1/24/25,0.401574803,0.37434555,0.761904762,0.285714286,0.425697865,0.432501306,
271,Northern Kentucky,97.76553702,106.983358,18.9,26.1,37.9,47.4,-9.217820986,-12.8484208,1/24/25,0.559055118,0.761780105,0.183673469,0.351020408,0.367832987,0.43181979,
195,Southern,98.95906276,101.7335334,19,41.9,36.4,47.4,-2.774470624,-10.29207708,1/24/25,0.551181102,0.348167539,0.285714286,0.351020408,0.449238335,0.431433368,
297,Alabama St.,104.5630414,116.3395547,13.8,41.7,35.7,46.6,-11.77651333,-14.85902313,1/24/25,0.960629921,0.353403141,0.333333333,0.318367347,0.335506445,0.430227951,
201,UT Arlington,107.4378746,110.9010286,19.4,42.2,35.4,48.8,-3.463154067,-10.68542398,1/24/25,0.519685039,0.340314136,0.353741497,0.408163265,0.440537502,0.430170718,
321,Lehigh,98.19388873,112.3680323,16,33.6,33.6,47.8,-14.17414361,-15.7298276,1/24/25,0.787401575,0.565445026,0.476190476,0.367346939,0.305214762,0.429400028,
282,Navy,102.3780729,112.8492267,16.9,36.2,34.4,46.8,-10.47115375,-13.95930379,1/24/25,0.716535433,0.497382199,0.421768707,0.326530612,0.35199837,0.429377711,
292,Bucknell,95.46695965,105.6522233,19.5,33.5,33.2,51.2,-10.18526365,-13.74126083,1/24/25,0.511811024,0.568062827,0.503401361,0.506122449,0.355610308,0.429018377,
197,Seton Hall,102.2333148,105.2464649,19.7,39.4,35.2,43.7,-3.013150116,-10.33652157,1/24/25,0.496062992,0.413612565,0.367346939,0.2,0.446222856,0.425913865,
268,Presbyterian,102.9592936,112.3323131,17.6,37.5,35.3,48.9,-9.373019475,-13.53759188,1/24/25,0.661417323,0.463350785,0.360544218,0.412244898,0.365872208,0.425696039,
311,VMI,101.5119123,115.0055141,18.1,27.3,35.2,49,-13.49360178,-15.17044709,1/24/25,0.622047244,0.730366492,0.367346939,0.416326531,0.313812734,0.425658601,
252,Eastern Washington,103.7291095,111.3025286,19,39,35.5,52.2,-7.573419106,-12.73228565,1/24/25,0.551181102,0.42408377,0.346938776,0.546938776,0.388608376,0.425355646,
229,Indiana St.,107.7811475,113.4340726,21.2,39.4,36.4,58.5,-5.652925079,-11.8507843,1/24/25,0.377952756,0.413612565,0.285714286,0.804081633,0.412871915,0.424942396,
238,Hampton,101.214101,107.45405,16,45.7,36.1,44.9,-6.239948938,-12.30831885,1/24/25,0.787401575,0.248691099,0.306122449,0.248979592,0.40545545,0.423468053,
281,Siena,99.76676754,109.9619794,18.8,31.7,35.6,48.6,-10.19521188,-13.73142925,1/24/25,0.566929134,0.615183246,0.340136054,0.4,0.355484622,0.422850311,
262,Incarnate Word,106.6464149,115.5666205,17.2,39.4,37.8,51.4,-8.920205557,-13.49682539,1/24/25,0.692913386,0.413612565,0.19047619,0.514285714,0.371593063,0.420752783,
298,Portland,102.9275923,114.5861008,19.5,23.4,38,49,-11.65850852,-14.1455902,1/24/25,0.511811024,0.832460733,0.176870748,0.416326531,0.336997319,0.420372537,
218,South Carolina St.,102.3890376,106.9861894,19.3,50.3,31.6,50.2,-4.597151805,-11.7717126,1/24/25,0.527559055,0.128272251,0.612244898,0.465306122,0.426210564,0.420300293,
300,Mount St. Mary's,96.86895576,108.1188858,21.2,28.4,32,49,-11.24993009,-14.16945735,1/24/25,0.377952756,0.701570681,0.585034014,0.416326531,0.342159302,0.418873482,
309,Niagara,101.3509044,114.5367958,18.6,27.9,37.2,51.5,-13.18589133,-15.20784371,1/24/25,0.582677165,0.714659686,0.231292517,0.518367347,0.31770035,0.416185649,
234,UC Davis,95.95348159,101.316188,20.5,41.4,32.6,45,-5.362706372,-11.84415089,1/24/25,0.433070866,0.361256545,0.544217687,0.253061224,0.416538541,0.41060265,
331,Rider,98.30871252,113.969721,17.9,26,35.6,46.8,-15.6610085,-16.43541518,1/24/25,0.637795276,0.764397906,0.340136054,0.326530612,0.286429697,0.408373974,
246,Cal Poly,106.4895902,113.7014221,22.5,34.1,36.2,55.3,-7.211831812,-12.60456741,1/24/25,0.275590551,0.552356021,0.299319728,0.673469388,0.393176673,0.408344004,
275,Pacific,103.6157283,113.6923474,18.1,37.3,37.4,50.4,-10.07661914,-14.15508768,1/24/25,0.622047244,0.468586387,0.217687075,0.473469388,0.356982924,0.408261407,
280,Monmouth,100.4618222,110.7140602,16.9,41,33.2,41.8,-10.25223799,-14.32856517,1/24/25,0.716535433,0.371727749,0.503401361,0.12244898,0.354764153,0.406864027,
276,Air Force,99.87222167,109.8337057,20.7,35,35.6,53.6,-9.961484032,-14.06660526,1/24/25,0.417322835,0.528795812,0.340136054,0.604081633,0.358437542,0.405147878,
289,Southern Miss,99.38998106,109.8691506,20.4,35.9,32.9,49.4,-10.47916957,-14.32614344,1/24/25,0.440944882,0.505235602,0.523809524,0.432653061,0.351897098,0.404594182,
265,Weber St.,104.4679433,113.5222022,18.1,40.6,38.2,51.4,-9.05425897,-13.87399797,1/24/25,0.622047244,0.382198953,0.163265306,0.514285714,0.369899431,0.402896851,
327,Fairfield,102.8430871,118.5339952,15.7,31.3,37.4,45.3,-15.69090812,-16.76860395,1/24/25,0.811023622,0.62565445,0.217687075,0.265306122,0.286051945,0.402024625,
302,Coastal Carolina,101.799803,113.9106073,18.9,38.8,33.1,50.1,-12.11080422,-15.33559057,1/24/25,0.559055118,0.429319372,0.510204082,0.46122449,0.331283011,0.401603143,
