,team,adjoe,adjde,TO%,FTR Def,3pD%,2p%,Adj_OtoD_Margin,gilgo_score,date
1,Purdue,127.5694148862418,94.42748326778334,16.6,23.1,30.9,54.7,33.14193161845846,14.436928287259656,2024-01-23
0,Houston,118.57300193070536,83.6095433903105,14.2,41.6,27.9,49.2,34.96345854039485,14.296509709640862,2024-01-23
2,Auburn,123.43587631877443,94.56484344559048,14.7,37.2,29.1,55.8,28.87103287318395,11.009530052642209,2024-01-23
3,Arizona,121.01598676105866,94.26969132284276,16.400000000000002,24.4,33.4,54.3,26.746295438215896,10.235640217311696,2024-01-23
5,Alabama,127.55163889933029,100.89960754242496,17.299999999999997,35.4,31.8,57.9,26.652031356905326,9.234439127712248,2024-01-23
6,North Carolina,118.7882131546923,94.20682391390172,14.2,28.8,28.4,51.2,24.581389240790585,9.180247436882256,2024-01-23
9,BYU,120.52422313414304,96.2164053910281,15.4,28.8,28.5,58.8,24.30781774311494,9.031768823300112,2024-01-23
4,Tennessee,118.67492941832307,92.50053627345164,15.5,38.0,29.8,52.6,26.17439314487143,9.003379818371572,2024-01-23
10,Illinois,122.05182649143154,98.14035299153284,16.2,22.7,30.7,55.7,23.911473499898705,8.95694883493821,2024-01-23
7,Connecticut,124.59176082457913,98.82087762390822,15.4,35.6,33.1,59.7,25.77088320067091,8.947438752409253,2024-01-23
14,Creighton,116.3183828941485,95.71890162432156,15.8,14.8,30.2,59.6,20.59948126982694,7.899483574594431,2024-01-23
8,Iowa St.,115.85491327374078,92.265158940173,15.6,33.5,33.2,55.0,23.589754333567782,7.630700143476346,2024-01-23
16,Kentucky,124.72203034434374,102.91051843695794,13.2,32.0,31.3,56.7,21.811511907385793,7.2924222635053315,2024-01-23
11,Michigan St.,118.23597550452962,95.9684209483094,15.1,30.9,30.8,52.6,22.26755455622022,7.271258279294332,2024-01-23
18,Dayton,123.07926838083397,102.49089844384206,16.0,20.5,32.6,54.0,20.58836993699191,6.966155661565064,2024-01-23
13,Marquette,116.02506911764598,95.14200595990104,14.499999999999998,27.3,33.2,57.3,20.883063157744942,6.813118526224413,2024-01-23
15,Wisconsin,123.5634891166711,101.84367316153104,15.1,31.2,35.5,53.9,21.71981595514005,6.572087732635429,2024-01-23
19,Gonzaga,118.0675686890562,98.35481722005686,15.6,26.4,31.8,57.3,19.712751468999343,6.110578396089599,2024-01-23
17,Kansas,117.95450783168604,97.83230657661312,16.5,27.0,32.3,56.2,20.122201255072923,6.080042765594483,2024-01-23
22,Duke,120.73162150221508,101.16961626785228,13.5,26.700000000000003,34.5,54.3,19.5620052343628,6.037373192961306,2024-01-23
21,Utah,118.4511777461583,99.0383373536914,16.3,24.0,34.9,53.8,19.41284039246689,5.681432639404803,2024-01-23
24,Indiana St.,120.67814115176144,101.29516046722912,17.4,26.9,32.7,60.0,19.382980684532313,5.56926821756471,2024-01-23
12,Saint Mary's,114.40983201619092,93.2553178647026,17.5,36.5,32.4,51.8,21.154514151488314,5.513503632407872,2024-01-23
23,Baylor,121.88198731909154,102.28462590780674,16.400000000000002,31.3,30.7,53.1,19.597361411284794,5.409640460883724,2024-01-23
32,Texas Tech,119.7964371990713,101.92320229341922,15.7,21.6,32.8,52.5,17.873234905652083,5.19647329244777,2024-01-23
20,SMU,113.13202776279364,94.34721747821206,17.8,31.9,26.0,51.6,18.78481028458158,4.953684273594764,2024-01-23
25,Oklahoma,114.46979464654046,96.22766452934252,18.8,29.2,27.7,56.7,18.242130117197945,4.724099371490745,2024-01-23
31,Ohio St.,117.17780820710598,99.57474326151232,15.7,25.6,33.5,50.6,17.60306494559366,4.544669616812131,2024-01-23
27,San Diego St.,114.37113901731487,96.27931481539392,15.9,32.7,29.3,52.0,18.091824201920957,4.523362763171782,2024-01-23
33,Clemson,121.45198256709376,103.3733019557256,15.1,31.3,34.6,55.8,18.07868061136817,4.470645172934585,2024-01-23
26,St. John's,117.064560443528,98.49224906265346,16.8,33.5,32.3,49.5,18.572311380874538,4.27545994233347,2024-01-23
28,New Mexico,114.7361161341958,96.6446247385426,14.7,37.1,31.4,53.6,18.091491395653193,4.1933597513484475,2024-01-23
38,Colorado St.,118.7853013772186,102.29259074303955,14.9,28.6,34.7,59.5,16.492710634179048,3.892253486849219,2024-01-23
29,Mississippi St.,113.67381059525022,96.0565289224665,18.5,34.0,27.6,53.8,17.61728167278372,3.865541820398067,2024-01-23
35,Villanova,115.0393220500782,98.43623598567152,15.0,27.800000000000004,33.7,50.5,16.603086064406682,3.8275824992880763,2024-01-23
30,Colorado,116.5718989193286,99.01429945944145,18.6,29.3,34.2,54.9,17.557599459887157,3.7567856705311646,2024-01-23
34,TCU,117.01045597276384,99.8878368789515,18.3,31.8,30.8,54.5,17.122619093812332,3.568097647225522,2024-01-23
42,Florida Atlantic,120.557065164685,104.80210527440836,15.8,26.9,34.4,57.1,15.754959890276638,3.4019755330687484,2024-01-23
36,Florida,118.66911314565807,101.67557475027226,17.2,33.2,33.1,52.1,16.993538395385812,3.287258421185345,2024-01-23
37,Xavier,115.06992475777166,98.85906659380244,16.900000000000002,29.5,31.6,48.8,16.21085816396922,3.2271734800212233,2024-01-23
48,Miami FL,117.17887957511245,102.89090562073224,17.599999999999998,20.200000000000003,29.3,55.2,14.287973954380206,3.1821641121719253,2024-01-23
43,Utah St.,115.4991468394538,100.67326619810792,15.8,31.1,28.1,57.7,14.825880641345876,2.964537191220983,2024-01-23
46,Nebraska,118.2362487317338,103.48837621938384,16.2,25.3,32.6,53.2,14.747872512349957,2.8970522325334733,2024-01-23
57,Princeton,117.89565760702246,104.6245995726878,13.8,23.1,33.1,59.0,13.271058034334658,2.7390954009441413,2024-01-23
41,Cincinnati,111.6325330434633,96.77773731404446,16.3,27.500000000000004,31.9,51.0,14.85479572941884,2.7297753949454906,2024-01-23
49,Iowa,117.78125976099489,103.74998746045516,13.2,29.1,32.5,54.0,14.031272300539726,2.6406261033292324,2024-01-23
44,Wake Forest,116.36726675019948,101.48125700943116,15.7,29.9,32.9,52.7,14.886009740768316,2.5962159418686723,2024-01-23
55,Butler,115.58858702104185,102.44592448005052,14.7,22.7,31.8,51.4,13.142662540991324,2.4229741500047086,2024-01-23
47,Drake,115.96854607755496,101.82644151422146,14.099999999999998,31.9,32.9,59.2,14.142104563333504,2.4192337836334366,2024-01-23
40,Texas,117.20020250931351,101.58217337685574,17.8,33.4,34.5,54.4,15.618029132457778,2.285697770799243,2024-01-23
39,Boise St.,110.53449133208686,95.71619696474926,17.9,33.6,28.8,49.6,14.8182943673376,2.0743595640759356,2024-01-23
45,Providence,108.1930549531808,94.51382415549946,18.0,26.5,32.0,55.5,13.679230797681342,1.9475807865856183,2024-01-23
64,Richmond,108.5417956400194,96.92072385479948,12.7,25.3,29.7,52.5,11.621071785219925,1.7887037889841537,2024-01-23
50,Texas A&M,116.37579544013386,102.79908259973348,14.499999999999998,32.9,34.0,47.6,13.576712840400376,1.4776448326442289,2024-01-23
52,Nevada,112.77619219648751,99.74934596624207,14.000000000000002,34.300000000000004,31.5,52.8,13.02684623024544,1.451326200449717,2024-01-23
63,Mississippi,116.99523415911398,104.28502915083573,15.2,28.8,32.0,49.2,12.710205008278251,1.4228250550497328,2024-01-23
65,UNLV,118.07253773175348,105.58797781913526,14.9,29.4,34.4,53.6,12.484559912618224,1.2194815466971172,2024-01-23
53,Seton Hall,115.69996052831512,102.45320324359128,19.1,27.500000000000004,34.3,51.1,13.246757284723842,1.0894719436815428,2024-01-23
54,Oregon,116.0874146146277,102.87883373198493,15.0,35.3,34.7,52.7,13.208580882642778,1.0416843384120948,2024-01-23
59,South Carolina,113.73011001364118,101.04399100301843,16.2,32.2,33.0,51.4,12.686119010622747,0.9082325964798756,2024-01-23
58,Washington St.,112.8262931800381,100.22701419442596,15.7,34.2,32.9,53.9,12.599278985612145,0.8352601812234082,2024-01-23
71,Virginia,106.47674155033008,95.9734827609957,13.2,24.8,31.6,48.8,10.503258789334382,0.806587861493973,2024-01-23
66,Saint Joseph's,113.6832123685854,101.72638667612448,16.0,31.9,31.0,52.9,11.956825692460924,0.7300136724011639,2024-01-23
60,Virginia Tech,111.26267697839094,98.97998635186532,18.5,29.9,31.9,53.3,12.282690626525621,0.635791282180628,2024-01-23
56,Kansas St.,108.4944931261464,96.22287696497052,21.1,25.5,31.5,52.4,12.27161616117587,0.6086358583172802,2024-01-23
61,Northwestern,114.8833720911128,102.21412988728945,14.000000000000002,37.6,35.9,52.3,12.669242203823359,0.557637744332248,2024-01-23
68,Georgia,111.39230132214126,100.12312197364886,15.6,28.9,30.8,48.2,11.2691793484924,0.5332494025803649,2024-01-23
72,Pittsburgh,110.9825087225407,100.14893909366596,14.499999999999998,30.2,30.1,50.6,10.833569628874741,0.458777473613593,2024-01-23
62,Bradley,113.766626201715,101.3443955784511,18.6,35.0,32.1,54.6,12.4222306232639,0.2502606801909786,2024-01-23
83,Appalachian St.,107.00660825628874,97.97359972491869,15.4,21.3,30.9,56.0,9.033008531370058,0.13938520413573485,2024-01-23
51,North Texas,109.03428755469608,96.34504008863236,19.4,36.4,30.1,48.0,12.68924746606372,0.10984095429886898,2024-01-23
73,Syracuse,107.39054749741786,97.05817222292822,17.0,26.0,30.6,49.1,10.332375274489635,0.040748917438677035,2024-01-23
