,team,adjoe,adjde,TO%,FTR Def,3pD%,2p%,Adj_OtoD_Margin,gilgo_score,date
1,Purdue,127.87889657288036,94.35616587630577,16.5,22.4,31.2,54.7,33.5227306965746,14.727465724910505,2024-02-05
0,Houston,118.10026314431316,85.34186934101933,13.7,38.7,28.9,47.9,32.75839380329383,13.187570220009235,2024-02-05
2,Connecticut,124.6654124138376,95.9176931958212,15.6,35.8,32.5,59.0,28.7477192180164,10.738008722990005,2024-02-05
3,Auburn,120.32692191101988,92.84168095728084,15.0,36.5,29.7,55.1,27.485240953739037,10.110246981780815,2024-02-05
4,Arizona,121.17005922916748,95.07330230790411,16.3,24.6,34.7,54.8,26.096756921263363,9.74852172197065,2024-02-05
5,Alabama,126.80267395764469,99.6006355561894,16.900000000000002,35.8,31.7,58.1,27.202038401455283,9.613743424887723,2024-02-05
7,BYU,121.62583748622431,96.78574113701936,15.8,28.7,29.7,60.1,24.840096349204956,9.24160877301502,2024-02-05
8,Kansas,120.80124714124388,96.17689511175364,17.0,26.700000000000003,32.8,57.1,24.62435202949024,8.757404737989047,2024-02-05
6,Tennessee,118.58585754096065,93.18097562171852,14.8,36.3,30.9,52.3,25.40488191924213,8.713527970737697,2024-02-05
10,North Carolina,117.19120092057338,93.55354934163364,14.3,27.6,29.7,50.6,23.63765157893974,8.577967463153241,2024-02-05
12,Illinois,121.60375534397696,98.35001601443096,15.8,23.200000000000003,32.3,54.0,23.253739329545994,8.397180991023054,2024-02-05
11,Marquette,117.55012664689755,94.42923681801366,14.8,28.000000000000004,33.3,57.7,23.12088982888389,8.066342795619173,2024-02-05
17,Creighton,117.33732232048474,97.48498181128808,15.4,15.6,31.8,60.2,19.852340509196665,7.326127710609966,2024-02-05
9,Iowa St.,115.35516347729724,92.03575601827217,15.9,34.7,34.1,53.7,23.319407459025072,7.192188550005292,2024-02-05
14,Wisconsin,121.3477238199504,98.68429477422076,14.9,31.3,35.7,53.6,22.663429045729643,7.146941717895083,2024-02-05
13,Michigan St.,117.96335567916826,95.87054592895224,15.0,31.6,31.0,52.3,22.09280975021602,7.091013947631773,2024-02-05
20,Dayton,119.77517454267732,100.23799949077376,15.3,21.3,30.9,53.5,19.53717505190356,6.488726781661173,2024-02-05
19,Duke,119.9218309526662,100.16414312504016,13.7,28.3,33.9,54.1,19.757687827626043,6.015539574851886,2024-02-05
15,Saint Mary's,114.8142819102703,93.831080678388,16.5,34.0,32.4,52.2,20.98320123188229,5.8227527514481965,2024-02-05
18,Baylor,122.53562569679946,101.92490252010175,17.1,31.8,32.8,52.9,20.610723176697704,5.689441137785598,2024-02-05
22,Gonzaga,117.19857621196664,98.39763959320253,14.9,25.7,32.6,57.5,18.800936618764112,5.679421337446108,2024-02-05
16,New Mexico,116.07151650259333,96.13601673664368,14.2,34.8,31.5,53.6,19.935499765949643,5.609254857229282,2024-02-05
26,Kentucky,121.9830094043088,103.41665531988616,13.0,31.5,32.6,54.0,18.566354084422642,5.20822599149781,2024-02-05
27,Indiana St.,120.1407060458138,101.92289700776804,16.900000000000002,25.6,33.9,61.1,18.217809038045758,5.001063513207913,2024-02-05
28,Texas Tech,120.58671015887931,102.6530738312026,15.8,23.7,34.3,52.4,17.93363632767671,4.897168159882793,2024-02-05
21,Texas,118.58471871992234,99.53409666318788,17.7,31.7,34.8,53.7,19.050622056734454,4.5103294546080175,2024-02-05
24,San Diego St.,113.61704440643096,96.0015789296104,15.6,31.8,29.6,52.3,17.61546547682056,4.35233394086054,2024-02-05
25,Florida,119.35113245943288,101.06559197052216,17.1,31.2,33.1,52.0,18.285540488910712,4.276179698235533,2024-02-05
23,St. John's,116.18649520545438,97.57649747511462,16.6,34.5,32.1,49.8,18.609997730339757,4.263548615507252,2024-02-05
32,Utah,114.79926040910802,98.34874648099668,16.6,24.4,35.3,54.1,16.450513928111334,3.763613496147914,2024-02-05
34,Wake Forest,117.53438130025998,100.78941485208412,16.1,30.2,32.9,53.6,16.74496644817586,3.661929533387272,2024-02-05
29,Oklahoma,113.34625722753364,96.49573591789684,18.2,31.8,28.2,55.0,16.850521309636804,3.6419179988784505,2024-02-05
51,Butler,117.17586427062544,102.27351865293,14.000000000000002,22.9,31.6,52.1,14.902345617695445,3.632280826794222,2024-02-05
36,Clemson,118.84269695153436,102.08108450244892,14.8,32.5,33.9,54.3,16.761612449085447,3.616433593942122,2024-02-05
30,Colorado,115.3348228855227,98.363122707376,18.3,29.8,33.5,53.6,16.971700178146705,3.4200371086694883,2024-02-05
38,Virginia,107.65626463036956,92.66879036462538,13.5,25.6,31.3,48.1,14.987474265744183,3.4197593021039507,2024-02-05
39,Villanova,113.51571663344912,97.75260420942304,14.7,28.7,33.0,50.7,15.763112424026076,3.343448578655906,2024-02-05
33,SMU,112.4424335300766,96.38418372905616,17.4,31.6,27.9,51.6,16.058249801020438,3.233732378622467,2024-02-05
47,Colorado St.,117.16381537124695,101.85397298083667,14.6,28.4,34.8,58.4,15.309842390410282,3.1988038581502707,2024-02-05
31,Mississippi St.,112.69079051015495,96.27672386574189,18.9,31.6,28.7,53.5,16.41406664441307,3.1917806530919712,2024-02-05
49,Florida Atlantic,118.40638456102236,103.2461088905401,16.2,25.6,33.3,56.6,15.160275670482264,3.16656815899418,2024-02-05
