,team,adjoe,adjde,TO%,FTR Def,3pD%,2p%,Adj_OtoD_Margin,gilgo_score,date,gilgo_score_v2
212,Northern Colorado,106.1782903,110.3485165,0.308333333,0.394578313,0.620967742,0.727272727,0.386722179,0.314465583,1/23/25,0.427481116
200,Tulsa,101.6291908,104.7838622,0.516666667,0.575301205,0.387096774,0.513636364,0.401963143,0.314342984,1/23/25,0.445215095
202,Eastern Kentucky,106.8271019,110.2935323,0.341666667,0.406626506,0.870967742,0.381818182,0.397284411,0.313452789,1/23/25,0.431115498
199,Rhode Island,106.1366187,109.3934715,0.541666667,0.421686747,0.629032258,0.486363636,0.400429653,0.311670683,1/23/25,0.452049207
193,UMKC,100.7717479,103.4368224,0.491666667,0.876506024,0.362903226,0.386363636,0.40931078,0.311477242,1/23/25,0.462141765
213,Harvard,101.1589956,105.2408742,0.483333333,0.295180723,0.483870968,0.431818182,0.388048056,0.309976383,1/23/25,0.405617488
196,Texas St.,99.30917248,102.1891229,0.658333333,0.671686747,0.338709677,0.304545455,0.406086025,0.306666354,1/23/25,0.455280671
216,South Alabama,103.226917,107.6650054,0.358333333,0.539156627,0.322580645,0.436363636,0.382702228,0.306635194,1/23/25,0.394110918
224,North Dakota,104.8605112,109.7507026,0.25,0.409638554,0.588709677,0.504545455,0.375917282,0.305578742,1/23/25,0.391129668
226,Tennessee Martin,105.3931128,110.8480906,0.25,0.259036145,0.39516129,0.354545455,0.367441237,0.30529115,1/23/25,0.340318727
218,UC Riverside,103.8439801,108.362947,0.191666667,0.56626506,0.596774194,0.190909091,0.381488444,0.305043126,1/23/25,0.373716415
208,Mercer,104.0788565,107.8907243,0.383333333,0.689759036,0.508064516,0.381818182,0.392100251,0.304618402,1/23/25,0.430062489
207,Abilene Christian,101.1000826,104.719459,0.475,0.719879518,0.370967742,0.240909091,0.39498907,0.302973875,1/23/25,0.423450637
219,Merrimack,95.90223322,100.094239,0.583333333,0.496987952,0.241935484,0.536363636,0.386395321,0.302713447,1/23/25,0.427491049
215,Marist,96.52423388,100.6262526,0.533333333,0.572289157,0.314516129,0.404545455,0.387745804,0.301174147,1/23/25,0.422959567
211,Northeastern,105.3588772,109.2846243,0.575,0.370481928,0.774193548,0.586363636,0.390391206,0.300755947,1/23/25,0.468271327
229,Georgia St.,104.1615431,109.8638869,0.15,0.59939759,0.233870968,0.372727273,0.363728885,0.29912573,1/23/25,0.344359065
221,Cal Baptist,101.8263826,106.4234884,0.466666667,0.430722892,0.516129032,0.240909091,0.380315771,0.296823516,1/23/25,0.39798571
184,Stephen F. Austin,100.3484965,102.1783535,0.825,0.945783133,0.741935484,0.4,0.421845328,0.296361242,1/23/25,0.561554344
220,Wofford,105.6767244,110.3188668,0.408333333,0.560240964,0.629032258,0.590909091,0.379639884,0.296099723,1/23/25,0.443463552
210,Jacksonville St.,101.3966917,105.1325029,0.691666667,0.569277108,0.564516129,0.359090909,0.393241673,0.292848614,1/23/25,0.467950098
223,San Jose St.,104.7225303,109.5785583,0.3,0.59939759,0.887096774,0.504545455,0.376429991,0.291310391,1/23/25,0.444752655
230,Bowling Green,101.5053111,107.1234425,0.358333333,0.334337349,0.709677419,0.45,0.364992704,0.289850086,1/23/25,0.399600544
222,Rider,102.259786,106.9354542,0.491666667,0.61746988,0.524193548,0.281818182,0.379136745,0.288597542,1/23/25,0.424145988
234,Stetson,107.9417713,114.2826115,0.325,0.286144578,0.540322581,0.531818182,0.354146634,0.28755093,1/23/25,0.375720708
227,Cal St. Fullerton,99.37185314,104.6387085,0.508333333,0.590361446,0.314516129,0.331818182,0.370264489,0.285367305,1/23/25,0.404506991
217,Saint Peter's,96.96751049,101.172204,0.6,0.798192771,0.338709677,0.086363636,0.386204909,0.2853335,1/23/25,0.428212674
232,Iona,102.314751,108.1880579,0.241666667,0.647590361,0.491935484,0.354545455,0.361163151,0.285299766,1/23/25,0.383055317
250,Maine,95.81538158,102.1056966,0.391666667,0.484939759,0.35483871,0.404545455,0.354904892,0.280776738,1/23/25,0.377884339
225,Mount St. Mary's,102.1814652,107.2532246,0.725,0.430722892,0.540322581,0.586363636,0.373192396,0.280466486,1/23/25,0.465943714
231,UTSA,106.4281896,112.4588257,0.291666667,0.560240964,0.733870968,0.295454545,0.35880203,0.278127668,1/23/25,0.39693055
240,Marshall,100.083345,106.2763142,0.375,0.418674699,0.669354839,0.304545455,0.356365812,0.277821323,1/23/25,0.388897009
248,Miami OH,99.02263056,105.4682361,0.433333333,0.478915663,0.290322581,0.377272727,0.352574365,0.277812321,1/23/25,0.373942532
238,North Florida,105.5842703,112.0057362,0.358333333,0.53313253,0.612903226,0.586363636,0.352936641,0.275738508,1/23/25,0.416171156
239,Florida Gulf Coast,102.1014741,108.3303737,0.466666667,0.40060241,0.64516129,0.472727273,0.355826585,0.275514761,1/23/25,0.413491365
233,Fresno St.,102.287244,108.2691912,0.566666667,0.361445783,0.725806452,0.554545455,0.35953273,0.274347739,1/23/25,0.441309906
236,Milwaukee,106.3408389,112.6977958,0.491666667,0.506024096,0.508064516,0.559090909,0.353904762,0.272661776,1/23/25,0.422122112
244,Portland St.,98.74509773,105.0592273,0.366666667,0.563253012,0.620967742,0.236363636,0.354547493,0.272116343,1/23/25,0.390577196
254,UMBC,104.4680877,111.7662645,0.458333333,0.370481928,0.274193548,0.554545455,0.339779379,0.270720454,1/23/25,0.374058949
241,UC Santa Barbara,104.2393098,110.8131343,0.591666667,0.451807229,0.338709677,0.590909091,0.350650115,0.270227029,1/23/25,0.417466978
246,Albany,104.2169766,110.9043579,0.475,0.689759036,0.112903226,0.481818182,0.348945909,0.270099387,1/23/25,0.392649998
251,Southern Utah,104.4447075,111.3418037,0.408333333,0.487951807,0.516129032,0.472727273,0.345798609,0.269104364,1/23/25,0.396147455
256,Queens,103.8469139,111.3244608,0.308333333,0.403614458,0.508064516,0.440909091,0.337087479,0.268890588,1/23/25,0.364158933
237,Cal St. Northridge,98.92573948,104.8549352,0.583333333,0.707831325,0.419354839,0.45,0.360324399,0.267879762,1/23/25,0.441909975
252,Idaho St.,102.70361,109.6888274,0.391666667,0.5,0.653225806,0.554545455,0.344476127,0.266426119,1/23/25,0.413800806
228,Air Force,106.3610922,112.183493,0.566666667,0.695783133,0.701612903,0.6,0.361927126,0.266407979,1/23/25,0.478021936
257,Austin Peay,107.2340812,115.021709,0.108333333,0.659638554,0.491935484,0.381818182,0.332433933,0.265985273,1/23/25,0.350339027
235,Nicholls St.,103.7215729,109.9126735,0.583333333,0.704819277,0.338709677,0.386363636,0.356393855,0.265418209,1/23/25,0.426383023
243,Lamar,102.0956554,108.623484,0.5,0.698795181,0.435483871,0.445454545,0.351340401,0.263890988,1/23/25,0.424428004
253,Canisius,100.2066189,107.1225432,0.591666667,0.361445783,0.524193548,0.422727273,0.345516045,0.263196798,1/23/25,0.407061598
242,San Diego,100.2247568,106.6216763,0.525,0.680722892,0.483870968,0.318181818,0.353305022,0.262765063,1/23/25,0.420390902
255,Green Bay,101.9770839,109.3148374,0.55,0.548192771,0.185483871,0.604545455,0.339185431,0.262012304,1/23/25,0.401757612
268,Central Michigan,95.89106854,103.6463291,0.458333333,0.439759036,0.266129032,0.331818182,0.332919685,0.260194602,1/23/25,0.356305373
262,Western Illinois,97.3077666,104.7894991,0.675,0.274096386,0.201612903,0.254545455,0.337024664,0.259040214,1/23/25,0.361817949
258,Ball St.,102.2709525,109.7790039,0.516666667,0.34939759,0.580645161,0.377272727,0.336629682,0.257763084,1/23/25,0.390531288
266,Lehigh,98.97214711,106.8173042,0.408333333,0.409638554,0.620967742,0.445454545,0.331570559,0.256513955,1/23/25,0.38718708
263,North Dakota St.,103.276331,111.2456199,0.4,0.376506024,0.717741935,0.5,0.329707648,0.254957345,1/23/25,0.395180736
247,Norfolk St.,102.2660373,108.9181169,0.533333333,0.819277108,0.532258065,0.418181818,0.349475699,0.254361975,1/23/25,0.446668449
279,New Hampshire,97.99336411,106.7851414,0.383333333,0.346385542,0.209677419,0.35,0.317364133,0.254336782,1/23/25,0.323407078
245,Southern,97.03180179,103.2443904,0.675,0.909638554,0.346774194,0.431818182,0.356071373,0.254078861,1/23/25,0.465247852
274,Nebraska Omaha,102.3355225,111.0428336,0.208333333,0.487951807,0.629032258,0.459090909,0.318631762,0.252259773,1/23/25,0.35959637
249,Cal St. Bakersfield,100.1272888,106.6515304,0.525,0.924698795,0.516129032,0.281818182,0.351394232,0.25198535,1/23/25,0.443329841
259,Southern Miss,99.73856033,107.1461482,0.541666667,0.512048193,0.629032258,0.309090909,0.338137391,0.250852993,1/23/25,0.409624217
285,Wagner,96.20715932,105.2505569,0.308333333,0.427710843,0.201612903,0.122727273,0.313587934,0.249893031,1/23/25,0.296956823
276,Central Connecticut,99.97951434,108.7092788,0.391666667,0.322289157,0.556451613,0.472727273,0.318294792,0.249844678,1/23/25,0.365033047
264,North Carolina Central,104.5802271,112.7975594,0.483333333,0.635542169,0.14516129,0.427272727,0.325985131,0.249616561,1/23/25,0.373384803
265,North Alabama,104.2598015,112.4934839,0.216666667,0.75,0.60483871,0.340909091,0.325739757,0.248894764,1/23/25,0.378288963
271,Portland,103.8529843,112.4721072,0.425,0.198795181,0.814516129,0.431818182,0.319955248,0.248177342,1/23/25,0.378174098
260,Middle Tennessee,98.43639083,105.8404734,0.716666667,0.409638554,0.475806452,0.236363636,0.338189997,0.247867099,1/23/25,0.405327462
270,Bucknell,98.73638726,106.8720274,0.575,0.46686747,0.362903226,0.445454545,0.327211128,0.24752987,1/23/25,0.39219929
277,The Citadel,101.2446513,110.1169365,0.5,0.195783133,0.588709677,0.495454545,0.316155908,0.246259826,1/23/25,0.372361961
261,Grambling St.,98.93746861,106.4144203,0.666666667,0.536144578,0.516129032,0.295454545,0.337096412,0.244992631,1/23/25,0.418801935
282,Oral Roberts,102.0633291,111.4802283,0.183333333,0.490963855,0.637096774,0.395454545,0.307982599,0.243028475,1/23/25,0.345076086
272,Binghamton,101.8089579,110.3181677,0.5,0.56626506,0.572580645,0.5,0.321604772,0.239305935,1/23/25,0.411473484
273,Texas Southern,98.57749983,106.8854971,0.508333333,0.725903614,0.362903226,0.304545455,0.324624475,0.238577931,1/23/25,0.393946693
284,Denver,105.9460793,115.8761754,0.166666667,0.481927711,0.717741935,0.490909091,0.300280785,0.236570011,1/23/25,0.353131411
287,Niagara,101.5105841,111.2913811,0.45,0.442771084,0.572580645,0.490909091,0.302521394,0.228615287,1/23/25,0.379928379
280,Presbyterian,101.6010773,110.7173492,0.408333333,0.78313253,0.588709677,0.536363636,0.312494272,0.228574248,1/23/25,0.418941586
283,USC Upstate,99.29450642,108.4861539,0.366666667,0.873493976,0.451612903,0.445454545,0.31136307,0.228490416,1/23/25,0.400562418
267,Georgia Southern,104.5746072,112.9729356,0.566666667,0.81626506,0.612903226,0.404545455,0.323268827,0.227459254,1/23/25,0.442460119
278,New Mexico St.,99.58580247,108.3455498,0.475,0.86746988,0.548387097,0.3,0.317844824,0.225716094,1/23/25,0.415523376
281,Kennesaw St.,103.7426815,113.0748265,0.333333333,0.819277108,0.75,0.572727273,0.309254551,0.225353557,1/23/25,0.427248259
288,Sacred Heart,101.3664152,111.4460185,0.425,0.478915663,0.596774194,0.445454545,0.298037053,0.223698192,1/23/25,0.375323273
293,Valparaiso,99.61006755,109.9192178,0.325,0.442771084,0.637096774,0.209090909,0.29459212,0.223620436,1/23/25,0.337101509
289,SIU Edwardsville,100.2237125,110.3001112,0.3,0.638554217,0.669354839,0.263636364,0.298085145,0.221453608,1/23/25,0.362733162
269,Utah Tech,99.75284108,107.9202265,0.816666667,0.819277108,0.483870968,0.445454545,0.32673471,0.220968887,1/23/25,0.474305792
297,Old Dominion,98.08391968,108.439183,0.25,0.713855422,0.612903226,0.322727273,0.293900077,0.219422049,1/23/25,0.360615331
303,Bellarmine,100.1439827,111.4093274,0.208333333,0.478915663,0.572580645,0.359090909,0.280242009,0.21813622,1/23/25,0.322729951
292,Boston University,98.20311892,108.2483837,0.475,0.608433735,0.540322581,0.290909091,0.298552388,0.216971475,1/23/25,0.377079085
275,Howard,104.6806605,113.6412263,0.766666667,0.674698795,0.524193548,0.395454545,0.314831036,0.216220214,1/23/25,0.444691899
286,DePaul,101.2935041,111.025813,0.658333333,0.373493976,0.822580645,0.3,0.30324908,0.214230591,1/23/25,0.409983631
306,Le Moyne,98.76770474,110.3225714,0.383333333,0.355421687,0.443548387,0.4,0.275896999,0.212540749,1/23/25,0.326222813
304,Campbell,100.6348372,112.2069608,0.508333333,0.228915663,0.5,0.527272727,0.275638016,0.210376058,1/23/25,0.348709781
300,American,102.4000206,113.4705098,0.441666667,0.415662651,0.725806452,0.563636364,0.283166308,0.210169711,1/23/25,0.385270914
296,Chicago St.,98.55264113,108.9047906,0.666666667,0.602409639,0.435483871,0.295454545,0.293946808,0.205584144,1/23/25,0.393575102
295,Louisiana Monroe,100.0227626,110.4959063,0.516666667,0.65060241,0.637096774,0.236363636,0.292130983,0.205236373,1/23/25,0.387686338
291,Alcorn St.,105.6576479,116.4560399,0.416666667,0.620481928,0.774193548,0.345454545,0.287249812,0.205186268,1/23/25,0.389048914
290,FIU,100.1858326,110.2638075,0.575,0.59939759,1,0.431818182,0.29806149,0.204043403,1/23/25,0.444948445
294,Tennessee St.,97.97798531,108.1664285,0.641666667,0.852409639,0.387096774,0.427272727,0.296403634,0.203081211,1/23/25,0.423734291
299,Delaware St.,95.05622276,105.2806138,0.758333333,0.608433735,0.64516129,0.254545455,0.295864145,0.19792498,1/23/25,0.424209543
302,Northern Illinois,101.4522752,112.7695611,0.508333333,0.563253012,0.709677419,0.445454545,0.279462498,0.19777323,1/23/25,0.395830802
308,Elon,101.4413896,113.7021518,0.483333333,0.394578313,0.508064516,0.381818182,0.265303253,0.195242068,1/23/25,0.343270128
301,Jacksonville,98.87712604,109.7556378,0.6,0.734939759,0.629032258,0.331818182,0.286047412,0.193927195,1/23/25,0.41301754
305,Jackson St.,100.1997208,111.736075,0.583333333,0.557228916,0.588709677,0.263636364,0.276174825,0.191864292,1/23/25,0.377353686
311,William & Mary,100.0244027,112.6157613,0.358333333,0.569277108,0.532258065,0.372727273,0.260341821,0.190686939,1/23/25,0.340521229
313,Coastal Carolina,98.65291672,111.3422475,0.591666667,0.406626506,0.411290323,0.436363636,0.2588715,0.186120171,1/23/25,0.353258262
309,Southeastern Louisiana,97.84891432,109.8872055,0.741666667,0.427710843,0.443548387,0.281818182,0.268641994,0.184527217,1/23/25,0.372430012
298,South Carolina St.,98.03098109,108.4987834,0.775,1,0.459677419,0.186363636,0.292211146,0.183910119,1/23/25,0.440954048
312,Idaho,98.49563132,111.1282471,0.458333333,0.638554217,0.637096774,0.445454545,0.259722653,0.181474042,1/23/25,0.378076952
318,Alabama St.,92.43902313,105.0069896,0.358333333,0.825301205,0.5,0,0.260692878,0.179471984,1/23/25,0.329875061
307,Bethune Cookman,97.22100833,108.6999991,0.625,1,0.5,0.3,0.277035708,0.178082137,1/23/25,0.423660354
317,Northern Arizona,98.22229323,111.3941555,0.508333333,0.644578313,0.330645161,0.468181818,0.251629897,0.177848071,1/23/25,0.356031301
319,Eastern Illinois,95.54619141,108.7819941,0.308333333,0.647590361,0.637096774,0.145454545,0.250670309,0.17752874,1/23/25,0.324320731
314,South Dakota,103.5377445,116.9397212,0.525,0.340361446,0.669354839,0.418181818,0.248176449,0.176671598,1/23/25,0.35212502
320,Charleston Southern,93.72848771,107.0776174,0.508333333,0.527108434,0.322580645,0.168181818,0.248969551,0.176491556,1/23/25,0.315042109
322,Eastern Michigan,96.50516197,110.5155686,0.416666667,0.46686747,0.322580645,0.377272727,0.239045422,0.176222034,1/23/25,0.308429441
316,Western Michigan,98.25770431,111.3637249,0.641666667,0.46686747,0.5,0.363636364,0.252618018,0.17350262,1/23/25,0.36465629
323,Lafayette,93.13699025,106.8687577,0.458333333,0.46686747,0.516129032,0.3,0.243227105,0.173258521,1/23/25,0.32752781
310,Sacramento St.,97.85498382,109.9680347,0.9,0.503012048,0.572580645,0.377272727,0.267520036,0.171489749,1/23/25,0.423274429
315,Robert Morris,100.0196521,113.08644,0.666666667,0.626506024,0.516129032,0.436363636,0.253206804,0.167919147,1/23/25,0.392702821
326,Navy,95.90556867,111.098123,0.3,0.593373494,0.403225806,0.154545455,0.221304309,0.158073491,1/23/25,0.280680219
321,Northwestern St.,97.16899607,111.2587577,0.608333333,0.765060241,0.379032258,0.345454545,0.237854499,0.154279295,1/23/25,0.368536901
329,Hampton,95.49544798,111.3102702,0.491666667,0.418674699,0.483870968,0.295454545,0.211965608,0.145646575,1/23/25,0.306577163
327,NJIT,97.81216433,113.6857408,0.366666667,0.713855422,0.572580645,0.195454545,0.211083852,0.138587837,1/23/25,0.315826505
330,Dartmouth,93.66173593,109.6310012,0.616666667,0.253012048,0.733870968,0.354545455,0.2096478,0.138368324,1/23/25,0.335257929
328,Arkansas Pine Bluff,101.5560879,118.3262483,0.5,0.496987952,0.282258065,0.363636364,0.197628346,0.134456111,1/23/25,0.295477451
331,UT Rio Grande Valley,94.83435672,111.0223422,0.583333333,0.554216867,0.483870968,0.245454545,0.206365351,0.131050119,1/23/25,0.326189233
325,Southern Indiana,96.65346771,111.7221002,0.616666667,0.981927711,0.435483871,0.186363636,0.22316407,0.130764674,1/23/25,0.373862567
333,Fairleigh Dickinson,95.96718254,112.9420416,0.433333333,0.481927711,0.629032258,0.286363636,0.194556327,0.127813404,1/23/25,0.306475508
324,Alabama A&M,93.43085074,107.9384768,0.866666667,0.879518072,0.588709677,0.295454545,0.231583388,0.127247972,1/23/25,0.429529119
332,New Orleans,97.940991,114.6650863,0.441666667,0.68373494,0.612903226,0.231818182,0.19831967,0.123901234,1/23/25,0.323690633
335,Manhattan,95.13236412,112.27755,0.6,0.340361446,0.709677419,0.318181818,0.192000142,0.12055647,1/23/25,0.325983557
342,North Carolina A&T,95.23437359,114.106127,0.15,0.406626506,0.588709677,0.181818182,0.166088636,0.118605086,1/23/25,0.22718068
337,Texas A&M Commerce,94.43683256,112.0496974,0.391666667,0.698795181,0.572580645,0.327272727,0.184981438,0.115660835,1/23/25,0.315055741
336,Central Arkansas,96.7119573,114.1927645,0.508333333,0.53313253,0.806451613,0.218181818,0.186963296,0.111309712,1/23/25,0.328349341
344,Tennessee Tech,94.5103941,113.4061825,0.483333333,0.259036145,0.556451613,0.4,0.16572793,0.109311245,1/23/25,0.27894918
334,Morgan St.,96.57481481,113.7711367,0.683333333,0.765060241,0.596774194,0.404545455,0.191232717,0.104805761,1/23/25,0.378127441
348,Army,90.70946423,109.2595414,0.575,0.469879518,0.427419355,0.277272727,0.1709162,0.103792896,1/23/25,0.294082473
339,LIU,93.17307817,111.1660575,0.675,0.756024096,0.258064516,0.268181818,0.179276861,0.100170907,1/23/25,0.32640239
340,Cal Poly,93.93240015,112.1904484,0.55,0.780120482,0.620967742,0.168181818,0.175298831,0.093787435,1/23/25,0.331455842
338,Florida A&M,92.11807632,109.8677907,0.783333333,0.698795181,0.596774194,0.254545455,0.182927665,0.093017962,1/23/25,0.368267056
345,Buffalo,95.15717797,114.1927891,0.666666667,0.38253012,0.693548387,0.509090909,0.163629537,0.092529698,1/23/25,0.339759385
343,Loyola MD,93.79181043,112.4146477,0.7,0.5,0.620967742,0.259090909,0.169824251,0.09151338,1/23/25,0.331005101
341,Prairie View A&M,93.60174236,112.1475311,0.475,0.921686747,0.588709677,0.236363636,0.170980559,0.090306283,1/23/25,0.335134192
346,Detroit Mercy,96.82105863,116.1930858,0.616666667,0.478915663,0.741935484,0.454545455,0.158580765,0.085791883,1/23/25,0.338465887
350,Maryland Eastern Shore,89.30797229,109.4595182,0.666666667,0.656626506,0.411290323,0.131818182,0.146882118,0.070284274,1/23/25,0.298265223
349,Holy Cross,99.53468506,121.0936464,0.375,0.439759036,0.870967742,0.377272727,0.125760294,0.066275589,1/23/25,0.284250914
347,Incarnate Word,95.44629613,114.9373702,0.808333333,0.743975904,0.709677419,0.359090909,0.156794165,0.065544237,1/23/25,0.381209414
352,Southeast Missouri St.,90.64868206,112.015896,0.441666667,0.84939759,0.290322581,0.213636364,0.128637949,0.061990612,1/23/25,0.269869695
351,Pacific,94.84255775,116.919382,0.408333333,0.614457831,0.629032258,0.254545455,0.117988454,0.055460643,1/23/25,0.269471196
353,Lindenwood,91.59513653,113.5587391,0.491666667,0.728915663,0.782258065,0.127272727,0.119687632,0.044708884,1/23/25,0.296721288
355,Siena,90.37210343,112.7732277,0.95,0.361445783,0.588709677,0.259090909,0.113121513,0.033198367,1/23/25,0.319425894
354,Houston Christian,96.75173417,120.0665016,0.75,0.379518072,0.491935484,0.340909091,0.09940999,0.033015276,1/23/25,0.282071513
357,VMI,87.94311945,110.8186403,0.766666667,0.448795181,0.669354839,0.286363636,0.106001995,0.031734761,1/23/25,0.306315318
356,Stonehill,90.8688,114.4740577,0.625,0.403614458,0.64516129,0.340909091,0.095050451,0.031481994,1/23/25,0.277036537
358,IU Indy,92.71802412,117.1592048,0.775,0.524096386,0.814516129,0.413636364,0.082505315,0.006055644,1/23/25,0.326221393
359,Saint Francis,93.46755462,118.1212112,0.766666667,0.584337349,0.60483871,0.240909091,0.079316578,0.004080771,1/23/25,0.294761487
360,Coppin St.,85.34491398,111.3056726,0.908333333,0.671686747,0.532258065,0.068181818,0.059700211,-0.023815483,1/23/25,0.291487384
361,Mississippi Valley St.,85.93239242,115.8711693,1,0.771084337,0.733870968,0.068181818,0,-0.089441384,1/23/25,0.299293184
