,0
0,19.582197219877933
1,1.0967931241404045
2,5.39256463724648
3,3.018945988420782
4,0.06790795829098073
5,11.743966349725852
6,0.2538485933463335
7,14.887590993199495
8,31.31635228418576
9,0.8627355974007713
10,1.1651475414909243
11,15.722722473422465
12,0.49684419020590553
13,9.552391568721859
14,1.6217713354411458
15,13.57111849054229
16,25.234186807612964
17,1.2140693522769652
18,1.4679956221508235
19,0.1959205095130585
20,8.126901245268598
21,8.691783986375157
22,10.95680274603015
23,11.72881606608415
24,18.77090342340101
25,4.635669875568055
26,5.312286589300484
27,4.633053889917619
28,2.98948105354755
29,16.716608380915147
30,1.108560438373992
31,18.67526352264595
