adjoe,adjde,Con Adj OE,Con Adj DE,WAB,Adj_OtoD_Margin,eFG%,eFG% Def,FTR,FTR Def,OR%,DR%,TO%,TO% Def.,3P%,3pD%,2p%,2p%D,ft%,ft%D
0,0,5,5,10,25,10,0,3,0,3,0,7,7,7,7,5,5,3,0
