adjoe,adjde,Con Adj OE,Con Adj DE,WAB,Adj_OtoD_Margin,eFG%,eFG% Def,FTR,FTR Def,OR%,DR%,TO%,TO% Def.,3P%,3pD%,2p%,2p%D,ft%,ft%D
0,0,0,0,0,30,15,15,1,2,3,1,8,1,4,7,5,1,5,2
