adjoe,adjde,Con Adj OE,Con Adj DE,WAB,Adj_OtoD_Margin,eFG%,eFG% Def,FTR,FTR Def,OR%,DR%,TO%,TO% Def.,3P%,3pD%,2p%,2p%D,ft%,ft%D
0,0,0,0,0,44.2181709,0,0,0,0,0,0,31.32861028,0,0,5.37160581,17.72697036,0,0,1.35464265
