adjoe,adjde,Con Adj OE,Con Adj DE,WAB,Adj_OtoD_Margin,eFG%,eFG% Def,FTR,FTR Def,OR%,DR%,TO%,TO% Def.,3P%,3pD%,2p%,2p%D,ft%,ft%D
7.5,7.5,7.5,7.5,0,32,5,5,0,0,0,0,10,0,15,0,0,0,5,0
