adjoe,adjde,Con Adj OE,Con Adj DE,WAB,Adj_OtoD_Margin,eFG%,eFG% Def,FTR,FTR Def,OR%,DR%,TO%,TO% Def.,3P%,3pD%,2p%,2p%D,ft%,ft%D
0,0,15,15,10,0,0,0,3,0,5,0,10,10,10,10,5,5,3,0
