rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
1,Houston,B12,14-1,116.1268816691877,30,82.82881547310028,1,0.9798843207349173,1,27.799795550401697,3.200204449598302,14.799795550401697,3.200204449598302,1-1,0.5239089067441475,0.4938516733880224,0.7192809235589609,0.6888430492850465,0.4938516733880224,0.8296701540995638,0.6889984469756489,0.8334172095557009,106.57204615123854,104.43776406436209,109.51694114987698,100.01418787472028,116.0572553092781,86.54645838593636,116.820017338355,88.32395958535629,0.9614195332578398,5,-0.0060974214192131004,142.0,112.0,127.15,1.116791191506095,0.8808493904836806,0.8434688079171392,0.5,2.738257082774793,4,195,65.31876837200262
2,Purdue,B10,14-2,125.92591182808384,2,92.825570790104,9,0.9708911811119751,2,26.80982130580934,4.190178694190664,15.809821305809336,4.190178694190664,3-2,0.7132540154308422,0.6650170142204676,0.8193754180936663,0.7462394794909918,0.6650170142204673,0.7909118353897802,0.6533450208628298,0.6651010230259369,111.2451435280952,99.63019137951342,111.77407803854052,99.3231983198054,127.17761134096062,97.73835638048824,127.38827781595622,98.79795258461019,0.9489656047786247,8,0.035183124750603034,397.0,379.0,342.6625,1.15857439900777,1.1060445773902892,0.7814239744884847,0.6,4.842694286557721,1,114,69.03336369749809
3,Arizona,P12,12-3,121.31968531702316,4,90.10935828590942,3,0.9683286248878503,3,26.238831405391082,4.7611685946089235,17.23883140539108,2.761168594608923,3-1,0.6900649107756249,0.6562252241698969,0.7831240489413769,0.7056608032748666,0.6562252241698965,0.7328503717826002,0.699237610420848,0.652258027905638,112.43681939394455,101.70381802952558,110.98608675348017,100.84230293298512,125.26951234265142,92.3565316095202,120.44227982868377,89.07221786860133,0.969816641200272,7,-0.03428143075971901,371.0,304.0,306.875,1.208961303462322,0.9906313645621181,0.7202819524929062,0.75,3.1336090424699985,2,236,75.164661764167
4,Alabama,SEC,10-5,127.72004796205368,1,98.01071539704796,53,0.9545568537556817,4,21.820520653107092,9.179479346892908,13.820520653107094,4.179479346892907,2-0,0.6699070465865762,0.6793383512950506,0.6086035659814928,0.7478886949753237,0.6793383512950506,0.7973972765221874,0.6415850555372307,0.6803979211810843,111.51276001390399,101.65050953122294,112.22011593438981,99.18846517910656,111.89518261245061,90.29589600036152,132.40889289428404,108.00819806455794,0.9123289019275637,6,-0.14241728656865216,152.0,122.0,135.5125,1.1216677428281525,0.9002859514804908,0.8209964903397743,1.0,0.4884394578542852,39,355,72.76221525714169
5,Auburn,SEC,13-2,118.55489285423371,13,91.63768921681137,6,0.9508104999599677,5,25.21167651844618,5.788323481553819,14.211676518446179,3.788323481553819,2-0,0.5584486498394184,0.5259057593329977,0.7699774381311532,0.6655209311825745,0.5259057593329977,0.7663541108517133,0.7320981833694105,0.8474321839286595,106.5649686466845,104.28978555250502,109.67687354782235,101.60590730392728,103.63878096002252,75.06163357718492,114.47316899916231,96.49664176823603,0.8770267829135557,1,-0.04048912030127527,149.0,106.0,140.3625,1.0615370914596134,0.7551874610383827,0.7659011949417834,1.0,1.4811265553751944,23,246,71.4903213461769
6,Tennessee,SEC,11-3,114.99557145322618,38,90.39323435279897,4,0.9409401525429285,6,23.391122800293413,7.608877199706588,13.391122800293413,4.608877199706586,1-0,0.6365227258449994,0.6302401471316929,0.7181962491179835,0.7157768452444147,0.6302401471316929,0.7775533494369363,0.6625669490072997,0.6981642871571796,110.04704679456957,102.17570793856744,112.08400323170473,100.71974199526109,128.02704996736963,88.99534393267625,119.79647295702766,97.26083288050998,0.916565800692638,5,0.004905659892769809,90.0,64.0,69.125,1.301989150090416,0.9258589511754068,0.7810449435733454,1.0,2.0067053303656053,12,170,70.31957802047704
7,BYU,B12,12-3,116.60331407834227,27,93.16484636943085,11,0.929607985533457,7,22.731323653078913,8.26867634692109,10.73132365307891,7.26867634692109,0-2,0.488254391117769,0.4300506291947598,0.8665788436173292,0.6627441953746371,0.4300506291947596,0.8308006598378816,0.7075228574666095,0.8701217991459326,105.30766736276678,105.54598299446987,108.38131384883012,100.4131187482177,103.37849840149576,91.83991018193461,118.46361422920539,101.49860998352392,0.8553815465558852,3,-0.06321066862033808,132.0,152.0,143.05,0.9227542817196783,1.0625655365256903,0.8263283868654507,0.0,0.3496445364733247,41,277,69.97676381290893
8,Connecticut,BE,13-2,121.10896229050144,5,96.95054744165728,42,0.928151197952169,8,24.049130454466642,6.950869545533362,14.04913045446664,5.950869545533362,3-1,0.5220393118955318,0.46306565341683503,0.6842168727119479,0.6539252284119242,0.46306565341683487,0.7588979946592238,0.691090569844102,0.7863446320309185,105.38042238884553,104.70331524189939,108.43548761974174,101.06567394727553,118.20243360431307,102.38802143038782,127.88386734366145,98.68252238136485,0.9517069360942757,6,0.06003449947476036,302.0,277.0,259.5,1.163776493256262,1.0674373795761078,0.7775682751460427,0.75,2.4974751787699505,8,84,66.08543793575167
9,Creighton,BE,12-4,119.04152254181679,11,95.30645668686245,23,0.9280630892178889,9,22.26661378938152,8.733386210618477,13.266613789381525,6.7333862106184785,3-2,0.6191395546870196,0.5865815661695682,0.6907671294254126,0.6977592914466616,0.5865815661695686,0.758907040349063,0.6801350008409524,0.7555234872725941,107.946341197728,101.7865195266958,110.20512687930837,100.31175763735564,113.0001325772619,89.21652163930511,110.89247766591156,89.40078824330365,0.9225467107583378,5,-0.04077643655042773,363.0,318.0,344.04999999999995,1.0550792036041274,0.9242842610085744,0.7816203439902797,0.6,1.321002847456071,29,247,67.26684083130395
10,Michigan St.,B10,9-6,117.22876683860522,19,94.11120896626718,17,0.9259429319842079,10,20.31982832842639,10.680171671573616,12.319828328426384,7.680171671573617,1-3,0.6350310404146662,0.572848813321357,0.8060321649212663,0.7102626038643962,0.5728488133213565,0.7858401886630683,0.6862002354900223,0.7604993120779822,110.81386503305427,103.53887439738646,111.79387402901101,101.170967678251,117.46692523901143,103.78244010890009,121.31189666892521,103.31232351734998,0.8637738403474557,7,-0.16878983969208805,293.0,296.0,262.0,1.118320610687023,1.1297709923664123,0.7807921945985186,0.25,-0.8111962665798889,72,359,66.97513469871062
