rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
1,Houston,B12,19-2,117.84916418396557,17,82.77052518709174,1,0.9830989732275995,1,27.75124841621649,3.248751583783508,14.751248416216491,3.248751583783508,6-2,0.6236688649749385,0.5064573855782553,0.8141375189945484,0.6964777649892668,0.5064573855782553,0.8337147056749976,0.6793488990596349,0.8346637296178876,108.70126479353539,101.87973584378928,110.03012189621009,99.87931204007624,118.85282331508586,85.04092159773943,121.62348592606989,90.49785676654933,0.9676871894153299,8,-0.018127106676968707,568.0,468.0,513.0875,1.1070236558091944,0.9121251248568715,0.8493764550193565,0.75,5.258157103132507,2,209,63.60149482869191
2,Purdue,B10,19-2,126.18327930415941,1,92.1103557732139,7,0.9739058327991365,2,27.490420425155474,3.5095795748445306,16.490420425155467,3.5095795748445306,8-2,0.72893546677545,0.6707243687647804,0.7929676745871862,0.7546757890006223,0.6707243687647799,0.8008490701303358,0.6547048147715037,0.6823610778205559,111.72430851765797,100.38267444286393,112.5588395288775,99.9490216841466,128.46525317246162,94.66499238833026,134.83815354778733,104.84156474977235,0.9475334428002566,9,0.03231204538242294,830.0,720.0,692.6875,1.1982315257601732,1.0394297572859335,0.8087304656734856,0.8,7.217455806177084,1,113,68.16230842535305
3,Connecticut,BE,18-2,124.38357544897679,3,95.32279397012677,26,0.9552192933353355,3,26.58298882697879,4.41701117302121,16.58298882697879,3.4170111730212103,8-1,0.58713815701582,0.465968846966142,0.7352339804098708,0.6544012263242734,0.465968846966142,0.7580390349712458,0.692534991346255,0.7709402039912683,107.06227117828287,103.37089170559211,108.63373545709459,101.50620166261467,123.17126181834678,95.25213698482938,124.20405608551582,96.45058269479671,0.9482548716213468,10,0.06167740255641874,689.0,588.0,583.675,1.180451449865079,1.0074099456032897,0.776697715976007,0.8888888888888888,5.243094810142143,3,70,65.00778311066584
4,Auburn,SEC,16-4,119.64709921095447,12,91.7429269649017,5,0.9549504314970023,4,24.541957482470842,6.458042517529152,13.541957482470847,4.458042517529152,5-2,0.6134753157714469,0.5383418049405115,0.7530089787431837,0.6786064165686532,0.5383418049405119,0.7799086360778659,0.7245261540057193,0.8390156784287406,107.5013136090482,102.32479416089006,109.80703587627976,101.25661206751886,114.3805590652825,87.38879886255954,106.97320683291656,90.59746914986586,0.8711033151251394,3,-0.07529260265698412,537.0,451.0,489.2625,1.0975703226795432,0.9217955596433408,0.7970265998363,0.7142857142857143,2.150647779007666,20,317,70.14698882215197
5,Arizona,P12,15-5,120.78412398374641,6,94.5471847586272,17,0.9435565519443105,5,24.053008788402952,6.946991211597045,15.053008788402956,4.946991211597046,6-3,0.6896362566480121,0.6427373396718637,0.7469571551744157,0.7065642124042362,0.642737339671864,0.7416689924070409,0.7047464320117574,0.6744674618613361,111.31847192841497,101.44709974233615,110.83611308136229,100.85378888163544,122.46915793799715,98.88893864065457,123.58743405262688,90.68415741914963,0.9723478820887752,9,-0.03398049280397797,767.0,676.0,654.55,1.1717974180734856,1.0327706057596824,0.7373423137791888,0.6666666666666666,3.126062921701409,12,249,73.12823277150964
6,Alabama,SEC,14-6,126.13600013928072,2,99.07426466769415,64,0.9414282809912756,6,21.58328519818821,9.416714801811802,13.583285198188198,4.416714801811799,6-1,0.7051939435809144,0.672017078327158,0.766808121909319,0.7510369838077189,0.6720170783271571,0.8081069155436805,0.6453594349020447,0.7092879195935483,111.9842626738398,100.89515872965018,112.98897494183673,99.9074851577566,122.18216946699283,99.53513114746947,132.00099997026345,109.69364915987806,0.8936764782650751,9,-0.0667153363061943,586.0,525.0,506.82499999999993,1.1562176293592465,1.0358605041187787,0.8343879660382744,0.8571428571428571,2.1781201539518076,19,305,72.19001835496468
7,Tennessee,SEC,15-5,115.80746791091156,33,91.38296211900456,4,0.9384283528870275,7,22.889327497803333,8.110672502196667,12.889327497803334,5.110672502196668,5-2,0.6821624198299007,0.620573402397804,0.7965420236323658,0.7170371058687246,0.6205734023978041,0.7867053361532782,0.6594463742518362,0.6932099592439797,111.46508984898108,101.52109122398872,112.2425244958446,100.7961734714155,117.95397607209406,92.69712464032266,128.55850805447312,99.73805979255285,0.9487836920367616,8,-0.007517541209080436,557.0,482.0,489.6625,1.1375181885482346,0.9843514665713629,0.7804456259393133,0.7142857142857143,3.2614469670240784,10,179,69.26612409173553
8,Iowa St.,B12,16-4,115.26656801252582,39,90.97684095786218,2,0.9382769761457598,8,23.1876639985445,7.8123360014555,12.1876639985445,5.8123360014555,5-2,0.5325868692358474,0.3652426512932324,0.8433689882721325,0.6434011452814246,0.3652426512932324,0.8442933909395632,0.6914616442215473,0.9030624278326533,105.5739519037846,103.21019852425043,108.46297059550461,100.6415995027078,116.123753302996,90.37374121680507,118.10698446473586,92.90184676942593,0.9405061015075759,5,-0.024588456616477128,488.0,467.0,469.8375,1.0386569824673424,0.9939606778939527,0.8448816471824738,0.7142857142857143,2.019536668889962,23,235,69.17659215302037
9,BYU,B12,15-5,120.63972034925311,7,95.4580127581547,28,0.9365769343268715,9,22.94995627771225,8.050043722287748,10.949956277712253,7.050043722287748,3-4,0.5769760134809199,0.4115337102153711,0.8842260052597967,0.6522276133468842,0.4115337102153711,0.8260620989418661,0.7104092026564052,0.8824528930947574,107.27430747151729,102.95673876493018,108.3295044691434,100.69795150080976,121.70722357466322,97.3156693627212,128.23046443002877,102.92834830318293,0.9260579113949354,8,-0.06171325114108428,512.0,514.0,477.4625,1.0723355237322303,1.0765243343718094,0.7890487040122739,0.42857142857142855,1.5483067117413265,32,300,68.88438201187344
10,North Carolina,ACC,17-4,116.17979867703801,29,92.50861274319098,10,0.9321458111611493,10,24.524710677669713,6.4752893223302825,16.52471067766972,3.475289322330284,9-1,0.6724681518241246,0.61570487635136,0.7349077548441659,0.708536122888094,0.6157048763513603,0.7595933084832978,0.7043774449322122,0.7325167725206402,109.50084405391905,101.22014585940984,110.04186468398481,100.27990990501029,111.52902812754627,87.91701379442418,129.06861602306256,102.28838192270256,0.935493175806459,7,0.026141955384741622,778.0,645.0,714.2375000000001,1.0892735259630024,0.9030609566145714,0.7842788621224296,0.9,4.0592626028413274,5,123,70.95558108215708
