rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
26,Mississippi St.,SEC,12-5,113.4063927778214,62,95.50605583838554,21,0.8782074035075906,26,20.167251118958198,10.832748881041802,9.167251118958198,8.832748881041804,1-3,0.6178988462884675,0.5312536267814436,0.8994958096862948,0.6915269574907532,0.5312536267814436,0.8072799185585877,0.6987332604902201,0.8445639471819373,109.280810971692,103.33642029010977,112.04146049356304,102.21521090527922,113.15003496351424,98.00460755297254,116.4274238515438,97.2714829786202,0.8876806419650238,5,-0.020482978826375398,290.0,312.0,278.0875,1.0428372364813234,1.121949026835079,0.7809325210935286,0.25,0.7090583206639449,46,221,68.21046111857478
27,Gonzaga,WCC,11-5,115.89288309805134,36,97.77755885767951,38,0.8759548998493786,27,21.702570218433987,8.29742978156602,12.400284534709929,3.599715465290071,2-1,0.512380489053553,0.5320849631482102,0.42699443464337233,0.5188994437550457,0.5600492812991031,0.48289333590399564,0.7944505794599896,0.7412485676652992,107.21604139458168,104.9593299476401,106.8563227424052,104.97135401118248,113.88493505264272,96.98287694728113,106.07648291968701,94.91191079700471,0.7822673092749528,4,-0.0795784264906505,263.0,211.0,223.4625,1.1769312524472786,0.9442300162219611,0.4957930823487549,0.6666666666666666,-0.5507831361256579,71,311,70.6217096733272
28,Xavier,BE,9-8,114.20181825124561,55,96.42618889815824,29,0.874974598487052,28,17.489787123032073,13.510212876967929,11.489787123032075,8.510212876967925,3-3,0.6968218293937447,0.6133315462407187,0.8498873485076256,0.7111261696998032,0.6133315462407187,0.7649132126022997,0.6631467338688616,0.7251634692364088,111.49453146360213,100.6777825663696,111.9834974198109,100.74040192340411,115.36056259302086,94.59639359733336,117.35507940280807,95.85169000712631,0.9111391689791761,7,-0.10501341838105227,450.0,417.0,412.5,1.0909090909090908,1.010909090909091,0.7284957257857314,0.5,-0.8339268632128085,81,334,70.24382129758466
29,Dayton,A10,14-2,120.6188947716293,11,101.84807588298202,94,0.8749296915740407,29,24.812717609054637,5.1872823909453585,14.812717609054642,3.187282390945359,4-0,0.6256550658828429,0.6313927583493562,0.6084419884833031,0.62073433272476,0.6313927583493564,0.6136287156416956,0.7778769053097315,0.7264416230981736,108.69333119019667,102.14520196203674,108.55677611657126,102.84433972654378,109.24653139982865,89.26359471100504,125.23587724988548,104.74867142074511,0.8863817588450033,5,0.15951464353007272,278.0,246.0,260.1375,1.06866560953342,0.9456537408101485,0.6151106376869505,1.0,3.4014623586182067,4,5,62.987441778291895
30,TCU,B12,13-4,117.12024578771047,28,99.0088413573002,49,0.8734604511985099,30,20.879997146860752,10.120002853139242,9.879997146860756,8.120002853139242,2-2,0.5076545175458037,0.38422196929818503,0.9088102993505645,0.6435294783706064,0.38422196929818525,0.8308071238117996,0.7058571059997377,0.8872502494242654,104.92022323838542,104.35416715775352,108.52231498071234,101.44417900470052,124.52395928097197,98.1404315494678,119.9440749096549,101.90704607887851,0.8669310266672817,6,0.015788769287501836,306.0,302.0,282.8875,1.0817020900534666,1.0675621934514605,0.8085205022292953,0.5,0.9840242950684582,40,147,71.65553659857444
31,New Mexico,MWC,15-3,113.45969424726347,61,95.95982853977324,26,0.8728567520481842,31,23.911777525828228,7.088222474171767,11.911777525828233,6.088222474171768,3-2,0.5211739677347665,0.43880309914311877,0.7353382260730504,0.5857120426751147,0.43880309914311905,0.6918129463371114,0.7880618442796011,0.8820530446126168,107.53455692248656,104.59073921752926,108.5841900380757,103.38431905774988,112.5270864065716,95.57373713187734,105.77911104260211,98.02022388628096,0.7060053487269101,4,0.03483018590515641,405.0,375.0,369.875,1.0949645150388645,1.013856032443393,0.6750724541309808,0.6,1.3932357774317867,30,113,73.94065870922296
32,SMU,Amer,12-5,110.61739786881772,93,93.75516334973688,8,0.8701168580189658,32,22.790135178180602,8.209864821819398,13.790135178180606,4.209864821819395,3-1,0.501019690618669,0.47538214321148037,0.5843417196920317,0.5388628005693368,0.47538214321148037,0.5847099419944553,0.822054661154904,0.8354075024006964,106.61707056245591,105.24728708082137,107.86512094610427,105.34038402055634,106.08678873733204,89.80181736261048,106.07134198400608,91.53252994900774,0.8449200206178171,3,-0.08881325507066407,277.0,244.0,265.65,1.0427253905514775,0.9185017880670056,0.5848151483665763,0.75,-0.7891103345658438,79,317,67.3452282262389
33,Florida Atlantic,Amer,13-4,119.5723593707142,14,101.61470828252072,91,0.8666241470543723,33,23.764242912992,7.235757087008005,13.764242912991994,4.235757087008005,3-1,0.608814094010817,0.6233445474719226,0.5615901202622239,0.6039824244496229,0.6233445474719224,0.5899986689335174,0.7960680053525175,0.7630317033120483,109.40643526793872,103.95747076941207,108.81891123134154,103.90313139035685,115.30479399250729,106.10278229067569,128.93732787621545,104.08423784715913,0.9214669901834238,2,0.031467957583262485,318.0,291.0,268.5,1.1843575418994414,1.0837988826815643,0.5981153971253157,0.75,1.2857260222943692,34,117,67.60013819505741
34,Texas Tech,B12,14-3,117.72803625397788,25,100.21964270702831,65,0.864320633190379,34,21.39745078207824,9.602549217921759,10.397450782078241,7.60254921792176,3-1,0.5391008911011154,0.4592627291278445,0.7985749175142456,0.6716481254500303,0.4592627291278445,0.825037578349387,0.7101765423541296,0.8682641980363817,107.71954905765972,104.67908691737603,110.20658128917697,101.35965012160435,122.22875630059801,104.0934277542397,120.37001480030213,108.06284350248272,0.7756269151601556,4,0.06356420105917804,282.0,276.0,253.07500000000002,1.114294181566729,1.0905857947248838,0.8325983385879987,0.75,1.6234636854670381,25,70,65.88316386199317
35,Clemson,ACC,12-5,120.92150018198618,7,102.96804311674956,117,0.8639289454593359,35,20.92836974123724,10.071630258762758,10.928369741237242,9.071630258762758,2-4,0.6534331565906022,0.5855671067437171,0.7778542479765579,0.6908595479612509,0.5855671067437171,0.7487703906308945,0.7225624052844893,0.7799634359963417,111.19368030975457,103.67741525232398,110.7254019625142,101.75534076784096,121.15549075911663,108.93996443447374,115.9229887288011,100.20856859708711,0.8422721863885252,6,0.01929241612183863,467.0,488.0,411.2125,1.1356658661884063,1.186734352676536,0.736305880339896,0.3333333333333333,1.0575513329084825,38,135,66.64149434284876
36,Ohio St.,B10,12-5,116.44794292870341,32,99.25464596437999,53,0.862615966413196,36,19.76026431940066,11.23973568059933,9.760264319400667,10.23973568059933,2-4,0.5686175330669929,0.47174788010143237,0.7462118968371874,0.6729789717509204,0.47174788010143254,0.7836560721581385,0.729578443966686,0.8649859672627256,107.66354175260321,104.18495334328458,110.79566819433272,102.22534558615747,116.27737717913594,102.84210699146348,121.43069693722165,102.76609121693626,0.8720508665140415,3,-0.06189745560397952,430.0,444.0,400.9375,1.0724863600935308,1.1074045206547156,0.7997035758671176,0.3333333333333333,-0.44069416928889044,67,285,66.0510512422002
37,Villanova,BE,11-6,114.39078090396657,53,97.51344713419905,36,0.8624449732116253,37,18.526359949032692,12.473640050967306,11.526359949032694,8.473640050967306,4-2,0.6452202723313535,0.629647565516989,0.6737702348243549,0.7177352681978771,0.629647565516989,0.7661835046723654,0.676707278404838,0.7678743443563225,109.40599128468094,102.28151254915049,111.75093945978195,101.04810769003653,113.42588246560531,97.0308938973209,119.98539331632384,101.46950980513836,0.8729762241134632,7,-0.026613130694383536,457.0,416.0,413.4625,1.1052997551168486,1.006137195029779,0.805789191750084,0.6666666666666666,0.23431002216772734,53,227,65.29386217431961
38,Colorado St.,MWC,14-3,118.09892148804741,22,101.02626326753463,78,0.8576166173187207,38,23.31172325363334,7.68827674636666,11.311723253633343,6.688276746366659,2-2,0.5794235273777688,0.5354436365619067,0.7223581725293199,0.6269402906878709,0.5354436365619067,0.6930212075566228,0.7646318309243869,0.8272355387514451,111.04230387282125,103.7913370877541,110.76226309009573,102.868072532946,110.0356125631052,99.32596911866207,111.10705506771237,90.94486541756832,0.9091060741955297,5,0.09185654231283924,284.0,279.0,272.5125,1.0421540296316683,1.0238062474198433,0.6846392175644235,0.5,2.1108129888536307,15,44,66.89989910463633
39,Florida,SEC,11-6,117.85607521206603,23,101.05303623418928,79,0.8543226781353888,39,18.948062095170126,12.05193790482987,8.948062095170128,9.051937904829872,1-3,0.6118231854827714,0.5478624525626775,0.8196955674730764,0.6759972206617131,0.5478624525626777,0.7685389976221277,0.7088439465907762,0.8140189322200144,107.9690811394057,102.5801349436637,110.7259019884108,101.81535104829968,115.96312143268032,103.03942000556864,117.46287994195241,108.72434810415174,0.708689125020174,5,-0.04848700439877007,326.0,343.0,300.075,1.0863950678996919,1.1430475714404733,0.7539228348075708,0.25,-0.34102840976067994,65,260,73.3020832345494
40,Cincinnati,B12,13-4,111.20535349725131,86,95.7100859178596,25,0.8488526797012965,40,19.76700436035197,11.232995639648035,8.767004360351965,9.232995639648035,2-2,0.5432635066806509,0.4422280586253595,0.8716287128603479,0.6649831550517213,0.4422280586253594,0.8258618358040937,0.6930852776594182,0.8764986906726133,108.00657838915343,105.15298667475291,109.77171203174159,100.76852871365328,104.96984928997108,87.70298550380683,107.22141243661288,92.7227673413562,0.8416747449730129,5,0.024737477433986688,284.0,273.0,285.975,0.9930938019057609,0.9546289011277209,0.8127855852165925,0.5,0.7047998746240232,47,123,68.86685154949984
41,Colorado,P12,12-5,115.06757536353646,48,99.22237619388372,52,0.8460296222279611,41,20.409661939051297,10.59033806094871,11.409661939051293,8.590338060948708,3-3,0.5839359225851789,0.4853973748193331,0.7645899268225628,0.6532443944050438,0.48539737481933276,0.7455602551771852,0.7463109596791097,0.8491213961041962,108.64689912020968,104.22767823992433,110.15821252999581,102.70213632946245,107.1325775792988,100.71861133015976,111.74475874544514,104.57109118982316,0.6820106128164044,3,-0.017116559674121845,416.0,449.0,416.1375,0.9996695803670662,1.0789702922711844,0.7374046816148804,0.5,-0.00629290222415646,55,215,69.01726458542561
42,Nevada,MWC,15-3,110.77413846053767,91,96.22598495575154,27,0.8346750978131626,42,23.520971533504753,8.479028466495247,10.520971533504753,7.479028466495248,2-2,0.5014517216213081,0.4691413534310013,0.6145380102873819,0.5858487453275355,0.4691413534310013,0.6766211612470617,0.7834753201874259,0.862261438990295,106.60757643885684,105.2389072666288,109.1006939037778,104.17577958183941,104.73819971764549,96.75529794196326,121.80085712945548,98.07998037020006,0.9235047562732882,3,0.06432925864750516,254.0,246.0,252.425,1.0062394770723977,0.9745468951173616,0.6943592043783989,0.5,1.2283818310862646,35,69,67.74242373115719
43,North Texas,Amer,11-5,109.3085750847072,116,95.09448188793297,17,0.8322970133120501,43,20.61933552937829,9.38066447062171,13.619335529378292,4.380664470621708,4-0,0.47654645994088224,0.4620583735339658,0.5200107191616318,0.5426324281276772,0.4620583735339658,0.5963484645234849,0.814806534816844,0.8341066139750084,106.20133248867653,104.84374304510982,108.1891831662509,104.76158066062008,110.09007061231931,92.34190244052837,98.85416775881555,92.67873346713861,0.6773951956243991,3,-0.08682968162193805,273.0,228.0,245.3625,1.1126394620204798,0.9292373528962249,0.6181592489125858,1.0,-1.3631776586107778,91,314,60.94820730937554
44,Providence,BE,12-6,107.52825691847536,147,93.60474800517353,7,0.8312811622750236,44,18.333844754275315,12.666155245724687,9.333844754275315,10.666155245724688,3-4,0.5846341789693407,0.4681067573315969,0.7677486986857953,0.6624443147207918,0.468106757331597,0.7693299712848488,0.6988197906232669,0.8397883660667587,108.65583312531577,103.9897283309772,111.15341694381377,102.57531502328521,107.9010355443705,93.65912414596811,110.94391725686992,95.8604646060485,0.8429718673815684,6,-0.016182441478301834,512.0,484.0,492.93749999999994,1.0386712311398505,0.9818688981868899,0.7701814257612623,0.42857142857142855,-0.27849525804867986,63,213,68.93417848305187
