,team,adjoe,adjde,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team
77,Memphis,109.9,99.1,0.767,8–0,8,8,51.4,47.9,37.4,36.6,18.3,16.9,42.2,27.4,73.2,53.7,48.3,29.9,31.6,17.2,8,50.2,52.5,26.7,40.3,72.1,77.013,80.871,2.425,"2,025",0,0,53.401,,69.3,66.9,1.127,0.999,13.188,Memphis
78,USC,118.6,107.2,0.762,2–6,2,8,54.9,57.4,31.5,32.1,20.7,17,32.8,33.2,68.5,53.8,56.8,37.9,38.9,7.9,11.6,53.8,61.3,36.7,38.8,68.2,78.26,79.825,2.222,"2,025",0,0,48.887,,80,78.4,1.101,1.183,46.309,USC
79,Ohio St.,115.1,104.1,0.761,2–4,2,6,48.7,54.7,38.6,39.4,16,17,29.9,36.1,65.8,50.3,55.6,31.1,35.5,6.9,11.6,52.7,54.3,42.7,36.5,65.8,76.678,79.626,1.599,"2,025",0,0,67.504,,78.4,79.1,1.075,1.16,39.783,Ohio St.
80,Utah Valley,110.1,99.6,0.76,7–1,7,8,53.2,42.6,47.9,33.6,18.8,14.8,31.7,25.3,68.1,53.2,40.4,35.6,31.5,13.6,12.7,55.6,55.1,31.1,31.5,67.6,78.057,80.758,1.503,"2,025",0,0,2.572,,70.2,72.3,1.099,0.936,8.877,Utah Valley
81,UCF,116.3,106.1,0.742,4–4,4,8,51.3,49.5,39.8,30.6,19.5,16.7,33.6,35.1,74.4,52.7,52.7,33,29.7,12.4,12.6,50.7,57.6,43.7,38.8,73.2,77.998,81.872,1.995,"2,025",0,0,51.301,,78.1,72.1,1.089,1.081,34.204,UCF
82,Arizona St.,119.5,109.1,0.74,1–6,1,7,50,58.1,38.6,33.5,13.2,13.4,21.5,32.2,68.1,47.7,56.5,35.8,40.1,8.4,11.9,45.9,59.1,38.3,43.2,68.6,78.254,81.482,1.907,"2,025",0,0,57.884,,75,73.8,1.066,1.244,54.776,Arizona St.
83,UAB,119.8,109.5,0.738,6–3,6,9,49.6,52.9,30.4,27.3,12,16.3,38.6,35.8,68.4,48.9,51.6,34.1,37.1,10.4,10.3,54.8,48.5,28.9,31.2,68.2,76.613,80.476,2.716,"2,025",0,0,4.499,,76,66.7,1.17,1.129,17.509,UAB
84,San Francisco,110,100.6,0.736,3–2,3,5,50.6,53.3,27,40.4,16,14.9,29.6,24.4,71.1,55.8,58,28,30.2,5,6.1,45.5,61.3,37.5,36.9,70.1,77.581,80.977,1.751,"2,025",0,0,26.844,,74.1,68.1,1.074,1.082,33.357,San Francisco
85,Louisiana Tech,110.6,101.3,0.733,3–3,3,6,51.5,45.4,44.9,42.6,16,15.8,27.6,27.7,65.1,49.5,48.2,36.4,26.7,8.1,10.8,53.8,35.5,39.9,34.3,64.1,76.929,80.041,1.832,"2,025",0,0,46.386,,76.6,68.8,1.093,1,15.669,Louisiana Tech
86,UC Irvine,114.3,104.8,0.731,6–2,6,8,55.4,50.8,35.7,22.5,17.2,18,30.9,26.2,68.2,55.4,45.5,37,39.7,9.6,7.2,58.7,54.4,38.4,38,67.7,76.605,80.405,1.836,"2,025",0,0,7.357,,82.6,75.5,1.16,1.024,11.607,UC Irvine
87,Saint Joseph's,115.1,105.6,0.729,7–2,7,9,53,48.2,37.1,22.7,15.5,15.1,32.8,30.5,67,54.7,42.7,34.2,40.6,12.5,12.8,53.4,47.3,49.5,30.2,67.3,77.45,80.67,1.832,"2,025",0,0,43.842,,72.8,73.4,1.144,1.042,13.865,Saint Joseph's
88,Wofford,119.2,109.6,0.724,5–2,5,7,57.3,50.4,40.2,47.3,14.3,17.2,36,22.1,65,59.5,50.3,36.9,33.7,10.6,6.8,52.9,50.7,52,49,65.3,76.156,79.167,2.088,"2,025",0,0,0.2,,69.2,70.5,1.24,1.036,6.379,Wofford
89,South Alabama,114.7,105.6,0.721,3–2,3,5,50.5,52.5,43.5,28.3,13.8,20.5,33.7,33.5,63.9,51.6,55.4,32.3,33.5,7.4,9.2,45.7,75.8,35,56.6,62.6,75.958,78.38,2.281,"2,025",0,0,23.227,,73.2,68.4,1.15,1.061,14.653,South Alabama
90,Kansas St.,100.2,92.3,0.72,3–5,3,8,44.5,47,24.5,30.5,17.7,16.9,27.4,29.9,67.2,47.6,52.7,26.1,25.4,9.3,11.9,58.1,59.8,37.4,39.2,66.5,77.263,81.178,2.307,"2,025",0,0,47.744,,73,70.9,0.934,0.994,38.059,Kansas St.
91,UNC Wilmington,114.1,105.2,0.718,6–1,6,7,53,50,35.9,28,15.9,15,35.5,25.3,65.5,57,46.6,30.1,36.2,13.2,7.2,51.1,53,33.6,44.7,64.4,77.644,80.484,2.555,"2,025",0,0,0.2,,83.8,71.2,1.175,1.036,8.501,UNC Wilmington
92,Dayton,109.1,100.6,0.718,4–2,4,6,48.6,46.8,32.5,37.3,15.4,14.7,28.7,26.1,67.3,47.6,53.2,33.3,25.6,12.3,13.8,56.2,42.6,43.1,43.5,67.3,76.329,81.057,2.403,"2,025",0,0,30.84,,78.3,72.4,1.06,1.013,24.062,Dayton
93,Minnesota,107.9,99.5,0.718,2–5,2,7,47.1,50.1,28,38.3,18.9,15.2,31.9,31.4,63.8,48,52.1,30.3,30.6,10.2,10.3,58.2,60.2,36.5,31.9,64.1,77.62,81.282,2.534,"2,025",0,0,41.33,,70.3,67.8,0.993,1.079,40.604,Minnesota
94,Troy,110.4,101.9,0.715,6–1,6,7,48.9,43.2,45,37.2,16,17.2,37.3,32.2,67.9,52.1,41.8,29.7,30.3,16.3,11.8,48.3,46.1,42.4,38.2,68.4,77.8,80.146,1.661,"2,025",0,0,0.2,,75.3,75.5,1.144,0.978,7.854,Troy
95,North Texas,107.6,99.5,0.711,6–2,6,8,50.7,44.7,35.7,41.8,15.8,18.3,30.2,29.2,60.9,51.4,45.8,33.1,28.5,8.1,8.6,48.6,44.9,38.1,34.5,60.6,77.095,80.719,2.748,"2,025",0,0,29.571,,79.6,77.1,1.098,0.991,11.546,North Texas
96,Wake Forest,107,99,0.71,2–4,2,6,44.4,51.9,36.4,34.2,15.6,18,26.9,31.3,68.6,47.5,52.7,24.8,34,10.2,9.4,41.5,57,30.1,45.6,70,77.706,80.788,2.215,"2,025",0,0,69.921,,78.7,75.2,0.996,1.077,33.314,Wake Forest
97,Arkansas St.,115.2,106.6,0.709,6–2,6,8,52.4,46.5,31.7,37.6,15,14.7,37.1,28.2,70.6,55.3,45.4,32.9,32.6,12.5,9.8,60,47,48.6,29.9,71.7,77.168,79.782,2.23,"2,025",0,0,35.446,,73.2,72.4,1.174,1.023,8.301,Arkansas St.
98,Pittsburgh,111.9,103.8,0.704,2–5,2,7,49.9,51.9,34.3,40.6,15.9,20,30.7,30.5,65.6,50.9,52.1,32.4,34.5,10.3,6.8,50.9,57.2,44.4,46.4,66.1,78.109,81.987,1.859,"2,025",0,0,38.232,,75,77.6,1.082,1.067,24.831,Pittsburgh
99,Marshall,113.7,105.7,0.698,5–1,5,6,52,45.5,29.9,43.4,15.1,14.6,35.2,30.2,67.3,50.4,45.6,36.9,30.2,19.1,8.9,59.2,36.8,33.2,37,68.4,77.267,79.726,2.587,"2,025",0,0,4.118,,70.9,68.9,1.142,1.02,9.44,Marshall
100,Montana,113.7,105.9,0.694,6–1,6,7,58.2,49.5,51.3,37.8,16,14.3,21.1,24.4,66.7,60.5,51.9,36,29.8,7.5,8.8,44.3,38.4,35.4,33,67.1,76.552,78.532,2.148,"2,025",0,0,0.2,,77.3,66.7,1.159,1.037,8.298,Montana
101,Duquesne,110.3,102.8,0.692,3–4,3,7,52.6,51.9,34.5,35.3,20,20.2,31.3,26.6,66.1,56.1,50.2,32.2,36.4,13.9,9.9,56.9,53,44.6,38.2,66.8,76.827,80.158,2.079,"2,025",0,0,0.2,,71.2,76.5,1.056,1.039,19.613,Duquesne
102,Lipscomb,114.8,107,0.692,6–1,6,7,56.5,47.3,35.8,24,13.6,13.8,23.8,28.2,64.1,53.1,48.4,39.6,30.1,10.2,13.7,53.8,35.6,53.6,34.7,64.5,76.309,80.035,2.583,"2,025",0,0,0.2,,88.9,74.3,1.197,1.037,6.692,Lipscomb
103,Georgetown,114.3,106.6,0.69,2–5,2,7,51.4,56.4,30.2,29.8,12.4,15.3,24.4,28.2,68.1,48.3,61.3,37,33.7,7.7,12.3,47.8,59.1,43.8,45.3,69.4,78.562,81.66,1.25,"2,025",0,0,67.972,,70.1,74.4,1.092,1.149,33.237,Georgetown
104,UNLV,104.2,97.2,0.69,4–3,4,7,47.6,47.6,42.5,28.4,17.3,13.6,26.6,22.6,66,48.5,52.2,30.5,27.7,10.5,12,54.1,58.7,35.2,43.1,66.5,77.857,80.748,2.016,"2,025",0,0,42.483,,70.3,71.9,1.006,1.004,25.119,UNLV
105,LSU,108.8,101.6,0.687,1–6,1,7,47.5,54.8,26,28.2,16.8,16.8,23.7,36.4,67.1,52.4,56.1,28.3,35.2,9.1,13.1,47.6,45,49,39.5,66.9,77.058,80.556,1.903,"2,025",0,0,57.804,,64.8,72.9,0.963,1.159,52.2,LSU
106,Saint Louis,114.1,106.8,0.681,5–3,5,8,59.2,54.1,25.2,21.5,17.3,14.4,22.2,24,67.7,59.1,52.3,39.5,37.7,6.3,10.2,53.8,52.9,52.5,42.1,67.8,76.883,80.283,2.23,"2,025",0,0,10.961,,71.9,66,1.124,1.095,18.023,Saint Louis
107,Kent St.,112.2,105.1,0.68,6–3,6,9,53.3,49.3,32.6,35.6,18.1,16.2,39.2,27.5,69.1,53.1,50,35.8,32.3,7.8,7.3,42.5,50,31.5,41.8,68.3,75.336,79.186,2.379,"2,025",0,0,0.2,,71.4,76.5,1.15,1.05,12.533,Kent St.
108,Butler,114.3,107.2,0.676,2–6,2,8,50.9,53.1,23.5,15.2,13.9,11.9,21.6,30.4,68.3,51.1,55.5,33.8,33,5.9,10,48.6,53.6,43.4,39.8,67.8,78.864,81.977,2.359,"2,025",0,0,48.778,,75.9,77.8,1.045,1.151,44.325,Butler
109,Seattle,96.7,90.7,0.676,4–3,4,7,41.5,42.7,46.8,39.1,15.3,25,28.9,29.8,66.4,43.2,48.2,25.2,22.3,12.7,15.2,53.8,56.3,31.8,37.1,65.3,76.71,80.183,2.163,"2,025",0,0,18.522,,67.4,78.8,0.954,0.876,11.382,Seattle
110,George Mason,107,100.4,0.675,5–3,5,8,51.4,47.9,42.8,40.2,21.3,20.9,31,33.1,65.8,47.5,47.9,39,32,17.1,11,52.2,55.6,34.9,50.9,66.2,77.531,80.666,2.607,"2,025",0,0,30.66,,75.7,72.8,1.038,1.022,23.99,George Mason
111,TCU,106.6,100.1,0.673,2–5,2,7,43.8,51.6,31.1,28.8,16.8,18.7,36.4,31.7,66.3,44.6,52.1,27.9,34,12.8,10,45.5,62.7,32,40.9,66.8,77.821,80.732,1.653,"2,025",0,0,48.807,,64.4,78.1,0.984,1.072,40.755,TCU
112,Kennesaw St.,113.4,106.6,0.671,4–3,4,7,51.9,49.6,42,51.4,18.5,13.9,26.7,25.8,68.6,52.5,49.1,34.1,33.5,13.6,12,58.8,49.4,46.8,40.5,69.9,77.385,79.816,1.357,"2,025",0,0,7.296,,76.6,69.5,1.064,1.076,22.169,Kennesaw St.
113,Georgia Tech,105.6,99.4,0.667,4–4,4,8,47.9,48.9,26.7,25.8,18.7,14,33.3,27,66.8,46.5,47.4,33.3,33.8,11.1,14.7,60.8,56.8,39,43.8,68.6,77.821,81.084,1.537,"2,025",0,0,33.639,,77.6,73.4,1.021,1.047,27.994,Georgia Tech
114,DePaul,113.9,107.3,0.665,3–4,3,7,54.4,53,22.9,26.4,15.2,13.7,19.6,31.6,66.5,53.9,54.1,36.7,34.1,11.9,7,57.7,51.5,43.5,38.6,66,77.158,80.02,2.058,"2,025",0,0,38.77,,72,69.8,1.06,1.137,32.594,DePaul
115,California,108.5,102.3,0.663,2–5,2,7,45.4,53.4,43.4,41.2,16.1,17.6,33,23.9,68.7,47.1,51.3,28,38.3,9.3,9.4,36.4,38,34.6,34.4,69.3,76.934,80.278,1.858,"2,025",0,0,42.62,,71.6,75.7,1.045,1.069,30.409,California
116,Radford,112.7,106.3,0.662,4–2,4,6,53.7,47.7,41.5,33.8,15.8,15,31.5,32.5,61,55.4,47.8,33.6,31.8,6.3,3.9,38.9,34.8,34.4,32.3,61.7,77.509,80.532,2.551,"2,025",0,0,9.896,,79.1,69.6,1.167,1.054,7.151,Radford
117,Nevada,111.8,105.5,0.661,2–6,2,8,49.2,52.3,35.6,39.3,11.5,15.7,18.8,27.2,65.3,55.9,51.4,25,35.8,14.1,6.8,50.8,61.5,36.3,41.8,65.4,78.8,81.334,2.318,"2,025",0,0,30.312,,75.2,70.8,1.057,1.086,29.825,Nevada
118,Robert Morris,114.4,108.1,0.657,6–0,6,6,56.7,49.4,36.9,29,15.5,14,37.7,26.7,66.6,55.2,49.8,39.4,32.6,13.3,9.5,71.6,53.3,38.3,40.6,66.6,76.665,79.54,1.898,"2,025",0,0,0.2,,70.5,74.8,1.225,1.051,4.911,Robert Morris
119,Florida St.,109,103.3,0.65,2–5,2,7,50.5,51.1,38,40,16.8,16.6,26.6,35.1,68.7,52.3,54,31.3,31,11.5,8.5,44.3,51.4,33.7,38.5,68.7,79.206,82.023,1.512,"2,025",0,0,52.194,,72.3,77.4,1.039,1.135,39.458,Florida St.
120,North Alabama,113.6,107.7,0.649,5–2,5,7,53.8,50.3,35.9,27.1,10.6,18,29.6,27.1,66,50.5,48.5,41.2,35.1,11.9,11.6,36.5,49.7,28.9,42.5,66.3,75.78,78.984,2.118,"2,025",0,0,6.3,,67.6,76.6,1.175,1.037,10.471,North Alabama
121,Jacksonville St.,108.5,103.2,0.64,5–4,5,9,47.5,49.8,32.5,32.1,15.5,15.5,30.9,26.4,64.1,47.5,47.4,31.7,35.6,12.3,11,48.1,53.5,39.2,40.1,63.7,77.774,80.73,1.997,"2,025",0,0,0.2,,70.6,63.6,1.041,1.02,18.986,Jacksonville St.
122,George Washington,112.2,106.9,0.636,4–3,4,7,51.4,52.1,39.8,23.7,17.5,18.6,33.1,33.6,65.2,50.2,53.6,35.6,33.3,7.3,15.4,56.6,52.5,37.7,41.9,64.3,77.704,80.843,1.503,"2,025",0,0,38.086,,68.8,72.6,1.104,1.066,13.492,George Washington
123,Drexel,111.6,106.4,0.634,5–1,5,6,55.8,48.6,32.1,22.5,17.8,14.6,32.6,32.9,62.9,52.2,46.8,41.6,34.7,10.4,11.2,51.9,45.7,35.5,34.9,63.2,77.628,79.438,1.607,"2,025",0,0,0.2,,76.5,66.3,1.148,1.055,6.285,Drexel
124,Tulane,113.6,108.4,0.632,5–3,5,8,55.7,49.2,33.7,29.8,15.2,15.2,28.1,35.1,67.6,55.7,50.2,37.2,31.9,11.3,10.7,52.7,61,34.4,42.9,67.2,78.357,80.132,1.163,"2,025",0,0,59.838,,73.9,72.3,1.144,1.1,13.81,Tulane
125,Oregon St.,121.8,116.4,0.628,2–3,2,5,51.9,53.2,50.8,32.9,13.5,13.2,34.6,31.5,63.7,52.9,48.3,32.9,40.5,7,8.6,55.2,62.5,29.7,39.2,63.2,77.765,80.955,1.9,"2,025",0,0,0.609,,74.1,80.6,1.18,1.18,23.19,Oregon St.
126,Virginia,111.7,106.8,0.626,2–5,2,7,51.5,53.7,26.3,32.1,14.8,15.7,16.8,35.9,63.7,48.9,55.2,36.9,33.3,10.3,12.1,51.8,48.7,40.1,27.8,63.2,78.349,81.619,1.422,"2,025",0,0,73.013,,77.6,76.8,1.029,1.153,40.227,Virginia
127,Wichita St.,108.2,103.6,0.622,4–5,4,9,47.9,48.5,34.8,33.3,17,13.8,33.2,30.6,68.5,48,49.5,31.6,30.9,11.5,10.7,40.9,41.8,28.4,29.8,68.2,76.866,80.179,2.81,"2,025",0,0,25.615,,73.7,70.2,1.053,1.063,19.343,Wichita St.
128,Yale,110.7,106,0.622,6–1,6,7,52.5,49.8,30.8,22.1,11.2,15.4,29,26.3,67.6,51.7,49.3,36,33.5,10.2,7.2,49,58.9,31.8,48.9,66.1,77.67,79.601,1.876,"2,025",0,0,9.807,,70.5,81.7,1.145,1.046,9.697,Yale
129,Hampton,106.7,102.7,0.608,3–3,3,6,50.8,50.3,24.4,40.2,13.8,20.9,34.2,29.1,63.9,47.4,51.4,38,31.8,7.4,9.1,40.3,47.1,35.7,28.2,66.4,76.592,79.39,1.804,"2,025",0,0,11.307,,63.6,72.7,1.103,1.019,10.82,Hampton
130,Northern Iowa,104.6,100.7,0.608,3–3,3,6,50.9,50.3,32.4,23,16.8,15.2,29.6,23.9,63.4,50.7,45.6,34.2,38.1,10.3,9.1,49,36.3,33.6,40.5,64.6,78.009,80.571,1.936,"2,025",0,0,14.052,,66.4,63.3,1.05,1.019,15.842,Northern Iowa
131,Middle Tennessee,108.4,104.4,0.606,5–4,5,9,51.3,50.3,33.5,34.3,17.3,14.7,31.3,24.6,67.6,56.2,51.4,30.1,32.1,9.8,8.6,45.4,47.6,44.3,35,68.8,77.205,80.6,2.455,"2,025",0,0,11.297,,66.5,73,1.066,1.051,13.925,Middle Tennessee
132,Bradley,109.7,106,0.597,5–2,5,7,54.1,47.8,31.2,36.2,14.5,13.4,26.4,27,62.7,53.1,45,37.1,34.3,12.7,8.8,50,54.8,37.4,43.4,64.9,76.823,81.281,2.329,"2,025",0,0,1.302,,67.2,73.8,1.102,1.064,14.094,Bradley
133,Akron,114.9,111.1,0.596,8–1,8,9,55.8,51.1,31.6,32.2,14.5,15.4,34.7,29,70.5,57.1,53.1,35.9,31.9,9.8,4.9,52.4,41.5,41.3,38.4,69.2,75.063,77.508,2.383,"2,025",0,0,16.228,,76.3,73.9,1.198,1.086,6.906,Akron
134,Miami OH,108.7,105.3,0.59,6–3,6,9,55.8,49.9,26.4,27.5,16.7,18,27.8,28.9,69.4,52.3,51.2,39.8,31.9,8.8,9.5,61,44.6,47.3,37.4,68.5,77.396,80.564,1.133,"2,025",0,0,19.277,,70.6,70.7,1.113,1.027,8.42,Miami OH
135,Cal Poly,114.1,110.8,0.584,6–3,6,9,59.3,53,23.6,32.8,18.2,19.3,27.3,29.7,74.8,56.4,55.9,41.3,32.8,5.6,7.5,49.3,53.7,51.7,42.7,75.6,76.411,77.855,2.09,"2,025",0,0,1.972,,79.6,77.6,1.167,1.075,10.619,Cal Poly
136,Texas A&M Corpus Chris,106.5,103.6,0.579,4–3,4,7,55.9,45.6,34.8,37.7,18.3,15.8,30.1,29,62.6,58,41.3,34.7,35.6,7.4,9.7,51.9,50.3,34.3,35.3,63.6,77.098,80.014,2.089,"2,025",0,0,6.926,,61.1,67.4,1.101,0.996,11.077,Texas A&M Corpus Chris
137,Florida Atlantic,109.3,106.4,0.577,3–5,3,8,50.8,47.2,33.7,32.8,16.7,12.5,32.7,31.4,65.9,50.7,47.6,33.9,30.8,13.4,9.9,55.7,48.5,40,29.9,66.2,77.523,81.45,1.748,"2,025",0,0,46.053,,64.9,79.6,1.07,1.095,16.565,Florida Atlantic
138,Notre Dame,106.8,104,0.576,4–4,4,8,49.5,51.6,39.5,31.2,16.8,13.5,24.3,27.6,65.3,50.4,52.8,32.1,33.1,5.2,7.6,41.5,50.9,37.2,36.6,65.4,77.479,81.218,1.86,"2,025",0,0,56.775,,73.1,77,1.021,1.117,32.14,Notre Dame
139,Eastern Illinois,99.2,96.6,0.576,4–0,4,4,45.8,45.4,38.7,34,20.2,26.6,37.3,31.9,66.7,41.7,40.5,38.6,34.4,10.3,8.9,45.7,53.8,25.3,43.7,67.2,76.369,78.674,2.304,"2,025",0,0,0.2,,78.2,67.1,1.027,0.877,3.694,Eastern Illinois
140,Bryant,103.8,101.3,0.57,6–1,6,7,50.7,46.4,31.2,28.7,17.2,16.2,36.7,23.6,72.5,53.8,45.5,29.5,32.1,16.8,8.9,50.2,43.5,33,31.9,72.7,78.792,80.395,2.502,"2,025",0,0,33.52,,71.6,63.4,1.102,0.938,5.047,Bryant
141,Loyola Marymount,111.1,108.5,0.568,2–3,2,5,54.3,52.3,30.1,31.7,13,16.7,21.3,34.6,69.3,51.4,51.4,39.1,35.6,10.2,8.5,57.4,57.2,39.4,42.7,68.2,78.912,82.016,2.437,"2,025",0,0,23.973,,78.4,62.2,1.113,1.108,24.229,Loyola Marymount
142,Charleston,105.8,103.4,0.566,4–2,4,6,55.2,49.2,33.5,19.5,16.4,15,26.9,24,67.7,53.6,48.6,38.5,33.3,10,11.8,55.8,51.6,39,43.1,68.4,77.208,80.792,2.098,"2,025",0,0,0.2,,62.9,80.6,1.099,1.017,9.129,Charleston
143,Washington St.,115.3,112.7,0.565,3–3,3,6,57.8,53.9,30.5,32,18.9,16.6,28.2,37.3,74.3,57.3,50,39.1,40,13.2,5.2,62.4,53,41.5,39,72.4,78.372,81.713,1.656,"2,025",0,0,4.198,,65.8,76.4,1.109,1.178,22.384,Washington St.
144,Sam Houston St.,116.8,114.2,0.564,3–3,3,6,54.7,52.8,39.8,30.4,16.5,14.5,26.5,31.3,66.6,50,47.9,41.1,40.1,9.7,5.3,47.3,47.2,40.4,39.6,66.2,76.496,80.296,2.176,"2,025",0,0,6.809,,74.8,75.2,1.111,1.154,13.426,Sam Houston St.
145,Valparaiso,103.5,101.2,0.564,4–3,4,7,47.6,50.1,23.5,29.9,11.5,16.8,21.6,28.5,67.1,44.5,49.4,35.2,34.4,12.9,11,52.3,56.4,38.1,32.6,67.7,76.829,80.229,1.475,"2,025",0,0,0.2,,78,63.3,1.028,1.02,12.245,Valparaiso
146,St. Thomas,107.2,105.1,0.557,4–3,4,7,54.5,49.5,32.1,34.5,12.8,17.8,21.2,28.8,68.3,57.4,51.3,34.3,31.3,8.1,10.8,53,47.7,49.3,41.5,67.4,76.395,79.186,1.794,"2,025",0,0,5.92,,76.7,76.8,1.122,1.049,6.46,St. Thomas
147,Murray St.,103.6,101.6,0.556,3–4,3,7,45.9,49.2,41.5,36.9,15,16.5,28.4,25.7,66.4,42,49.8,34.1,31.9,9.3,13,50,37.8,42,30.7,66,76.777,78.696,2.769,"2,025",0,0,12.13,,77.6,73.4,1.042,1.029,15.715,Murray St.
148,East Tennessee St.,104.9,103,0.552,4–1,4,5,53.6,49.3,42.5,27,16.6,18.2,28.2,25.9,62.5,50.3,45.9,39.2,35.1,13.5,5.2,52.6,49.1,38.5,50.2,64.2,76.589,79.827,2.459,"2,025",0,0,9.656,,63.6,69.4,1.082,1.002,8.135,East Tennessee St.
149,Illinois St.,105.3,103.5,0.549,4–2,4,6,51.4,50,26.7,32.5,14.8,17.8,23,25.8,67.4,56.3,47.8,31,35.8,8.1,11.5,59.2,50.7,50,37,68.1,76.17,79.309,1.789,"2,025",0,0,1.811,,73.1,72.2,1.054,1.014,10.106,Illinois St.
150,North Dakota St.,109.9,108.2,0.545,2–2,2,4,54.4,50.6,29.9,28.9,12.9,14,24.4,32.5,69.8,55.6,48.4,35.2,36.1,4.4,6.8,49.1,38.4,44.8,37.9,65.4,76.356,80.076,2.214,"2,025",0,0,6.917,,80.6,68.9,1.146,1.11,10.081,North Dakota St.
151,Nicholls St.,104.6,103,0.544,5–2,5,7,49.9,46.5,40.9,26.5,14.8,17.9,29.2,31.2,68.3,47.3,48.3,36.2,29,8.9,13.4,46.6,49.2,36.3,37.6,68.4,76.468,79.349,2.613,"2,025",0,0,6.825,,64.3,67.5,1.066,0.984,6.875,Nicholls St.
152,St. Bonaventure,101.7,100.4,0.537,4–3,4,7,45.4,50.2,26.3,24,13.1,18.9,22.7,32.1,66.7,48.7,53.4,26.2,31.1,7.6,9.4,42.5,56.2,35.4,46,67.2,78.281,80.992,1.422,"2,025",0,0,16.202,,72.2,66.7,0.964,1.031,19.84,St. Bonaventure
153,UC Santa Barbara,109.9,108.5,0.537,5–3,5,8,51.7,49.4,33.8,33.8,16.2,17.4,27.5,33.1,68.8,50.5,53.5,35.2,27.4,10.3,8.7,59.9,43.5,53.1,33.6,67,77.839,80.755,2.479,"2,025",0,0,26.615,,79,85.4,1.099,1.083,12.627,UC Santa Barbara
154,UTSA,108.3,107.1,0.532,2–4,2,6,52,50.3,27.8,45.9,15,20.6,28.1,37.4,69.7,44.2,49.8,41.1,34.1,10.4,15.5,49.4,52.6,44.9,35.8,69.9,76.442,79.64,2.36,"2,025",0,0,4.866,,72.1,69,1.087,1.066,9.971,UTSA
155,Harvard,104.7,103.6,0.53,3–2,3,5,50.4,51.6,23.1,22.2,16.3,18.5,21.8,28.9,64.5,52,56.2,31.7,27.8,8.2,6.8,50.4,41,37,31.7,64.3,76.634,78.17,1.305,"2,025",0,0,26.556,,90.8,74.6,1.035,1.029,8.212,Harvard
156,Cleveland St.,105.5,104.4,0.53,3–3,3,6,51.5,51.1,27.3,40.6,17.6,20.4,31.3,32.7,64.7,49.8,46.5,36.5,38.3,15,6.1,55.1,56.5,33.4,41.6,64.9,76.352,79.853,2.082,"2,025",0,0,0.2,,75.5,66.9,1.071,1.044,6.93,Cleveland St.
157,Boston College,101.3,100.3,0.529,2–4,2,6,46.8,49.9,28.8,30.1,15.3,18.8,24.4,34,66.5,48.9,49.8,28.6,33.3,11.7,9.3,47.9,51.3,34.6,38.3,67.4,76.874,79.675,1.655,"2,025",0,0,40.091,,68.7,74,0.977,1.055,27.746,Boston College
158,Cal St. Northridge,112.1,111,0.528,4–4,4,8,51.8,51.2,38.6,38.8,18.8,15.8,35.3,27.6,70.3,51.4,46,35.3,37.4,6.6,11.1,51.1,63.2,29,51.3,71.3,77.349,79.347,2.475,"2,025",0,0,28.676,,77.3,80.6,1.112,1.102,18.419,Cal St. Northridge
159,Portland,113.6,112.7,0.523,2–3,2,5,55.3,53,23.6,17.5,14,14,23.2,30.1,68.6,55.3,51.5,36.9,36.9,6.1,8.4,58.3,57.1,40.5,38.1,68.5,78.769,82.191,1.308,"2,025",0,0,2.689,,76.1,85.7,1.128,1.128,18.836,Portland
160,South Carolina St.,105.9,105.4,0.514,8–1,8,9,54,49.1,44.6,42,20.9,24,40.7,33.7,71.3,50,50,41.3,31.3,11,7.8,66.8,54.1,33.2,28.9,70.9,77.231,79.793,1.854,"2,025",0,0,0.2,,78.4,70.8,1.138,0.979,2.725,South Carolina St.
161,Nebraska,105.7,105.4,0.508,0–5,0,5,47.6,56.1,29.9,30.9,14.1,14.9,27.2,26.7,67.6,50.3,58.8,28.9,35.1,7.6,6.7,48.5,57.5,38.5,43.5,67,78.023,81.147,2.501,"2,025",0,0,38.883,,70.2,71,1.027,1.137,33.714,Nebraska
162,Iona,103.7,103.5,0.506,6–2,6,8,50.8,47.2,25.3,30.2,20.1,19.7,42.8,32,66.2,51.2,50,33.3,29.7,10.1,8.1,60.2,64.1,34.3,50.9,66.1,76.436,79.728,1.707,"2,025",0,0,5.579,,65.3,73.6,1.077,1.006,3.922,Iona
163,Northern Kentucky,110.1,110,0.503,5–1,5,6,54.6,52,28.9,28.9,15.3,18.2,33.5,31.8,68.8,53.5,52.7,37.5,33.8,8.2,8,50.3,46.9,38.9,37.1,68.8,77.398,79.493,2.373,"2,025",0,0,8.079,,71,74.3,1.163,1.063,7.881,Northern Kentucky
164,Chattanooga,117.1,117,0.503,6–1,6,7,58.1,51.3,31.5,32.3,14,16.3,27,31.1,65.5,57,51.9,39.6,33.7,11.9,5.5,56.7,40.1,44.3,42.7,65.3,76.215,80.217,2.291,"2,025",0,0,0.2,,78.9,75.2,1.21,1.094,9.036,Chattanooga
