,team,adjoe,adjde,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team
253,Maine,99,106.2,0.309,4–4,4,8,50.1,50.8,29.8,26,13.3,21,20.1,35,66.5,48.5,53.4,35.7,30.2,12.9,8.4,53.5,48.1,31.2,32.5,65.6,77.067,79.875,2.536,"2,025",0,0,0.2,,67.9,72.3,1.017,1.036,6.468,Maine
254,Fordham,105.6,113.3,0.308,1–7,1,8,46.6,53.1,32.2,47.4,18.2,15.4,32.8,32.8,69.9,47.2,53.2,30.5,35.2,9.8,13.1,50.5,53.7,40.8,34.9,69.9,76.317,79.901,2.42,"2,025",0,0,22.724,,69.6,73.6,1.014,1.15,16.838,Fordham
255,Old Dominion,99.4,106.7,0.307,4–4,4,8,42.7,49.1,29.7,31.8,15.2,18.1,36.8,32.5,64.8,40.7,49.2,30.6,32.6,11.9,12.9,43.3,50,38.1,32.2,65.7,77.974,80.08,1.502,"2,025",0,0,14.558,,74.5,71.1,1.012,1.041,8.343,Old Dominion
256,Saint Peter's,97,104.2,0.305,3–3,3,6,41.3,45.5,39,27.7,15,16,31.8,32.9,66.3,41.7,46,27,29.8,11.6,11.7,40,55.2,35.4,38.6,66.1,77.225,80.206,1.705,"2,025",0,0,0.2,,77.7,76.2,0.99,1.007,5.017,Saint Peter's
257,Albany,106.4,114.3,0.305,4–3,4,7,50.5,55.1,31,28.8,16,17.9,34.9,23.1,67.8,47.1,53.6,37.1,38.4,12.5,12.7,52.2,47.8,39.2,35.8,67.8,75.24,78.264,2.316,"2,025",0,0,16.094,,68.9,74.8,1.098,1.07,5.656,Albany
258,Princeton,103.6,111.4,0.303,3–3,3,6,54.5,57.8,14.8,26.5,14.9,16.9,19.3,20,67.3,56.9,58.9,34.9,37.5,8.1,9,55.6,57.3,53.5,39.4,65.8,76.17,79.179,1.681,"2,025",0,0,11.997,,77.4,82.6,1.071,1.108,10.447,Princeton
259,Jacksonville,97.6,105,0.301,3–3,3,6,47,48.8,33.2,34.4,17.3,14.8,36.7,29.8,66.3,47.2,46.9,31,34.6,11.6,8.7,45.3,43.8,28.4,39.7,65.7,76.874,79.98,1.903,"2,025",0,0,22.593,,65.8,72.9,1.026,1.058,10.102,Jacksonville
260,Navy,106.2,114.3,0.3,5–2,5,7,50.5,54.3,44.4,33.5,14.5,20.4,30.1,29.7,66.7,49.3,55.3,35.5,35.2,8.8,7.8,49.7,47.5,31.5,41.3,68.7,74.267,78.172,1.714,"2,025",0,0,0.2,,74.3,73.6,1.11,1.078,6.333,Navy
261,Southeastern Louisiana,107.2,115.6,0.296,1–5,1,6,46.9,56.7,36.4,29.1,13.2,19.6,33.6,31.1,64.2,47.5,54.8,30.5,39.6,6.9,8.5,48,51.9,33.3,42.5,65,76.767,80.056,1.977,"2,025",0,0,0.2,,76.7,73.7,1.098,1.123,9.598,Southeastern Louisiana
262,Longwood,103.4,111.5,0.296,2–3,2,5,53.2,60.2,37.2,34.5,21.9,19.7,36.7,23,73.2,53.1,63,35.6,38.4,7.2,9.9,60.4,55.2,35.1,51.4,69.4,75.469,78.496,1.987,"2,025",0,0,21.297,,70.9,62.2,1.074,1.101,6.24,Longwood
263,Purdue Fort Wayne,95.4,102.9,0.295,1–3,1,4,51.7,47.1,25.7,32.8,17.8,19.8,17.9,31.5,71.8,50.4,58.3,35.4,18.9,5.3,12,44.4,37.1,49.1,37.3,73.1,75.153,79.742,2.255,"2,025",0,0,0.2,,67.8,73.4,0.968,0.992,8.496,Purdue Fort Wayne
264,Lafayette,101.1,109.2,0.292,3–3,3,6,53.4,50.7,28.7,21.2,15.6,15.9,20.3,24.2,65.9,53,44.8,36,39.6,9.5,6.6,65.6,53.6,40.7,40.7,67.6,75.914,79.906,1.324,"2,025",0,0,1.282,,76,73.3,1.067,1.027,3.673,Lafayette
265,Northeastern,98.4,106.4,0.289,2–3,2,5,49.2,52.9,23.3,28.6,16.1,22.9,26.5,34.2,67.2,47,52.5,35.1,35.8,14.9,10.8,52.4,43.4,37.5,34.4,65.7,77.613,79.248,1.814,"2,025",0,0,0.2,,69.6,65.8,1.008,1.023,6.528,Northeastern
266,Quinnipiac,101.9,110.2,0.289,4–3,4,7,48.6,50.2,33,25.4,17.3,15.8,31.6,25.4,70.3,51.7,48.7,28.8,35.9,10.7,9.7,56.4,46.1,37.6,30,71.7,77.465,79.764,1.998,"2,025",0,0,8.891,,78.1,72.2,1.036,1.028,5.215,Quinnipiac
267,Western Kentucky,97.9,105.9,0.288,3–4,3,7,43.8,46.4,29.7,44.2,13.9,15.3,23.4,29,68,45.6,45.4,27.3,31.8,6.9,8.7,47.5,61.9,39.6,44.7,68.5,76.049,80.082,2.657,"2,025",0,0,14.114,,69.4,77,0.947,1.05,13.342,Western Kentucky
268,Central Michigan,104.4,113.1,0.285,3–3,3,6,51.2,49.9,44.5,27,14.8,17.6,30.8,30.6,67.3,49.6,44.5,37.2,37.9,8.6,8.1,45.6,46.8,25,43.5,66.1,77.895,79.814,2.035,"2,025",0,0,0.2,,73.2,75,1.105,1.057,6.285,Central Michigan
269,IU Indy,117.3,127.6,0.275,2–3,2,5,55.2,59.9,26.2,20.1,10.9,15.2,29.7,37,64.5,48.6,64.8,43.1,36.2,5.6,9.7,52.9,65.4,41.3,46.5,64.6,76.79,78.959,1.966,"2,025",0,0,0.2,,79.5,70.5,1.212,1.259,6.514,IU Indy
270,Fairfield,94.1,102.4,0.275,3–3,3,6,50.6,49,19.5,23,16.2,21.7,19.6,30.5,69,52.6,47.7,31.2,34.1,11.2,7,45.3,57.7,35.4,39.2,67.6,75.95,80.095,2.179,"2,025",0,0,10.375,,69.6,76.5,0.978,0.983,5.432,Fairfield
271,Wyoming,102.3,111.8,0.265,1–5,1,6,48.4,53,27.4,52.8,18.3,14.7,32.9,24.6,64.5,50,54.1,30.8,34.2,7.7,10,47.2,48.2,41.7,39.9,65.6,77.738,80.455,2.27,"2,025",0,0,23.511,,62.8,68.6,1.01,1.106,13.05,Wyoming
272,Ball St.,96.9,105.9,0.265,1–5,1,6,47.7,50.3,32,23,16.4,14.2,26.1,26.1,68.1,46.9,55.6,32.8,27.9,7.1,8.8,49,45.1,33.7,38.4,66.2,77.311,80.701,2.402,"2,025",0,0,6.23,,77.3,73.8,1.011,1.05,8.533,Ball St.
273,Saint Francis,97.5,106.9,0.258,6–1,6,7,52,47.5,25.5,19.2,18.9,18,27.1,28,64.7,54.1,49.6,32.7,29.9,7.4,5.2,46.7,46.3,42.8,43.2,65.7,76.313,78.649,1.179,"2,025",0,0,0.2,,71.6,70.7,1.025,0.97,4.191,Saint Francis
274,Fresno St.,102.4,112.3,0.257,1–5,1,6,45.9,52.2,34.9,23.9,17.3,15.3,29.9,36.6,65.1,46.9,57.2,29.1,31.4,10.2,13.6,33.1,64.2,32.5,49.7,67.3,77.393,81.112,1.449,"2,025",0,0,6.621,,68.6,77.5,0.982,1.148,19.832,Fresno St.
275,Youngstown St.,103.3,113.3,0.257,3–3,3,6,51,52.8,41.6,37.4,17.8,17.3,28.1,29.8,69.4,50.6,48.6,34.4,39.7,14,10,55.6,63.5,46.1,38,68.8,76.848,80.7,2.268,"2,025",0,0,12.446,,71.2,73.6,1.056,1.102,6.782,Youngstown St.
276,Mercer,91.8,100.7,0.257,3–3,3,6,44.2,45.5,30.6,24.2,16,13.8,26.3,22.6,68.8,43.1,44.4,30.7,31.3,6.8,11.6,46.3,59.9,39.3,44.3,69.3,76.363,79.408,2.334,"2,025",0,0,0.2,,68.8,73,0.945,0.97,6.481,Mercer
277,Air Force,97.6,107.4,0.25,1–6,1,7,49.4,55.1,29,37.7,20.5,15.2,18.2,29.2,65.8,52.4,58.1,31.3,33.3,6.5,14.1,67.1,50.3,53,37.2,65.4,78.103,80.552,1.633,"2,025",0,0,0.2,,61.9,71.8,0.903,1.157,28.214,Air Force
278,Houston Christian,94.5,104,0.249,1–5,1,6,46.7,49.4,28,33,16.6,19,20.9,30.3,63.3,44.3,49,33.3,33.3,11.9,6.6,46.5,46.4,43,33.3,64,75.838,78.051,2.239,"2,025",0,0,3.278,,61.1,62.5,0.935,0.991,8.429,Houston Christian
279,Grambling St.,96.6,106.7,0.242,4–5,4,9,46.9,43.6,34.1,32.2,16,19,27.7,32.6,63.5,46.5,38.9,31.9,34.4,13.4,7.6,48.8,48.4,32.9,37.2,62,77.111,80.524,2.038,"2,025",0,0,9.677,,78.3,78.3,1.013,0.97,3.1,Grambling St.
280,Long Beach St.,101.5,112.2,0.24,0–6,0,6,47.5,52.5,37.6,35.6,21.7,14.9,32.3,32.2,64.8,47.1,47.7,32,38.3,11.4,7.3,46.6,55.4,40.1,48.7,64.2,78.093,80.977,1.737,"2,025",0,0,20.12,,81.7,78.7,1.01,1.149,19.897,Long Beach St.
281,UT Arlington,102.2,113,0.24,1–4,1,5,48.8,49,31.1,31.5,20.7,16.7,35.7,36.1,69.5,53.2,50,29.3,31.2,9.6,9.6,56.5,58,47.3,29.9,68,76.672,80.661,2.495,"2,025",0,0,18.784,,55.4,76.5,0.978,1.093,16.323,UT Arlington
282,Colgate,101.1,111.8,0.239,3–3,3,6,55.2,54.3,23.2,19.7,17.3,16.3,23,21.4,67.4,55.9,52.8,36,37.7,6.1,6.6,52.8,50,37.2,39.4,69,77.151,79.648,1.803,"2,025",0,0,0.2,,75.6,66.7,1.063,1.053,3.614,Colgate
283,Boston University,99.2,109.9,0.235,3–2,3,5,51.9,49.6,29.3,37.2,20.8,16.1,30.3,23.6,64.5,52.1,52.2,34.3,30.4,7.5,9,41.3,50.9,37.2,39.1,65.7,77.389,80.653,1.675,"2,025",0,0,4.079,,75.6,75.3,1.039,1.029,3.96,Boston University
284,Wright St.,114.4,127.1,0.23,2–3,2,5,63.8,60.1,19.6,28.6,19.4,14.2,32.4,35.7,66,66.9,57.8,39.8,42.7,8.6,8,60.8,51,43,37,67.4,76.631,79.182,1.981,"2,025",0,0,0.223,,66.1,68.2,1.218,1.258,6.473,Wright St.
285,Western Illinois,104.2,115.8,0.229,2–2,2,4,54.2,50.7,31.9,19,19.6,13,25.8,29.6,69.3,52.4,48.5,38.3,36.1,8.5,6.2,37.4,52.9,35.8,39.6,68.3,77.018,79.619,2.578,"2,025",0,0,7.691,,69.4,67.3,1.033,1.093,7.174,Western Illinois
286,Siena,103.7,115.3,0.228,2–4,2,6,49.2,54.9,35.1,29.7,15.2,18.5,30.2,28.4,70.3,50,54.2,31.9,37.5,15.3,10.4,52.2,43.1,37.5,30.6,71.5,76.96,80.704,1.428,"2,025",0,0,8.825,,84.5,84.2,1.117,1.086,3.581,Siena
287,Utah Tech,99.3,110.5,0.226,1–7,1,8,46.9,51.2,34.5,47.5,19.2,16.6,25.3,29.5,69.2,42.2,52,36.2,32.8,10.7,9.8,51.7,51.2,39.2,26.7,68.1,75.52,78.618,2.282,"2,025",0,0,0.2,,76.3,67.9,0.967,1.071,11.347,Utah Tech
288,South Dakota St.,99.1,110.8,0.217,2–3,2,5,46,54.1,35.8,23,15.4,11.2,32.5,16.1,67.7,47.6,51.4,28.9,37.8,5.4,11.4,52.1,38.6,38.1,50,68.5,77.176,80.923,1.029,"2,025",0,0,14.988,,66.4,79.4,1.022,1.105,6.026,South Dakota St.
289,Hawaii,101.6,113.6,0.217,1–4,1,5,47.5,52.8,30.7,30.4,18.6,10,26.3,25.9,67.8,49.7,48.3,29.6,41.4,3.9,6.7,55.2,44.7,41.1,32.4,67.4,77.736,81.28,2.092,"2,025",0,0,0.2,,80.2,75.3,0.988,1.159,18.143,Hawaii
290,San Diego,104.3,117,0.211,2–3,2,5,51.4,59.8,26.4,43.9,17.9,21.1,29.8,34.7,73.9,47.3,54.2,39.1,47.8,9.5,8.7,49,59.6,35.7,32.1,73.8,77.986,81.943,1.78,"2,025",0,0,0.2,,76.5,79.7,1.072,1.172,11.467,San Diego
291,Lindenwood,96.6,108.4,0.21,3–3,3,6,43.6,52.4,33.8,35.5,14.7,18.5,31.2,26.1,70.9,46.8,53.1,24.4,33.9,9.9,10.9,35.5,45.8,31.5,32.1,71.1,76.91,79.212,1.709,"2,025",0,0,7.042,,72.7,66.9,0.984,1.038,6.453,Lindenwood
292,Wagner,94,105.5,0.21,2–3,2,5,44.3,47.9,28.5,30.1,17.9,19,31.8,24.7,58,46.8,45,27,34.3,6.1,10.3,53,53.1,39.1,45.2,58.9,76.736,79.657,2.354,"2,025",0,0,0.2,,68.5,73.6,0.955,0.973,3.778,Wagner
293,Appalachian St.,96.4,108.2,0.21,1–4,1,5,43.4,49.2,35.3,17.8,16.6,14.4,32.3,32.6,62.2,43.5,47,28.8,35,9.9,17.9,45.8,54.7,41.3,40.5,61,77.42,81.799,2.381,"2,025",0,0,14.593,,61.4,75.9,0.971,1.065,7.346,Appalachian St.
294,Fairleigh Dickinson,95.8,107.6,0.208,2–4,2,6,47.5,49.4,31.4,26.3,17.1,19.4,25,30,67.6,49.7,50.4,29.7,31.8,5.3,10.8,51.4,43.6,44.8,36.1,69.5,75.836,77.756,1.963,"2,025",0,0,0.2,,76.6,76.6,0.995,1.007,4.421,Fairleigh Dickinson
295,Green Bay,108.8,122.3,0.207,1–4,1,5,49.2,55.8,42.5,39.1,12.8,13.7,27.7,31.6,70.2,50.9,55.3,31.3,37.7,5.3,11.6,65.6,57.8,42.5,34,71.2,76.324,78.349,1.158,"2,025",0,0,0.2,,76.6,66.4,1.098,1.195,9.656,Green Bay
296,Massachusetts,100.2,112.8,0.204,1–5,1,6,41.4,55.4,28.4,30,15.1,15.8,34.4,30.2,67.5,42.5,54,26.2,38,7.5,11.4,48.2,62.2,33.2,47,67.5,76.818,80.242,1.619,"2,025",0,0,36.756,,67.6,71.7,0.958,1.154,23.473,Massachusetts
297,Toledo,111.5,125.6,0.203,3–5,3,8,51.4,60.7,35.9,29.4,13.6,16.7,30.5,34.9,68.5,54.3,58.8,28.9,42.8,6.8,6.4,42.9,43.3,26.4,34.8,66.5,77.018,79.296,1.626,"2,025",0,0,16.676,,79.3,79.3,1.143,1.239,9.515,Toledo
298,Bethune Cookman,96.2,108.4,0.202,6–2,6,8,48.1,47.7,37.4,31.2,19.8,16.4,29.7,26.9,69.9,47.9,51.8,32.4,26.5,7.3,8.5,64.9,52.7,32.1,34.1,69.7,77.225,79.481,2.427,"2,025",0,0,8.604,,69.2,73.6,0.987,1.005,3.081,Bethune Cookman
299,Weber St.,99.9,112.8,0.198,3–4,3,7,49.9,54.3,31.5,33.2,14.1,18.5,22.1,27.1,64.6,52,52.7,30.7,37.2,10.4,10.4,43.4,58.1,35.9,51.2,64.7,78.159,80.888,1.939,"2,025",0,0,5.722,,74,74.2,1.043,1.08,6.688,Weber St.
300,Howard,98.6,111.6,0.194,2–5,2,7,49.2,45.6,35.4,49.5,19.6,17.4,34.1,35.6,72.9,50.4,46.6,31.7,28.1,10.6,9,49.2,42.6,42.9,23.1,71.9,76.789,79.313,2.264,"2,025",0,0,12.439,,72.8,77.2,1.039,1.054,4.239,Howard
301,Morgan St.,100,113.3,0.192,4–4,4,8,48.5,48.3,39.7,33.5,17.7,18.8,36.1,39.1,70.8,48.9,44.9,31.4,36.6,12,11.8,42.1,52.1,21.9,33.9,70.1,76.165,80.187,2.444,"2,025",0,0,2.091,,79.5,68.8,1.071,1.073,4.213,Morgan St.
302,Stony Brook,102.9,116.7,0.19,2–3,2,5,50.8,53.3,31.8,20.2,17,13.1,24.4,31.9,62.4,43.3,55.5,41.1,33.6,4.9,9.6,50.9,53.7,40.5,43.8,62.9,77.208,79.534,1.999,"2,025",0,0,0.498,,70.2,76.3,1.048,1.141,5.578,Stony Brook
303,Morehead St.,98.1,111.3,0.19,1–4,1,5,44.5,46.9,32.4,44.5,16.6,15.6,30.7,26.6,62.6,44.2,47,29.9,31,3.3,10.3,42.9,47.2,39.3,28,62.2,77.427,80.198,2.291,"2,025",0,0,5.462,,69.3,82.3,0.967,1.057,4.794,Morehead St.
304,Rider,105.3,119.5,0.189,4–3,4,7,50.6,55,24.9,28.5,14.5,16.2,31.9,27.6,65.2,52.3,53.4,31.3,38.2,7.8,8.1,48.9,46.7,32.1,40.4,65.7,76.801,79.035,2.026,"2,025",0,0,11.592,,76,70.3,1.099,1.109,4.86,Rider
305,UNC Asheville,101.4,115.5,0.183,2–4,2,6,52,56,29.2,37.9,16.2,19.9,25.2,36,68.7,55.1,50.7,31.7,43.1,12.2,5.3,44.3,53,40.2,37.9,67.8,77.318,80.469,2.221,"2,025",0,0,19.242,,75.2,67.7,1.057,1.145,8.577,UNC Asheville
306,UC Davis,99.2,113.1,0.181,0–6,0,6,46.4,57.1,32.7,41.7,16.5,20.3,24.1,32.7,66.5,42.2,54.5,35.4,41.3,10,6.8,50.4,51.9,38.7,35.3,65.1,76.217,79.398,2.275,"2,025",0,0,6.849,,70.9,79.8,0.977,1.142,11.39,UC Davis
307,Pacific,97,110.9,0.177,0–4,0,4,46.2,54.6,41.2,36.9,21.4,13.1,26.6,22.5,72.3,50.7,59.9,25.3,30.9,8.8,9.2,50,51.3,35.7,39,70.5,77.683,80.257,2.117,"2,025",0,0,39.243,,76.9,75.3,0.947,1.141,19.555,Pacific
308,Holy Cross,101.6,116.2,0.176,1–4,1,5,53.7,54.4,24.7,28.7,19.8,12.6,23.7,23.2,68.4,47.6,54.3,41.3,36.3,9.1,7.1,48.9,55.9,42.6,29.4,68.8,77.266,78.621,1.115,"2,025",0,0,2.778,,75.3,66.3,1.041,1.105,4.877,Holy Cross
309,Texas A&M Commerce,99,113.4,0.173,2–3,2,5,49.1,53.1,29.3,40.1,17.2,20.2,25.7,37.5,67.5,49.7,50.3,32.3,40,12.2,14,66.7,58,45.3,28.9,68.2,76.302,79.365,1.997,"2,025",0,0,8.201,,72.6,63.1,1.017,1.079,4.324,Texas A&M Commerce
310,Oral Roberts,96.3,110.5,0.171,1–4,1,5,45.3,51.9,33.2,29.4,13.8,13.8,16.1,30.3,65.3,45.7,49.4,30,36.8,10.1,8.7,40.2,51.9,48.5,42.7,65.4,76.386,80.045,1.844,"2,025",0,0,31.415,,78.7,73.3,0.958,1.124,10.702,Oral Roberts
311,New Hampshire,93.2,107.2,0.167,1–4,1,5,43.7,52.8,23.4,33.5,17.7,19.7,25.8,31.8,69.1,44.1,51.5,28.7,36.5,6.5,16.5,44,52.7,38,40.5,69.5,77.27,80.296,1.426,"2,025",0,0,6.446,,63.4,69.5,0.897,1.06,8.45,New Hampshire
312,Lehigh,100.7,116.1,0.163,1–4,1,5,53.2,48.9,37.1,44,17.5,14.6,23.4,27.1,67.3,53.5,56,35.1,24.5,7.4,5.3,58.1,47.2,35.6,36.8,68.3,76.217,79.756,1.395,"2,025",0,0,0.2,,70.4,79.5,1.041,1.094,5.531,Lehigh
313,Tennessee Tech,97.3,112.2,0.163,2–3,2,5,50,51,31.5,24.5,16,18,23.9,28.8,68.6,50,51.9,33.3,33.1,7,12.5,60.3,43.4,53.9,39.5,68.4,76.074,78.589,1.982,"2,025",0,0,4.087,,67.7,74.7,1.02,1.049,2.213,Tennessee Tech
314,Penn,103.9,119.9,0.162,2–3,2,5,52.4,55.2,27.4,26.2,15.9,10.7,24.4,21,71.4,56.1,56.1,30.6,36.3,4.5,6.1,51.4,67.1,36.2,51.7,69.5,76.784,79.944,1.681,"2,025",0,0,0.2,,82.1,78.8,1.072,1.168,9.641,Penn
315,Southern Indiana,95.6,110.4,0.16,1–3,1,4,47.6,46.6,26.7,32.7,17.8,16.4,24.1,35,68.7,42.1,46.6,38.8,31,7.5,7.2,49.5,48,34.5,35.1,68.9,76.355,79.438,1.89,"2,025",0,0,0.2,,75.8,65.4,0.975,1.033,5.377,Southern Indiana
316,Gardner Webb,94.6,109.3,0.16,1–5,1,6,47.4,53,33.8,34.9,20.2,14.9,32.1,29.4,68.4,50.2,57.5,27,29.8,5.3,9.9,31.5,50.9,29.2,35.4,68.6,76.481,79.309,2.079,"2,025",0,0,3.382,,68.1,72.1,0.984,1.118,10.613,Gardner Webb
317,Florida A&M,104.4,120.9,0.156,3–5,3,8,54.3,50.6,43.3,44.3,16.8,13.7,23.3,27.7,66.8,59.6,51.9,32.1,32,9,8.5,53.8,41.7,46.4,34.6,66.2,77.302,80.886,2.547,"2,025",0,0,6.985,,70.6,71.4,1.084,1.099,3.267,Florida A&M
318,Austin Peay,106.9,124,0.154,2–4,2,6,52.7,60.4,27.5,37,13.2,12.7,25.2,22.6,68.4,49.8,54.7,38.5,45.9,10.3,11.4,50.6,54.3,37.1,39.9,67.7,76.123,78.997,1.946,"2,025",0,0,18.21,,78,72.8,1.126,1.216,10.258,Austin Peay
319,Western Carolina,99.4,115.4,0.152,0–5,0,5,49.8,50.3,28.1,30.5,17.4,10.2,22.6,32,72.4,47,54.3,35.5,30.3,9.1,11.6,53.2,57.4,45.7,45.5,70.9,77.329,80.825,1.878,"2,025",0,0,0.213,,69.4,76,0.995,1.166,12.083,Western Carolina
320,Elon,104.6,121.7,0.149,1–4,1,5,52.6,54.6,35.2,31.7,19.9,12.3,32.3,29.3,65.2,52.3,49.4,35.3,40.6,11.9,6.6,50,61.7,43.4,45.4,66.6,79.526,83.443,1.732,"2,025",0,0,6.469,,78.7,67.7,1.089,1.175,5.81,Elon
321,Illinois Chicago,94.7,110.6,0.144,2–3,2,5,46.1,51.8,30.8,20.7,17.9,13.7,26.1,26.8,67.1,44.4,52.5,32.4,33.6,8.1,14,61.3,60,38.7,35.1,69,76.523,79.626,2.3,"2,025",0,0,14.347,,70.9,77.8,0.948,1.088,17.326,Illinois Chicago
322,Louisiana,92.5,108.3,0.14,3–3,3,6,43.7,47.7,28.3,42.9,17,21.9,26,41.8,64.3,43.8,50.5,29,28.4,8.7,13.9,46.5,54,38.6,36,64.2,76.207,78.847,2.185,"2,025",0,0,9.287,,68.8,76.8,0.921,1.051,12.296,Louisiana
323,Northern Illinois,94.7,111.1,0.137,1–5,1,6,48.9,52.4,28.3,50.2,17.5,15.1,18.2,28.8,67.8,45.6,49.1,34.4,38.8,8.5,12.7,54.3,57,54.9,36.3,66.6,76.483,78.683,1.575,"2,025",0,0,12.195,,66.7,69.5,0.964,1.099,11.203,Northern Illinois
324,Delaware St.,103.1,121,0.137,3–4,3,7,52.9,57.5,44,43.5,20.1,23.2,37.9,34.6,72,51.1,56.2,40,40,5.7,5.7,45.1,52.7,20.3,32.9,71.5,76.919,80.901,2.367,"2,025",0,0,0.2,,71.7,77.3,1.101,1.125,3.686,Delaware St.
325,Tennessee Martin,102.4,120.2,0.137,2–4,2,6,50.3,54,31,35.6,18.7,18.9,37.3,33.2,62.9,51.9,47.2,32.3,40.6,10.4,14.4,57.4,62,45.8,49.5,62.7,76.897,79.418,1.607,"2,025",0,0,0.2,,62.6,68.7,1.075,1.111,3.329,Tennessee Martin
326,Stetson,99.4,116.9,0.134,1–4,1,5,54.1,51,30.6,31.5,16.6,14.3,20.8,32.2,68.6,53.7,57.1,36.6,28.9,8.2,9,50,57.4,36.3,44.3,68.4,77.632,80.833,1.891,"2,025",0,0,16.987,,74.1,77.1,1.061,1.122,4.749,Stetson
327,Central Arkansas,103.4,121.7,0.133,2–4,2,6,52.4,61.1,30.9,23.3,17.8,14.9,22.3,24.2,67.3,59,56.1,30.4,44.3,6.1,12,51,65.1,49.2,48.1,67.4,76.946,80.562,0.82,"2,025",0,0,0.2,,83.2,77.8,1.058,1.206,14.385,Central Arkansas
328,VMI,96.4,113.6,0.132,2–5,2,7,49.1,55.1,36,40.4,19.5,15.7,25.9,32.6,67.5,55.3,53.9,28.1,38,10.7,8.1,42.1,53.9,47.5,39.4,69.1,76.869,79.128,0.946,"2,025",0,0,0.2,,74.8,64.8,0.993,1.158,9.199,VMI
329,North Carolina Central,100.9,119.6,0.124,3–5,3,8,50.3,55.5,45.2,35.3,20.2,18.5,33.8,37.7,69.1,50.8,55.8,32.9,36.4,5.5,8.8,58.1,49.4,35.3,27.3,67.5,76.631,78.938,2.469,"2,025",0,0,0.2,,68.9,76.6,1.056,1.147,4.751,North Carolina Central
330,Little Rock,100.8,119.6,0.123,2–4,2,6,49.6,54.6,34.6,42.8,21,21.9,36.9,38.4,67.7,49.2,51.5,33.7,39.5,17.2,7.1,48.1,51,28.6,39.4,68.1,78.12,80.272,2.017,"2,025",0,0,29.074,,68,68.6,1.043,1.091,4.835,Little Rock
331,Le Moyne,108.7,129.3,0.12,0–5,0,5,55.8,57.5,32.1,30.5,22,17.2,28.7,35,65.8,55.7,55.4,37.4,40.3,4.2,9.5,50,53.1,40.4,42.5,67.4,76.773,79.636,1.911,"2,025",0,0,8.778,,72.9,85.4,1.063,1.223,6.781,Le Moyne
332,USC Upstate,91.6,109.1,0.118,1–3,1,4,47.3,52.9,32.4,27.8,19.9,22.3,25.8,38.8,74,50.3,55.6,28.4,32.3,7.4,9.1,43.4,47.5,39.9,36.5,73.2,76.472,78.994,0.981,"2,025",0,0,10.219,,63.6,74.6,0.925,1.091,11.882,USC Upstate
333,Binghamton,97.2,115.9,0.117,2–3,2,5,50.9,51.5,34.1,19.5,19.7,13.9,29.6,27.2,66,52,50.6,32.6,35,9,12.6,41.8,47,35.2,45.2,66,78.126,79.221,2.23,"2,025",0,0,2.051,,71.7,67.8,1.034,1.067,3.808,Binghamton
334,Stephen F. Austin,95.7,114.2,0.116,1–4,1,5,45.4,56.3,24.6,31.2,17.9,17,27.5,31.1,69.3,43.7,51.4,32,42.9,10.4,10.4,47.9,54.9,40,38,70.7,77.832,80.145,2.298,"2,025",0,0,0.433,,66.7,71.7,0.943,1.148,9.033,Stephen F. Austin
335,Southern Miss,94.3,112.8,0.113,1–5,1,6,46.6,49,38.4,40.6,18,16.3,27.7,33,69.5,48.5,49.3,29.2,32.4,9.3,8.8,53.2,52.6,40.2,39.8,71.8,76.695,79.335,2.498,"2,025",0,0,27.039,,68.7,67.6,0.978,1.074,4.922,Southern Miss
336,Sacramento St.,98.9,118.4,0.112,1–5,1,6,50.9,61.6,27.3,31.9,18.4,16.3,25.4,23.3,64.3,50.6,61.7,34.2,41,9,12.8,58.9,55.4,44.8,39.4,65.2,76.901,80.351,1.424,"2,025",0,0,0.2,,60.7,67.7,1.001,1.164,7.808,Sacramento St.
337,Eastern Washington,98.7,118.6,0.108,0–6,0,6,50.5,58.8,26.8,41.5,18.4,16.9,21.7,32.1,65.1,51,57.1,33,41.5,7.5,3.5,54.3,49.1,35.7,33.3,65.5,77.3,79.211,1.894,"2,025",0,0,7.707,,82.1,76.5,0.989,1.217,11.047,Eastern Washington
338,UMBC,107.6,129.3,0.108,1–4,1,5,55.2,58.7,24.8,28.5,11.7,15.2,20,33.5,69.9,48.9,54.7,42.9,44,2.5,12.2,45.1,50.9,41.2,34.9,69.7,76.411,78.603,2.324,"2,025",0,0,0.2,,69.7,73,1.118,1.233,6.249,UMBC
339,Marist,92.3,111,0.107,2–5,2,7,43.5,50.3,21.3,33.2,18.4,16.4,34.9,24.2,63.6,46.1,48.1,26,36,10.1,7,58.2,46.6,36.8,36.5,64.5,76.707,78.944,1.529,"2,025",0,0,0.2,,77,72.6,0.948,1.045,4.124,Marist
340,Louisiana Monroe,102.6,123.5,0.106,0–5,0,5,46.4,54.7,32.8,20.5,14.7,10.9,27.1,37.6,66.5,39.2,55.4,42.9,36,6.2,8.6,47.5,61.1,28.7,48.1,66.4,78.118,81.497,2.461,"2,025",0,0,0.2,,79.2,77.1,1.024,1.256,13.414,Louisiana Monroe
