,team,adjoe,adjde,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team
264,Long Beach St.,105.2,114.3,0.278,0–4,0,4,49.5,54.8,37,34.9,22.7,14.2,34.4,29.2,65.1,46.1,51.3,35.6,39.1,9.2,9.6,52.8,54.8,46.8,48,63.7,78.093,80.977,1.737,"2,025",0,0,20.12,,81.3,75,1.039,1.158,24.961,Long Beach St.
265,James Madison,113.6,123.7,0.273,1–2,1,3,46,53,34.8,44,10.5,14.9,35.5,42.5,64.5,45.8,52.7,30.8,35.8,6.9,11.2,40.3,36.4,46,28.8,65.1,76.764,80.638,2.103,"2,025",0,0,22.469,,81.2,80.2,1.141,1.246,10.671,James Madison
266,Cal St. Bakersfield,104.5,113.8,0.273,2–2,2,4,48.1,54.2,27,41.5,16.7,19.8,37,33.1,68.5,45.7,57.4,36,33.9,10.4,9.8,37.8,59.2,29,48.7,68.3,76.701,78.767,2.2,"2,025",0,0,0.2,,75.7,82.8,1.07,1.134,8.523,Cal St. Bakersfield
267,Rice,97.4,106.7,0.26,0–4,0,4,41.3,48.5,38.7,40.3,17,12.4,32.3,33.8,66.4,48.1,51.3,18.4,28.6,6.4,12.3,51.1,47.1,33,33,65.2,77.576,80.657,2.39,"2,025",0,0,17.287,,65.2,73.4,0.934,1.111,17.879,Rice
268,Idaho,100.2,109.9,0.257,2–3,2,5,46.8,50.5,29.7,22.3,15.9,10.9,27.8,25.5,66.2,46.1,56.6,31.6,28.8,9.2,7.8,46.9,57.1,51.9,45.8,66.9,76.767,79.639,1.552,"2,025",0,0,5.079,,77,69,1.006,1.094,8.237,Idaho
269,Buffalo,103,113.1,0.254,1–3,1,4,53.1,57,20.7,23.6,20,15.3,32.1,29.1,68.7,51.7,53.6,36.7,43.2,8.3,7.7,47.3,54.9,40.7,30.6,67.1,77.14,80.012,1.121,"2,025",0,0,8.737,,78,75.4,1.073,1.16,12.353,Buffalo
270,Weber St.,99,108.8,0.253,2–3,2,5,48.9,52.8,34.5,35.8,13.8,19.2,20.4,25.6,65,50.9,51.2,30.4,36.2,8.7,9.8,43.7,57.4,37.1,52.1,65,78.159,80.888,1.939,"2,025",0,0,5.722,,77.9,83.2,1.03,1.078,8.372,Weber St.
271,Saint Francis,93,102.3,0.251,4–0,4,4,48.4,44.3,27.3,21.5,17.7,21.5,22.8,29.6,64.3,51.2,46.1,29.7,27.6,5.7,7,45.2,40.4,41.4,38.2,66.9,76.305,78.644,1.173,"2,025",0,0,0.2,,70,71.4,0.961,0.893,5.277,Saint Francis
272,Bethune Cookman,97.4,107.4,0.245,5–1,5,6,46.8,47.9,38.7,30.7,17.9,15.9,29.8,24.8,69,44.8,51.3,33.9,27,6.7,7.8,64.8,48.7,32.6,31.8,69.6,77.225,79.481,2.427,"2,025",0,0,8.604,,68.4,74.8,0.998,1,3.395,Bethune Cookman
273,Loyola MD,103.5,114.2,0.244,1–3,1,4,53.5,54.1,26.2,39.3,17.7,15.9,25.4,27.6,65.7,52.6,52.6,36.5,38.5,7.8,3.8,53.3,56.6,41.9,29.7,65.7,77.186,79.377,1.7,"2,025",0,0,0.2,,65,73.3,1.049,1.108,5.674,Loyola MD
274,Fairleigh Dickinson,96.2,106.2,0.243,2–2,2,4,48.9,48.7,30.7,27.8,17.7,20.9,23.9,29.6,68.4,52.9,50,28.6,31,6.7,9.3,47,37.6,39.4,35.9,70.6,75.836,77.756,1.963,"2,025",0,0,0.2,,76.1,72.3,0.994,0.976,4.401,Fairleigh Dickinson
275,Grambling St.,95.2,105.2,0.241,3–4,3,7,46.9,43.5,34.2,34.5,16.6,19.9,25.9,32.5,64.1,44.9,40.2,34.1,32.7,13,7.9,49.4,54.2,32.6,38.1,62.8,77.111,80.524,2.038,"2,025",0,0,9.677,,76.7,80.5,0.991,0.969,3.394,Grambling St.
276,IU Indy,122.4,135.3,0.24,1–2,1,3,56.1,68,23.5,20,8.3,16.6,31,42.1,64.1,49.6,74.7,44.4,40.9,5.7,10.4,46.1,72.3,38.5,50.3,63.8,76.79,78.959,1.966,"2,025",0,0,0.2,,77.3,74.3,1.269,1.373,6.946,IU Indy
277,Boston University,108.2,119.6,0.24,2–1,2,3,52.8,55.1,40.7,52.1,18.3,16.3,34,21.2,65.6,51.4,58.4,37.3,33.3,5.6,9,35.5,53.5,31.5,39,66,77.389,80.653,1.675,"2,025",0,0,4.079,,78.8,75,1.134,1.108,2.985,Boston University
278,UNC Asheville,102.3,113.1,0.24,1–3,1,4,51.5,55.5,27.8,39.2,16.5,20,27.8,33.8,69.9,57.4,50.4,28,42.2,12.4,7.4,40.5,48.6,38.6,39.6,67.8,77.318,80.469,2.221,"2,025",0,0,19.242,,71.6,68.5,1.059,1.12,7.564,UNC Asheville
279,Utah Tech,97.5,107.9,0.238,1–5,1,6,46.1,49.7,33.8,53.4,18.7,17,22.9,30.7,69.5,43.3,51.9,33.6,29.2,8.9,8.4,53.8,50,39.2,27.5,68.5,75.52,78.618,2.282,"2,025",0,0,0.2,,76.1,69.4,0.945,1.06,11.448,Utah Tech
280,Houston Christian,91.6,101.4,0.237,1–3,1,4,47.7,46.3,26.6,32.2,18,20,21.5,32.4,63.7,47.5,48.2,31.9,28.6,10.9,7.5,49.4,47.7,43.9,36,64.4,75.838,78.051,2.239,"2,025",0,0,3.278,,54.4,63.8,0.922,0.949,6.745,Houston Christian
281,Wright St.,115.4,127.9,0.235,2–2,2,4,64.8,60.2,19,25.7,19,14.8,30.2,38.7,65.7,67.2,58.2,41.3,42.1,9.6,7.4,64,53.6,46,39.4,67.2,76.631,79.182,1.981,"2,025",0,0,0.223,,76.7,72.6,1.24,1.274,7.335,Wright St.
282,North Florida,106.7,118.4,0.232,0–3,0,3,54.8,58.5,19.9,19.9,17.1,12,22.1,29.4,72.3,50,57.3,39.2,41.2,6,10.7,52.4,49.5,54.8,25.4,73.4,76.562,78.872,1.843,"2,025",0,0,0.2,,75.7,67.5,1.07,1.209,8.149,North Florida
283,Boston College,102.7,114.1,0.23,0–4,0,4,45.7,56.7,32.1,32.8,16.1,16.5,26.8,37.2,68.2,47.1,54.7,28.6,40,9.5,10.8,41.7,47,32.9,37.8,69.4,76.874,79.675,1.655,"2,025",0,0,40.091,,70.7,78.2,0.979,1.213,36.731,Boston College
284,UT Arlington,104.2,115.8,0.229,0–4,0,4,49,51.4,28.4,30.7,20.4,15.1,35.8,37.2,69.7,51.5,52.3,30.6,32.9,8.1,10.6,52.9,57.3,45.7,32.3,67.4,76.672,80.661,2.495,"2,025",0,0,18.784,,50.7,79.5,0.979,1.158,20.066,UT Arlington
285,Coastal Carolina,101.9,113.4,0.226,1–2,1,3,46.7,40.6,34.9,31.4,16.4,6.9,33.3,35.4,62.9,43.9,39.3,33.8,28.4,6,9.2,50.7,37.3,42,38.7,61.7,77.758,81.793,1.745,"2,025",0,0,1.313,,74.6,76.7,1.07,1.065,2.473,Coastal Carolina
286,Ohio,101.5,113,0.225,1–4,1,5,52.4,54.6,31.1,34.4,13.7,17.2,23,30.5,71.3,51.7,56.1,35.8,34.1,4.2,9.4,45.5,41.1,34.3,29.8,70.4,76.001,78.858,2.03,"2,025",0,0,17.346,,72.9,80,1.079,1.142,5.758,Ohio
287,Evansville,89.9,100.1,0.225,0–3,0,3,46.4,48.5,35.7,27.8,22.6,15.9,16.3,26,64.8,50,47.8,26.1,32.9,17.8,8.5,40.7,69.6,32.9,46.7,69.2,78.324,81.639,1.439,"2,025",0,0,13.004,,74,78.7,0.858,1.033,17.991,Evansville
288,Lehigh,104,116.7,0.21,1–2,1,3,58.2,47.3,47.4,52.4,19.7,14.4,26.5,25.7,69.3,61.9,54.6,34.5,22.4,5.6,4.1,62,37.5,36.2,34.9,70.8,76.217,79.756,1.395,"2,025",0,0,0.2,,73.6,75.9,1.107,1.073,3.585,Lehigh
289,Air Force,95.2,107.1,0.205,0–5,0,5,48,56.3,30.8,38.9,23.2,14.6,19.8,29.4,67.2,52.1,60.4,29.5,33.6,5.9,13.2,67.3,54.6,51.6,40.7,66.8,78.103,80.552,1.633,"2,025",0,0,0.2,,63.6,74.8,0.86,1.202,37.556,Air Force
290,Vermont,97.4,109.6,0.205,4–1,4,5,53.1,45,32.3,28.4,19,9.8,27.3,23.9,63.3,56.6,41.3,32.5,34.3,16.8,9.8,50.4,48.2,45,36.3,63,77.716,79.719,2.32,"2,025",0,0,0.722,,70.2,67.1,1.059,0.995,2.546,Vermont
291,Toledo,115.6,130.3,0.202,2–4,2,6,53.3,62.7,40.8,31.4,14,15.2,30.6,36.9,69.8,56,59.4,29.9,46,6.1,7.7,40.2,42.4,24.2,34.1,67.2,77.018,79.296,1.626,"2,025",0,0,16.676,,80.3,78.4,1.174,1.298,11.364,Toledo
292,Morgan St.,96.4,108.8,0.199,3–3,3,6,47.8,46.3,37.9,30.2,19,19.3,33.5,38.9,71.3,46.6,43.4,34.7,35.2,12.9,11.7,42.7,48.4,21.1,31,70.6,76.165,80.187,2.444,"2,025",0,0,2.091,,76.3,73.1,1.015,1.036,4.595,Morgan St.
293,Stony Brook,101.2,114.3,0.198,2–2,2,4,51.2,53.8,29.4,16.7,18.1,13.3,25.6,30.2,62.2,45.5,55.8,40.5,34.3,3.9,9.8,46.7,56.5,37.4,44.9,63.4,77.208,79.534,1.999,"2,025",0,0,0.498,,62.9,79.5,1.024,1.137,6.086,Stony Brook
294,Ball St.,95,107.4,0.196,0–4,0,4,46.1,52.4,23.6,18.5,15.3,13.1,23.5,23.9,68.7,46.1,56.6,30.7,31.1,11,9.1,48,45.6,36.4,41.5,67,77.311,80.701,2.402,"2,025",0,0,6.23,,77.2,78.3,0.971,1.077,10.101,Ball St.
295,Gardner Webb,91.4,103.4,0.195,1–3,1,4,45.9,48.9,31.2,31.2,21.1,16.3,35.1,29.6,67.4,49.4,54.4,23.7,26.2,6.8,9.3,27.3,45.1,25.5,36.4,68,76.481,79.309,2.079,"2,025",0,0,3.382,,66.7,73.6,0.964,1.034,9.777,Gardner Webb
296,VMI,101.8,115.3,0.193,2–3,2,5,53,53.3,42.9,42.6,20.3,14.3,27.7,33.5,67.1,60.7,50.8,29.4,38.2,12.2,6.7,41.9,48.5,46.9,37.8,68.3,76.869,79.128,0.946,"2,025",0,0,0.2,,78.9,64.5,1.059,1.163,7.346,VMI
297,Purdue Fort Wayne,92.1,104.4,0.191,0–3,0,3,48,47.3,28.5,35.2,18,19.4,18.3,32.4,72.1,49.5,54.9,30.7,23.2,6.2,11.3,39.4,46.2,43.6,37.9,72.4,75.153,79.742,2.255,"2,025",0,0,0.2,,67.3,73.4,0.915,1.012,9.786,Purdue Fort Wayne
298,Longwood,96.1,109.3,0.185,1–2,1,3,47.4,60.7,40.3,42.7,22.6,21.2,35.8,22.9,73.8,48.7,66.2,30.2,37.6,7,9.7,51.4,59.8,35.8,56.7,68.3,75.469,78.496,1.987,"2,025",0,0,21.297,,76.1,57.1,0.998,1.079,6.029,Longwood
299,Tennessee Martin,106.1,120.8,0.184,2–2,2,4,49.4,52.1,25.4,28.6,17.6,17.2,42.9,32.8,61.1,50,44.2,32.4,40.4,10.6,15.7,62,60.9,43.2,47.9,61.8,76.897,79.418,1.607,"2,025",0,0,0.2,,66.7,72.6,1.117,1.108,2.644,Tennessee Martin
300,Siena,101.3,115.4,0.183,1–3,1,4,45.2,54.5,32,23.9,13.8,16.4,30.1,29.5,68.7,46.4,55.2,28.9,35.2,14.1,11.8,52.5,47,38.8,30.3,69.5,76.96,80.704,1.428,"2,025",0,0,8.825,,78.8,89.3,1.052,1.11,4.886,Siena
301,Lindenwood,94.8,108.4,0.176,2–2,2,4,42.1,51.1,32.8,32.8,14,18.9,31.4,29.5,69.3,46.6,48.4,21.7,37.3,13.5,9.1,43,49.1,32,34.9,70,76.91,79.212,1.709,"2,025",0,0,7.042,,78.8,65.4,0.998,1.029,4.295,Lindenwood
302,Niagara,102.6,117.5,0.174,1–3,1,4,54.5,51.2,35.4,26.6,19,13,23.6,28.4,65.2,50.8,52.2,39.8,32.9,5,8.9,57.1,51.8,41.5,34,66.4,76.714,79.273,2.125,"2,025",0,0,9.981,,74.7,75,1.067,1.097,4.006,Niagara
303,Austin Peay,108.7,124.7,0.171,1–3,1,4,53.3,59.4,23,33.6,12.4,12.4,26,26.4,66.6,53.9,51.1,34.6,46.9,11.5,10.3,48.3,53.1,32.1,42.8,65.6,76.123,78.997,1.946,"2,025",0,0,18.21,,76.8,71.4,1.133,1.227,11.135,Austin Peay
304,San Diego,103.8,119.1,0.171,2–2,2,4,51.1,63.3,28.4,35.8,18.3,22.6,31.2,32.1,75.1,46.4,58.9,39.8,47.5,7.5,8.9,46.1,61.3,35.6,35.4,74.1,77.986,81.943,1.78,"2,025",0,0,0.2,,75.7,79,1.076,1.165,11.312,San Diego
305,Southeastern Louisiana,99.1,113.8,0.169,0–4,0,4,42.4,54.7,35.9,25,13.4,19.2,32.9,32.8,63.2,43.6,53,26.2,38,6.1,8.1,43.5,56.2,27.4,41.1,64,76.767,80.056,1.977,"2,025",0,0,0.2,,76.5,76.8,1.021,1.106,9.216,Southeastern Louisiana
306,South Dakota St.,95,109.1,0.169,1–2,1,3,44.1,53.1,44.9,30.3,15.1,12.2,30.9,14.7,70.8,47.3,51.1,25.8,36.7,5.7,13.4,55.7,33.3,37.1,50.6,70.5,77.176,80.923,1.029,"2,025",0,0,14.988,,63.8,79.6,0.98,1.093,6.07,South Dakota St.
307,New Hampshire,95.3,109.5,0.168,0–3,0,3,41.6,55,21.6,25.1,17.5,18,26,33.7,68.6,43.5,54.2,25.7,37.5,5.6,20.9,41.2,57.6,37.8,40.2,68.7,77.27,80.296,1.426,"2,025",0,0,6.446,,62.5,66.7,0.87,1.104,10.281,New Hampshire
308,Le Moyne,113.6,131.2,0.16,0–3,0,3,55,62.3,29.8,31.7,18.3,17.3,29.4,29.8,67.4,51.8,55.8,40.7,47.2,5.3,8.9,43.9,58.6,34.5,43.1,69.3,76.773,79.636,1.911,"2,025",0,0,8.778,,64.7,88.7,1.093,1.261,10.035,Le Moyne
309,Pacific,97.7,113.1,0.157,0–2,0,2,46.3,54.8,49.5,40.8,23.7,15.8,27.5,29.6,76,48.7,53.1,27.3,38.6,8.6,9.2,50,53.3,30.3,35.2,73.1,77.683,80.257,2.117,"2,025",0,0,39.243,,77.8,80.4,0.941,1.172,14.266,Pacific
310,Green Bay,106.9,124.4,0.149,1–2,1,3,47,55.5,42.1,32.8,10.9,12.8,28,34.3,67.6,48.1,51.6,30.4,41.4,6.6,10.6,64.9,62,43.2,36.5,70.2,76.324,78.349,1.158,"2,025",0,0,0.2,,77.9,65.1,1.101,1.205,6.178,Green Bay
311,UC Davis,100,116.5,0.147,0–4,0,4,45.3,59.8,33.9,37.9,17,17.4,24.3,26.1,67.7,42.1,56.5,34.2,43.4,9.9,5.5,50,55.5,35.3,38.8,66.3,76.217,79.398,2.275,"2,025",0,0,6.849,,77.6,79,0.968,1.182,15.261,UC Davis
312,Fairfield,91.8,107,0.147,2–3,2,5,47.7,51.3,20.3,21,15.1,22.2,19.9,32.2,70.3,51.8,48.9,26.9,36.7,12.2,6.1,45.8,59.8,35.4,40,68.2,75.95,80.095,2.179,"2,025",0,0,10.375,,72.6,79.4,0.955,1.018,5.529,Fairfield
313,Appalachian St.,94.7,110.5,0.145,0–3,0,3,42.9,49.4,33.3,18.6,18.8,14.9,34.5,36.4,60.4,37.6,44.3,33.3,38,11.3,22.6,41.4,56.8,42.6,40.1,59.6,77.42,81.799,2.381,"2,025",0,0,14.593,,61.1,66.7,0.949,1.087,9.168,Appalachian St.
314,Holy Cross,104.1,121.5,0.145,0–3,0,3,56.8,56.4,23.1,33.5,18.7,11.5,18.3,24.2,69.5,48,56.9,46.4,36.7,10.8,6,48.8,63,40.8,27.4,69.9,77.266,78.621,1.115,"2,025",0,0,2.778,,76.9,70,1.065,1.17,5.485,Holy Cross
315,North Carolina Central,100.3,117.2,0.143,3–4,3,7,50.3,54.6,46.7,36.2,20.4,19.2,32.5,38.1,69,51.5,54.4,31.8,36.8,5.7,8.8,56.3,50,33.7,27.7,67.6,76.631,78.938,2.469,"2,025",0,0,0.2,,70.5,74.5,1.047,1.123,5.242,North Carolina Central
316,Coppin St.,92.5,108.4,0.139,2–3,2,5,51.9,49,29.2,33.6,19.9,23.8,23.8,36.5,69.6,50.5,46.1,36.9,37.3,8.7,9.5,50.8,49.2,29.6,28.7,67.7,76.804,79.614,1.919,"2,025",0,0,0.2,,72.3,78.4,0.995,1.006,3.174,Coppin St.
317,Columbia,99.2,116.5,0.136,0–3,0,3,50.3,59.9,29.5,25.7,13.7,12.4,21.1,12.6,75.5,56.3,59.8,27,40,6.9,10.9,70.1,60,38.3,45.5,74.5,76.825,79.387,1.803,"2,025",0,0,8.93,,73.7,85.4,1.042,1.17,9.481,Columbia
318,UMBC,106.4,125,0.136,0–3,0,3,52.3,53.7,26.6,28.4,10.9,13.9,17.9,37.5,67.3,44.1,52.5,43.9,37.1,2.5,11.7,46.2,52.8,37.3,36.8,67,76.411,78.603,2.324,"2,025",0,0,0.2,,68.1,70.4,1.074,1.198,7.632,UMBC
319,Southern Miss,96.4,113.3,0.135,1–3,1,4,46.6,47.9,28.2,40,18.3,15.7,30.7,35.3,68.4,47.7,50.3,30.2,29.5,11,11.4,58.9,48.5,44.5,39.6,70.3,76.695,79.335,2.498,"2,025",0,0,27.039,,71.6,71.9,0.986,1.092,6.399,Southern Miss
320,Louisiana Monroe,107.1,125.9,0.135,0–3,0,3,47.2,53.5,31.1,23.4,14.5,9.5,33.3,36.3,64.3,42.6,51.9,39.2,36.8,5.7,8.5,45.3,56.7,28.3,47.3,64.7,78.118,81.497,2.461,"2,025",0,0,0.2,,80.4,78.7,1.073,1.257,6.761,Louisiana Monroe
321,Oral Roberts,96,114.2,0.12,0–3,0,3,45.9,52.6,27.5,23.2,14.9,12.8,15.8,35.7,65,48.8,49.1,28.8,38.5,10.7,5,38.7,55.3,50,41.1,65.1,76.386,80.045,1.844,"2,025",0,0,31.415,,79.5,68.2,0.934,1.18,12.304,Oral Roberts
322,Elon,110,131.1,0.117,0–3,0,3,54,57.7,29.3,42.9,17.9,10,33.3,32,63.2,53.3,50,36.5,45.7,8.2,7.8,52,60.5,45.1,41.7,65.5,79.526,83.443,1.732,"2,025",0,0,6.469,,81.3,65.3,1.14,1.272,6.662,Elon
323,Maryland Eastern Shore,98.6,117.7,0.115,2–4,2,6,50.1,51.4,35,47.3,20.8,18.3,35.9,32.3,65.7,44.2,53,39.8,31.9,7.3,9.7,59.9,57.5,38.3,30,64.6,76.754,79.764,1.836,"2,025",0,0,4.489,,70.9,70.3,1.06,1.08,3.402,Maryland Eastern Shore
324,West Georgia,92.3,110.4,0.113,1–1,1,2,40.9,46.5,36.4,36,10.5,13.5,28.8,25.8,66.8,45.2,50,17.9,27.3,11.4,8.6,61.7,57.4,23.1,38.6,66.9,76.304,78.671,2.138,"2,025",0,0,0.2,,70.5,87.8,0.972,1.062,3.22,West Georgia
325,Eastern Washington,93.8,112.3,0.112,0–4,0,4,49.2,51.9,30.5,42.3,21,17.1,22.6,34.7,64.2,50,52.5,31.9,33.8,9.2,3.9,60.5,50.5,35,34.4,65.2,77.3,79.211,1.894,"2,025",0,0,7.707,,81.7,76.9,0.946,1.141,8.141,Eastern Washington
326,Stetson,96.2,115.2,0.112,1–2,1,3,54.3,51.1,28,29.4,18.9,15,20,26.5,68.8,57.1,57.7,33.3,28.8,7.2,8.2,52.6,62,40.2,45.2,69.3,77.632,80.833,1.891,"2,025",0,0,16.987,,76.1,80.8,1.033,1.081,5.29,Stetson
327,Illinois Chicago,87.5,104.8,0.112,1–2,1,3,43.6,50.5,24.3,13.6,18.2,14.3,24.8,26.7,67.7,42.7,52,30.2,31.8,9.6,13.6,59.1,60.5,36.4,34.6,67.9,76.523,79.626,2.3,"2,025",0,0,14.347,,66.7,80.8,0.881,1.053,11.821,Illinois Chicago
328,Florida A&M,103.2,123.8,0.11,2–4,2,6,53.9,52.9,47.7,46.9,16.8,14.1,20.7,25.7,67.5,59.6,50.2,32,38.2,8.9,9.6,56,52.3,49,37.7,66.3,77.302,80.886,2.547,"2,025",0,0,6.985,,71.9,69.3,1.074,1.114,2.991,Florida A&M
329,Central Arkansas,100.2,120.7,0.105,1–3,1,4,49.6,60.5,26.2,17.3,15.6,14.2,19.5,26.4,67.1,61.7,58.5,24.5,41.7,8.1,10.4,50,58.2,48.9,49.4,67.8,76.946,80.562,0.82,"2,025",0,0,0.2,,84.7,78.6,1.017,1.218,17.374,Central Arkansas
330,Delaware St.,101.8,122.7,0.105,3–2,3,5,52,56.6,45.9,42.1,19.9,23.5,43,34.4,69.8,49.8,54.2,40.7,40.6,7.9,6,41.1,51.9,20.1,35.2,69.3,76.919,80.901,2.367,"2,025",0,0,0.2,,71.1,76.5,1.125,1.111,1.592,Delaware St.
331,Little Rock,99.8,120.3,0.105,1–3,1,4,46.6,54.3,38.3,49,22.9,23.2,39.2,41.9,66.7,43.7,50.4,35.2,40.5,19.4,9.3,51.6,60.8,32,38,67.2,78.12,80.272,2.017,"2,025",0,0,29.074,,69.4,71.6,0.997,1.12,6.594,Little Rock
332,Central Michigan,97,117,0.104,2–2,2,4,49.8,50.8,41,26.7,16.9,20.8,31.3,34.5,66.8,50.6,45.4,31.6,38.7,9.2,7,41,44.8,24.9,42.9,65.8,77.895,79.814,2.035,"2,025",0,0,0.2,,72.3,78.8,1.044,1.069,4.016,Central Michigan
333,Wagner,85.8,103.6,0.103,0–3,0,3,38.7,47.9,26.4,35,19,20.1,31,22.6,59.7,45.7,48.2,19.4,31.6,6,10.9,54.5,43.1,42.1,40.7,60.9,76.736,79.657,2.354,"2,025",0,0,0.2,,64.3,79.6,0.837,0.966,5.358,Wagner
334,Penn,101.2,122.7,0.098,1–2,1,3,52.3,60.8,29.9,21,18,10.2,22.7,22.9,72.1,55.2,56.3,31.9,43.3,5.2,6.7,51.3,73.7,39.7,52,69.8,76.784,79.944,1.681,"2,025",0,0,0.2,,82.7,69,1.04,1.257,13.332,Penn
335,Howard,92.1,111.9,0.096,0–5,0,5,44.8,48.1,33.5,48.5,22,17.2,35.9,32.4,74.5,45.1,47,29.6,34.9,9,10.3,45.4,46.2,43.5,21.2,73.4,76.789,79.313,2.264,"2,025",0,0,12.439,,76,75.7,0.959,1.061,5.125,Howard
336,Northern Illinois,91.2,111.5,0.09,1–3,1,4,48.1,54,27.2,46.3,19.1,16.3,17.1,29.7,68.1,47.6,49,32.3,42.3,8.1,12.4,57.6,57.5,55.3,34.4,67.2,76.483,78.683,1.575,"2,025",0,0,12.195,,67.2,64.8,0.932,1.084,8.496,Northern Illinois
337,Bellarmine,95.6,116.9,0.09,0–2,0,2,52.8,57.5,17.6,21.9,16.3,19.5,14.5,37.1,64.2,52.6,55.2,35.3,40.4,6,3.5,50,51.8,47.2,41.2,65,76.508,78.949,1.654,"2,025",0,0,0.2,,73.7,72,0.996,1.16,9.151,Bellarmine
338,Western Carolina,96.2,117.8,0.089,0–3,0,3,46.6,47.9,28.5,35.8,13.5,9.1,19.2,30.3,69.3,46.7,50.4,31,29.5,10.4,13,55.7,56.8,48.6,40.4,68.1,77.329,80.825,1.878,"2,025",0,0,0.213,,68.6,76.8,0.971,1.144,5.822,Western Carolina
339,Tennessee Tech,97.1,119.3,0.086,0–3,0,3,50.6,51.6,24.9,26.7,17.4,16,24.3,33.3,68.8,47.1,50,35.9,36.2,8.5,16.5,57.5,42.9,52,36.9,69.3,76.074,78.589,1.982,"2,025",0,0,4.087,,70.5,70,1.018,1.105,1.902,Tennessee Tech
340,Sacramento St.,93.5,115.3,0.082,0–4,0,4,45.3,61.3,24.8,35.4,17.6,18.8,25.2,22.5,63.9,50,61.9,25.6,40.3,6.8,9.8,55.1,57.7,40.5,39.5,64.4,76.901,80.351,1.424,"2,025",0,0,0.2,,70.9,72.5,0.94,1.131,7.452,Sacramento St.
341,Southern Indiana,94.7,117.3,0.079,0–2,0,2,46.3,51.6,19.7,33.6,15.6,14.8,24.4,36,67.5,38.4,52.7,38.8,33.3,8.1,6.8,55.3,52.7,40.2,39.3,66.4,76.355,79.438,1.89,"2,025",0,0,0.2,,79.2,65.9,0.978,1.134,8.149,Southern Indiana
342,Alcorn St.,94.1,116.8,0.077,3–2,3,5,48.2,52.1,29.3,29.1,16.6,19.1,32.9,28.2,64,50.9,50,26.5,37.2,8,4.2,43.7,52.5,24.3,35.1,62.4,75.406,78.558,1.963,"2,025",0,0,0.308,,69.5,60.3,1.022,1.019,1.406,Alcorn St.
343,New Orleans,99.1,123.1,0.076,0–3,0,3,43.1,58.3,28.9,26.9,18.4,13.2,40.5,25,70.8,46.4,64.8,21.7,34.7,6.6,7.9,47.5,67.4,23.4,51.1,69.5,75.274,79.147,1.417,"2,025",0,0,6.865,,71.9,78,0.993,1.205,9.788,New Orleans
344,NJIT,95.3,118.5,0.076,1–2,1,3,46.2,53,31.4,46.1,16.3,17.8,27.7,34.4,67.3,47.5,58.3,29.6,30.4,6.3,15.8,30.4,55.8,41.3,41.8,69.4,76.236,79.09,0.947,"2,025",0,0,0.2,,66.7,71.1,0.966,1.134,3.317,NJIT
345,Marist,87.2,109,0.071,0–5,0,5,39.9,47.4,15,32.7,19.5,16.6,34,28.7,62.7,43.3,43.6,23,36,11.6,8.3,56.7,51.4,38.6,36.8,63.3,76.707,78.944,1.529,"2,025",0,0,0.2,,79.5,73,0.858,1.03,5.372,Marist
346,Detroit Mercy,98.8,123.8,0.07,0–3,0,3,51.4,55.3,30.5,49.4,22.9,10.7,32.3,30.4,71.3,50.4,56.3,35.6,36,8.7,4.3,41.8,64.7,33.9,42.1,70.7,77.58,80.25,1.021,"2,025",0,0,5.249,,64.2,76.1,0.995,1.234,9.646,Detroit Mercy
347,Arkansas Pine Bluff,97.3,122.2,0.068,1–3,1,4,53.3,51.8,36.9,28.1,18.7,19.1,28.8,34,65.4,52.9,47.7,35.9,38,7,8.1,61,45.5,36.4,43.9,65.6,77.108,80.38,1.633,"2,025",0,0,0.2,,54.4,68.8,1.036,1.071,2.641,Arkansas Pine Bluff
348,Charleston Southern,93.8,118,0.067,0–2,0,2,45.1,56.3,23,34.8,20.5,15,35.2,35.5,63.5,50.8,54.9,25,40,2.4,10.8,33.3,33.3,42.5,26.8,65.2,77.265,80.307,2.299,"2,025",0,0,1.074,,69.2,76.9,0.945,1.229,11.732,Charleston Southern
349,Campbell,92.1,116.9,0.061,0–3,0,3,46.5,60,22.1,19.4,16.3,17.3,19.8,32.6,67.4,49.1,57.1,28.1,44.4,7.9,11.1,47.9,61.5,37.2,30,66.2,77.542,79.607,2.448,"2,025",0,0,7.673,,71.1,82.9,0.924,1.211,10.729,Campbell
350,Stonehill,96.8,123,0.06,1–2,1,3,49.4,55.2,39.6,29.3,20.3,14.8,32.7,26.3,67.4,50,48.2,32.3,45.2,3.6,5.9,49.3,46.3,37.8,35.6,65.6,77.101,79.514,1.609,"2,025",0,0,0.2,,73.8,78.4,1.039,1.148,3.617,Stonehill
351,Louisiana,88.3,112.9,0.056,1–3,1,4,42.2,48.1,25.8,46.9,16.7,20.6,25.5,45.2,62.5,44.4,51.4,26.1,28,8.7,12.8,45.8,52.2,40.9,35.2,62.9,76.207,78.847,2.185,"2,025",0,0,9.287,,65.5,79,0.885,1.103,9.357,Louisiana
