,team,adjoe,adjde,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team
174,Cal St. Northridge,111.9,111.5,0.51,2–2,2,4,52.3,51.1,43.2,43.7,16.8,16.8,35.7,25.7,72.9,49.2,46.7,40.6,36.5,6.7,10.1,51.8,64.2,26.3,54.5,74.4,77.361,79.356,2.467,"2,025",0,0,28.815,,78.1,85.1,1.153,1.105,9.839,Cal St. Northridge
175,Loyola Marymount,113.8,113.6,0.505,1–1,1,2,60.8,56.5,39.7,38.7,17.4,18.7,25,31.6,74.9,60.9,54,40.4,39.3,11.1,9.4,66.7,72.4,44.8,49.2,71.1,78.912,82.016,2.437,"2,025",0,0,23.973,,78.3,58.3,1.181,1.121,10.272,Loyola Marymount
176,Northwestern St.,106.3,106.2,0.503,3–1,3,4,52.2,50,31.2,40.8,21.2,19.9,34.7,33.1,61.4,42.7,44.5,44.4,39.7,10.2,8.9,52.8,47.7,39.5,36.3,63.2,76.411,79.747,2.008,"2,025",0,0,12.887,,78.1,70.7,1.075,1.054,11.624,Northwestern St.
177,Presbyterian,100.4,100.4,0.5,1–1,1,2,50,44.5,19.4,40,9.1,17.5,23.2,32.4,61.9,46.6,48.2,38.9,22.2,8.4,5.7,50.9,32.6,29,24.5,63,77.497,79.808,1.836,"2,025",0,0,2.177,,54.2,75,1.045,0.999,6.396,Presbyterian
178,UC Santa Barbara,112.2,112.3,0.497,2–3,2,5,49.1,53.8,37.5,39.2,16.5,16.2,25.1,34,69.1,48.8,57.1,32.9,31.1,10.7,9.9,59.3,47.1,57.5,31.5,67.2,77.839,80.755,2.479,"2,025",0,0,26.615,,79.4,88.4,1.056,1.178,19.308,UC Santa Barbara
179,Marshall,108.1,108.3,0.495,1–1,1,2,42.3,46.3,38.2,45.9,12.2,10.1,40.2,31.6,69.6,39.3,48.2,31.9,28.2,19.3,12.4,60,29.4,34.6,32,67.4,77.267,79.726,2.587,"2,025",0,0,4.118,,73.1,71.4,1.1,1.1,12.33,Marshall
180,North Texas,106.4,106.8,0.489,3–2,3,5,49.4,47.2,39.7,43.4,15.2,18.1,31.8,32.9,60.7,48.2,45.6,34.4,33.8,10.1,9.8,45.9,41.3,36.2,32.1,60.5,77.095,80.719,2.748,"2,025",0,0,29.571,,81.4,79.6,1.111,1.058,10.116,North Texas
181,Abilene Christian,93.8,94.3,0.485,2–2,2,4,41.9,48.4,27.4,47.3,22,23.7,36.7,30.3,72.7,43.2,53.4,25,23.8,10.6,13.6,58.4,46.5,23.2,28.1,71.7,77.337,79.635,1.815,"2,025",0,0,16.713,,81.7,61.3,0.917,0.94,11.473,Abilene Christian
182,Denver,100.5,101.2,0.48,1–1,1,2,52.3,54.7,34.3,58.3,17.7,20.7,20.3,25.8,67.8,51.5,46.6,35.7,44.7,17.2,6.1,34.7,61.4,38.9,39.6,66.6,76.356,79.985,1.39,"2,025",0,0,0.2,,73,66.1,1.033,1.047,12.061,Denver
183,UMKC,96.1,97.3,0.464,1–2,1,3,46.5,46.6,24.9,33.1,18.8,15.2,34.3,25.5,63.8,43.8,52.9,33.8,26,11.5,8.6,52.2,47.7,39.3,45.6,63.4,77.496,79.281,2.302,"2,025",0,0,4.219,,74.4,79.2,1.009,0.998,14.365,UMKC
184,Manhattan,112.5,114,0.462,3–1,3,4,52.1,48.6,31.4,25.6,15.2,13.8,36.2,29.9,67.3,51.5,52.6,35.2,29.2,6.8,10.4,59.8,63.1,44.6,45.9,66.9,75.14,78.831,1.524,"2,025",0,0,6.612,,86.8,73,1.182,1.067,3.65,Manhattan
185,Old Dominion,99.6,101.3,0.452,3–1,3,4,43.2,41.6,25,33,18.4,14.4,40.5,31.6,62.6,42.9,44.8,29.2,23.3,16.2,15,46.1,40.7,37.7,32.2,64.3,77.974,80.08,1.502,"2,025",0,0,14.558,,79.7,69.3,1.003,0.963,9.206,Old Dominion
186,UTEP,102.7,104.8,0.442,1–4,1,5,46.7,54.8,32.4,35.2,16.5,18.5,27.9,29.9,69.5,46.4,54.1,31.6,37.3,7.6,11.5,39.2,56.2,37.3,40.7,70,76.863,79.403,2.158,"2,025",0,0,7.975,,73.7,67.6,1.006,1.085,18.711,UTEP
187,UC Riverside,110.1,112.5,0.438,2–1,2,3,51.1,48.7,37.9,38,13.6,14.5,27.4,32,71.1,56.3,37,30.2,43,10.2,8.3,47.5,58.1,47.3,42.2,66.7,77.082,81.288,1.531,"2,025",0,0,0.2,,79.7,73.2,1.13,1.097,6.267,UC Riverside
188,LSU,100.8,103.2,0.433,0–4,0,4,44.5,58.5,30.7,28.2,18.7,16.1,22,31.5,69.7,51.7,60.4,24.5,37.3,9.4,14.4,40.9,45.1,48.2,42.3,68.6,77.058,80.556,1.903,"2,025",0,0,57.804,,62.9,75,0.886,1.195,56.159,LSU
189,UT Rio Grande Valley,111.1,114.1,0.424,2–0,2,2,57.5,45.6,17.5,27.7,18.5,14.2,31.8,40.2,70.4,52.5,41.2,41.5,37.5,7.2,6.6,69.5,50.9,51.6,29.2,69.5,76.061,78.527,2.41,"2,025",0,0,0.2,,90.9,76.3,1.172,1.094,2.302,UT Rio Grande Valley
190,Kent St.,103,105.9,0.421,3–1,3,4,46.4,50.2,34.8,31.9,17.2,16.5,37.7,25.2,68.3,44.4,52.8,33.3,31.3,7.1,6.9,39,50,35.2,43.8,67.6,75.343,79.196,2.381,"2,025",0,0,0.2,,70.9,79.2,1.062,1.04,5.964,Kent St.
191,Lehigh,107,110.1,0.419,1–1,1,2,59.5,46.9,40,47.3,21.2,14.1,37.9,18.3,70.8,63,56.5,35.1,20.9,4.3,4.1,61,43.8,33.6,38.4,71,76.217,79.756,1.395,"2,025",0,0,0.2,,70.5,73.6,1.145,1.017,4.677,Lehigh
192,Northern Arizona,103,106,0.418,2–2,2,4,53.7,54.6,29.5,41.8,17.4,16.7,24.6,23.9,67.5,49.3,55.8,41.6,34.4,2,6.7,43.4,37.9,33.9,29.3,67.6,77.4,79.266,2.472,"2,025",0,0,7.467,,62.7,71.3,1.059,1.07,9.503,Northern Arizona
193,Longwood,103.4,106.5,0.416,1–1,1,2,48.4,60.3,43.7,52.9,18.1,22.2,39.7,17.7,74.4,51.8,76.7,27.9,32.2,4.7,10.8,49.1,55.8,34.1,57.8,68.9,75.469,78.496,1.987,"2,025",0,0,21.297,,72.7,57.4,1.088,1.034,6.394,Longwood
194,North Dakota,101.6,104.7,0.414,1–2,1,3,53.1,46.9,32.8,42,20.5,10.7,26.2,28.8,74.8,55,51.3,33.8,26.9,7.8,7,50,50,44.4,40.4,71.3,77.479,79.942,1.949,"2,025",0,0,11.284,,71.2,80.2,1.039,1.097,13.223,North Dakota
195,Towson,116.4,120.2,0.409,2–1,2,3,53.9,59.9,32.2,31.3,12.9,14.5,36.1,28.4,64.5,50.8,56.2,40,44.3,9.5,5,35.3,38.4,33.3,36.7,65.5,77.201,79.7,1.968,"2,025",0,0,1.993,,60.3,59.6,1.183,1.188,5.975,Towson
196,Missouri St.,101,104.3,0.409,0–2,0,2,44.4,55.8,24.3,29.8,18.9,18.1,29,33.9,57.5,36.2,56.7,39.5,36.4,11.7,13,57.5,74,35.5,42.3,62.1,75.802,77.624,1.724,"2,025",0,0,0.2,,73.1,71,0.938,1.135,30.932,Missouri St.
197,Monmouth,107.1,110.6,0.409,1–2,1,3,47.2,48.5,26.1,37.9,11.8,16.9,26.1,35.8,62.5,43.4,43.8,35.8,38.6,19.6,8,54.8,50.7,37.2,33.7,64.2,78.243,80.568,1.565,"2,025",0,0,4.93,,72.3,71.9,1.044,1.075,9.992,Monmouth
198,Sacred Heart,104.3,107.8,0.406,2–3,2,5,50.3,50,19.6,22.5,19.9,19.4,35.6,33,69.7,51.2,51.7,32.9,31.9,8.3,10.2,67.4,66.2,49.2,42.9,70.6,76.813,78.951,1.789,"2,025",0,0,0.2,,73.4,71.8,1.06,1.026,5.541,Sacred Heart
199,Colgate,100.2,103.6,0.405,1–2,1,3,55.3,50.6,15.4,17,18.2,16.7,21.3,19.8,66,56.4,51.5,36,32.9,8.9,3.2,56.3,46.7,44.4,40.9,68.4,77.151,79.648,1.803,"2,025",0,0,0.2,,69.2,72.4,1.035,0.979,4.562,Colgate
200,Mount St. Mary's,99.1,102.5,0.404,5–1,5,6,52,41.4,25.2,22.3,22,12.7,29.7,26.7,65.8,46.8,43,39.3,26.3,7.5,14,60.6,58.5,42.9,45.5,66.5,77.043,80.419,2.013,"2,025",0,0,0.853,,73.2,82.9,1.01,0.942,5.332,Mount St. Mary's
201,Morehead St.,98.7,102.1,0.404,1–1,1,2,45.5,37.9,29.5,33.9,16.1,12.9,29.7,31.1,62.2,39.7,44.3,36.4,15.2,5.1,13.2,51.2,40,39.3,29.5,61.5,77.427,80.198,2.291,"2,025",0,0,5.462,,66.7,92.1,0.997,0.965,4.253,Morehead St.
202,Albany,111.5,115.5,0.4,2–2,2,4,52,55.8,24.4,34.1,15.2,17,36,24.4,67.5,48.6,55.2,37.7,37.8,15.4,15.5,50.9,46.7,41.7,34.1,67.9,75.24,78.264,2.316,"2,025",0,0,16.094,,64.5,71.6,1.127,1.093,7.805,Albany
203,Central Connecticut,92.9,96.3,0.398,3–1,3,4,49.8,44,27.6,22,18.4,18.8,23,28.4,63.2,46.5,52.2,36.5,21.3,12.3,10.1,48.4,48.9,39.7,40.5,64.1,75.572,79.537,2.408,"2,025",0,0,0.2,,79.7,56.9,0.996,0.892,1.79,Central Connecticut
204,North Dakota St.,106,110,0.395,0–1,0,1,56.8,46.4,39,42,20,9.4,33.3,32.6,74.9,47.2,47.9,47.8,28.6,6.3,11.1,50,24.1,39,30.4,67.6,76.356,80.076,2.214,"2,025",0,0,6.917,,73.9,72.4,1.122,1.136,5.698,North Dakota St.
205,Davidson,104.5,108.6,0.391,1–3,1,4,51.8,57.1,22.9,28,16.2,16.6,16.9,19.3,67.8,53.1,57.4,33.3,37.9,10.4,7.8,55.4,55.2,43.6,47.2,69.5,78.576,81.142,1.694,"2,025",0,0,12.525,,80.8,73.8,1.021,1.084,16.128,Davidson
206,LIU,101.3,105.6,0.383,2–1,2,3,48.4,47.3,24.7,38.3,17.5,18.5,41.5,18.3,64.7,49.2,49.5,31,28.8,13.4,8.1,32.9,42.9,31.9,34.9,63.7,76.764,79.215,2.019,"2,025",0,0,0.2,,75.6,73.7,1.081,0.942,2.358,LIU
207,Charlotte,105.9,110.4,0.383,1–4,1,5,48.9,54.9,44.1,49.8,18.6,14.5,29.7,29.6,64.6,47.3,55.7,33.9,35.4,8,15.5,49.5,46,43.7,31,65.7,77.397,79.948,2.487,"2,025",0,0,10.18,,74.1,63.8,1.061,1.117,16.644,Charlotte
208,Rhode Island,112.3,117.1,0.382,1–3,1,4,54.7,53.8,30.9,43.8,16,15,29.5,30.6,71.7,50.7,51.5,40.2,37.7,7.5,6.9,48.2,49.5,41.5,44.2,69.5,77.326,80.866,2.255,"2,025",0,0,20.946,,65.8,75.2,1.112,1.174,14.462,Rhode Island
209,East Carolina,101.7,106.1,0.381,3–2,3,5,47.2,51.5,29.9,30.1,14.7,15.2,28.5,32,68.2,47.7,50,30.8,36.3,11,11.2,55.6,54.7,34.6,33.8,67.6,76.738,78.785,2.588,"2,025",0,0,41.905,,74.4,75.8,1.029,1.114,12.566,East Carolina
210,East Tennessee St.,111,115.8,0.381,1–1,1,2,57.8,52.4,35.3,44.2,11.5,17.3,24.6,34.3,60.7,54.7,51.8,42.1,35.4,16.1,6.3,58.8,45.7,37.3,46.2,63.6,76.589,79.827,2.459,"2,025",0,0,9.656,,63.9,63,1.161,1.136,6.64,East Tennessee St.
211,UNC Greensboro,114.5,119.5,0.38,1–1,1,2,53.2,51.8,60.9,52.6,13.1,10.2,32.8,26.8,68.8,51.4,56.7,37.5,29.8,9,8.6,41.2,38.5,36.4,41.2,66.5,76.559,79.782,2.55,"2,025",0,0,0.2,,71.6,76.7,1.199,1.191,4.962,UNC Greensboro
212,Sam Houston St.,115.1,120.2,0.378,2–2,2,4,53.6,55.9,46.9,33.1,16,14.9,26,31.5,67.3,54,51,35.3,42.7,8.8,3.2,45.4,43.4,40.7,37.7,68,76.496,80.296,2.176,"2,025",0,0,6.809,,73.5,78.2,1.099,1.207,9.224,Sam Houston St.
213,Jackson St.,99.4,104,0.373,6–1,6,7,51.8,43.2,37.5,23.9,18.6,14.7,32.9,25.6,68.2,51.3,43.1,35.4,28.9,9,8.2,51.9,53.1,28.8,41.4,66.9,76.04,80.051,1.824,"2,025",0,0,19.638,,74.1,64.4,1.078,0.928,1.903,Jackson St.
214,Texas A&M Commerce,101.6,106.4,0.37,1–1,1,2,49.1,53.8,24.1,38.5,15.7,19.6,30,31.8,63.8,47.8,44.6,34,46.2,20,14.5,71.4,59.6,40.5,37.5,66.7,76.302,79.365,1.997,"2,025",0,0,8.201,,60.7,55,1.026,1.05,2.672,Texas A&M Commerce
215,Stony Brook,109.8,115,0.37,1–1,1,2,55.3,58.1,34.5,26.7,13.5,15.1,30,24.1,63,52.1,64.2,40.5,34.6,3.8,9.9,40.7,55.8,37.2,49.5,62.7,77.208,79.534,1.999,"2,025",0,0,0.498,,56.4,85.7,1.167,1.16,4.577,Stony Brook
216,Hawaii,106.4,111.5,0.369,1–2,1,3,50.6,49.5,39.5,29.6,19.4,9.7,27.6,25.4,68.7,52.1,45.6,32.4,39.6,4.4,7.4,63.4,43.4,42,28,67.4,77.736,81.28,2.092,"2,025",0,0,0.2,,79.7,73.2,1.044,1.107,11.304,Hawaii
217,Milwaukee,103.3,108.3,0.367,1–1,1,2,57.7,56.6,29.9,22.6,14.4,25.2,22.6,27.5,69.5,64,58.2,31,35.9,7.5,8,68.9,60.4,35.9,36.8,71.5,76.387,80.04,2.654,"2,025",0,0,2.571,,51.4,79.2,1.101,1,2.63,Milwaukee
218,Miami FL,110,115.4,0.366,1–2,1,3,49.5,58.4,16.6,30.7,14.4,17.2,29.4,40,69.6,51.9,55.5,30,42,15.5,6.2,40.9,58.9,35.2,38.5,68.8,77.812,80.412,2.021,"2,025",0,0,55.277,,66.7,76.4,1.048,1.202,33.842,Miami FL
219,Maine,96.3,101.1,0.364,3–2,3,5,47.3,51.1,35,25.5,11.4,23.3,18.7,33.8,66.9,49.3,57.2,27.5,26.5,13.3,9.5,48,48.8,24.6,35.3,65.4,77.067,79.875,2.536,"2,025",0,0,0.2,,67.3,71.8,0.989,1.001,7.687,Maine
220,Tennessee St.,104.2,109.4,0.364,2–1,2,3,52.2,46.4,37.7,20.3,17.3,17.8,30.6,32.5,65.4,51.4,43.8,35.8,34.4,9.9,10.1,44,48.6,32.7,33.5,65.2,77.735,80.176,2.111,"2,025",0,0,11.019,,70.5,70.3,1.08,0.994,3.28,Tennessee St.
221,Eastern Kentucky,120.1,126.2,0.361,0–1,0,1,44.8,57.5,32.8,49.1,11.4,13.1,33.3,50,61.2,40.5,61.9,37.5,27.3,2.4,4.8,21.7,41.4,27.6,20.8,61.1,76.782,79.742,1.822,"2,025",0,0,8.128,,78.9,65.4,1.095,1.275,13.441,Eastern Kentucky
222,Georgia Southern,102.6,108.1,0.354,1–1,1,2,52,49.1,26.8,38.4,17.3,21.6,32.4,34.3,69.5,57.3,51.9,29.2,28.6,6.5,12,50.9,42,39,31.3,66.9,77.228,80.286,2.032,"2,025",0,0,12.772,,63.6,79.1,1.072,1.036,3.967,Georgia Southern
223,Jacksonville,107.6,113.5,0.351,1–1,1,2,49.5,50,37.8,44,15.2,10.4,36.5,31.3,62.7,51.3,45.5,30.3,40.6,7.8,6.4,46,35.4,29.7,29.4,62.9,76.874,79.98,1.903,"2,025",0,0,22.593,,73.8,75,1.125,1.157,15.581,Jacksonville
224,Western Michigan,105.3,111.1,0.351,2–2,2,4,49,50.9,27.8,29.9,13.1,19.5,28.2,33.1,66.8,51.4,49,30.3,36,5.5,7.7,47.6,49,41.1,37.2,66.8,77.504,80.286,1.888,"2,025",0,0,13.852,,65.7,69.6,1.048,1.059,7.908,Western Michigan
225,Northeastern,94.3,99.5,0.35,1–1,1,2,48.7,51,38.1,43.7,23.3,26.9,35.6,33.3,70.7,50.6,55.4,29.4,28.9,9.2,10.1,38,38.3,30.1,36.9,69.3,77.613,79.248,1.814,"2,025",0,0,0.2,,58.1,73.3,0.955,0.976,8.85,Northeastern
226,Hampton,106.4,113,0.334,1–2,1,3,48.3,54.6,29.3,50.3,14,18.1,36.5,34.1,64.3,51.3,52.7,28.8,39.5,9.1,11.3,28.2,45.3,36.5,28.1,66.1,76.592,79.39,1.804,"2,025",0,0,11.307,,60.4,67.5,1.073,1.135,13.184,Hampton
227,Southern,96.5,102.6,0.331,2–3,2,5,45.6,48.7,36.6,42,18.1,21.3,32.6,26.2,66.9,46.9,48.4,28.6,32.7,8.7,12.8,43.2,64.9,31.7,38.5,66.5,76.144,79.022,2.098,"2,025",0,0,0.2,,74.3,66.4,0.993,0.957,2.962,Southern
228,Virginia Tech,100.4,106.8,0.33,1–3,1,4,51.6,53.2,32.7,38.1,21.8,16.6,24.4,36,66,57.1,55.7,28.9,32.6,7,9.8,41.2,51.3,40.4,36,65.7,77.33,80.429,1.346,"2,025",0,0,44.441,,68.5,74.5,0.968,1.152,32.103,Virginia Tech
229,IU Indy,126.8,134.9,0.329,1–1,1,2,60.2,68.6,23.6,17.4,10.6,16.7,35.8,38.9,65.8,53.2,73.3,47.9,42.6,5,11.4,44.6,74.3,37.8,50.4,65.7,76.79,78.959,1.966,"2,025",0,0,0.2,,76.7,76.2,1.337,1.383,7.271,IU Indy
230,Fresno St.,104.7,111.4,0.329,1–3,1,4,43.8,50.2,41.4,28.5,15.8,15.8,34,40.8,65,43.3,55.9,29.9,29.4,9.4,14.7,31.8,62.3,33.9,48.4,67.2,77.393,81.112,1.449,"2,025",0,0,6.621,,67,78.6,1.008,1.162,17.473,Fresno St.
231,Princeton,105.8,112.6,0.328,1–2,1,3,57.4,62.3,17,23.9,14.1,15.6,17.7,21,66.1,62.9,59.2,35.8,44.6,5.1,5.7,61,57.5,60.2,39.9,65.1,76.17,79.179,1.681,"2,025",0,0,11.997,,66.7,74.4,1.119,1.169,16.405,Princeton
232,Dartmouth,93.5,99.6,0.326,1–2,1,3,46.5,47.9,34.3,23.2,18.2,12.6,22.6,24,71.4,52,53.7,25.7,25.4,8.9,10.8,50.7,56,40.7,36.6,71.3,76.246,79.203,2.004,"2,025",0,0,0.2,,79.7,55.6,0.966,0.985,9.281,Dartmouth
233,Wyoming,101.9,108.7,0.322,0–3,0,3,46,50,23.3,54.5,20.1,18.5,38.4,31.9,63,53.3,48.8,25.6,34.4,9.5,8.9,41.4,48.4,48.9,42.1,62.8,77.738,80.455,2.27,"2,025",0,0,23.511,,63.4,69.6,0.995,1.058,14.371,Wyoming
234,Idaho St.,106.3,113.4,0.322,1–2,1,3,44.2,60.6,32.1,25,13.2,18.8,41.2,18.5,65.8,50,58.8,21.9,42.6,7.8,7.9,36.4,63.9,33.7,34.6,66.5,77.828,80.5,2.102,"2,025",0,0,0.2,,80.3,69.2,1.1,1.095,5.96,Idaho St.
235,Norfolk St.,105,112.1,0.32,4–2,4,6,54,49.7,38.6,37.4,18.4,18,32.4,35,67.4,56.6,45.1,30.3,37.5,8.7,9.7,52.1,61.2,22.8,41.1,66.1,76.741,80.249,2.602,"2,025",0,0,7.466,,74.4,71,1.109,1.07,5.706,Norfolk St.
236,Navy,109.8,117.5,0.314,3–1,3,4,48.6,56.9,49.3,32.4,14.2,21.4,31.6,32.5,66.7,47.6,54.3,33.8,40.4,7.1,10.3,53.2,49.5,33.8,41.2,68.8,74.267,78.172,1.714,"2,025",0,0,0.2,,82.4,72.9,1.132,1.113,6.62,Navy
237,Fordham,110.5,118.3,0.313,1–4,1,5,47.6,55.5,30.9,43.3,15.9,14.7,34,34.1,69.2,46.8,56.2,32.5,36.3,10.7,10.6,48.1,53.2,40.1,38.8,67.9,76.317,79.901,2.42,"2,025",0,0,22.724,,73.2,73.8,1.069,1.202,13.368,Fordham
238,Incarnate Word,103.2,110.5,0.313,2–2,2,4,47.8,48.3,36.9,31.6,20.4,19.3,39.3,37.4,62.3,43,46.8,38.2,34.9,8.2,13.4,53.8,44.1,33.8,26.9,62.9,77.398,79.753,2.143,"2,025",0,0,2.116,,69.9,75.7,1.031,1.065,7.539,Incarnate Word
239,Bucknell,111.2,119.1,0.312,2–1,2,3,59.5,50.6,42,56.1,14.8,14.3,27.5,27.5,67.1,59.4,41.4,39.7,43.1,11.1,10.4,51.1,53.6,37.3,39.6,67.9,76.594,80.691,2.139,"2,025",0,0,0.2,,64.8,76.1,1.181,1.128,2.42,Bucknell
240,Youngstown St.,103.6,111.1,0.309,2–2,2,4,48.7,52.2,38.6,36.4,16.8,16.8,30.1,28.1,68.4,46.2,45.5,34.2,42.4,11.9,13.7,60.9,60.4,48.7,37.3,68.3,76.848,80.7,2.268,"2,025",0,0,12.446,,71.6,72.3,1.042,1.089,8.409,Youngstown St.
241,Quinnipiac,105.9,113.8,0.304,2–3,2,5,49.5,50.6,34.6,25.1,17.6,13.8,31.6,27.4,69.4,52.3,52.7,30.1,30.3,8.1,9.7,57.9,43.8,39.1,28.6,70.5,77.465,79.764,1.998,"2,025",0,0,8.891,,81,71.8,1.058,1.07,5.295,Quinnipiac
242,Toledo,118,127.1,0.299,2–3,2,5,55.1,62.1,41.9,34,12.8,15.9,30.4,31.9,69.9,57.2,56.9,32.4,48,6.2,7,41.9,44.4,24.4,34.3,66.4,77.018,79.296,1.626,"2,025",0,0,16.676,,81.1,80.2,1.22,1.256,9.068,Toledo
243,Seton Hall,96,103.5,0.296,0–4,0,4,45,58.2,25.6,50,18.8,25,25.3,39.6,65.1,46.8,56.7,27,40.5,10.8,10.3,55.6,65.3,28.8,38.1,66.3,78.169,80.212,1.545,"2,025",0,0,58.173,,53.6,74.2,0.872,1.145,51.145,Seton Hall
244,Washington,102,110,0.296,0–3,0,3,45.9,60.2,32.4,35.1,17.2,15.3,20.6,27.3,67,45.7,57.4,30.8,42.9,6.9,7.6,63.2,63.6,38.2,40.9,66.2,77.896,80.754,2.047,"2,025",0,0,32.957,,72.7,73.3,0.939,1.197,33.326,Washington
245,South Florida,96.8,104.4,0.295,0–3,0,3,41.4,53.5,34.2,35.5,12.3,20.8,25.9,29.2,70.4,41.6,49,27.4,40,9.8,16.8,47.8,56.4,33.2,40.7,68.2,76.616,79.941,1.995,"2,025",0,0,28.221,,68.8,68.9,0.942,1.07,22.545,South Florida
246,Texas Southern,98.5,106.3,0.294,2–2,2,4,53.1,43.6,20.9,30,23.2,15.7,34.6,36.2,69.9,54.1,45,34.4,27.3,6.5,8.9,45,48,38.9,34.2,69.3,76.558,80.742,2.716,"2,025",0,0,12.735,,64,70.1,1.023,0.994,4.592,Texas Southern
247,Utah Tech,97.8,105.7,0.29,1–4,1,5,45.1,49.4,31.7,54,18.5,17,23.4,31.7,68.1,42.9,52.9,32.4,27,9.4,8.8,53.7,52.9,38.8,27.9,67.3,75.52,78.618,2.282,"2,025",0,0,0.2,,77.3,68.5,0.937,1.058,13.475,Utah Tech
248,Long Beach St.,103.7,112.1,0.29,0–3,0,3,48.7,54.2,31.2,32.9,24.7,14.9,33.3,30.1,64.7,47,53.9,33.8,36.3,9.2,7.2,45.3,59.5,47.1,54.5,62.5,78.093,80.977,1.737,"2,025",0,0,20.12,,79.6,76.4,0.989,1.148,32.379,Long Beach St.
249,Saint Peter's,92.4,99.9,0.29,2–1,2,3,40.1,43.4,38.1,28.7,15.4,16.9,29.4,29.5,64.4,39.5,42.7,27.4,29.7,10.9,11.4,43.5,51.5,35.2,36.8,66.5,77.225,80.206,1.705,"2,025",0,0,0.2,,80.6,82,0.969,0.954,2.716,Saint Peter's
250,Portland,109.7,118.7,0.288,0–2,0,2,56.1,55.3,17.2,18.8,17.1,12.1,23.1,30.6,70.2,49.3,52.7,43.4,39,2.7,10.1,63.2,61.3,43.4,44.4,67.4,78.769,82.191,1.308,"2,025",0,0,2.689,,76.2,84,1.09,1.196,6.568,Portland
251,Massachusetts,104.6,113.2,0.287,1–3,1,4,44.8,54.7,29,32.2,14.8,15.8,33.5,29.1,69.5,44.7,56.6,30,35.1,9,10.1,52.5,60.6,38.6,48.3,69.3,76.818,80.242,1.619,"2,025",0,0,36.756,,70.7,72.4,1.026,1.126,13.75,Massachusetts
252,Cal St. Bakersfield,102,110.8,0.279,1–2,1,3,45.4,55.2,22.8,37.6,18.3,20.7,40,31.6,69.3,45.4,62.7,30.4,31.7,8.4,9.9,35.8,55.1,28.4,49.7,67.9,76.701,78.767,2.2,"2,025",0,0,0.2,,77.8,82.3,1.029,1.121,9.762,Cal St. Bakersfield
253,Boston College,105.5,114.8,0.275,0–3,0,3,45.7,57.3,36.9,35.8,14.5,16.5,26.5,37.8,68.9,48.7,55.9,26.3,39.7,9.9,10.1,42.5,48.3,32.4,38,70.1,76.874,79.675,1.655,"2,025",0,0,40.091,,70.8,75,1.002,1.224,35.991,Boston College
254,Mercer,95.8,104.3,0.273,2–1,2,3,45.3,48.9,33.7,26.5,14.3,13.8,26.3,19.3,70,44.1,49,31.4,32.5,9.2,12.6,53.5,56,38.7,45.9,68.1,76.363,79.408,2.334,"2,025",0,0,0.2,,73.8,70.8,0.996,1.005,5.181,Mercer
255,Rider,107.4,117.6,0.261,3–1,3,4,52,52,21.5,30.3,11.7,15.6,35.1,28.3,64,55.2,52.2,29.7,34.5,8.2,7,49.6,42,30.1,39.4,64,76.801,79.035,2.026,"2,025",0,0,11.592,,77.4,74.6,1.16,1.094,3.171,Rider
256,Saint Francis,93,102.3,0.251,4–0,4,4,48.4,44.3,27.3,21.5,17.7,21.5,22.8,29.6,64.3,51.2,46.1,29.7,27.6,5.7,7,45.2,40.4,41.4,38.2,66.9,76.305,78.644,1.173,"2,025",0,0,0.2,,70,71.4,0.961,0.893,5.277,Saint Francis
257,Idaho,100.7,110.8,0.25,2–2,2,4,46.9,51.6,34.5,22.4,14.9,10.9,24.7,23.3,66.6,48.2,59.7,30.4,28.8,10.9,7.9,46.7,60.2,50.2,49.2,67.1,76.767,79.639,1.552,"2,025",0,0,5.079,,77.2,70.2,1.006,1.101,9.332,Idaho
258,UNC Asheville,107.3,118.1,0.249,1–2,1,3,57.7,55.8,29.5,40,17.8,19.2,26.7,37.7,71.2,61,50,35.2,43.1,13,6.7,41.6,52.9,40.3,40,67.4,77.318,80.469,2.221,"2,025",0,0,19.242,,65.4,66.7,1.11,1.167,9.19,UNC Asheville
259,Ohio,102.7,113.2,0.246,1–3,1,4,53.5,53.9,33.9,34.1,13.7,16.2,22.7,30.3,70.6,52.4,56.3,37.2,31.9,4,9.1,40,40.5,32.2,29.3,69.6,76.001,78.858,2.03,"2,025",0,0,17.346,,75.6,83.3,1.103,1.151,5.577,Ohio
260,Bowling Green,92.6,102.3,0.241,2–2,2,4,49.3,47.9,32.6,22,20.3,12.6,24,20.1,67.7,49.6,47.4,32.4,32.3,10.5,14.9,43.6,62.1,34.4,52.7,66.3,76.221,79.497,2.138,"2,025",0,0,5.416,,71.4,73.6,0.968,0.997,6.364,Bowling Green
261,Grambling St.,95.2,105.2,0.241,3–4,3,7,46.9,43.5,34.2,34.5,16.6,19.9,25.9,32.5,64.1,44.9,40.2,34.1,32.7,13,7.9,49.4,54.2,32.6,38.1,62.8,77.111,80.524,2.038,"2,025",0,0,9.677,,76.7,80.5,0.991,0.969,3.394,Grambling St.
