,team,adjoe,adjde,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team
85,Eastern Illinois,102,91.8,0.771,1–0,1,1,45.7,45.2,39.7,34.6,18.6,27.2,33.3,26.3,69.7,42.2,28,38.5,40.7,24,8.9,33.3,72.2,22.4,51.9,68.1,76.369,78.674,2.304,"2,025",0,0,0.2,,87,61.1,1.047,0.832,4.193,Eastern Illinois
86,Santa Clara,113.5,102.3,0.768,1–1,1,2,55.3,48.8,27.8,29.2,13.6,17.7,30.8,22.5,73.3,55.4,54.5,36.8,25.6,7.8,7.7,60.7,58.5,51.1,35.8,72.8,78.415,81.551,2.442,"2,025",0,0,19.916,,70.3,77.1,1.18,0.982,7.011,Santa Clara
87,Boise St.,113.3,102.2,0.766,4–2,4,6,46.8,49.7,39.1,34,15.9,14.8,35.1,23.5,62.9,56,44.8,26,38.1,9.9,6,53.1,46.3,54.1,39.6,62.7,78.051,80.18,1.907,"2,025",0,0,13.354,,80.5,69.4,1.083,1.036,27.825,Boise St.
88,George Washington,118.7,107.3,0.762,3–1,3,4,55.2,52.2,49,21.2,16.5,18.1,32.3,31.9,65,55.7,51.5,36.4,35.4,6.1,16.4,57,49.5,41.9,42.9,64.2,77.704,80.843,1.503,"2,025",0,0,38.086,,70.9,77.6,1.173,1.073,12.151,George Washington
89,Oklahoma St.,103.4,93.5,0.761,1–3,1,4,47.2,48,34.3,36,21.1,21.1,25.9,37.6,74.5,44.3,52.1,36.4,28.4,9,12,48,51.9,28.3,43.1,75.2,77.015,80.13,2.521,"2,025",0,0,38.024,,71.3,71.4,0.929,1.033,43.495,Oklahoma St.
90,SMU,107.9,97.7,0.758,2–3,2,5,51.3,51.7,39.4,31.6,18.3,21.6,29.1,28.8,65.7,53,52.9,31.6,33.3,8.4,10.3,48,58.5,29.9,41.1,65.7,77.829,82.288,2.222,"2,025",0,0,59.084,,67.3,74.7,1.038,1.017,31.181,SMU
91,Winthrop,114.1,103.5,0.754,3–1,3,4,58.7,50.8,42.3,35.7,17.7,16.3,31.4,31,73.6,54.8,54.1,42.5,30.7,8.8,11.1,54.6,41.4,44,40.6,73,77.079,79.654,2.408,"2,025",0,0,5.755,,61.8,71.9,1.175,1.077,9.53,Winthrop
92,UCF,115.2,104.9,0.746,2–3,2,5,51.3,48.3,38,28.7,19.9,16.4,32.3,34.7,73.7,48.8,50.2,36.2,30.1,12,15.3,52.6,59.6,44.8,39.4,73.1,77.998,81.872,1.995,"2,025",0,0,51.301,,77.8,68.7,1.077,1.061,40.114,UCF
93,Dayton,108.6,98.9,0.746,3–1,3,4,47.8,44.2,29.4,30.8,14.9,12.4,29.3,24.8,64.6,44.8,48,34.6,26.8,15,13.1,57.8,39.4,42.5,49.2,65.5,76.329,81.057,2.403,"2,025",0,0,30.84,,74.3,76.6,1.048,0.992,25.457,Dayton
94,Florida Atlantic,110.4,100.8,0.74,3–2,3,5,51.7,42.6,37.3,38.6,16.8,10.5,34.7,29.6,66.7,53.4,43.7,32.7,26.7,16.4,7.5,60.8,48.7,39.4,29.7,66.9,77.523,81.45,1.748,"2,025",0,0,46.053,,68.2,76.1,1.109,1.04,12.642,Florida Atlantic
95,SIU Edwardsville,108.3,98.9,0.74,3–0,3,3,50.3,41.3,42.1,32,21.3,15.2,39.4,27.6,65.7,48.2,43.1,36.5,25,12.9,10.7,54.8,43.8,31.7,32.6,64.4,77.165,80.792,2.225,"2,025",0,0,7.282,,69.6,72.7,1.081,0.924,5.33,SIU Edwardsville
96,Memphis,108.3,99,0.737,6–0,6,6,51.6,48.1,40.7,37.1,20,16.8,41.5,26.7,74.2,52.7,48.6,32.4,31.6,16.5,8.4,50.6,54.6,27.8,42.2,72.8,77.013,80.871,2.425,"2,025",0,0,53.401,,66.2,69.9,1.105,1.006,15.116,Memphis
97,Vanderbilt,115.1,105.4,0.734,1–3,1,4,48.4,54.4,42,56.9,17.4,16.7,33.1,31.8,71.3,50.7,54.5,29.9,36.3,10.3,12.3,46.6,33.3,39.9,35.6,70.7,76.255,78.997,1.973,"2,025",0,0,36.79,,77.5,75,1.069,1.161,44.416,Vanderbilt
98,Akron,122.3,112.1,0.731,5–0,5,5,60.1,52.2,33.8,32.7,13.7,17.7,38.5,32.2,70.2,57.1,53.4,42.6,33.3,10.1,4,55.1,40.6,43.7,37,68.5,75.063,77.508,2.383,"2,025",0,0,16.228,,78.1,76.5,1.298,1.105,5.9,Akron
99,High Point,117.9,108.3,0.727,3–0,3,3,55.1,51.8,28.6,26.9,14.3,17.8,40.4,27.8,65.4,57.5,56.3,33.8,29.7,6.8,4.2,34.1,31.2,35.1,38.3,64.4,77.06,80.787,2.445,"2,025",0,0,17.054,,71.7,73.3,1.233,1.05,7.97,High Point
100,Indiana St.,120.6,110.9,0.724,1–1,1,2,63.9,55.1,37.8,32.3,14.2,10.2,19.4,21.6,73.7,67.2,55.7,40,35.9,2.3,9.4,61.5,47.6,46.2,30.7,73,77.469,79.566,1.625,"2,025",0,0,0.2,,62.2,56.1,1.221,1.106,6.726,Indiana St.
101,Loyola Chicago,110.1,101.5,0.718,3–2,3,5,50.2,49.5,27.3,35.8,15.8,15.5,30.9,25.4,66,49.1,49.7,34.4,32.8,14.1,8.9,58.3,52.2,43.1,45.6,66,77.784,80.194,2.293,"2,025",0,0,13.78,,64.2,77.6,1.061,1.051,22.287,Loyola Chicago
102,Furman,120.3,111,0.716,3–1,3,4,62,55.6,46,34.8,17.1,17.1,26.1,34.6,66.7,55.1,54,45.2,38.3,8.7,10.2,57.5,46.8,54,45.9,67.7,77.854,81.449,2.045,"2,025",0,0,4.174,,75.5,77.8,1.231,1.173,14.223,Furman
103,UAB,118,109,0.714,3–3,3,6,49.2,53.8,30.9,23.3,13,16.2,36.2,35.3,69,49.8,52.5,32,37.8,9.9,11.8,51.2,52.5,31.7,31.2,68.8,76.613,80.476,2.716,"2,025",0,0,4.499,,76.5,66.3,1.136,1.136,19.433,UAB
104,Valparaiso,102.9,95.1,0.712,2–2,2,4,46.6,48.4,15.9,37.3,12,16.5,24,23.7,66.7,42.5,46,35.9,35.8,14.7,12.5,56.4,62.4,36.5,30.9,66.6,76.829,80.229,1.475,"2,025",0,0,0.2,,85,61.7,1.008,0.975,13.962,Valparaiso
105,Middle Tennessee,107.7,99.8,0.706,3–2,3,5,49.7,48,29.6,35.5,17,15.3,31.5,23.2,68.1,56.6,53,27.8,25.3,8,9.8,45.7,45.8,46.6,33.1,69.1,77.214,80.608,2.447,"2,025",0,0,11.097,,60.4,70.8,1.04,0.99,14.295,Middle Tennessee
106,Cal Poly,117.7,109.1,0.705,5–1,5,6,62.4,51.4,22.8,32,17.5,22.4,28,30.5,74.4,54.9,53.9,45.9,31.7,6,9.8,58.7,52.5,54.2,39.6,74.8,76.411,77.855,2.09,"2,025",0,0,1.972,,80.2,76.5,1.212,1.024,8.13,Cal Poly
107,California,112.4,104.3,0.703,2–3,2,5,47,53.3,40.6,40,15.5,16.3,32.9,24.1,67.5,49.1,52.5,28.9,36.4,10.1,9.3,37.1,35,36.1,35.1,68.5,76.934,80.278,1.858,"2,025",0,0,42.62,,73.5,77,1.074,1.085,29.073,California
108,Texas A&M Corpus Chris,106,98.7,0.694,3–1,3,4,58.6,42.1,28.5,34.6,18.6,15.8,32.2,24.3,63.1,60.3,37.2,37.2,33.8,9.5,6.6,56.8,53.2,36.4,36,64.2,77.098,80.014,2.089,"2,025",0,0,6.926,,60.7,67.6,1.14,0.911,3.735,Texas A&M Corpus Chris
109,Queens,113.3,105.5,0.694,1–1,1,2,48,52.4,33.6,38.7,12.1,19.7,32.5,30.6,62.2,44.4,53.2,36.6,34.1,17.7,9.9,54.9,47.9,33.6,41.5,63.7,77.9,80.646,2.112,"2,025",0,0,8.048,,70.7,85.4,1.106,1.106,22.56,Queens
110,TCU,105.4,98.2,0.693,1–3,1,4,43,48.5,36,33.9,16.6,19.5,39,34,67.9,43.5,46.8,28,34.1,15.8,9.5,46.9,66.7,32.8,39.6,67.1,77.821,80.732,1.653,"2,025",0,0,48.807,,61.1,78.2,0.995,1.046,28.701,TCU
111,George Mason,110,102.5,0.693,4–2,4,6,54.1,49.4,35.7,36.9,21.7,21.7,31,33.8,65.2,50.3,47.2,40.4,34.4,16.6,9.9,54.9,52.7,37.4,49.1,65.9,77.531,80.666,2.607,"2,025",0,0,30.66,,80.7,74.6,1.069,1.033,21.301,George Mason
112,Louisiana Tech,108.3,101.1,0.688,2–2,2,4,52,42.8,41,48.2,16.2,14.7,29.2,29.6,64.1,50.7,47.6,36.3,22.9,9,9.2,49.5,29.5,36,36.4,64,76.929,80.041,1.832,"2,025",0,0,46.386,,71.4,66.4,1.087,0.984,12.569,Louisiana Tech
113,Utah St.,118.9,111.3,0.681,2–2,2,4,53.1,53.6,32.6,53.9,16,20,39,33.6,62.6,56,50,33.3,38.8,2.8,8.6,50,60.9,48.9,44,64.2,77.29,80.475,2.077,"2,025",0,0,17.856,,73,71.2,1.179,1.123,31.364,Utah St.
114,Montana,112.8,105.6,0.681,4–1,4,5,58.3,49.5,50.4,36.5,15.9,14.7,21.1,23.4,67.4,60.4,50.3,36.5,31.9,5.8,9.1,44,38.9,36.9,33,67.3,76.552,78.532,2.148,"2,025",0,0,0.2,,75.6,69.2,1.162,1.024,8.417,Montana
115,Bradley,108.2,101.3,0.681,3–1,3,4,53.9,44.3,42,32,13.6,15.2,20.4,32.6,60.7,57.1,41.7,32.4,32.2,10.6,8.4,51.1,56.6,38.3,39.7,63.7,76.823,81.281,2.329,"2,025",0,0,1.302,,65.4,74.3,1.075,1.013,14.908,Bradley
116,Robert Morris,115.7,108.6,0.674,3–0,3,3,54.4,52.6,40.4,27.2,15,17,38.7,25.5,66.1,49.5,55.6,40.8,32.4,14.1,13.1,73.8,57,41.5,42.8,66.6,76.665,79.54,1.898,"2,025",0,0,0.2,,70.3,72.3,1.217,1.047,5.976,Robert Morris
117,Temple,116.2,109.1,0.674,2–1,2,3,49.7,49.1,57.4,46,13.3,9.7,30.2,19.8,65.1,47.2,50.9,36.7,29.8,7,7.5,47.1,54.2,31.6,29.2,68,77.689,80.315,1.815,"2,025",0,0,34.083,,71.9,74.3,1.117,1.091,10.448,Temple
118,Chattanooga,113.5,106.9,0.666,2–1,2,3,60.3,50,23.6,31,18.2,21.1,24.7,30.8,66.9,51,51.1,48.6,32.5,12.5,5,50.6,40.3,42.5,48.5,65.8,76.216,80.203,2.293,"2,025",0,0,0.2,,82.9,75.5,1.171,1.013,6.838,Chattanooga
119,Rutgers,111.8,105.6,0.658,1–2,1,3,47.5,57.4,33,33.2,13.8,20,30.6,38.1,66.6,53.1,55.7,25,40,12.2,3.1,45.3,52.1,36,39.5,68.6,78.534,81.27,1.275,"2,025",0,0,52.09,,68.2,73,1.044,1.173,39.516,Rutgers
120,Lipscomb,112.6,106.4,0.657,3–0,3,3,57.7,43.4,45.2,24.5,15.4,12.4,24.1,31.5,64.5,57.1,44,38.8,28.2,12.8,11.4,47.9,41.3,54.8,36.2,64.7,76.309,80.035,2.583,"2,025",0,0,0.2,,88.6,75,1.199,1.025,4.963,Lipscomb
121,Radford,116.7,110.5,0.652,2–1,2,3,53.2,50.9,42.9,25,15.6,13.5,35.2,35.6,59.3,56.2,49.2,31.4,36.2,3.4,1.9,33.3,32.9,32.7,33,60.3,77.509,80.532,2.551,"2,025",0,0,9.896,,85.1,59.1,1.203,1.106,9.685,Radford
122,Bryant,108,102.5,0.646,5–0,5,5,53,45,30.7,32.9,17.7,15.8,40.8,23.2,73.4,56.1,43.9,30.7,31.6,15.6,6.6,50.3,42.3,30.7,30.9,73.1,78.792,80.395,2.502,"2,025",0,0,33.52,,75.2,62.4,1.158,0.924,3.502,Bryant
123,Charleston,109,103.5,0.645,2–1,2,3,54.3,47.4,35.8,17.7,16.8,13,29,24.6,66.6,49.5,44.1,40.5,34.6,8.1,14.1,63.3,51.9,42.8,42.2,67.9,77.208,80.792,2.098,"2,025",0,0,0.2,,72.6,85.3,1.121,1.015,8.168,Charleston
124,Wofford,122.5,116.4,0.643,3–1,3,4,58.1,54,48.6,46.5,14.1,14.1,37.1,20.2,63.8,56.9,54,39.5,36,8,8.8,51.5,52.2,52.8,50,64.8,76.156,79.167,2.088,"2,025",0,0,0.2,,69.5,77.4,1.27,1.129,7.751,Wofford
125,Florida St.,103.5,98.4,0.641,1–3,1,4,45.8,48.3,32.9,35.4,17.5,16,28.7,35.6,67.2,45.8,50,30.6,30.4,12.2,11.1,42.4,49,32,38.3,68.5,79.206,82.023,1.512,"2,025",0,0,52.194,,73,74.1,0.967,1.098,41.133,Florida St.
126,Merrimack,100.4,95.5,0.64,3–1,3,4,49.6,44.3,21,29.5,11,27.7,15.8,36.1,63.9,47,45.2,35.4,28.6,11.1,7.5,49,63,42.5,40,62.9,75.361,78.573,2.215,"2,025",0,0,0.2,,77.6,79,1.019,0.891,4.879,Merrimack
127,Miami OH,107.6,102.5,0.636,4–2,4,6,55.4,48.7,22.7,24.8,17.2,15.6,26.8,28.3,69.6,50.5,49.6,40.5,31.5,9.1,9,59.4,39.4,47.9,38.1,68.4,77.396,80.564,1.133,"2,025",0,0,19.277,,68.3,64.5,1.092,1.018,9.288,Miami OH
128,Oregon St.,124.6,118.8,0.634,0–2,0,2,51,53.7,46,43,12.5,11.7,24.6,39.4,59.9,54.5,48.3,29.4,40.4,8.3,7.6,52.2,58.3,34,43.9,61.5,77.765,80.955,1.9,"2,025",0,0,0.609,,76.1,78.3,1.143,1.26,38.865,Oregon St.
129,Saint Joseph's,112.9,107.7,0.632,4–2,4,6,49.6,50.8,41.8,24.4,14.9,16.6,34.6,31.2,67.7,48.9,42.8,33.5,44.7,13.6,15.6,49.7,50,48.2,33,67,77.45,80.67,1.832,"2,025",0,0,43.842,,74,70.3,1.126,1.068,14.507,Saint Joseph's
130,Arizona St.,121.9,116.3,0.632,0–4,0,4,47.5,61.1,37.7,41,10.6,9.8,24,31,68.5,44.3,61.4,35.8,40.4,7.1,13.3,39.4,58.7,33.9,41.4,67.9,78.254,81.482,1.907,"2,025",0,0,57.884,,76.7,77.6,1.08,1.342,52.884,Arizona St.
131,Notre Dame,100.8,96.2,0.631,3–2,3,5,47.1,47.4,37.5,28.4,16.8,13.4,24.9,24.1,65,46.8,48.5,31.7,30.4,6.6,8.4,36.4,48.9,34.7,36.7,64.7,77.479,81.218,1.86,"2,025",0,0,56.775,,69.7,79.8,0.979,1.029,27.527,Notre Dame
132,UNLV,105.5,100.9,0.625,2–2,2,4,47.2,50,46.9,31.9,17.6,14.6,26.8,26.1,66.6,46.8,55.9,31.8,28.4,11.8,13.5,57,61,40.3,44.5,66.2,77.857,80.748,2.016,"2,025",0,0,42.483,,68.7,65.8,1.002,1.04,30.886,UNLV
133,St. Thomas,106.5,102.2,0.616,3–1,3,4,52.9,52.1,36.8,36.5,13.1,24.3,22.6,31.1,68.8,55.1,56.2,33.9,29.7,5.8,9.3,51,43.4,53.1,35.1,69.2,76.395,79.186,1.794,"2,025",0,0,5.92,,76.2,71.4,1.108,0.999,6.759,St. Thomas
134,South Alabama,111.9,107.4,0.616,0–1,0,1,44.1,50.9,44.1,42.1,16.6,16.6,41,33.3,66.4,48.9,45.8,16.7,36.4,4.2,14.9,28,78.3,20.3,57.9,64.1,75.958,78.38,2.281,"2,025",0,0,23.227,,73.1,66.7,1.07,1.115,19.462,South Alabama
135,San Jose St.,101.2,97.2,0.614,2–2,2,4,50.9,48.4,26.4,24.7,23.3,16.4,25.8,29.5,68.8,53,53,32.3,25.9,7.8,12.8,54.3,44,45.8,32.8,67.5,76.903,79.527,2.109,"2,025",0,0,19.957,,80.7,59,0.967,1,27.906,San Jose St.
136,Montana St.,104.4,100.3,0.613,3–1,3,4,59,45.1,24.1,23.1,15.5,16.6,16.5,31,64.6,62.2,47.1,36.6,27.3,12.1,6.7,60.2,45.3,43.9,32.9,65.3,78.403,80.153,2.577,"2,025",0,0,22.014,,72.5,75.9,1.111,0.975,6.981,Montana St.
137,Butler,115.2,110.7,0.613,1–4,1,5,50.8,55,20.9,11.8,11.6,12.8,20,36,67,48.2,56.1,36.1,35.7,6.1,8.9,46.5,53.4,44.2,41.4,67.1,78.864,81.977,2.359,"2,025",0,0,48.778,,76.2,82.5,1.057,1.209,44.7,Butler
138,Tulane,113.1,108.8,0.61,3–2,3,5,55.3,49.7,30.7,29.9,14.5,15.4,28.2,36.2,67.6,55,48.9,37.4,33.8,11.8,13.1,56.3,60.6,34.1,42.8,66.6,78.357,80.132,1.163,"2,025",0,0,59.838,,75.3,67.7,1.147,1.1,16.526,Tulane
139,Yale,110.5,106.7,0.599,3–1,3,4,51.5,52,31.2,20.4,11.3,17.1,28.1,26.4,64.4,48.4,52.7,38.9,34.2,10.7,10.7,44.8,55.1,31.2,50.4,64.4,77.67,79.601,1.876,"2,025",0,0,9.807,,69.4,89.1,1.118,1.072,10.727,Yale
140,Nevada,109.1,105.4,0.598,1–3,1,4,47.1,53,36.9,41.2,14.2,14.2,23.9,22.8,66.8,57.1,52.4,21.7,35.9,15.3,9,53.1,59.2,40.9,42.6,65.2,78.8,81.334,2.318,"2,025",0,0,30.312,,73.5,67.4,1.021,1.081,32.111,Nevada
141,Cleveland St.,98.6,95.3,0.597,2–1,2,3,47.8,46.2,34.6,32.3,20.6,22.8,33.7,33.3,63,46.8,40,33.3,35.6,17.6,6.3,50.7,56.7,28.8,46.2,62.1,76.352,79.853,2.082,"2,025",0,0,0.2,,75.9,58.8,1.006,0.932,4.807,Cleveland St.
142,Nicholls St.,101.7,98.3,0.597,2–2,2,4,46.6,45,34.2,26.4,19.1,19.1,32.3,30.6,67.3,41.8,46.7,36.9,28.3,8.7,15.7,51.6,50,35.4,38,69,76.468,79.349,2.613,"2,025",0,0,6.825,,67.9,70.3,0.995,0.948,8.883,Nicholls St.
143,Richmond,100.8,97.5,0.595,0–3,0,3,46.7,48.7,23.2,48.7,16.3,17.3,15.8,26.4,62.4,47.7,47.5,30.5,33.3,6.3,16.3,56.1,57.8,48.8,49.4,64.1,76.657,81.275,2.048,"2,025",0,0,4.918,,82.1,68.8,0.933,1.022,22.181,Richmond
144,UTSA,107.7,104.3,0.591,2–2,2,4,52.5,47.6,29.6,40.9,12.4,21.1,26.9,37.8,68.6,47.1,47.9,39.8,31.4,11.8,10.7,49.5,52.1,42.4,37.4,69,76.442,79.64,2.36,"2,025",0,0,4.866,,65.3,66,1.1,1.024,10.338,UTSA
145,La Salle,109.8,106.5,0.587,2–3,2,5,49.1,48.4,33.9,42.2,17,14.6,28.4,30.4,67.1,39.8,47.6,45.7,33.1,10.8,12,45.8,53.8,32.5,42.2,66.8,77.38,80.539,2.079,"2,025",0,0,23.77,,76,67.8,1.046,1.073,22.346,La Salle
146,Hofstra,101.1,98.2,0.583,2–1,2,3,50.3,39.7,20.2,41.7,15.8,15.8,36.3,23.7,63.2,43.1,38,39.5,28.1,12,13.7,57.9,54.7,44.3,41,62,77.033,79.782,2.035,"2,025",0,0,9.532,,62.2,69.2,1.091,0.891,2.476,Hofstra
147,Pepperdine,113.1,109.9,0.582,3–2,3,5,52.9,52.7,33.2,28.1,12.7,14.8,28.2,33.9,67.6,52.5,51.6,35.6,36.3,5.9,7.9,60,56.7,40,40,68.1,78.503,81.608,1.795,"2,025",0,0,21.151,,72.4,67.8,1.133,1.142,26.045,Pepperdine
148,Wichita St.,105.4,102.6,0.577,2–3,2,5,45.4,47.6,36.3,33.9,15.9,15.9,31.1,29.9,68.1,44.6,50.2,31.7,27.6,12.7,14.1,37.2,45.7,27.8,29.8,69,76.859,80.177,2.808,"2,025",0,0,25.641,,72,73.7,1.013,1.031,19.156,Wichita St.
149,Georgia St.,110,107.1,0.576,1–1,1,2,54.3,44.1,55.2,32.6,17.7,11.3,27.4,33,70.6,54.5,42.5,35.7,30.9,12.5,9.1,32.7,56.9,26.7,40.7,68.7,78.217,80.817,2.035,"2,025",0,0,29.534,,72.4,70.5,1.105,1.062,7.114,Georgia St.
150,Providence,110.6,107.7,0.576,0–4,0,4,50.6,57.5,24.1,25.4,18.8,14.9,35.9,27.4,65.3,49.3,57.6,35.1,38.2,4.3,9.3,57.3,54.4,40.9,39,65.7,77.113,79.986,1.691,"2,025",0,0,65.955,,64.9,75.9,1.06,1.171,31.559,Providence
151,N.C. State,103,100.3,0.576,1–2,1,3,46.3,50.8,39.6,28,16.5,15.1,25.7,29.3,68.5,43,48,33.3,38.2,7.9,12.8,71.4,48.8,47.6,30.2,68.2,76.861,79.817,2.541,"2,025",0,0,55.802,,78.5,72.5,0.988,1.08,20.914,N.C. State
152,Eastern Michigan,113.2,110.3,0.574,1–2,1,3,54.4,53,27.9,47.6,18.2,18.2,26.6,34,69.5,51.9,45.1,39.1,41.6,9.9,8.3,33.3,56.2,37.2,45.8,68.3,77.1,79.963,2.216,"2,025",0,0,27.88,,85.4,72.5,1.094,1.132,16.096,Eastern Michigan
153,Lamar,94.7,92.3,0.573,2–2,2,4,41.5,42.2,29.9,40.6,19,15.5,37.3,25.5,64.5,43,44.1,25.9,25.7,19.6,11.4,46.5,51.2,36.3,34.1,65,77.049,81.079,2.396,"2,025",0,0,0.2,,70,63.6,0.942,0.926,16.044,Lamar
154,Nebraska,115.1,112.3,0.57,0–3,0,3,50,60.1,35.9,35.9,10.5,12.4,30.8,25.8,66.8,52.4,59.2,30.6,40.7,4.9,5.6,43.2,54.3,36.4,44,67.6,78.023,81.147,2.501,"2,025",0,0,38.883,,69,68.2,1.133,1.22,29.267,Nebraska
155,Oakland,112.9,110.3,0.567,3–1,3,4,57.4,51,36.2,27.4,15.3,15.3,32.2,29,66.1,55.9,52.4,40,32.7,9.5,10.3,67.5,68.2,38.3,40.7,64.7,76.989,78.866,2.345,"2,025",0,0,5.851,,71.8,67.6,1.181,1.067,8.064,Oakland
156,Jacksonville St.,110.9,108.4,0.565,3–2,3,5,47.1,53,37.8,29.3,14.3,14.9,31.7,23.6,63.8,47.4,48.2,31,40,10.7,10.3,43.1,52.8,34,40.6,62.9,77.776,80.727,2,"2,025",0,0,0.2,,71.2,67.5,1.062,1.062,14.211,Jacksonville St.
157,Seattle,93.5,91.6,0.559,3–2,3,5,39.4,42.8,48.9,38.5,15.6,24.4,29.7,30.3,68,41.4,50.9,23.3,18.2,13,15.7,55.9,55.9,30.3,34.2,66.3,76.71,80.183,2.163,"2,025",0,0,18.522,,66.2,78.8,0.929,0.876,9.497,Seattle
158,American,103.1,101.1,0.556,4–0,4,4,58.8,50.5,23.7,13.8,17.1,20.6,19.3,23,64.3,53.3,52.8,44,31.6,4.9,10.8,52.9,56.8,43.1,43.6,64.7,76.377,79.635,2.039,"2,025",0,0,0.2,,72,73.3,1.105,0.942,3.288,American
159,Drexel,123.2,121,0.552,2–1,2,3,57.4,52.3,33.5,25.4,13.6,13,40.4,37.6,61.4,48.6,47.8,47.7,40.3,11.3,16.2,48.8,41.3,38.2,35,63.3,77.628,79.438,1.607,"2,025",0,0,0.2,,75.4,71.1,1.292,1.178,5.94,Drexel
160,St. Bonaventure,100.2,98.6,0.546,3–1,3,4,44.5,48.3,27.5,20,14.9,19.8,28.6,31.3,67,51,52.3,22.5,29.1,8.5,10.2,43.2,55,37.7,45.8,67.3,78.283,80.991,1.419,"2,025",0,0,16.254,,76.9,75,0.971,1.001,21.998,St. Bonaventure
161,Cal Baptist,100.9,99.4,0.543,4–1,4,5,45.4,45.4,29.4,28.5,18.6,18.6,35,31.3,63.3,41.3,48.9,35,25.6,6.5,10.6,43.6,31.9,36.5,32.8,63.1,76.669,80.06,2.289,"2,025",0,0,10.53,,77.1,64.1,1.01,0.944,7.443,Cal Baptist
162,UMass Lowell,109.4,107.8,0.542,1–2,1,3,62.8,52.5,15.4,26.3,22.1,16.4,24.3,17.8,64.9,66.7,56.3,37,29.2,8.9,9.8,56.8,46.8,34.6,30,66.3,76.676,79.284,2.512,"2,025",0,0,0.99,,70.8,66.7,1.094,1.007,7.199,UMass Lowell
163,Iona,108,106.7,0.535,4–1,4,5,53.3,49.1,27.2,26.4,18.4,20.8,42.2,34.1,66.2,55.2,49.6,33,32.5,10.2,6,54.2,64.1,33.2,52.4,64.9,76.436,79.728,1.707,"2,025",0,0,5.579,,70.7,76.3,1.145,1.03,4.099,Iona
164,Murray St.,99.2,98.2,0.529,1–2,1,3,45.3,46.5,32.2,39.6,17.2,17.7,31.5,26.5,65.8,40.8,49.6,34.2,26.1,7.1,14.3,70.8,36.8,42.7,28.9,65.3,76.777,78.696,2.769,"2,025",0,0,12.13,,74.5,71.4,0.992,0.977,15.193,Murray St.
165,Arkansas St.,114.8,113.8,0.525,2–1,2,3,47,46.2,41.4,51.1,12.9,13.4,34.1,37.6,69.6,45.6,47.7,32.5,28,13.6,14.6,51.4,40.3,44.6,27.5,71,77.157,79.775,2.228,"2,025",0,0,35.468,,74,76.3,1.111,1.144,13.23,Arkansas St.
166,South Carolina St.,104.7,103.9,0.522,5–1,5,6,51.4,49.6,40.3,37.9,19.1,23.1,38.5,35.3,71.5,46,50.6,41.5,31.3,13,8.9,66.5,52.3,33.2,28.7,71.3,77.231,79.793,1.854,"2,025",0,0,0.2,,79,72.4,1.115,0.989,2.988,South Carolina St.
167,Georgetown,108.3,107.5,0.521,1–3,1,4,48.1,59.9,29.6,27.5,12.3,14.9,25.3,19.3,66.9,45.3,63.8,34.7,36.3,4.7,10.1,52,62.3,42.1,41.7,67.9,78.562,81.66,1.25,"2,025",0,0,67.972,,69,70,1.046,1.132,25.566,Georgetown
168,Tulsa,109.4,108.6,0.521,2–3,2,5,53.1,48.5,37.8,39.9,15,13.2,21.4,33,66.7,54.5,50,34,30.1,7.1,7.8,52.4,45.7,38.1,32,67.3,76.893,80.168,2.029,"2,025",0,0,34.191,,72.5,76.7,1.083,1.113,13.955,Tulsa
169,Alabama St.,102.1,101.4,0.52,6–0,6,6,48.2,44.4,25.7,36,14.4,19.7,30.3,26.3,66.9,42.9,46.4,37.3,27,9,10.1,52,46.9,41.4,34.5,66.6,76.5,79.666,2.346,"2,025",0,0,4.049,,73.7,64.7,1.063,0.899,4.454,Alabama St.
170,Northern Kentucky,116.3,115.6,0.517,2–1,2,3,54.3,51.8,33.2,37.7,16.4,19.7,39.4,32.3,69.3,50.5,49.5,39.5,37.5,6.3,9.7,54.8,46.1,44,33.5,69.3,77.398,79.493,2.373,"2,025",0,0,8.079,,82,77.8,1.202,1.068,6.586,Northern Kentucky
171,Virginia,104.9,104.3,0.517,1–3,1,4,49.5,50.5,22.3,32.7,17.4,17.4,20.3,38.1,63.3,45.5,52.7,37.3,29.1,13.3,14.4,49.5,53.4,38.6,25,62.9,78.349,81.619,1.422,"2,025",0,0,73.013,,72.9,77.8,0.98,1.099,25.878,Virginia
172,Delaware,111.5,110.9,0.516,4–2,4,6,57.7,49.6,30.4,33.2,15.4,13.7,23.2,31.5,68.3,54.6,51.5,41.7,30.9,9.6,10.6,55.4,45,38.9,37.3,69.6,77.166,78.992,1.994,"2,025",0,0,22.411,,77.7,74.4,1.15,1.103,11.105,Delaware
173,Illinois St.,92.6,92.2,0.512,2–1,2,3,46.6,45.5,21.9,27.3,16.4,19.8,21.9,19.6,69,52.2,48.6,27.3,25.9,9.9,13.3,62,51.5,49.4,32.7,69,76.17,79.309,1.789,"2,025",0,0,1.811,,74.4,73.3,0.942,0.884,7.642,Illinois St.
