,0
0,20.6822283674
1,0.20969905959999302
2,4.947465686499991
3,2.336223593700001
4,0.2233253807000004
5,13.131850415800002
6,0.2954664771999971
7,17.6409088252
8,17.065655762400006
9,2.431192797000006
10,1.650474950300001
11,13.3189072278
12,1.7355625505000063
13,14.7420514861
14,1.3858935573999904
15,15.1508918418
16,17.094876924299996
17,0.3377096693999946
18,9.008731373199995
19,6.348802322900001
20,1.4684103927000054
21,12.371719415299998
22,1.268699879400002
23,13.728594264899996
24,18.627473895799994
25,1.4354899977000066
26,10.024993829299992
27,0.8316953758999921
28,2.4768544612999923
29,8.278303858500003
30,1.2263092904000021
31,11.9067413973
