,0
0,Gonzaga
1,Memphis
2,Connecticut
3,Arkansas
4,Notre Dame
5,Texas Tech
6,Davidson
7,Duke
8,Baylor
9,North Carolina
10,Saint Mary's
11,UCLA
12,Texas
13,Purdue
14,San Francisco
15,Kentucky
16,Arizona
17,TCU
18,Houston
19,Illinois
20,Michigan
21,Tennessee
22,Ohio St.
23,Villanova
24,Kansas
25,San Diego St.
26,Iowa
27,Providence
28,LSU
29,Wisconsin
30,Miami (FL)
31,Auburn
