,team,adjoe,adjde,TO%,FTR Def,3pD%,2p%,Adj_OtoD_Margin,gilgo_score,date
1,Purdue,126.4078780098593,92.43284674217036,16.6,22.9,30.7,54.4,33.97503126768895,14.97081907329026,2024-01-30
0,Houston,118.0843376487407,82.97520503465473,14.099999999999998,38.9,28.3,48.3,35.109132614085965,14.595620894592438,2024-01-30
3,Connecticut,124.28581689238976,95.50256099292902,15.4,35.099999999999994,33.1,59.6,28.78325589946074,10.828736098671055,2024-01-30
2,Auburn,119.95701992355744,92.10227256552864,14.8,36.3,29.4,55.1,27.854747358028803,10.41194588839757,2024-01-30
5,Arizona,120.95109363186369,94.74162357585084,16.400000000000002,26.200000000000003,34.7,54.5,26.209470056012847,9.641876734167836,2024-01-30
6,Alabama,126.34809179657144,99.27827784170768,17.299999999999997,35.099999999999994,31.6,57.5,27.06981395486376,9.521336512466892,2024-01-30
9,BYU,120.94397318784054,95.7798830283275,16.0,29.3,29.8,60.0,25.164090159513037,9.33854499730295,2024-01-30
8,North Carolina,117.21852433236351,92.6295547586469,14.7,28.2,29.1,50.9,24.58896957371661,9.091971439967132,2024-01-30
4,Tennessee,117.46808751612798,91.80015089138035,15.3,37.1,29.8,52.7,25.667936624747625,8.81519134109605,2024-01-30
10,Illinois,120.5353059406417,97.27625291880231,16.0,23.200000000000003,31.4,53.8,23.259053021839392,8.432822343322027,2024-01-30
7,Iowa St.,115.270262950356,91.069050545989,15.9,34.0,33.3,54.4,24.201212404367,7.8805395666638685,2024-01-30
17,Creighton,115.18272858135704,94.90571713362073,15.6,15.4,30.2,59.8,20.277011447736314,7.686276983119151,2024-01-30
11,Wisconsin,122.13235249420904,99.02677817805152,14.9,30.1,36.2,53.8,23.10557431615753,7.494850332856092,2024-01-30
12,Michigan St.,116.58750298689952,94.78502910118608,15.0,31.0,31.1,52.0,21.80247388571344,6.9530090702852,2024-01-30
13,Marquette,115.08064893326876,93.96058047515932,14.7,27.1,33.3,57.5,21.120068458109444,6.94079175944676,2024-01-30
20,Dayton,119.44302147921108,99.49121589929524,15.8,21.5,31.7,53.5,19.951805579915842,6.574951403748662,2024-01-30
16,Kansas,117.56187704937037,96.7521235724398,16.6,27.1,33.3,55.9,20.809753476930567,6.384299620927645,2024-01-30
19,Duke,119.03990271256504,99.07944298893356,13.7,27.800000000000004,33.7,53.8,19.960459723631473,6.192980431415198,2024-01-30
22,Kentucky,120.44186478043612,100.76913821065028,13.1,31.5,31.6,54.5,19.672726569785837,5.96131320756936,2024-01-30
15,New Mexico,115.19676413630177,94.61544397702598,14.4,35.3,31.4,53.8,20.58132015927579,5.936855297158233,2024-01-30
25,Texas Tech,119.68917920149973,100.7022316503072,15.6,22.6,33.3,52.9,18.98694755119253,5.771138006227443,2024-01-30
