,team,adjoe,adjde,TO%,FTR Def,3pD%,2p%,Adj_OtoD_Margin,gilgo_score,date
1,Purdue,127.6247806439952,94.50053701306032,16.6,23.1,30.9,54.7,33.12424363093487,14.42613861487027,2024-01-22
0,Houston,118.4765748779644,83.60627484707699,14.2,41.6,27.9,49.2,34.87030003088741,14.239683018841319,2024-01-22
2,Auburn,123.4514869528409,94.63395421444764,14.7,37.2,29.1,55.8,28.817532738393254,10.976894970419885,2024-01-22
3,Arizona,121.01233797804792,94.2588749960563,16.400000000000002,24.4,33.4,54.3,26.753462981991618,10.240012419014887,2024-01-22
5,Alabama,127.62469715129906,100.99175742216008,17.299999999999997,35.4,31.8,57.9,26.632939729138982,9.222793234774779,2024-01-22
9,BYU,120.6038941289205,96.27452290803,15.4,28.8,28.5,58.8,24.329371220890508,9.044916444743208,2024-01-22
4,Tennessee,118.67656099928932,92.59460084199216,15.5,38.0,29.8,52.6,26.08196015729716,8.946995695951268,2024-01-22
10,Illinois,122.0162718967132,98.14003501274436,16.2,22.7,30.7,55.7,23.876236883968843,8.935454499220995,2024-01-22
8,North Carolina,118.89898570484252,94.74183710226964,14.4,28.000000000000004,29.0,50.8,24.157148602572875,8.902660647569451,2024-01-22
6,Connecticut,124.60418748842514,98.93242663751266,15.4,35.6,33.1,59.7,25.671760850912477,8.886974119056612,2024-01-22
14,Creighton,116.43994882481904,95.78867458620098,15.8,14.8,30.2,59.6,20.651274238618058,7.931077285557013,2024-01-22
7,Iowa St.,116.13849561283708,92.33700739692614,15.6,33.5,33.2,55.0,23.801488215910936,7.759857811705672,2024-01-22
16,Kentucky,124.71216507316126,102.95804289192247,13.2,32.0,31.3,56.7,21.754122181238785,7.257414530555659,2024-01-22
11,Michigan St.,118.33319608397473,96.15103548037158,15.1,30.9,30.8,52.6,22.18216060360315,7.2191679681979215,2024-01-22
18,Dayton,123.11571829608832,102.56587414020665,16.0,20.5,32.6,54.0,20.549844155881672,6.942654935087819,2024-01-22
13,Marquette,116.10870111339436,95.21092217001976,14.499999999999998,27.3,33.2,57.3,20.897778943374604,6.822095155458507,2024-01-22
15,Wisconsin,123.60729890194462,101.92919868770404,15.1,31.2,35.5,53.9,21.678100214240573,6.546641130686749,2024-01-22
19,Gonzaga,118.05938630526047,98.3945436199451,15.6,26.4,31.8,57.3,19.664842685315378,6.081354038042379,2024-01-22
22,Duke,120.82640783186471,101.29701484841796,13.5,26.700000000000003,34.5,54.3,19.529392983446755,6.017479719902518,2024-01-22
17,Kansas,118.05811727969642,98.07540579374732,16.6,26.4,33.0,56.7,19.982711485949096,5.993254006428948,2024-01-22
21,Utah,118.53838563623437,99.099110741506,16.3,24.0,34.9,53.8,19.43927489472837,5.697557685784306,2024-01-22
24,Indiana St.,120.71108062672224,101.34192345191433,17.4,26.9,32.7,60.0,19.36915717480791,5.560835876632824,2024-01-22
12,Saint Mary's,114.45968100752384,93.32029092727636,17.5,36.5,32.4,51.8,21.13939008024748,5.504277948950964,2024-01-22
23,Baylor,121.96975475569022,102.32713590155204,16.400000000000002,31.3,30.7,53.1,19.642618854138178,5.437247501024288,2024-01-22
32,Texas Tech,119.68736856165636,101.90165397952453,15.7,21.6,32.8,52.5,17.78571458213183,5.143085895100416,2024-01-22
20,SMU,113.25000791260126,94.45263950460551,17.8,31.9,26.0,51.6,18.797368407995748,4.961344728877405,2024-01-22
25,Oklahoma,114.51470439785028,96.28325026976614,18.8,29.2,27.7,56.7,18.23145412808414,4.717587018131324,2024-01-22
31,Ohio St.,117.31483524334172,99.64864151552666,15.7,25.6,33.5,50.6,17.666193727815056,4.583178173967182,2024-01-22
28,San Diego St.,114.43447324330708,96.384513963817,15.9,32.7,29.3,52.0,18.049959279490082,4.497825160488949,2024-01-22
33,Clemson,121.54312496233597,103.5186951099142,15.1,31.3,34.6,55.8,18.02442985242176,4.437552209977273,2024-01-22
26,St. John's,117.19673655426412,98.6642679439002,16.8,33.5,32.3,49.5,18.53246861036392,4.2511558523219914,2024-01-22
27,New Mexico,114.78527441628306,96.66722410815292,14.7,37.1,31.4,53.6,18.118050308130137,4.209560687959383,2024-01-22
38,Colorado St.,118.8864700057136,102.3776627480656,14.9,28.6,34.7,59.5,16.508807257648,3.9020724271652796,2024-01-22
29,Mississippi St.,113.73167005193652,96.0954129871456,18.5,34.0,27.6,53.8,17.636257064790925,3.8771168095224633,2024-01-22
35,Villanova,115.0661188706323,98.5187159919206,15.0,27.800000000000004,33.7,50.5,16.547402878711694,3.793615756014133,2024-01-22
