,team,adjoe,adjde,TO%,FTR Def,3pD%,2p%,Adj_OtoD_Margin,gilgo_score,date
1,Purdue,127.05636139521285,93.55578469659888,16.400000000000002,22.4,31.7,54.8,33.50057669861397,14.693751786154518,2024-02-01
0,Houston,117.84318616560594,82.6314204586777,14.099999999999998,38.9,28.3,48.3,35.21176570692825,14.658227081226228,2024-02-01
3,Connecticut,123.922269309315,95.46897889636035,15.4,35.6,32.6,59.5,28.453290412954644,10.617707151902332,2024-02-01
2,Auburn,118.9776987580306,91.16909637710924,14.9,37.0,29.1,54.8,27.808602380921357,10.316547452362025,2024-02-01
4,Arizona,120.67418473161256,94.51366871030324,16.400000000000002,26.200000000000003,34.7,54.5,26.16051602130932,9.612014772998684,2024-02-01
7,BYU,120.55122466071256,95.33076790398589,16.0,29.3,29.8,60.0,25.220456756726676,9.372928621603272,2024-02-01
8,Alabama,125.77670401364776,99.52293951074353,17.0,34.8,32.0,57.9,26.253764502904232,9.081996346771582,2024-02-01
10,Illinois,121.3712744129568,97.42208847824666,15.7,23.3,31.5,53.9,23.94918593471013,8.889853420173178,2024-02-01
9,North Carolina,116.18348864919804,92.46637998105638,14.7,28.2,29.8,50.3,23.717108668141663,8.486136287566415,2024-02-01
6,Tennessee,115.7844325864242,91.36211588060652,15.1,36.9,30.1,52.2,24.42231670581768,8.068663190548781,2024-02-01
5,Iowa St.,115.3392227505961,90.97962420884464,15.9,34.0,33.3,54.4,24.359598541751453,7.977155110468384,2024-02-01
16,Creighton,115.05895547734494,94.87744573095588,15.6,15.4,30.2,59.8,20.181509746389054,7.628020945297323,2024-02-01
11,Wisconsin,121.82315474184782,98.59410037890676,14.9,30.1,36.2,53.8,23.229054362941056,7.570173161394044,2024-02-01
12,Marquette,116.26385094520508,94.33105804999708,14.7,27.0,33.4,57.4,21.932792895207996,7.434903666076876,2024-02-01
13,Kansas,117.80177526941377,95.61591380505703,16.5,27.4,32.9,56.3,22.185861464356734,7.256475493257607,2024-02-01
14,Michigan St.,116.98457000499818,94.99453903407245,14.8,32.0,31.4,52.5,21.99003097092573,6.998518892264694,2024-02-01
19,Dayton,119.0486624585664,98.8424814972492,15.6,21.8,30.8,53.1,20.2061809613172,6.795670386403492,2024-02-01
18,Duke,118.90279049809944,98.71511230443448,13.7,27.800000000000004,33.7,53.8,20.18767819366495,6.33158369813562,2024-02-01
23,Kentucky,120.13264791504716,100.65202000055586,13.0,31.3,32.2,54.1,19.480627914491293,5.819633027839688,2024-02-01
24,Gonzaga,116.18752701058692,97.41902708950282,15.0,25.8,32.4,57.8,18.7684999210841,5.6584849518613005,2024-02-01
20,Baylor,121.6214911790076,101.50506310694696,16.400000000000002,30.5,32.7,53.3,20.116428072060643,5.647071123956991,2024-02-01
15,Saint Mary's,113.53361613661818,92.77685837495676,16.8,34.300000000000004,32.8,52.4,20.75675776166142,5.580172234613466,2024-02-01
17,New Mexico,115.20832567779088,95.338339452008,14.2,34.8,31.5,53.6,19.86998622578288,5.569291597727557,2024-02-01
30,Texas Tech,119.83224299749024,101.20901243875704,15.8,24.2,34.2,53.0,18.623230558733198,5.2970706408272505,2024-02-01
