,team,adjoe,adjde,TO%,FTR Def,3pD%,2p%,Adj_OtoD_Margin,gilgo_score,date
1,Purdue,126.40578240386333,93.43871532459676,17.0,23.4,30.8,55.1,32.96706707926657,14.255010918352607,2024-01-16
0,Houston,116.8749993755596,83.57622995900873,14.6,40.400000000000006,27.4,49.7,33.29876941655087,13.381049344096027,2024-01-16
2,Arizona,120.7270742186622,90.95352659515518,16.3,24.9,33.3,54.9,29.773547623507014,12.07831405033928,2024-01-16
3,Alabama,127.6143101373747,98.21006352760202,16.400000000000002,35.099999999999994,31.1,57.8,29.404246609772684,11.145540431961338,2024-01-16
4,Auburn,121.03419488206112,93.17504161465578,14.099999999999998,36.4,29.7,55.1,27.859153267405333,10.498883493117253,2024-01-16
11,Creighton,117.743385710865,94.66833336830112,16.1,14.099999999999998,30.2,61.4,23.07505234256388,9.478631928963965,2024-01-16
5,North Carolina,117.650620297961,93.3651891365459,14.3,27.0,28.8,50.8,24.285431161415104,9.107213008463212,2024-01-16
9,BYU,116.07670717783624,93.19163323648247,15.2,27.9,27.1,58.7,22.885073941353767,8.390645104225797,2024-01-16
13,Illinois,119.75996901265228,96.99758198236437,16.7,23.4,31.4,54.8,22.76238703028791,8.023556088475624,2024-01-16
10,Michigan St.,118.41713408684268,95.18093057655042,15.7,30.2,30.3,53.5,23.236203510292256,7.893784141278276,2024-01-16
8,Connecticut,123.43211320616348,99.08233183823272,15.8,37.0,34.2,61.8,24.34978136793076,7.857466634437762,2024-01-16
12,Wisconsin,120.65295528600656,97.71834018695024,14.9,30.5,34.9,53.5,22.934615099056316,7.448165210424355,2024-01-16
7,Iowa St.,112.45682604455882,89.65478627582287,15.2,31.6,32.8,55.5,22.802039768735952,7.442044258928931,2024-01-16
6,Tennessee,116.6594519018614,92.93390453095589,15.8,37.8,30.8,51.7,23.725547370905517,7.370883896252364,2024-01-16
17,Duke,120.21212185822353,98.99091309922017,13.3,26.6,33.6,54.4,21.22120875900336,7.167437342992049,2024-01-16
14,Marquette,115.4965368140686,94.13349535831982,14.4,27.1,33.6,56.7,21.363041455748785,7.09140528800676,2024-01-16
22,Dayton,122.07583190884324,101.92464242386316,17.1,20.4,32.0,53.8,20.15118948498008,6.5660255858378465,2024-01-16
18,Baylor,120.7480626879764,100.19127147458984,16.400000000000002,30.6,29.6,54.4,20.55679121338656,6.1873426401658005,2024-01-16
23,Kentucky,119.92643043801743,100.13841307494708,12.8,31.7,31.3,55.3,19.788017363070352,6.111340591472913,2024-01-16
20,Utah,118.14280207211618,98.2298000929014,16.1,24.4,34.2,53.7,19.913001979214783,6.0357312073210165,2024-01-16
15,St. John's,117.11816884238397,96.07683479212808,16.7,33.300000000000004,31.9,49.7,21.041334050255884,5.8550637706560895,2024-01-16
24,Clemson,120.48989272118224,100.73483247396108,14.8,30.3,34.4,56.0,19.755060247221166,5.659136750804911,2024-01-16
21,Kansas,113.61575115302551,94.56350833402334,17.1,24.2,31.9,55.1,19.052242819002174,5.587368119591325,2024-01-16
28,Texas Tech,116.91955042575071,98.65051858769203,15.7,23.9,32.1,53.7,18.26903183805868,5.314859421215796,2024-01-16
26,Colorado St.,117.98961117186688,99.2708010570586,15.1,28.8,33.9,60.2,18.718810114808278,5.282874170033048,2024-01-16
25,Indiana St.,118.27872503231622,99.29244234927124,17.4,28.3,32.1,60.2,18.986282683044976,5.250382436657436,2024-01-16
33,Florida Atlantic,118.95932581319435,100.74237798514145,16.6,25.6,33.2,57.3,18.21694782805291,4.992938175112274,2024-01-16
19,Mississippi St.,112.65789202747976,93.4891345180819,18.8,33.1,27.7,54.1,19.168757509397864,4.846692080732697,2024-01-16
16,Saint Mary's,112.35168887455929,92.27044939185468,17.4,36.5,33.7,52.1,20.081239482704603,4.780606084449809,2024-01-16
27,Oklahoma,113.49691292725532,95.5405275342373,18.4,28.000000000000004,27.6,57.7,17.956385393018024,4.767195089740994,2024-01-16
30,Gonzaga,115.12204360538335,97.28492080294475,16.3,27.200000000000003,32.4,56.3,17.8371228024386,4.696044909487544,2024-01-16
29,TCU,116.55232799857872,98.37935624999548,16.7,32.4,30.3,55.2,18.172971748583237,4.482512766635775,2024-01-16
34,Villanova,114.22922170412212,96.81349370541872,15.1,26.700000000000003,33.9,50.1,17.415727998703403,4.381344079209074,2024-01-16
36,Ohio St.,116.34139850042408,98.84373287601542,16.1,26.9,32.7,50.1,17.497665624408654,4.340626030889278,2024-01-16
32,San Diego St.,113.10132759677003,95.72123494311916,15.5,32.4,28.9,51.6,17.380092653650877,4.204456518727033,2024-01-16
45,Miami FL,116.53325327847348,100.86212868489145,17.5,19.0,29.0,54.5,15.671124593582036,4.157886002085043,2024-01-16
35,Florida,117.75012914418876,99.92525904458309,17.599999999999998,32.800000000000004,33.8,53.7,17.824870099605675,3.7565707607594625,2024-01-16
37,Xavier,113.15367172975628,96.2157894713481,17.4,29.4,30.4,48.3,16.93788225840818,3.677008177628991,2024-01-16
31,SMU,109.19801722361782,92.35974328668595,18.4,33.6,26.1,51.3,16.83827393693187,3.48954710152844,2024-01-16
40,Cincinnati,110.95523911276088,95.29171166022334,15.9,26.6,30.7,50.9,15.663527452537537,3.467451746047896,2024-01-16
50,Butler,115.64842517997198,100.94682702149504,15.3,22.7,30.8,52.9,14.70159815847694,3.3981248766709333,2024-01-16
48,Nebraska,116.6265541747518,101.57548684593046,15.5,24.3,32.3,53.8,15.051067328821347,3.335101070581021,2024-01-16
43,Utah St.,114.33459490001336,98.723938062851,15.6,32.7,28.3,58.1,15.610656837162352,3.3232506706690335,2024-01-16
