,team,adjoe,adjde,TO%,FTR Def,3pD%,2p%,Adj_OtoD_Margin,gilgo_score,date
1,Purdue,127.32682160764205,93.89071421220204,16.7,22.9,30.9,54.9,33.436107395440004,14.6242755112184,2024-01-19
0,Houston,119.22727263900065,84.47932635753467,14.3,39.8,28.4,50.0,34.74794628146597,14.30054723169424,2024-01-19
2,Arizona,120.91666670904593,91.64145411008752,16.5,24.3,33.3,54.1,29.275212598958404,11.772829685364625,2024-01-19
3,Auburn,122.85205501934588,94.70248185478448,14.2,37.5,29.3,55.2,28.149573164561403,10.591389630382457,2024-01-19
4,Alabama,128.47774032612085,99.97217350973006,16.6,35.2,31.5,57.8,28.505566816390797,10.522395757998385,2024-01-19
6,BYU,119.44092036462888,94.61327879682248,15.2,28.7,27.2,58.9,24.827641567806396,9.4988113563619,2024-01-19
8,North Carolina,118.70483967319988,94.47955525137442,14.3,26.8,29.5,50.7,24.225284421825464,9.030223497313536,2024-01-19
7,Connecticut,123.78662705655655,98.13027859725908,15.6,35.7,33.3,59.9,25.656348459297476,8.824622560171461,2024-01-19
10,Illinois,121.21444307380906,97.79765215591875,16.2,23.1,31.1,54.8,23.41679091789031,8.55879245991309,2024-01-19
5,Tennessee,117.76517492780152,92.94522113351763,15.9,37.7,30.3,52.3,24.81995379428389,8.08902181451317,2024-01-19
14,Creighton,115.81759081313194,94.94765163058796,16.400000000000002,14.099999999999998,30.0,60.6,20.869939182543987,8.075112901351833,2024-01-19
11,Michigan St.,118.42874540678751,95.72950579609878,15.3,31.3,30.5,53.1,22.699239610688736,7.50258616252013,2024-01-19
17,Duke,120.92262255605404,99.6580229151939,13.3,26.6,33.6,54.4,21.26459964086014,7.193905780924684,2024-01-19
9,Iowa St.,114.42164567394788,91.9230429065101,15.4,32.300000000000004,33.2,55.1,22.498602767437774,7.11389768813704,2024-01-19
18,Kentucky,122.62713882452616,101.42892815173587,12.9,30.5,31.4,56.2,21.19821067279028,7.085958510402072,2024-01-19
13,Marquette,115.90595313118844,94.8664228550728,14.4,27.1,33.6,56.7,21.03953027611564,6.8940634684305415,2024-01-19
12,Kansas,116.60833003833784,95.38966309943105,17.0,25.3,31.7,56.1,21.218666938906793,6.868836832733143,2024-01-19
16,Wisconsin,121.2963747700231,99.94590564486558,15.1,30.7,35.2,53.3,21.35046912515753,6.399536166346092,2024-01-19
19,Utah,118.10846128955,98.06020531254744,16.1,24.4,34.0,53.6,20.048255977002555,6.131236145971557,2024-01-19
21,Indiana St.,121.07815616365248,101.01140679630028,17.0,27.6,32.5,60.7,20.0667493673522,6.025117114084843,2024-01-19
28,Dayton,120.87684115614609,102.05527349302533,16.8,19.8,32.2,54.1,18.82156766312076,5.854456274503662,2024-01-19
20,Baylor,120.43428066548124,100.43730197815805,16.3,31.2,29.7,53.4,19.996978687323193,5.7685569992671475,2024-01-19
25,Gonzaga,116.63945294952865,98.19849046298904,16.0,27.1,32.4,56.7,18.440962486539604,5.136137116789157,2024-01-19
22,San Diego St.,114.18159951873082,95.63104059164576,15.7,32.5,28.8,51.7,18.550558927085063,4.886490945521889,2024-01-19
23,Oklahoma,113.95423353079111,95.5556323927478,18.9,28.7,27.8,57.6,18.39860113804332,4.8684966942064225,2024-01-19
32,Texas Tech,117.82027393823678,100.36180053472116,16.1,22.7,32.7,52.9,17.458473403515626,4.793418776144532,2024-01-19
15,Saint Mary's,113.06711072080564,93.03151385253582,17.5,36.5,33.7,52.1,20.03559686826982,4.735964089644592,2024-01-19
33,Clemson,121.1588032777684,103.29657703162115,14.7,30.4,35.1,55.8,17.862226246147245,4.449958010149819,2024-01-19
30,TCU,117.29306156042502,99.1771699495602,17.2,32.5,30.6,54.2,18.11589161086482,4.3003438826275415,2024-01-19
24,St. John's,116.87018577178488,98.12874306980882,16.7,34.5,32.4,49.5,18.741442701976055,4.293930048205394,2024-01-19
39,Florida Atlantic,119.68560097083532,102.74684460098509,16.3,25.6,33.8,57.2,16.93875636985024,4.212641385608646,2024-01-19
