,team,adjoe,adjde,TO%,FTR Def,3pD%,2p%,Adj_OtoD_Margin,gilgo_score,date
1,Purdue,127.49749213347464,93.91445254296204,16.400000000000002,22.4,31.7,54.8,33.5830395905126,14.744054150212683,2024-02-03
0,Houston,117.98503644367996,82.89595637869665,14.099999999999998,38.9,28.3,48.3,35.08908006498331,14.583388839639815,2024-02-03
3,Connecticut,124.01937896898852,95.64791608867878,15.4,35.6,32.6,59.5,28.371462880309736,10.56779235698894,2024-02-03
2,Auburn,119.12320773702766,91.41453876470774,14.9,37.0,29.1,54.8,27.708668972319913,10.255588073115147,2024-02-03
4,Arizona,120.82693865959834,94.06795663943008,16.3,25.4,34.2,54.9,26.75898202016826,10.12067903230264,2024-02-03
7,BYU,120.84256631962688,95.67067705461945,16.0,29.3,29.8,60.0,25.171889265007437,9.343302451654534,2024-02-03
8,Alabama,125.95226368158316,99.81736846794382,17.0,34.8,32.0,57.9,26.13489521363934,9.009486080319997,2024-02-03
10,Illinois,121.56268424502392,97.64355323825863,15.7,23.3,31.5,53.9,23.919131006765284,8.871519914126822,2024-02-03
9,North Carolina,116.36855546268094,92.71540254307789,14.7,28.2,29.8,50.3,23.65315291960306,8.447123280957866,2024-02-03
6,Tennessee,116.0832268670574,91.6806511373801,15.1,36.9,30.1,52.2,24.40257572967731,8.056621195103157,2024-02-03
5,Iowa St.,115.6013804881359,91.25412631678196,15.9,34.0,33.3,54.4,24.34725417135394,7.969625044525902,2024-02-03
13,Marquette,116.41915447968977,94.54698364652928,14.7,27.0,33.4,57.4,21.87217083316048,7.397924208227893,2024-02-03
18,Creighton,116.57551716484843,96.77251678160468,15.4,15.6,31.8,60.2,19.803000383243756,7.29603023377869,2024-02-03
14,Kansas,118.17350309955908,96.00122746214424,16.5,27.4,32.9,56.3,22.17227563741484,7.248188138823053,2024-02-03
12,Wisconsin,121.13231727065497,98.37257870369513,15.3,30.9,36.0,53.7,22.75973856695984,7.1548905258455004,2024-02-03
11,Michigan St.,117.37109610201888,95.27356318768722,14.8,32.0,31.4,52.5,22.097532914331666,7.064095077742313,2024-02-03
19,Dayton,119.66682536266477,99.6798214518476,15.3,21.3,30.9,53.5,19.987003910817165,6.76312238559847,2024-02-03
17,Duke,119.16458855456762,98.90610251549651,13.7,27.800000000000004,33.7,53.8,20.2584860390711,6.374776483833371,2024-02-03
23,Kentucky,120.33143847282751,100.91687702225286,13.0,31.3,32.2,54.1,19.414561450574652,5.779332484850538,2024-02-03
