,team,adjoe,adjde,TO%,FTR Def,3pD%,2p%,Adj_OtoD_Margin,gilgo_score,date
1,Purdue,128.21324571966153,94.26262937269011,16.3,23.0,30.9,54.1,33.950616346971415,14.97197597165256,2024-01-25
0,Houston,119.36161004251744,84.39675264711632,14.2,40.0,28.0,48.7,34.964857395401125,14.423963011194685,2024-01-25
2,Auburn,122.94023899447018,94.3801750304358,14.7,36.6,29.6,55.7,28.560063964034384,10.832939018060975,2024-01-25
3,Arizona,121.106179570631,94.40081039171857,16.400000000000002,24.4,33.4,54.3,26.705369178912434,10.210675199136583,2024-01-25
5,Alabama,126.88538709400984,100.1282221644033,17.4,34.9,31.1,56.8,26.757164929606546,9.351520607059994,2024-01-25
9,BYU,121.50269667710128,96.91343552342852,15.6,29.4,29.4,59.1,24.589261153672766,9.050749303740385,2024-01-25
4,Tennessee,118.7250034301626,92.5451368903114,15.5,38.0,29.8,52.6,26.179866539851204,9.006718589309234,2024-01-25
8,North Carolina,118.45535441121292,94.3437927542104,14.2,28.8,28.4,51.2,24.111561657002525,8.89365261077154,2024-01-25
7,Connecticut,124.42880725556742,98.75655995196144,15.4,35.6,33.1,59.7,25.672247303605985,8.88727085519965,2024-01-25
10,Illinois,122.82548411667042,99.43550366324148,16.1,22.5,32.2,54.5,23.389980453428947,8.518338076591656,2024-01-25
6,Iowa St.,116.54091550572582,92.41643220305464,15.9,34.2,33.2,54.8,24.12448330267118,7.835034814629417,2024-01-25
15,Creighton,116.95836025926532,96.64927929077868,15.6,15.1,30.4,59.6,20.30908096848664,7.71188939077685,2024-01-25
11,Michigan St.,118.2285672393536,95.82472436174518,15.1,30.9,30.8,52.6,22.40384287760841,7.3543941553411285,2024-01-25
17,Dayton,121.97605005208442,101.4951843190182,15.8,19.8,32.2,54.3,20.480865733066224,7.040628097170394,2024-01-25
13,Marquette,116.39634462865573,95.98645709621228,14.7,27.3,33.8,57.7,20.40988753244345,6.454881394790504,2024-01-25
14,Wisconsin,122.5951999938432,101.15272938533798,15.2,30.7,35.9,53.4,21.442470608505218,6.385857071188184,2024-01-25
21,Kentucky,123.98331945616546,103.79863011364183,13.2,31.5,32.0,55.8,20.184689342523626,6.26381049893941,2024-01-25
20,Gonzaga,117.80056929958008,98.28031177659248,15.6,26.4,31.8,57.3,19.520257522987592,5.99315708902243,2024-01-25
16,Kansas,117.8895390646676,98.06392393027257,16.5,27.0,32.3,56.2,19.825615134395036,5.899125231980973,2024-01-25
24,Duke,120.63923229125984,101.37155166824192,13.5,27.700000000000003,34.3,54.2,19.267680623017924,5.777335180040933,2024-01-25
22,Baylor,121.75118494081306,102.0013223816956,16.400000000000002,31.3,30.7,53.1,19.74986255911746,5.502666161061651,2024-01-25
12,Saint Mary's,114.04963595500206,92.95812835246234,17.5,36.5,32.4,51.8,21.09150760253972,5.475069637549231,2024-01-25
29,Texas Tech,119.69407056758668,101.70258302946954,15.7,21.6,32.8,52.5,17.99148753811714,5.268607398251454,2024-01-25
26,Indiana St.,121.34239517569122,102.68686558335938,17.299999999999997,26.6,33.3,61.0,18.655529592331845,5.152373051322426,2024-01-25
18,SMU,113.31014929875153,94.4495754733667,17.8,31.9,26.0,51.6,18.86057382538482,4.999900033484739,2024-01-25
19,St. John's,117.04288977784232,97.5900359887339,16.900000000000002,33.2,31.3,49.8,19.452853789108417,4.9128408113561335,2024-01-25
23,New Mexico,115.68281663924265,97.04413171492172,14.4,35.5,31.7,53.4,18.638684924320927,4.697147803835764,2024-01-25
28,Utah,117.60889826326311,99.69538132373656,16.3,24.8,35.0,54.0,17.91351693952656,4.6900453331111995,2024-01-25
30,Clemson,121.34603503258202,103.16297671403436,15.1,31.3,34.6,55.8,18.183058318547666,4.534315574314075,2024-01-25
27,San Diego St.,113.96767666349054,96.44734722763526,15.2,31.9,29.7,52.9,17.520329435855274,4.3621509558717175,2024-01-25
25,Colorado,117.730209648766,99.25539742676088,18.5,29.4,33.8,55.0,18.474812222005127,4.358735455423128,2024-01-25
31,Florida,119.70627832591951,101.86003175159615,16.900000000000002,31.9,32.4,52.0,17.84624657432336,4.032360410337249,2024-01-25
36,Ohio St.,117.28794169583313,100.6977429314779,15.6,25.3,34.8,50.9,16.590198764355222,3.876671246256686,2024-01-25
33,Oklahoma,113.36815220903104,96.77557319481926,18.4,29.5,28.5,56.3,16.59257901421178,3.681023198669183,2024-01-25
40,Nebraska,119.43971451729004,103.61509062660136,15.9,25.2,32.7,52.8,15.824623890688684,3.5936205733200968,2024-01-25
35,Xavier,116.15691378880608,99.6303478718526,16.400000000000002,30.2,32.1,48.5,16.526565916953473,3.389305209341617,2024-01-25
32,Mississippi St.,113.62557840098675,96.81171003860904,18.4,33.900000000000006,27.8,53.6,16.81386836237772,3.3796097010504074,2024-01-25
47,Miami FL,117.01314636339126,102.50244818367024,17.8,19.6,29.3,55.4,14.510698179721018,3.3465258896298193,2024-01-25
42,Florida Atlantic,119.63227336602976,104.12435084006638,16.1,26.4,34.2,56.6,15.50792252596338,3.248632740837661,2024-01-25
34,Texas,117.84148947221784,100.81065254867056,17.9,33.2,33.8,54.3,17.030836923547284,3.2024105233638425,2024-01-25
37,TCU,117.31971302028468,100.8014918150885,18.1,32.5,31.2,55.0,16.518221205196184,3.1505649351696707,2024-01-25
43,Colorado St.,118.1113073288266,102.84726096640198,14.8,28.8,34.8,58.7,15.264046362424622,3.10886828107902,2024-01-25
52,Butler,116.23708592548113,102.31344023611038,14.6,22.7,31.4,52.1,13.923645689370744,2.969173870516154,2024-01-25
39,Villanova,113.63917641154158,98.55036968527892,15.1,27.500000000000004,33.3,50.9,15.08880672626266,2.9591221030202233,2024-01-25
44,Utah St.,115.29801558084198,100.51717270010028,15.8,31.1,28.1,57.7,14.780842880741702,2.937064157252437,2024-01-25
38,Cincinnati,111.49092462898788,96.6771724989416,16.3,27.500000000000004,31.9,51.0,14.813752130046282,2.704738799328232,2024-01-25
63,Princeton,117.83225678627016,104.6526901258683,13.8,23.1,33.1,59.0,13.17956666040186,2.6832856628451336,2024-01-25
46,Wake Forest,116.41111701422408,101.5514033210963,15.7,29.9,32.9,52.7,14.859713693127773,2.580175352807941,2024-01-25
49,Mississippi,117.38771079566273,102.8965389738122,15.1,29.1,31.5,49.3,14.491171821850529,2.5409648113288217,2024-01-25
53,Drake,115.57755759975852,101.75912145728591,14.099999999999998,30.6,33.3,58.3,13.818436142472606,2.28434604690829,2024-01-25
55,Iowa,117.46075914431354,103.83187111527631,13.6,29.6,33.0,53.8,13.628888029037228,2.2352216977127073,2024-01-25
48,Nevada,113.28101396997252,99.25966915452176,14.000000000000002,33.7,31.2,53.0,14.02134481545076,2.144070337424962,2024-01-25
41,Boise St.,111.35249984716395,96.8063578262792,17.8,32.5,29.0,49.8,14.546142020884758,2.017996632739701,2024-01-25
45,Providence,108.17465016746412,94.35725286291768,18.2,26.4,31.9,55.5,13.817397304546446,2.015612355773332,2024-01-25
50,Washington St.,113.52924256834582,99.59213808866711,15.5,33.0,32.0,53.8,13.937104479678709,1.8661337326040122,2024-01-25
51,South Carolina,114.69796287224948,100.6810803915762,16.1,31.2,32.9,51.3,14.016882480673274,1.8352983132106975,2024-01-25
66,Richmond,108.70620297416934,97.64171732784892,12.5,24.8,29.8,51.8,11.06448564632042,1.5005362442554566,2024-01-25
59,Texas A&M,114.9797435506482,101.94668732629728,14.499999999999998,32.2,33.6,47.2,13.033056224350915,1.2314642968540586,2024-01-25
54,Northwestern,116.21810195566223,102.66700851303582,13.5,37.2,36.5,52.4,13.55109344262641,1.1719670000021087,2024-01-25
57,Oregon,115.9448060273126,102.77997011684492,15.0,35.3,34.7,52.7,13.164835910467673,1.014999905385281,2024-01-25
58,Virginia Tech,111.75950453264592,99.08783590629864,18.4,29.0,31.9,53.5,12.671668626347284,0.9800178620718434,2024-01-25
61,Seton Hall,115.6081927675985,102.54176304816107,19.0,27.800000000000004,34.2,50.1,13.066429719437423,0.9462221288568269,2024-01-25
68,Virginia,105.56305510813957,95.09178627581883,13.7,23.9,31.5,48.3,10.471268832320732,0.7802239877156456,2024-01-25
62,Bradley,113.85953606717533,101.02531582029856,18.5,34.4,32.5,55.3,12.834220246876768,0.5634743505948281,2024-01-25
65,Saint Joseph's,113.31662919097349,101.73040835633395,16.0,31.6,31.0,52.5,11.586220834639533,0.5199947091301154,2024-01-25
69,Pittsburgh,111.35708251834536,100.38262817834028,14.7,30.1,30.2,50.7,10.974454340005082,0.5154671474030994,2024-01-25
60,Kansas St.,108.90200512720509,96.57567907676868,21.2,27.800000000000004,31.6,52.6,12.326326050436407,0.4081588907662079,2024-01-25
67,Georgia,111.2820685167253,100.04221441630762,16.2,28.7,31.4,48.3,11.239854100417688,0.38826100125478913,2024-01-25
82,Appalachian St.,106.86909679142796,97.8599088450974,15.4,21.3,30.9,56.0,9.00918794633057,0.12485464726164786,2024-01-25
56,North Texas,108.96450218558282,96.41589229718905,19.4,36.4,30.1,48.0,12.54860988839377,0.02405203192019867,2024-01-25
72,Memphis,114.62681592245178,103.78255886008893,17.9,28.2,33.0,53.6,10.844257062362857,-0.06090319195865734,2024-01-25
76,James Madison,110.661526665414,100.62913329314529,14.7,34.2,28.2,54.4,10.032393372268714,-0.17154004291608493,2024-01-25
80,Syracuse,107.2235468794277,97.83647594701888,17.2,26.3,30.8,49.6,9.387070932408818,-0.5985367312306207,2024-01-25
71,San Francisco,110.4398133194344,99.81472095499164,18.0,35.6,32.2,58.3,10.625092364442764,-0.6982936576899148,2024-01-25
86,Boston College,115.60262990682848,106.38710033746617,14.000000000000002,28.9,35.7,51.7,9.215529569362317,-0.7376769626889865,2024-01-25
78,Michigan,116.4401555810882,106.18382744188328,17.5,30.7,35.6,52.3,10.256328139204925,-0.833089835084996,2024-01-25
75,Washington,115.10261050988828,104.5646061240126,16.5,36.3,33.9,53.6,10.53800438587568,-0.8418673246158346,2024-01-25
64,UCF,103.58841534887434,92.70368695045812,18.4,34.9,33.0,47.4,10.884728398416215,-0.9326656769661092,2024-01-25
73,Grand Canyon,112.82810630049885,102.36127055590136,18.6,34.9,32.8,55.2,10.466835744597489,-0.9711801957955324,2024-01-25
81,North Carolina St.,110.69847975431595,101.08758834985456,14.000000000000002,35.2,34.2,50.1,9.610891404461398,-1.013556243278548,2024-01-25
87,Yale,111.27490871363295,102.47684874249008,14.7,28.7,35.1,50.7,8.798059971142877,-1.073233417602846,2024-01-25
77,St. Bonaventure,110.70216651248025,100.712130855273,16.7,36.7,30.9,50.9,9.990035657207244,-1.0881282491035813,2024-01-25
92,Stanford,113.44259520939964,104.94850187999262,17.7,23.8,35.3,53.8,8.494093329407022,-1.2275030690617168,2024-01-25
88,McNeese St.,111.42545310939454,102.89083371265932,14.6,30.4,33.5,49.0,8.534619396735224,-1.2990821679915137,2024-01-25
70,Florida St.,109.7627293805922,98.96258569513296,16.3,42.9,32.9,49.6,10.800143685459247,-1.3054623518698598,2024-01-25
79,USC,112.61545372375986,102.72432684803628,19.4,30.9,35.7,50.8,9.891126875723572,-1.4467626058086218,2024-01-25
95,Charlotte,111.07410984937968,103.13801754841212,15.4,30.6,30.9,52.8,7.936092300967559,-1.4952836964097898,2024-01-25
74,Samford,115.15251393466032,104.59932051541972,19.0,37.8,35.3,53.8,10.5531934192406,-1.498852014263234,2024-01-25
99,UNLV,116.10567765562372,108.07809167666082,14.7,29.5,35.8,53.1,8.027585978962904,-1.6020225528326284,2024-01-25
89,Indiana,110.96452666951724,102.4809582098116,17.299999999999997,31.0,33.7,53.2,8.483568459705637,-1.729923239579561,2024-01-25
94,Minnesota,109.56317010782963,101.64899029091326,18.3,27.6,33.1,56.3,7.9141798169163735,-1.7863503116810129,2024-01-25
84,LSU,109.28604679294573,100.37510866335046,18.9,32.4,32.8,52.5,8.910938129595266,-1.8179277409468877,2024-01-25
101,Arizona St.,105.07303475300628,98.231776086571,15.0,25.6,31.9,48.7,6.84125866643528,-1.8314322134744796,2024-01-25
96,Southern Illinois,112.08805081083814,104.15124413891267,16.7,34.5,28.3,53.1,7.936806671925467,-1.8608979301254651,2024-01-25
83,UC Irvine,107.44826680346452,98.51278268716248,18.1,35.5,32.0,50.1,8.935484116302035,-1.9664046890557587,2024-01-25
85,Maryland,105.5129802408159,97.08015719261196,18.1,32.2,33.2,49.9,8.432823048203943,-2.066477940595595,2024-01-25
90,Massachusetts,113.3718136039562,104.82235387327204,15.5,40.6,33.6,53.2,8.549459730684163,-2.2769295642826615,2024-01-25
105,UC San Diego,111.7575163712444,105.02298612628496,15.1,28.2,35.2,51.7,6.734530244959444,-2.3304365505747393,2024-01-25
100,Northern Iowa,110.23688438292896,102.94371584954597,15.7,31.2,35.3,52.8,7.293168533382996,-2.345967194636372,2024-01-25
97,George Mason,109.35717599485608,101.70933819468851,17.599999999999998,31.0,34.2,51.8,7.647837800167565,-2.372118941897786,2024-01-25
91,Louisiana Tech,108.97742698209004,100.78694078149329,18.8,31.6,33.8,47.6,8.190486200596752,-2.392803417635982,2024-01-25
106,Drexel,110.39819606610445,103.8887635349762,17.4,27.1,30.9,51.5,6.50943253112824,-2.4132961560117736,2024-01-25
104,Akron,109.82565087694854,103.13677482875016,17.599999999999998,28.8,33.0,55.1,6.688876048198381,-2.5563856105989875,2024-01-25
112,Liberty,112.57499154476486,106.4599445652252,15.0,30.9,32.1,55.0,6.115046979539656,-2.5969713424808103,2024-01-25
98,VCU,111.19678431643683,103.47365954455684,18.9,35.9,29.6,52.6,7.723124771879995,-2.610743889153203,2024-01-25
103,Penn St.,110.35424546280515,103.51600302042269,15.1,34.5,32.3,51.6,6.838242442382466,-2.627222110146696,2024-01-25
93,Duquesne,108.54037351670148,100.58995796747875,17.4,35.9,34.3,48.3,7.9504155492227255,-2.725096514974137,2024-01-25
111,Montana,113.2485113371316,107.04363440338368,14.8,33.4,33.8,54.6,6.204876933747926,-2.890325070413766,2024-01-25
