,0
0,Arizona
1,Oregon State
2,California Baptist
3,UT Rio Grande Valley
4,Southern Utah
5,Tarleton State
6,Southeast Missouri State
7,UT-Martin
8,Montana St.
9,Sacramento State
10,Cal State Bakersfield
11,Cal St. Northridge
