,0
0,Sacramento State
1,Northern Arizona
2,SIU-Edwardsville
3,Southeast Missouri State
4,Oregon State
5,Colorado
6,Tarleton State
7,UT Rio Grande Valley
8,Southern Utah
9,California Baptist
10,Cal Poly
11,Cal State Bakersfield
