,0
0,Alabama
1,San Diego St.
2,North Carolina St.
3,Arizona
4,Purdue
5,Tennessee
6,Kansas St.
7,Marquette
8,Houston
9,Drake
10,Xavier
11,Penn St.
12,Kansas
13,Connecticut
14,Gonzaga
15,UCLA
