,0
0,25.05776415915078
1,5.297377544556582
2,1.4087005681209206
3,4.296576721935935
4,2.1223059616587676
5,13.057607230840105
6,1.411362781047643
7,9.551011321078072
8,34.61061331569406
9,0.5601805670814741
10,7.378342837686219
11,18.10568832584716
12,2.6847287687344163
13,10.600950120920537
14,5.298434951839845
15,10.495022807617715
16,37.30230963969856
17,10.409974256609466
18,5.046767687793064
19,1.8449370402091034
20,3.506328821410939
21,8.824201030855
22,7.334035906464692
23,6.841460120390778
24,30.468355471349952
25,5.280454657598412
26,9.29295435328305
27,0.2903866713658232
28,4.317680630436868
29,20.60203304755961
30,0.8302904912377898
31,27.893404896317513
