,0
0,Alabama
1,College of Charleston
2,North Carolina St.
3,Arizona
4,Purdue
5,Tennessee
6,Kansas St.
7,Marquette
8,Houston
9,Drake
10,Pittsburgh
11,Penn St.
12,Arkansas
13,Iona
14,Gonzaga
15,UCLA
