,0
0,17.689312869300984
1,6.919680162521338
2,6.9948948926078955
3,11.828532454744256
4,0.8846167873281061
5,7.920688255914797
6,1.3773710402298391
7,2.5127707306969853
8,20.81577965987144
9,0.19297661272958067
10,12.232034942412547
11,14.459459440031111
12,1.5063064610522758
13,11.160033977698951
14,2.597532396103638
15,8.763571953957133
16,30.614968337954465
17,10.343795629353046
18,9.70873141050393
19,0.798567571353594
20,4.259263572869365
21,0.6100427743185861
22,8.147246671835845
23,1.2075746422851807
24,19.728617139370947
25,2.2074627591826683
26,0.3844461974579332
27,5.664588614451084
28,6.266328090752609
29,12.25733370101716
30,1.8656607594166275
31,18.805946468906455
