,0
0,Alabama
1,Maryland
2,College of Charleston
3,Furman
4,North Carolina St.
5,Baylor
6,Utah St.
7,Arizona
8,Purdue
9,Florida Atlantic
10,Oral Roberts
11,Tennessee
12,Kentucky
13,Kansas St.
14,Michigan St.
15,Marquette
16,Houston
17,Auburn
18,Drake
19,Indiana
20,Pittsburgh
21,Xavier
22,Penn St.
23,Colgate
24,Kansas
25,Arkansas
26,VCU
27,Iona
28,TCU
29,Gonzaga
30,Boise St.
31,UCLA
