,0
0,Auburn
1,Michigan
2,Iowa St.
3,Michigan St.
4,Florida
5,Maryland
6,Texas Tech
7,St. John's
8,Duke
9,Arizona
10,Wisconsin
11,Alabama
12,Houston
13,Purdue
14,Texas
15,Tennessee
