rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,ajdt
186,Fairfield,MAAC,22-12,107.2709387130641,139,109.36933583054217,257,0.44453247637214854,186,22,12,14,6,14-6,0.34416863280640525,0.3740453562173172,0.3220536031558394,0.34416863280640525,0.3740453562173172,0.3220536031558394,0.9200923076046764,0.8821051765646971,100.26508993004559,106.42382782863713,100.26508993004559,106.42382782863713,111.42065546372297,111.92249533117877,0,0,0,0,0.043580637894243046,1574,1446,1379.0625000000002,1.1413550872422387,1.048538409245411,0,0.7,-7.968577229,161,79,68.32611239720258
187,Temple,Amer,16-20,101.93531077832927,236,103.9459327419475,148,0.4440790432506316,187,16,20,5,13,13-May,0.5391143734142125,0.43071878045397305,0.5849400315811002,0.5391143734142125,0.43071878045397305,0.5849400315811002,0.8351870076445322,0.8723265337055786,107.30534236624402,105.03001359780045,107.30534236624402,105.03001359780045,103.22278325300209,106.72639556099494,115.34031257476197,124.13612305624137,0.30045021099894037,3,0.020696503626414897,1250,1339,1221.5375,1.0233005536055997,1.0961595530223183,0,0.2777777777777778,-11.66150837,240,123,66.75691135307343
188,Vanderbilt,SEC,23-Sep,104.08564873267986,200,106.14008621631191,195,0.4440415639430378,188,9,23,4,14,14-Apr,0.6885692684400871,0.482847445,0.8377601036110993,0.6885692684400871,0.482847445,0.8377601036110993,0.6933505967851661,0.8594290578322457,111.00242831011434,101.5298989373566,111.00242831011434,101.5298989373566,105.37677058472623,106.05810193035619,113.72516327204295,115.1130600247589,0.46518244174102363,12,-0.01697908,1198,1415,1217.7374999999997,0.9837916628173151,1.1619909873843914,0,0.2222222222222222,-10.50985943,214,227,65.63030199795645
189,Pepperdine,WCC,13-20,105.99742938098747,164,108.34914954697553,240,0.43724359018561965,189,13,20,5,11,11-May,0.4811504348001476,0.44523601498407334,0.5490079316555502,0.4811504348001476,0.44523601498407334,0.5490079316555502,0.8181899375401325,0.8414820714391877,105.98246289773014,105.09946591286783,105.98246289773014,105.09946591286783,108.75897039516099,114.99113737974047,120.00220448474319,132.62550307490147,0.24044859399513455,7,-0.093255793,1167,1290,1086.0875,1.074499062000069,1.187749605809845,0,0.3125,-12.11664578,254,348,67.46449747755919
190,Stephen F. Austin,WAC,18-15,99.99363741556976,265,102.29866186345404,125,0.4348511414988314,190,18,15,10,10,10-Oct,0.43444599500377645,0.3907224984190631,0.4506428807572903,0.43444599500377645,0.3907224984190631,0.4506428807572903,0.8869857329913852,0.8867463680876444,103.48281801353082,105.09760569613955,103.48281801353082,105.09760569613955,101.04793173564805,103.11179553140578,220.28196318923165,159.16265643642203,0.9767355514544571,1,0.032021165,1455,1444,1438.9750000000001,1.0111363991730224,1.0034920690074531,0,0.5,-9.565822176,196,105,69.29152502
191,Long Beach St.,BW,21-14,105.3892448,174,107.95562922190162,233,0.4312662622734946,191,21.03639095582304,14.963609044176959,10,10,10-Oct,0.43238124313892834,0.42435779100976423,0.4205482999366403,0.44683064217752233,0.42435779100976423,0.4205482999366403,0.8652917008561849,0.8495317119471176,103.42982979919856,105.04024466360029,103.96188051675455,104.70432628408288,104.14574972563602,109.61613527550658,109.81981318304452,104.73000248606324,0.6331458068330008,1,0.095872877,1507,1515,1434.825,1.0503023016744202,1.0558778945167528,0,0.5,-8.049007152,163,16,71.40514598
192,Gardner Webb,BSth,17-16,102.08833520874092,230,104.5865279793812,158,0.4309375018471043,192,17,16,11,5,5-Nov,0.44390552523007515,0.4985875390919357,0.40107064169637335,0.44390552523007515,0.4985875390919357,0.40107064169637335,0.8741464708658921,0.8239462804641289,105.76720141500847,106.02217217160799,105.76720141500847,106.02217217160799,105.86306311153083,106.66251323593916,92.69472566790209,85.39894417280802,0.7196538257732688,1,0.018252258704062774,1194,1177,1109.4750000000001,1.0761846819441627,1.060862119470921,0,0.6875,-10.10295276,208,131,69.3740572
193,UMKC,Sum,16-16,100.59847135086446,258,103.09803361079413,137,0.42990287164537777,193,16,16,10,6,6-Oct,0.36655882895091474,0.3805093281353405,0.3596072079543832,0.36655882895091474,0.3805093281353405,0.3596072079543832,0.8847768147995589,0.8351230101651355,104.32877709836173,108.02719726371866,104.32877709836173,108.02719726371866,102.40223830159536,101.93380681735084,103.12449375444862,113.93250955799274,0.24118437725872596,3,-0.074686964,1170,1112,1090.825,1.072582678248115,1.0194119130016273,0,0.625,-11.01996778,224,331,66.42366183
194,Louisville,ACC,24-Aug,104.16752494384136,196,106.86529714963915,215,0.42701503903439947,194,8,24,3,17,17-Mar,0.6701113662827665,0.4406038969728245,0.789945755,0.6701113662827665,0.4406038969728245,0.789945755,0.7231280288870169,0.8710637110733689,110.24568548852666,102.20408283544236,110.24568548852666,102.20408283544236,105.14541833095312,107.90462825173654,114.38842203494347,115.32693351702666,0.4765252799745814,10,-0.055632168,1392,1606,1396.0249999999999,0.997116814,1.150409197543024,0,0.15,-12.51441457,266,294,69.51067622573328
195,Illinois St.,MVC,15-17,101.78637653339064,238,104.51405544291762,155,0.4245504075601475,195,15,17,9,11,11-Sep,0.506976789,0.37337648306403454,0.5864122340473665,0.506976789,0.37337648306403454,0.5864122340473665,0.8420573428679311,0.8871057084793583,106.33730603721862,105.15646965250453,106.33730603721862,105.15646965250453,105.56231874322538,106.21025442510434,102.89840780352978,96.22989539502018,0.6836342598921674,4,0.024129640402580088,1328,1361,1274.2125,1.0422123468416766,1.068110695821929,0,0.45,-10.03011884,207,113,63.67304702119121
196,Rhode Island,A10,20-Dec,106.16573532406932,157,109.07853472508785,251,0.4228054656053268,196,12,20,6,12,12-Jun,0.5688371155596303,0.4813780990080332,0.6374223465224896,0.5688371155596303,0.4813780990080332,0.6374223465224896,0.8193357622254342,0.8402658846021046,107.01538572304032,103.21189172662113,107.01538572304032,103.21189172662113,108.20290741378541,111.32392016742178,116.8757532355665,127.5706226178714,0.2675820955743028,4,-0.013433515,1305,1430,1249.3125,1.0445745159837911,1.1446295462504377,0,0.3333333333333333,-11.98416572,250,216,68.61564058
197,Monmouth,CAA,18-15,104.7037811422829,185,107.66662267461359,222,0.42045629535026613,197,18,15,10,8,8-Oct,0.4669386581084159,0.5196125568051566,0.4293021731166699,0.4669386581084159,0.5196125568051566,0.4293021731166699,0.8594486992389339,0.8127714813119069,104.75337776447225,106.45949440731718,104.75337776447225,106.45949440731718,104.67547977134386,107.69141837240217,100.00712984298445,99.34293178193296,0.5191486526679503,2,0.073328446,1313,1289,1221.8874999999998,1.0745670121021782,1.054925269306708,0,0.5555555555555556,-8.454000047,170,35,67.71376927776758
198,Eastern Kentucky,ASun,17-14,106.80466993492462,146,109.83035881270402,271,0.42036960624859904,198,17,14,12,4,4-Dec,0.3497439280655586,0.42769113,0.2918953109017862,0.3497439280655586,0.42769113,0.2918953109017862,0.8884754079006789,0.8130860218862266,104.81358684599783,108.99182615663052,104.81358684599783,108.99182615663052,109.36128566611325,109.02203513359592,91.33019066051583,104.63322134906181,0.1731068413644874,2,-0.045477921,1284,1193,1107.4375,1.1594333766013882,1.0772616964840003,0,0.75,-9.403645098,189,282,68.43401225927097
199,Penn,Ivy,18-Nov,108.36539984709341,117,111.45747563489155,309,0.4198122232093337,199,11,18,3,11,11-Mar,0.4878429911025016,0.4705993181186602,0.5063183550137603,0.4878429911025016,0.4705993181186602,0.5063183550137603,0.8193126034002415,0.7817090386054676,106.31444840555402,104.21317978178392,106.31444840555402,104.21317978178392,108.39571222347722,113.23269831052757,140.74061591492773,136.15262499211747,0.5941465995255802,4,-0.086158326,997,1057,921.575,1.0818435829965005,1.146949515774625,0,0.21428571428571427,-11.19928266,228,345,65.50005999700356
200,Texas St.,SB,17-18,98.92617614,285,101.7645325440963,106,0.41938238286589935,200,17,18,7,11,11-Jul,0.47934197601772915,0.5146671726659794,0.45119798068389433,0.47934197601772915,0.5146671726659794,0.45119798068389433,0.8366008734760139,0.7568075698046187,105.88814000623172,104.75390246713124,105.88814000623172,104.75390246713124,98.87419017,104.67355880800771,86.86317240281298,101.25535885842204,0.14640475578529555,3,0.030194148,1228,1284,1230.7375000000002,0.9977757239053818,1.0432768969825001,0,0.3888888888888889,-10.33850142,210,107,66.31551576739857
201,Montana St.,BSky,17-17,102.88528208624491,220,105.85452492754007,189,0.418924946,201,18.649018413823956,16.350981586176044,9,9,9-Sep,0.3647530278167763,0.3596447437255022,0.3598844013645301,0.3623461866427652,0.3596447437255022,0.3598844013645301,0.9140310720333004,0.8908458952252291,104.08862526887953,108.15470902391128,103.88812019519398,108.0876601344042,104.41945831604015,105.74614072363075,91.43266371631834,106.37198775355809,0.14926161855777803,1,-0.071564988,1354,1327,1258.55,1.0758412458781932,1.054387986174566,0,0.5,-12.62466464,268,328,68.48880736346212
202,Northern Kentucky,Horz,18-15,101.57750101914525,242,104.52699074761337,157,0.4184432029072992,202,18,15,12,8,8-Dec,0.3991724443802253,0.45784809679289995,0.35926801966851774,0.3991724443802253,0.45784809679289995,0.35926801966851774,0.8798133189299099,0.8029154059151226,104.59188951730144,108.10579174863418,104.59188951730144,108.10579174863418,100.55884822938668,102.9126531398105,108.77360895886335,112.77327957109193,0.3976484536845259,3,0.010393444206278968,1491,1428,1409.4750000000001,1.0578406853615707,1.0131431916138987,0,0.6,-9.516243193,194,150,67.89984272
203,Columbia,Ivy,13-14,106.44491599811676,152,109.63511559554846,267,0.41590760749825867,203,13,14,4,10,10-Apr,0.38274112095438084,0.24906941685385275,0.5068648461905856,0.38274112095438084,0.24906941685385275,0.5068648461905856,0.8923350985876909,0.9277722443914983,102.82616450311853,106.05230457649401,102.82616450311853,106.05230457649401,107.56666495147245,110.09754438995871,85.63681418,96.73571037915958,0.1975822094368927,1,-0.077585715,1015,1077,954.0875000000001,1.0638437250252204,1.1288272826129677,0,0.2857142857142857,-9.851713313,202,337,68.49390387432058
204,George Washington,A10,15-17,106.1196072040309,158,109.4008899198582,259,0.4133338589695748,204,15,17,4,14,14-Apr,0.500527942,0.293714399,0.6514851638552374,0.500527942,0.293714399,0.6514851638552374,0.8417793642317171,0.9217829110192336,104.47897167195127,104.52898468722131,104.47897167195127,104.52898468722131,109.91900748453385,113.79325348408564,106.62083173463718,114.85285567305642,0.2983247293742712,2,0.014060999075766523,1346,1475,1264.3999999999999,1.0645365390699146,1.1665612148054414,0,0.2222222222222222,-10.00378938,206,137,70.00100028619309
205,Tulsa,Amer,16-15,101.37919997818975,245,104.6332684167467,162,0.4101545411209744,205,16,15,7,11,11-Jul,0.47648713657060393,0.2915207828687394,0.5989017297237349,0.47648713657060393,0.2915207828687394,0.5989017297237349,0.8703847986519128,0.9406996616441409,104.84461808307614,105.95336925458932,104.84461808307614,105.95336925458932,102.22386481536078,106.75810803855865,97.88117093586384,109.3100499961092,0.21925852066411636,1,0.05000583,1320,1413,1291.4,1.0221465076660987,1.0941613752516648,0,0.3888888888888889,-9.229509957,185,70,70.43528753130944
206,Northern Colorado,BSky,19-13,107.86986690533567,125,111.43449557576079,308,0.4076036279631981,206,19,13,12,6,6-Dec,0.35761311384978745,0.35495956868252665,0.3611170734052467,0.35761311384978745,0.35495956868252665,0.3611170734052467,0.9130564081089645,0.8909025906164054,103.41553960496975,108.04087626804738,103.41553960496975,108.04087626804738,110.69083621418889,112.62594058338634,95.15066034230705,104.62715781533413,0.2512740937141347,1,0.03325525,1463,1391,1274.825,1.1476084952836663,1.091130155,0,0.6666666666666666,-8.956281031,177,102,69.86881564
207,Cleveland St.,Horz,20-14,106.33006640410505,154,109.89489189363087,272,0.40631326639008725,207,20,14,11,9,9-Nov,0.38810500231710693,0.4288248688649545,0.36045671217645375,0.38810500231710693,0.4288248688649545,0.36045671217645375,0.8877829135294955,0.8265571201233733,103.06815330839898,107.96411108602427,103.06815330839898,107.96411108602427,105.80810052393929,112.55350324129554,106.7873794505854,96.89348922193756,0.7536389700075748,2,0.044244012632206786,1502,1514,1366.4249999999997,1.0992187642936864,1.1080008050204002,0,0.55,-8.676221091,173,78,67.32063409049397
208,Saint Peter's,MAAC,19-13,96.81690133838696,314,100.15697758525461,82,0.40370592846164466,208,19.042621164100968,13.957378835899034,12,8,8-Dec,0.36463297249387944,0.42328552129379315,0.32605257054422243,0.3820168484670477,0.42328552129379315,0.32605257054422243,0.892707657,0.84335754,101.31504048201852,106.63420166241072,101.7620579053944,106.15351418537426,96.75449940224574,100.3583971656813,111.00791660719827,102.73998597631557,0.7089111195297109,1,0.042663248,1341,1274,1340.025,1.000727598365702,0.9507285311841196,0,0.6,-8.768736848,175,82,63.988627274781564
209,Radford,BSth,16-17,107.13209582163057,141,110.96820235949406,297,0.40021185938615206,209,16,17,5,11,11-May,0.4109415459174153,0.40873655229923944,0.40483392145048064,0.4109415459174153,0.40873655229923944,0.40483392145048064,0.8689796156221594,0.8238559956970367,104.19692642388186,106.58700929312579,104.19692642388186,106.58700929312579,109.15120808501814,114.28350571041275,108.02634552371333,115.39342403473557,0.318932779,2,-0.023632009,1144,1195,1044.6000000000001,1.0951560405896992,1.1439785563852192,0,0.3125,-11.08813106,226,237,63.52899647213361
210,Jacksonville St.,CUSA,14-18,101.12463292796494,249,104.86691201397626,169,0.3970216677566799,210,14,18,6,10,10-Jun,0.4035199500858444,0.33937648352427574,0.4735471636260171,0.4035199500858444,0.33937648352427574,0.4735471636260171,0.8898710887323795,0.8928457926497807,103.19573056026543,105.3582766955261,103.19573056026543,105.3582766955261,103.15913841107604,106.83482983284554,100.23951599311442,99.24276728,0.5286995561044414,1,-0.078038561,1084,1114,1069.3625,1.0136880618125286,1.0417421594641667,0,0.375,-12.97709457,272,338,64.56236780848845
211,Northeastern,CAA,20-Dec,104.9721416972184,178,108.95465966929955,246,0.39455060799559544,211,12,20,7,11,11-Jul,0.46242371316775177,0.4959324195597101,0.43565571211901677,0.46242371316775177,0.4959324195597101,0.43565571211901677,0.870940598,0.8332899612459682,104.36843304798185,106.09944251343839,104.36843304798185,106.09944251343839,103.32429975381919,107.6262316822436,113.40171293282114,104.61295926440881,0.7166072500267847,2,-0.067719979,1210,1271,1174.675,1.0300721476152979,1.0820014046438378,0,0.3888888888888889,-14.08025247,302,318,65.67674403
212,Harvard,Ivy,14-13,101.00104727719813,252,104.89368850474455,171,0.39295941804760276,212,14,13,5,9,9-May,0.4683123830948836,0.42333322472878704,0.5100787444348303,0.4683123830948836,0.42333322472878704,0.5100787444348303,0.8557585483438884,0.8528635505857606,105.60090931074511,106.6315918362837,105.60090931074511,106.6315918362837,99.33717213765478,105.79624698513283,0,0,0,0,0.061424701,946,1022,946.5249999999999,0.9994453395314441,1.0797390454557463,0,0.35714285714285715,-7.516974385,150,57,67.51882186265973
213,Mercer,SC,16-17,103.42360993458459,214,107.48793761844647,221,0.39096167652542524,213,17,16,8,10,10-Aug,0.4116581561105587,0.3266107892084308,0.46337008591836615,0.4116581561105587,0.3266107892084308,0.46337008591836615,0.8816230706701551,0.8820947097997714,104.75895747103922,106.70638009031063,104.75895747103922,106.70638009031063,104.29149938706627,108.33482494379456,95.33634800321335,109.60235932990315,0.16747220591208364,1,-0.028578193,1297,1312,1220.55,1.0626356970218345,1.0749252386219328,0,0.4444444444444444,-11.51734419,236,248,65.92113350105186
214,Abilene Christian,WAC,15-17,100.36494380436137,262,104.34343737013984,152,0.3900600662048206,214,15,17,10,10,10-Oct,0.4553298606932631,0.4577323662562341,0.45503241859299653,0.4553298606932631,0.4577323662562341,0.45503241859299653,0.8755780409683831,0.8526838945302128,102.93885042519126,104.36322898400455,102.93885042519126,104.36322898400455,100.22457640931277,105.01792670452248,100.48875259751263,115.49849057563128,0.16785111225231014,1,0.012001423566561031,1415,1468,1428.3374999999999,0.9906622209386788,1.0277682970586435,0,0.5,-11.26408458,229,145,68.46057575833004
215,Evansville,MVC,16-17,101.32175545413718,246,105.42256827402701,182,0.38787124561449154,215,16,17,6,14,14-Jun,0.5163085403520622,0.34245424851856116,0.6009118502294495,0.5163085403520622,0.34245424851856116,0.6009118502294495,0.8205325112085945,0.8577108126481057,105.86424785254384,104.2820159676198,105.86424785254384,104.2820159676198,101.95615817940701,109.3617751918111,88.59445454846502,106.06534984745228,0.11206289050880082,6,0.07546933,1364,1553,1381.2250000000004,0.9875291860486161,1.1243642418867308,0,0.3,-8.997734435,178,34,68.56458299288452
216,Marist,MAAC,18-13,96.23580801520212,323,100.22190418114485,83,0.38539039432148575,216,18,13,12,8,8-Dec,0.3178607880804171,0.287223465,0.32784907226365684,0.3178607880804171,0.287223465,0.32784907226365684,0.9368184824227618,0.9361355153351548,99.76177898065377,107.6567814355786,99.76177898065377,107.6567814355786,95.99839493271405,101.14978624314503,0,0,0,0,0.003817733,1286,1255,1305.7500000000002,0.9848745931457016,0.9611334482098409,0,0.6,-9.982486616,204,165,64.50444958167115
217,Lipscomb,ASun,20-12,109.22572983493572,104,113.82919738672952,345,0.38349316884191664,217,20,12,11,5,5-Nov,0.3672571801589483,0.44984633895204557,0.297823654,0.3672571801589483,0.44984633895204557,0.297823654,0.8948465170933015,0.835277513,104.01115857451668,108.64031544986898,104.01115857451668,108.64031544986898,112.5677347171646,119.1090963766499,97.68561641376265,97.68511174121309,0.5000148531317178,2,0.083560262,1342,1273,1108.2125,1.2109590895247977,1.148696662418083,0,0.6875,-7.244164878,144,24,69.17543998806777
218,UC Riverside,BW,16-18,103.47010541679083,213,107.85475649306017,229,0.3828942614261645,218,16,18,10,10,10-Oct,0.432109692,0.45203723461989814,0.42529002039743463,0.432109692,0.45203723461989814,0.42529002039743463,0.864868792,0.7929306047505612,103.85827657327039,105.12057020078177,103.85827657327039,105.12057020078177,103.91272247904467,106.34985812734165,83.08228770730194,109.4978982359392,0.04012325,3,-0.005772715,1424,1429,1371.0124999999998,1.0386484441243242,1.0422953838859967,0,0.5,-11.72571104,244,183,66.83344509698416
219,San Jose St.,MWC,23-Sep,104.67361786091718,187,109.17121579479245,253,0.38135314012618504,219,9,23,2,16,16-Feb,0.5745847383296684,0.37983480603998576,0.7001615180867033,0.5745847383296684,0.37983480603998576,0.7001615180867033,0.7822593764290624,0.8942598354526906,108.27490966156562,103.72992030926167,108.27490966156562,103.72992030926167,106.61981013832643,111.95004809121494,104.49605846718178,109.41364777064625,0.3707869605933822,10,-0.072593186,1182,1407,1177.75,1.0036085756739546,1.1946508172362555,0,0.1111111111111111,-13.76197095,290,329,65.70147811085371
220,Rider,MAAC,15-17,102.2748358156121,227,106.67741670607059,209,0.3811483321392956,220,15,17,12,8,8-Dec,0.41785202438316227,0.5820227447329025,0.3282654329872856,0.41785202438316227,0.5820227447329025,0.3282654329872856,0.8604067049129154,0.7153314414518657,102.22180431123422,105.07198858340408,102.22180431123422,105.07198858340408,105.83379216897349,108.75571862515942,101.7060302772087,112.08333052305439,0.24651351856568238,3,-0.015948044,1483,1412,1371.6125000000004,1.081209160750576,1.0294452697099215,0,0.6,-10.97832469,223,224,67.80799760071146
221,North Dakota,Sum,18-14,104.83556761760667,182,109.37265229828157,258,0.38054645117345415,221,18,14,10,6,6-Oct,0.32962996010889734,0.2935794145705465,0.3656555519047433,0.32962996010889734,0.2935794145705465,0.3656555519047433,0.9107984364740048,0.89294864,103.67358932663808,109.2306636861496,103.67358932663808,109.2306636861496,105.94397010966433,109.39532200648942,109.99986845316828,110.52309491438666,0.48636055246728366,2,-0.012150868,1198,1153,1071.5,1.1180587960802613,1.076061595893607,0,0.625,-9.987776753,205,208,66.62780192877825
222,South Alabama,SB,16-16,102.96909183601593,219,107.44964084694107,220,0.37993496100998403,222,17,15,8,10,10-Aug,0.38513583937662516,0.29338104245513463,0.45663552378808236,0.38513583937662516,0.29338104245513463,0.45663552378808236,0.8888766891380832,0.8872947408900314,103.66837134518765,106.57973606665234,103.66837134518765,106.57973606665234,103.65702793048952,108.1037725171973,92.47377124860537,108.57030962049961,0.13640933946948544,2,-0.029018985,1328,1384,1286.4249999999997,1.0323182463027385,1.0758497386167094,0,0.4444444444444444,-11.04565385,225,250,67.99965289650639
223,Wofford,SC,17-15,105.47635870256752,172,110.23061221336263,277,0.3758947659996878,223,17,15,10,8,8-Oct,0.44679233573490806,0.4149304731365463,0.4650132169006057,0.44679233573490806,0.4149304731365463,0.4650132169006057,0.8653610151773895,0.8396251959783381,105.65258265003872,105.88058968239496,105.65258265003872,105.88058968239496,106.72865800505275,112.24206101767534,114.16584494866709,115.47443298152714,0.46728052304442247,2,0.075646912,1286,1300,1180.1625,1.0896804465486745,1.10154322,0,0.5555555555555556,-9.013140733,179,33,65.51791029157413
224,Merrimack,NEC,21-12,95.38089902525937,330,99.82137327315522,75,0.37208188816001153,224,21,12,13,3,13-3,0.28897955779020956,0.455460982,0.16978874671913882,0.28897955779020956,0.455460982,0.16978874671913882,0.9015583912898582,0.8012543917469851,99.30116206421388,108.11936238544257,99.30116206421388,108.11936238544257,96.37527174947478,99.81497968014506,87.62123532531872,91.69368081501379,0.37228046198314046,3,0.008983957,1138,1000,1107.8374999999999,1.027226466,0.9026594604353076,0,0.8125,-7.667574167,152,153,67.19096223838457
225,Mount St. Mary's,MAAC,13-19,101.99188938578465,234,106.79077052585282,214,0.37080861380047225,225,13,19,9,11,11-Sep,0.3454166815619509,0.37788594587096364,0.32928075510575416,0.3454166815619509,0.37788594587096364,0.32928075510575416,0.9103969455146117,0.8592632991331755,100.12382262680913,107.24832173299609,100.12382262680913,107.24832173299609,103.48785461459227,107.29113037286547,89.6513115,102.73423854729899,0.1727155469957901,1,-0.137703837,1460,1419,1386.975,1.0526505524612917,1.0230898177688856,0,0.45,-14.85102181,308,359,68.90401594449503
226,Cal Baptist,WAC,16-17,101.2456207,247,106.20837243221143,196,0.3657912989058116,226,16,17,8,12,12-Aug,0.41085337883373607,0.3045308600004644,0.45741524543184103,0.41085337883373607,0.3045308600004644,0.45741524543184103,0.896890476,0.9202730033747977,102.14122972794372,104.84196089920276,102.14122972794372,104.84196089920276,101.50591293331196,104.90381877479187,92.42689034113339,101.26648631615343,0.2591517574715442,1,-0.004492898,1342,1339,1316.2500000000002,1.0195631528964861,1.0172839506172837,0,0.4,-12.05158911,252,179,63.503487070797775
227,Air Force,MWC,22-Sep,106.35032248684425,153,111.75911486889547,318,0.3611253729342101,227,9,22,2,16,16-Feb,0.5492739785713973,0.291828388,0.701814949,0.5492739785713973,0.291828388,0.701814949,0.7943460031540108,0.9447229704527872,106.8787696305395,104.55614709153231,106.8787696305395,104.55614709153231,110.88972383364577,116.24599003220654,115.25928566088679,110.51184040256493,0.6186231224302317,9,-0.075523661,1165,1381,1114.5375000000001,1.045276628197795,1.2390789901640813,0,0.1111111111111111,-13.5263146,286,334,61.88391885571627
228,Cal St. Fullerton,BW,14-18,99.14396375726892,282,104.2266494209222,151,0.36009748127108215,228,14,18,7,13,13-Jul,0.4451427071158819,0.47449843461225266,0.4275292706180595,0.4451427071158819,0.47449843461225266,0.4275292706180595,0.8535330950998921,0.7754696571626568,104.24992881898471,105.10515950642703,104.24992881898471,105.10515950642703,99.77379830481208,105.4918400520808,97.68954060835766,107.93647404364182,0.24101806862560124,4,-0.010521329,1357,1404,1352.1875,1.0035590478391496,1.0383175410214929,0,0.35,-11.6396282,239,204,66.28585728935461
229,Georgia St.,SB,14-17,103.90498886898341,204,109.32657661259964,256,0.35780129759883444,229,14,17,8,10,10-Aug,0.4250475164159427,0.4032898518071438,0.4444610258903042,0.4250475164159427,0.4032898518071438,0.4444610258903042,0.8767035237191451,0.8545724115597153,104.21749981549588,105.80675776931355,104.21749981549588,105.80675776931355,104.66950297919387,110.43288694499135,91.69315565820138,105.16694502423343,0.17126832176620238,1,-0.00622716,1355,1379,1279.2,1.0592557848655408,1.0780175109443402,0,0.4444444444444444,-11.62899395,238,185,67.86623700170148
230,Iona,MAAC,16-17,102.35967558587846,223,107.73060970309425,224,0.357066211,230,16,17,10,10,10-Oct,0.3775955542463435,0.4792083558996963,0.3306313286283252,0.3775955542463435,0.4792083558996963,0.3306313286283252,0.9067712269964725,0.8455134944049258,101.65339295965538,107.20681408431427,101.65339295965538,107.20681408431427,103.83011248017911,109.5856589,107.21298371291871,104.89007162020116,0.5626445117701985,1,-0.02293755,1443,1417,1362.6124999999997,1.0589951288425727,1.039914135530094,0,0.5,-12.55004014,267,235,66.87831589
231,Stetson,ASun,22-12,108.23796168403045,118,113.96323069411815,346,0.3560035242791265,231,22.016111116998225,12.983888883001773,11,5,5-Nov,0.3576449230953596,0.4433805268983838,0.3000530461326029,0.37517594180347325,0.4433805268983838,0.3000530461326029,0.8652889166063682,0.7970972829617889,104.08114693453865,107.74963298232737,104.79879752330525,107.30598535336654,104.94491941019825,110.49236304128328,113.9912717851229,111.02644364840656,0.5751916097729873,4,0.11461868038634349,1200,1167,1084.6125,1.1063859212391522,1.0759603084050755,0,0.6875,-6.801308301,137,8,65.95019189
232,Fresno St.,MWC,21-Dec,102.29970942844156,224,107.76040981885697,226,0.3547921747265533,232,12,21,4,14,14-Apr,0.5746286744175209,0.38282268315169854,0.7019152489118317,0.5746286744175209,0.38282268315169854,0.7019152489118317,0.7784384126738083,0.8749712059385153,108.09978180180838,103.66181146607278,108.09978180180838,103.66181146607278,103.0825152274863,109.44397524194389,100.04515055902141,114.22749664495095,0.17879098366207735,8,0.022583007,1153,1341,1163.4125,0.9910500359932527,1.1526436238221611,0,0.2222222222222222,-11.318047,230,116,65.47254506774377
233,Tennessee Martin,OVC,21-11,104.76379855703394,184,110.49621613257008,282,0.35145733124412026,233,21,11,14,4,14-4,0.30565085718115864,0.35760946397391863,0.25237590347375294,0.30565085718115864,0.35760946397391863,0.25237590347375294,0.9087057888938589,0.8547697671362493,100.47251380483706,107.49085118949299,100.47251380483706,107.49085118949299,105.20900997955512,110.92716162419879,100.68098317150799,104.85568553933904,0.38527384459528513,2,0.067942682,1425,1315,1293.5499999999997,1.1016195740404315,1.0165822735881878,0,0.7777777777777778,-6.914075466,140,46,72.73482917337883
234,Bowling Green,MAC,20-13,101.49289589657238,244,107.06415890616714,217,0.3510211026867376,234,20,13,10,8,8-Oct,0.33753419460020234,0.31664996701932885,0.34730643518536464,0.33753419460020234,0.31664996701932885,0.34730643518536464,0.9288605539374617,0.9318307027083104,101.66180346119882,107.69486012969365,101.66180346119882,107.69486012969365,104.01911183056102,109.25659365553248,0,0,0,0,0.061370394,1353,1341,1270.8500000000001,1.0646417751898334,1.0551992760750677,0,0.5555555555555556,-9.438533795,192,58,67.49317895824238
235,North Florida,ASun,16-16,105.63722060322083,169,111.61098770665242,312,0.3469211551653224,235,16,16,9,7,7-Sep,0.35247673839432464,0.3980678847761132,0.3064483208808562,0.35247673839432464,0.3980678847761132,0.3064483208808562,0.8991662192480742,0.8500852673223734,104.51736644642969,108.98738649923588,104.51736644642969,108.98738649923588,108.59141594394734,111.39930694997065,107.51780040088714,110.15968245506609,0.4306603731166161,1,-0.028827247,1246,1198,1087.925,1.1452995381115427,1.1011788496449664,0,0.5625,-11.44594079,234,249,67.07145127880688
