,0
0,23.8
1,1.2
2,7.2
3,10.7
4,7.9
5,13.6
6,0.4
7,14.2
8,21.0
9,1.4
10,7.2
11,8.1
12,1.3
13,12.2
14,0.9
15,19.7
16,21.9
17,2.8
18,5.2
19,10.8
20,4.1
21,10.6
22,0.5
23,13.9
24,22.5
25,0.9
26,8.4
27,8.1
28,1.2
29,14.1
30,2.3
31,18.6
