,0
0,Connecticut
1,Auburn
2,Illinois
3,Iowa St.
4,North Carolina
5,Alabama
6,Baylor
7,Arizona
8,Houston
9,Duke
10,Kentucky
11,Marquette
12,Purdue
13,Gonzaga
14,Creighton
15,Tennessee
