,0
0,27.32350000000001
1,3.273100000000005
2,6.087300000000001
3,2.8242500000000073
4,0.4878499999999999
5,13.080199999999989
6,14.863300000000004
7,16.305150000000005
8,18.347749999999998
9,6.772750000000004
10,8.112200000000005
11,3.77855000000001
12,1.4006500000000113
13,13.397300000000005
14,12.015350000000002
15,10.892049999999996
16,28.070150000000005
17,2.9905999999999966
18,17.69569999999999
19,14.228600000000004
20,8.837150000000001
21,14.962599999999995
22,3.127849999999995
23,18.895649999999996
24,20.446299999999997
25,13.20494999999999
26,8.264500000000005
27,10.472500000000004
28,8.843399999999997
29,15.696799999999996
30,0.12669999999999693
31,9.266099999999998
