,0
0,California Baptist
1,Stephen F. Austin
2,Cal State Bakersfield
3,Cal St. Fullerton
4,Southeast Missouri State
5,Little Rock
6,Tennessee Tech
7,SIU-Edwardsville
8,Lindenwood
9,UT-Martin
10,Utah Tech
11,Tarleton State
12,Arizona St.
13,Oregon State
14,Montana
15,Sacramento State
