,0
0,Auburn
1,Texas A&M
2,North Carolina
3,Michigan St.
4,Connecticut
5,Maryland
6,Texas Tech
7,Kansas
8,Duke
9,Arizona
10,BYU
11,Alabama
12,Houston
13,Purdue
14,Illinois
15,UCLA
