,0
0,0.39233355902193334
1,0.08336250712608495
2,0.2904378286367545
3,0.4040914995336276
4,0.12832998360373382
5,0.27409103480984426
6,0.14574319510517764
7,0.3248777896781744
8,0.41710193093286535
9,0.10845733343166453
10,0.1066728441073691
11,0.23840625991411668
12,0.32947898161638955
13,0.2573847143400418
14,0.06544496967625513
15,0.25878481866446845
16,0.5883322780562974
17,0.044276271735176675
18,0.23293160047459838
19,0.3261639108985373
20,0.04063762017499106
21,0.23825513437703755
22,0.03439813675475434
23,0.4477646271734415
24,0.5287804001388088
25,0.024416864629757007
26,0.12447372869906459
27,0.2839027946625718
28,0.03925881035626866
29,0.27489520210189144
30,0.30652101703547474
31,0.37251232516257154
