,0
0,0.4028974873389169
1,0.09292631670208829
2,0.21863264604966248
3,0.3500460856756419
4,0.09536785284251303
5,0.259874862288334
6,0.07340870176380643
7,0.3094274873453708
8,0.3480603076523262
9,0.14760682832580252
10,0.026106175613918037
11,0.24242344995448872
12,0.34897711829639205
13,0.2931716930214687
14,0.010627876455451712
15,0.32914414713855544
16,0.5954027553950381
17,0.00943090902715149
18,0.24725363514696452
19,0.3439793965491465
20,0.01901666878572117
21,0.22871082572356044
22,0.07603539219400457
23,0.42813834157398234
24,0.5104049594270937
25,0.05392176041171215
26,0.21533131259413396
27,0.2498959716231679
28,0.04705360767454936
29,0.2971429688580704
30,0.22413240520887323
31,0.3791370671292875
