,0
0,26.28274137979249
1,1.35462037226133
2,6.451220259008039
3,4.947914516540685
4,11.46717029862505
5,10.664578445373124
6,7.796892930787287
7,15.825114176940431
8,37.75560987254405
9,0.2121103096068211
10,3.803428637187743
11,9.167626373777438
12,2.0784011232812887
13,5.170966862307132
14,0.8265492142621156
15,11.434657485373258
16,21.085993396144126
17,1.2420670107720895
18,1.7637097630150294
19,5.371320869834953
20,2.300347785701746
21,10.392831048747674
22,12.507011697872969
23,12.072045971180046
24,22.7174715673178
25,0.9619524876825025
26,2.613506777193578
27,6.145344568870229
28,0.21545010978221057
29,17.462767505630417
30,2.3452541842276418
31,14.100457966732513
