,0
0,25.859308189347928
1,5.707594805416164
2,2.1428238488131512
3,7.505630730963617
4,1.5459720686944678
5,6.7813251888762025
6,1.6770420339386902
7,12.073101715684146
8,42.1346721896267
9,2.614956627857282
10,13.56041738182806
11,11.444169857364578
12,1.760384676990455
13,2.619981666353233
14,3.8286196279350406
15,10.9895852751076
16,35.58641130211811
17,7.21911174766182
18,0.2745298290017075
19,2.817982736127334
20,2.2470376867641804
21,13.93557231414838
22,13.50761102215509
23,5.575804418911929
24,37.39717702066613
25,3.2028369702369446
26,14.978738738446303
27,2.0829389190317045
28,0.7070359161439512
29,33.03718352512635
30,0.0322886822691828
31,31.810730215677573
