,0
0,Alabama
1,Furman
2,North Carolina St.
3,Arizona
4,Purdue
5,Oral Roberts
6,Kentucky
7,Marquette
8,Houston
9,Miami FL
10,Xavier
11,Penn St.
12,Kansas
13,Saint Mary's
14,Gonzaga
15,UCLA
