rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
1,Houston,B12,16-2,118.57300193070537,21,83.6095433903105,1,0.9823249522307145,1,27.350505216465972,3.649494783534027,14.350505216465972,3.649494783534027,3-2,0.5876911371650995,0.5131479308954356,0.7815034734662254,0.6940268557394603,0.5131479308954356,0.8246616347934782,0.6891860341713765,0.826268473447732,109.54771337218942,104.5671603711391,111.55455304389075,101.63945362206644,116.752576412298,84.63997975430816,120.69674685064032,89.8538187659282,0.9675044292384256,6,-0.04761148868708598,343.0,276.0,312.5375,1.0974683038035435,0.883094028716554,0.8412609276116526,0.6,3.5960145393415894,5,266,63.682399164396145
2,Purdue,B10,17-2,127.56941488624179,1,94.42748326778334,9,0.9695140048763267,2,27.17870915860575,3.821290841394252,16.17870915860575,3.821290841394252,6-2,0.7248943416147751,0.6734277789224424,0.7956608653167325,0.7484063755488997,0.6734277789224424,0.7896446036934514,0.6624782473131648,0.6780280230429231,113.65170702089436,102.14436930141775,113.95324299209746,101.53869782037908,127.8685480582796,95.93326505995194,130.84407241266564,102.07400475730893,0.9456045919423148,9,0.041144638278766466,663.0,593.0,557.4250000000001,1.189397676817509,1.0638202448759921,0.7856337626112642,0.75,6.5281655563510705,1,101,68.09030069103827
3,Auburn,SEC,16-2,123.43587631877445,6,94.56484344559048,12,0.9553837232001982,3,25.73597828003044,5.264021719969557,14.735978280030444,3.2640217199695574,5-0,0.5670278358457566,0.5293469147017152,0.6649982308202642,0.6672512875490187,0.5293469147017152,0.7668488901609601,0.7347431163056983,0.8448712191504616,107.50692667836596,104.98476705154081,111.24119130344505,103.13175864638404,118.21198312510585,87.70914031290167,114.87651225760021,98.44439119973116,0.8551041411395143,1,-0.030746946545690323,404.0,308.0,347.40000000000003,1.1629245826137016,0.8865860679332181,0.8060222206766127,1.0,2.5374083513288843,12,241,70.31288354715325
4,Arizona,P12,14-4,121.01598676105866,11,94.26969132284276,7,0.9464586824547716,4,24.732335408882033,6.267664591117976,15.732335408882026,4.267664591117975,5-2,0.678957942928473,0.6368248705818925,0.7451670566159565,0.6989038841733443,0.6368248705818921,0.7330473416486432,0.7111122792845079,0.6842242086240434,113.26788461760083,103.72623265353774,112.66814778387717,102.93025085301413,120.36744045308963,96.14809328574545,120.85075672673926,89.0767026498722,0.9709194301828189,9,-0.02149456415037576,600.0,515.0,516.375,1.1619462599854757,0.9973372064875333,0.7265213412816282,0.7142857142857143,3.2320025853430447,9,222,73.62346708242939
5,Tennessee,SEC,14-4,118.67492941832309,19,92.50053627345164,3,0.9461142219027349,5,23.999033890813624,7.000966109186372,13.999033890813628,4.000966109186372,4-1,0.6826313182781846,0.6227739488027132,0.8382604789144107,0.710688659306652,0.6227739488027133,0.7741826168928301,0.6696600629570423,0.7013728055274685,113.38287796925017,103.33955053768572,114.10570448555653,102.89894016671026,121.95898315650754,90.94555893673558,124.28368431789956,98.0018869702464,0.93889844213377,9,0.002449797748341309,423.0,357.0,363.325,1.164246886396477,0.9825913438381615,0.7495372853460681,0.8,3.609188953401918,4,164,69.78883661157613
6,Alabama,SEC,12-6,127.55163889933027,2,100.89960754242495,60,0.9367632783709358,6,20.968487574894105,10.031512425105896,12.968487574894104,5.031512425105897,4-1,0.6893264474738496,0.6740800234808622,0.7289671498556174,0.7460703935719494,0.6740800234808622,0.7980634386377347,0.6485072792804062,0.7036983875484581,113.46686221966999,102.91207519955574,114.67010142940174,101.5994091625503,118.19694260742475,99.0211244980546,132.19140491300308,110.79316667622462,0.8839866624669611,8,-0.0905676514303495,398.0,362.0,353.47499999999997,1.125963646651107,1.0241176886625647,0.8246389343231644,0.8,1.3624466836816518,32,327,72.14077350116804
7,North Carolina,ACC,16-3,118.7882131546923,17,94.20682391390172,6,0.9350067308175193,7,25.25671338821929,5.743286611780713,17.25671338821929,2.743286611780713,8-0,0.6648471252037988,0.6205239773322934,0.7257914535271187,0.7066013564077089,0.6205239773322936,0.7539439148991873,0.7095854273157223,0.7301772310064286,111.69693581558474,103.47405586678957,112.15045893053001,102.37635579103558,111.85300499929994,86.33712737326043,123.02631011434592,97.03026175913266,0.9387632768394341,7,0.047811235221144055,630.0,503.0,570.35,1.1045849040063118,0.8819146138336109,0.7727122224805664,1.0,4.285930218343058,3,90,70.97742750715193
8,Connecticut,BE,17-2,124.59176082457913,4,98.82087762390822,39,0.9349256305052819,8,25.82437214914722,5.175627850852787,15.824372149147212,4.175627850852788,7-1,0.5729856211384438,0.4594129129342479,0.7291480949192128,0.6518404357013483,0.45941291293424763,0.7576755732232537,0.7001503599255174,0.783205907424726,108.55355593164876,105.54242780756462,110.28155058640336,103.32827155752366,120.53762478258318,97.88103296107037,124.03319165657574,96.76830500964293,0.9455581099558625,10,0.10049538588025475,590.0,532.0,511.7375,1.1529348542954152,1.0395954957375608,0.7766938920926142,0.875,4.855598404310343,2,34,64.83067697027342
9,Iowa St.,B12,14-4,115.85491327374078,48,92.265158940173,2,0.9320255777054424,9,22.732806412255897,8.2671935877441,11.7328064122559,6.2671935877440985,3-2,0.5074332683531082,0.3713020219321714,0.8613745090475436,0.644606019981093,0.3713020219321715,0.8419922407942029,0.6993758246970351,0.9045085535587715,106.73563367853245,105.43562050982206,109.92422130201922,102.13320733941684,114.82700923762452,88.89506068596071,117.80143653234245,93.19835875713866,0.9366781376017989,4,-0.04288349134975622,331.0,325.0,328.825,1.0066144605793355,0.9883676727742721,0.8345375222352255,0.6,1.263735648760554,34,258,69.05002791344303
10,BYU,B12,14-4,120.52422313414304,15,96.2164053910281,19,0.9302402109400105,10,22.93603217022934,8.063967829770661,10.93603217022934,7.063967829770661,2-3,0.5409807022225906,0.4167026038387496,0.8641037580205776,0.6523606715940982,0.4167026038387496,0.8225581649729611,0.7134991681408415,0.8740125493521229,107.86265761190981,105.63583011342295,109.83845973023894,102.20741860719896,117.17667164715397,95.95755028493863,129.13744559391955,105.6069707854778,0.9099691784188815,5,-0.051706734244205244,360.0,367.0,347.525,1.035896698079275,1.0560391338752608,0.8065790907238776,0.4,1.3661763060067864,31,272,69.06507383376095
