,0
0,41.9096340126227
1,4.600131807232216
2,8.244765318165143
3,0.1498056611230112
4,6.287505856002099
5,21.507277505222426
6,4.115066147827378
7,36.77065631406576
8,30.746602112096774
9,4.141451860485915
10,2.9328846968525824
11,26.888131269519313
12,0.7322205395767156
13,25.873697122022314
14,0.9889308105682346
15,31.71218943643722
16,29.685819457818305
17,3.09720738635329
18,15.815998018145237
19,8.791717966634408
20,0.19198021836945145
21,20.1723693648604
22,2.3437162443074016
23,27.612095829722314
24,35.663818254412675
25,2.1345015412639228
26,18.524555899049076
27,0.0513310550838213
28,4.549350113827451
29,17.73315586404216
30,5.493131461056521
31,21.99373723248472
