,0
0,Alabama
1,San Diego St.
2,Creighton
3,Arizona
4,Purdue
5,Tennessee
6,Kentucky
7,Marquette
8,Houston
9,Miami FL
10,Xavier
11,Texas
12,Kansas
13,Saint Mary's
14,Gonzaga
15,UCLA
