,0
0,23.104617578633466
1,0.5866993083216272
2,2.8965671566514857
3,3.590664084461487
4,5.980294354700995
5,11.202020093113589
6,7.478671181758784
7,13.388033480324282
8,33.73532681900755
9,0.5761844139521912
10,3.600679103678992
11,14.918535308873537
12,1.1076611838818877
13,8.20831676899283
14,0.8002643898218551
15,11.254963028290689
16,26.41786611962018
17,0.8784200281155563
18,0.8016406512578058
19,2.4815695015167165
20,1.7224089422654743
21,9.90938887686952
22,11.692280097536049
23,10.779657830301396
24,18.782604185314582
25,2.156469617769609
26,5.549478081840505
27,7.680209980361063
28,3.4323028176898163
29,15.041445781374442
30,1.8377581975929402
31,19.05500229388653
