,0
0,24.829994295636737
1,2.154949967411028
2,5.876119838780866
3,3.0636980177110047
4,3.8792377073572197
5,12.262124239781905
6,1.7133953616020818
7,19.94245591418938
8,37.92817953309602
9,1.1428206898886373
10,2.0020464080424745
11,13.583100177253414
12,1.7003433927438323
13,9.974721646717676
14,0.7171071809931107
15,15.395242710139229
16,29.972161110175584
17,0.28663440743002866
18,2.7066871190471886
19,3.106562581263262
20,3.365999091482955
21,12.790472669609223
22,4.358014960297382
23,11.104981116122431
24,22.7102101132719
25,5.239842483331131
26,6.3070829815702325
27,9.547522396951535
28,2.699960322378047
29,21.882033978263237
30,4.251524910431698
31,19.176418474595025
