,0
0,28.439258584009153
1,2.4746698837518295
2,3.126111823792712
3,0.30389189670388816
4,1.693868172943752
5,16.28652678048794
6,2.480748062352859
7,13.671796019867735
8,38.86119313651584
9,1.5139476280657078
10,6.233708166253095
11,15.784427048958143
12,3.2745678315615123
13,11.522102927810664
14,3.8693251063335623
15,14.43331713635672
16,37.06206580073028
17,6.903226813539575
18,3.2119565600434186
19,4.736299684236712
20,3.1094898888498506
21,12.108416825618662
22,4.8035180433469975
23,9.67014732711857
24,31.736918540765274
25,4.640260070871548
26,10.096013727854867
27,5.091303467298445
28,5.149888479813299
29,24.66732341118309
30,0.07229738529929364
31,31.651393885082882
