,0
0,22.38276714072409
1,0.18117346314252813
2,2.9923465121404647
3,0.9717563946236467
4,4.806646725062173
5,6.224073112321285
6,7.1239391755056545
7,13.63103497379069
8,31.357584310727944
9,1.3730913201969628
10,0.5417148231515228
11,14.365795609346527
12,1.2252731864884865
13,5.813386075520512
14,0.01694963873092803
15,8.968484368996698
16,28.215058717168546
17,1.3515215936192106
18,1.253327900031401
19,1.2834149313895153
20,4.188279484216338
21,9.420178893516663
22,7.275376433815893
23,9.964097340649232
24,18.38108690927705
25,3.6474898237560893
26,5.776932012977753
27,8.47654476309102
28,0.31049636933403946
29,14.777098301715952
30,4.042713308151846
31,14.713986122311539
